,train_index,train_sentence,geraint_sentence,train_label
11786,snips-train-8830,find five points called The Origins of Virtue,WIEON FIVE POINTS CALLED THE ORIGINS OF VIRTUE,RateBook
11787,snips-train-8831,Rate the current essay 0 of 6,RATE THE CURRENTESSE ZERO OF SIX,RateBook
11788,snips-train-8832,National Lampoon Tenth Anniversary Anthology 1970–1980 is a 4 out of 6 read,NATIONAL LAMPOON TENTH  ANNIVERSARY INTHOLOGY NINETEEN SEVENTY TO NINETEEN EIGHTEE IS A FORMAT OF SIXREED,RateBook
11789,snips-train-8833,this saga is definitely worth 4 stars .,THIS SARGU IS DEFINITELY WITH FOUR STARS,RateBook
11790,snips-train-8834,"Of a total possible of 6 , I think the current book is a five .",OF A TOTAL POSSIBLE OF SIX I THINK THE CURRANT BOOK IS OF FIVE,RateBook
11791,snips-train-8835,Rate Contesting the Future of Nuclear Power a four,REAT CONTESTING THE FUTURE OF MUCHIR POWER OF FOR,RateBook
11792,snips-train-8836,Rate the current essay 1 of 6,RATE THE CURRENTASSE ONE OF SIX,RateBook
11793,snips-train-8837,"I give The History of the Saracens a three , or 6 points",I GIVE THE HISTORY OF THE SORACENS OF THREE OR SIX POINTS,RateBook
11794,snips-train-8838,Rate The Slap five of 6,RATE THE SLAP FIVE OF SIX,RateBook
11795,snips-train-8839,rate Orion in the Dying Time four stars,RIGHT TO RIM IN THE DYING THIME FOUR STARS,RateBook
11796,snips-train-884,put Kids of the Black Hole onto my 90s por siempre playlist,PUT KIDS OF THE BLACK COLON TO MINITE'S POOR SEEMPREPLALIST,AddToPlaylist
11797,snips-train-8840,rate The Sunrise Lands a zero,RATE THE SUNRISE LAMDS OF ZERO,RateBook
11798,snips-train-8841,Folk and Fairy Tales gets 1 out of 6 points,FROK AND FAIRY TALS GAT ONE OUT OF SIX POINTS,RateBook
11799,snips-train-8842,I would rate Tree of Smoke a value of two or a best rating of 6,I WOULD RITE TEA OF SMOKE A VALUE OF TWO OR A BEST RATING OF SIX,RateBook
11800,snips-train-8843,For the current essay I rate 1 out of 6,THE CARENTESSE SA I RATE ONE OUTO SIX,RateBook
11801,snips-train-8844,Rate the current book zero of 6 stars,RATE THE CURRENT BOOK CERO OF SIX STARS,RateBook
11802,snips-train-8845,I would give this novel a rating of two,I WOULD GIVE THIS NOVEL ARRATING OF TWO,RateBook
11803,snips-train-8846,give two out of 6 stars to current book,GIVE TWO OUT OF SIX STARS TO CURRANT BOOK,RateBook
11804,snips-train-8847,rate the book Now and Forever 1 out of 6 points,WRITE E BOOK NOW AND FOREVER ONE OUTT TO SIX POINTS,RateBook
11805,snips-train-8848,Give the Hover Car Racer chronicle two of 6 stars,GIVE THE HOVICAR A SYCHRONICAL TO OF SIX STARS,RateBook
11806,snips-train-8849,Give the Televised Morality series a one .,GIVE A TALIVIZED MORALITY SIRAZUAN,RateBook
11807,snips-train-885,Add a track to the Another Glass playlist.,AN TE CHACK TO E ANOTHER GLASS PLAYLIST,AddToPlaylist
11808,snips-train-8850,Give The Denationalization of Money series four of 6,GIVERDY NATIONALIZATION OF MANYSERIS FOUR OF SIX,RateBook
11809,snips-train-8851,Rate Gates of Fire a 2,RAT GATES OF FIRE AT WWO,RateBook
11810,snips-train-8852,I am giving this novel 3 stars,I AM GIVING THIS NOVEL FREE STARS,RateBook
11811,snips-train-8853,rate First Man The Life of Neil A. Armstrong three of 6,RIGHT FIRST MAN THE LIFE OF NELAY I'M STRONG THREE OF SIX,RateBook
11812,snips-train-8854,Mars Probes gets a 1 rating.,MARS PROBES GETS THE WANRATING,RateBook
11813,snips-train-8855,give zero rating to The Deed of Paksenarrion,GIVE  ZERO WRITING TO THE DEED OF PACSAN ARIUM,RateBook
11814,snips-train-8856,Rate this book 0 of 6 points,GREAT THIS BOOK SERO OF SIX POINTS,RateBook
11815,snips-train-8857,I give the following album two out of 6 stars .,I GIVE THE FOLLOWING ALGUM TWO OUT OF SIX STARS,RateBook
11816,snips-train-8858,Give Signals of Belief in Early England four of 6,GIVE SIGNALS OF BELIEF IN EARLY ENGLAND FOUR OF SIX,RateBook
11817,snips-train-8859,give this a four for the next series of points,GIVE THIS A FOULL FOR THE NEXT SHERERS OF POINTS,RateBook
11818,snips-train-886,Add the tune to my Women of Latin Music playlist.,ADD THE TUNE TO MY WOMEN OF LATIN MUSIC PLAILIST,AddToPlaylist
11819,snips-train-8860,rate the current textbook 4 of 6 points,RATE THE CURRENT TAXBOOK FOUR OF SIX POINTS,RateBook
11820,snips-train-8861,rate this current novel a 3,REAT THIS CURRENT NOVEL OF THREE,RateBook
11821,snips-train-8862,rate this album book zero out of 6 points,GREATE LE SALGANBROCK SY RO OUT OF SIX POINTS,RateBook
11822,snips-train-8863,I rate Observations one points,IRATES OBSERVATIONS ONE POINTS,RateBook
11823,snips-train-8864,Give 2 stars to The Doom Brigade,GIVE TWO STARS TO THE DOOM BREGADE,RateBook
11824,snips-train-8865,Rate Pillar of Fire and Other Plays a three,GREAT PELLER OF FIRE AND OTHER PLASES THREE,RateBook
11825,snips-train-8866,rate the previous essay four of 6 points,RATE THE PREVIOUS ASSEFOUL OF SIX POINTS,RateBook
11826,snips-train-8867,The current novel I'm reading gets only a one out of 6 .,THE CURRENT NOVEL IN READING GETS ONLY A ONE OUT OF SIX,RateBook
11827,snips-train-8868,Give this album three / 6 points,GIVE THIS ALBUM THREE SIX POINTS,RateBook
11828,snips-train-8869,I give the Knife of Dreams saga a 0 of 6,I GAVE THE KNIFE OF DREAMS SARKA ZERO OF SIX,RateBook
11829,snips-train-887,Add this track to winnie's post metal playlist,ARBIST TRACKTOINNES POST METAL PLAYLIST,AddToPlaylist
11830,snips-train-8870,Give The Phantom Ship a zero .,GIVE THE PANTUM SHIP OF ZERO,RateBook
11831,snips-train-8871,rate this essay 2 points,REAT DE AS SE TWO POINTS,RateBook
11832,snips-train-8872,Give this essay a 2 out of 6 .,GIVE THIS ASSAY A TWO OUT OF SIX,RateBook
11833,snips-train-8873,Give the current part of the saga 4 points out of 6 .,GIVE A CURRENT PART OF A SALG A FOUR POINTS OUT OF SIX,RateBook
11834,snips-train-8874,rate the current album two out of 6,RATE THE CURRENT ALBUN TWO OR TO SIX,RateBook
11835,snips-train-8875,Rate An Act of Terror 2 stars .,RATE AN ACT OF TERRO TRU STARS,RateBook
11836,snips-train-8876,give four out of 6 stars to current essay,GIVE FOUR OUT OF SIX STARS TO CURRENTASSE,RateBook
11837,snips-train-8877,Rate Peddling Prosperity zero stars,RIGHT BADDLING PROSPERITYS ZERO STARS,RateBook
11838,snips-train-8878,give 1 out of 6 to West of January,GIVE ONE ART OF SIX TO WEST OF JAMULARY,RateBook
11839,snips-train-8879,Remember the City nets five out of 6 .,REMEMBER THE CITY NETS FIVE OUT OF SIX,RateBook
11840,snips-train-888,add this track to my Gold School playlist,ALB BIS TRACK TO MY GOLD SCHOOL PLAYLIST,AddToPlaylist
11841,snips-train-8880,rate Atop an Underwood Early Stories and Other Writings 0 out of 6 stars,RATE TOPAN UNDERWOOD EARLY STORIES AND OTHER WRITINGS ZERO OUT OF SIX STARS,RateBook
11842,snips-train-8881,1 point for this next textbook,ONE POINT FOR THIS NEXT TAXT BOOK,RateBook
11843,snips-train-8882,give The Creator zero points out of 6,GIVE A CREATOR ZERO POINTS OUT TO SIX,RateBook
11844,snips-train-8883,Give this album a rating of 4 .,GIVE THIS ALBUM A RATING OF PI,RateBook
11845,snips-train-8884,Rate Competitors 2 stars out of 6,REAT COMPETIT AS TWO STARS OUT OF SIX,RateBook
11846,snips-train-8885,I rate A Moment in Time a 5,A RATE TAMOMENT IN TIME OF FIVE,RateBook
11847,snips-train-8886,Rate this series one stars,RATE THIS SERA'S ONCE STARS,RateBook
11848,snips-train-8887,Rate the current textbook five of 6,RATE DE CURRENT TEXBOK FIVE OR SIX,RateBook
11849,snips-train-8888,I want to give this textbook four out of 6,I WANT TO GIVE THIS TAXT BOOK FOUR OUT OF SIX,RateBook
11850,snips-train-8889,The Sins of the Cities of the Plain gets a rating of one,THE SENSE OF THE CITIES OF THE PLAIN GATS E RATING OF ONE,RateBook
11851,snips-train-889,add Keke Wyatt to my Evening Commute playlist,AB KIKI WYAT TO MY EVENING COMMUTE PLAYLIST,AddToPlaylist
11852,snips-train-8890,rate Winnie-the-Pooh four out of 6,RIGHT WE MITHER PUL FOUR OUT OF SIX,RateBook
11853,snips-train-8891,This current essay deserves 0 stars,THIS CURRENT TASSE DESERVES ZELO STARS,RateBook
11854,snips-train-8892,I give The Monkey and the Tiger a rating of 2 points .,I GIVE THE MONKEY AND THE TIGER A RATING OF TWO POINTS,RateBook
11855,snips-train-8893,I rate The Variation of Animals and Plants under Domestication a value of 0,I WRATE THE VARIATION OF ANIMALS AND PLANTS UNDER DOMESTICATION OF ALI OF ZERO,RateBook
11856,snips-train-8894,Give The Body Artist a 5 .,GIVE THE BODY ARTIST TO FIVE,RateBook
11857,snips-train-8895,Can you rate this novel as a four ?,CAN YOU WRITE THIS NOVEL AS A FOR,RateBook
11858,snips-train-8896,rate the current saga 4 of 6,GREAT THE CURRENT SAGA FOUR OF SIX,RateBook
11859,snips-train-8897,Rate the previous album 0 points out of 6,RATE THE PREVIOUS ALGOM ZERO POINTS OUT OF SIX,RateBook
11860,snips-train-8898,Give this textbook zero stars,GIVE THIS TEXT BOOK SELO STARS,RateBook
11861,snips-train-8899,Rate the current novel a one,REAT TE CURRENT NORT ALLAWANE,RateBook
11862,snips-train-89,Add this song to my list Trabajo Relax,AD THIS SONG TO MY LIST TRALBAR HO RELUX,AddToPlaylist
11863,snips-train-890,Add First Issue to my your favorite slaughterhouse playlist,ADD FIRST ISSUE TO MY YOUR FAVOURITE SLAUGHTE HOUSE PLAILIST,AddToPlaylist
11864,snips-train-8900,rate this current book album four stars,GRATE THIS CURRENTBULCALGAM FOR STARS,RateBook
11865,snips-train-8901,I gave Joseph Andrews a 0 out of 6,I GAVE JOSEPH FOUNGERS A ZERO OUT OF SIX,RateBook
11866,snips-train-8902,rate this textbook 4 out of 6 stars,GREAT THIS TEXT BOOK FAUL OUT OF SIX STARS,RateBook
11867,snips-train-8903,How do I rate the book White Teeth only 4 stars ?,HOW DO I WRATE THE BOOK WHITE TIEF ONLY FOUR STARS,RateBook
11868,snips-train-8904,I gave Perchance to Dream 4 of 6 points,I GAVE PERCHANCE TO DREAM FOUR OF SIX POINTS,RateBook
11869,snips-train-8905,rate Lost Empires of Faerûn five of 6 stars,REAT LOST TEMPIRES OF FREON FIVE OR SSIX STARS,RateBook
11870,snips-train-8906,I give The Blood Book five stars,I GIVE THE BLOOD BROOK FIVE STARS,RateBook
11871,snips-train-8907,I would give this current novel 4 points,I WOULD GIVE THIS CURRENT NOVEL FOUR POINTS,RateBook
11872,snips-train-8908,I would rate this novel a four,I WOULD WRITE TIS MIVE ON A FAIR,RateBook
11873,snips-train-8909,I want to rate A Long Short War series a four out of 6 .,I WANT TO RATE A LONG SHORT WAR SERIES OF FOUR OUTO SIX,RateBook
11874,snips-train-891,add track to dance playlist,AD TRACK A DANCE PLAINLIST,AddToPlaylist
11875,snips-train-8910,I am giving the book After Henry a rating of 0 out of 6 stars,I AM GIVING THE BOOK AFTER HAMRIWRATING OF ZERO OUT OF SIX STARS,RateBook
11876,snips-train-8911,Rate Colorless Tsukuru Tazaki and His Years of Pilgrimage one stars,WRITE COLORLOUS SUCCRUTAZAKIANDEZIRS OF PILGRIMAGE WANE STARS,RateBook
11877,snips-train-8912,Rate my current novel 3 out of 6,RATE MY CURRENT NOVEL THREE OUCH OF SIX,RateBook
11878,snips-train-8913,"my rating for Dilvish, the Damned is 4 out of 6",MY RATING FOR DILLWISH THE DAMND IS FOUR OUT OF SIX,RateBook
11879,snips-train-8914,rate The Eighth Day three stars out of 6,WRITE THE EIGHTH DAY THREE STARS OUT OF SIX,RateBook
11880,snips-train-8915,rate this textbook 5 out of 6,RAT THIS TEXTBOOK FIVE OUTO SIX,RateBook
11881,snips-train-8916,I give this book a 5 .,I GIVE THIS BOOK OF FIVE,RateBook
11882,snips-train-8917,rate the current essay one out of 6,RATE THE CURRENT PASSAE ONE OUT OF SIX,RateBook
11883,snips-train-8918,Rate The Myth of Matriarchal Prehistory series a four,REAT THE MYTH OF MACHIARCHO PREHESTORY SYRAS OF FOR,RateBook
11884,snips-train-8919,give four out of 6 points to current album,GIVE FOUR OUT OF SIX POINTS TO CURRENT ALBUM,RateBook
11885,snips-train-892,Put the song playing on laverne's rapcaviar playlist,PUT THE SONG PLAYING ON LIVER AND ZRAP CAVIAR PLALIST,AddToPlaylist
11886,snips-train-8920,rate the book saga A Coin in Nine Hands 0 points,WRITTHE BOOK SAGER A COIN IN NINE HANS ZERO POINTS,RateBook
11887,snips-train-8921,rate the current chronicle a zero,GREAT TE CURRENT CHRONICOASYRA,RateBook
11888,snips-train-8922,Rate The Courtship of Princess Leia saga a two,GREAT THE COURTSHIP OF PRINCESS LEASAGRATU,RateBook
11889,snips-train-8923,Please rate the current textbook with 5 stars out o 6,PLEASERATE THE CURRANT TEXTBOOK WITH FIVE STARS AUTO SIX,RateBook
11890,snips-train-8924,I think this textbook should have four stars and a best rating of 6,I THINK THIS TEXT BOOK SHOULD HAVE FOUR STARS AND A BEST RATING OF SIX,RateBook
11891,snips-train-8925,Rate The Scarab Murder Case a one,RATE THE SCOUR OF MERDE CASAWAN,RateBook
11892,snips-train-8926,"rate the book A Girl, a Man, and a River a five",RAKE THE BOCEGO A MAN AND A RIVER OF FIVE,RateBook
11893,snips-train-8927,I would give this current book a rating a five and a best rating of 6,I WOULD GIVE IS CURRENT OL CORRATING A FIVE AND A BEST RATING OF SIX,RateBook
11894,snips-train-8928,Rate current book two points,GREAT CURRENT BOOK TWO POINTS,RateBook
11895,snips-train-8929,Give The Hollow Man three out of 6 stars,GIVE THE HOLLOW MANTHREE OUT OF SIX STARS,RateBook
11896,snips-train-893,matt monro newest album add to my chill out music,MAT MONONI WESTALL BEMATAMA CHILLOUT MUSIC,AddToPlaylist
11897,snips-train-8930,give 4 out of 6 stars to this textbook,GIVE FOULL OUT OF SIX STARS TO THIS TEXT BOOK,RateBook
11898,snips-train-8931,Give Modern Glamour The Art of Unexpected Style three out of 6 stars,GIVE MODERN GLAMOUR THE ART OF UNEXPECTED STYLE FREE OUT OF SIX STARS,RateBook
11899,snips-train-8932,Give this essay a rating of 5 .,GIVE THIS ESSAY A RATING OF FIVE,RateBook
11900,snips-train-8933,For this current essay I give 5 of 6 points,OR THIS CURRENT PASSEL I GIVE FIVE O SIX POINTS,RateBook
11901,snips-train-8934,Rate the current textbook 0 out of 6 .,GRATE THE CURRENT TEXT BOOK ZERO OUT OF SIX,RateBook
11902,snips-train-8935,Rate Mimi and the Biscuit Factory 5 out of 6,RIT MEME AN THE BRISCIT FACTRY FIVE OUT OF SIX,RateBook
11903,snips-train-8936,Rate this textbook one stars out of 6,GREATEST TEXTBOOK ONE STARS OUT OF SIX,RateBook
11904,snips-train-8937,Rate this essay two points,REAT DE AS SE TWO POINTS,RateBook
11905,snips-train-8938,"Out of 6 , I give the following book zero .",OUT OF SEX I GIVE THE FOLLOWING BOOK ZERO,RateBook
11906,snips-train-8939,rate this novel 0 of 6 stars,RATE THIS NOVEL ZERO OF SIX STARS,RateBook
11907,snips-train-894,my feelin' good playlist needs some Mai Selim in it.,MY FEELIM GOOD PLAYLIST NEEDS OM MY SALUM IN IT,AddToPlaylist
11908,snips-train-8940,Rate The Rules of Survival a 5 value,GREATE RULES OF SURVIVIN OF FIVE VALUE,RateBook
11909,snips-train-8941,I would give The Northern Reaches a rating of one,I WOULD GIVE THE NORTHER RECHES A RATING OF ONE,RateBook
11910,snips-train-8942,rate this textbook a 4,GREATIS TRECK BROKE EFORE,RateBook
11911,snips-train-8943,Give the current series four / 6 points .,GIVE A CURRENTSYRUS FOUR SIX POINTS,RateBook
11912,snips-train-8944,Rate The Natural a 4,REAT E MACH WILL EF FOR,RateBook
11913,snips-train-8945,Rate the book White Girl Bleed a Lot only two points .,RATTE BOQWAITSKIR BLEED A LOT ONLY TWO POINTS,RateBook
11914,snips-train-8946,I give the next novel two stars,I GIVE THE EXT NORVEL TWO STARS,RateBook
11915,snips-train-8947,Please rate The Lightning of August five points .,PLEASE RATE THE LIGHTNING OF AUGUST FIVE POINTS,RateBook
11916,snips-train-8948,give 5 points to The Deathlord of Ixia,GIVE FIVE POINTS TO THE DAF LORD OF IXIA,RateBook
11917,snips-train-8949,Give 99 Coffins 0 stars out of 6 .,GIVE MINETY NINE COFFINS ZERO STARS OUT OF SIX,RateBook
11918,snips-train-895,For my playlist jazzy dinner add the name Kick Over the Traces,FOR MY PLAILEST CHAZIDINA AND THE NAME KICK OVER THE TRACES,AddToPlaylist
11919,snips-train-8950,Rate this album a one,REAT TE SALGO NUAN,RateBook
11920,snips-train-8951,this album deserves to be rated one out of 6 !,THIS HALBAM DESERVES TO BE RATED ONE OUT OF SIX,RateBook
11921,snips-train-8952,Big Breasts and Wide Hips is terrible and 1 out of 6,BIG BREASTS AND WIDE HIPS IS TERRIBLE AND ONE OUT OF SIX,RateBook
11922,snips-train-8953,Rate the current book one of 6 points,RATE THE CURRENT OR QUONE OF SIX POINTS,RateBook
11923,snips-train-8954,Rate In Search of Our Origins two points out of 6 .,REAT IN SEARCH OF OUR ORIGINS TWO POINTS OUT OF SIX,RateBook
11924,snips-train-8955,Rate this novel a 3,RAT THIS NOVEL OF THREE,RateBook
11925,snips-train-8956,Rate the Egg Collecting and Bird Life of Australia saga a one,RIT THE EGG COLLECTING AND BID LIFE OF AUSTRALIA SAR GEWAN,RateBook
11926,snips-train-8957,For the book Tale of the Toa I give five points,THE BOOKTALE OF THE TOA I GIVE FIVE POINTS,RateBook
11927,snips-train-8958,rate the current book 0 of 6,GREAT A CURRENT BOK SE RO OF SIX,RateBook
11928,snips-train-8959,rate the book Who Will Cry When You Die one out of 6 stars,RAT THE BOOK WHO WILL CRY WHEN YOU DIE ONE OUT OF SIX STARS,RateBook
11929,snips-train-896,I want this artist on the Cena Elegante playlist,I WANT THIS ARTIST ON THE SEAMER ELEGANTE PLAYLIST,AddToPlaylist
11930,snips-train-8960,For Adaptive Coloration in Animals I give 4 points,FOR ADAPTIVE COLERISHN INANIMALS I GIVE FOUR POINTS,RateBook
11931,snips-train-8961,this album is five stars .,THIS SAUGUM IS FIVE STARS,RateBook
11932,snips-train-8962,Rate Of the Subcontract a 0,RIT OF THE SUBCONTRACTOR ZERO,RateBook
11933,snips-train-8963,Rate the current book one of 6 points,RATE THE CURRENT OR QUONE OF SIX POINTS,RateBook
11934,snips-train-8964,Give this book a 2 .,GIVE RESPOKE TOO,RateBook
11935,snips-train-8965,Rate this textbook a three,GREAT THIS TEXT BOKO FREE,RateBook
11936,snips-train-8966,"Blood Colony was awful, I'd give it one stars at most.",BLOOD COLONY WAS AWFUL I GIVE IT ONE STARS AT MOST,RateBook
11937,snips-train-8967,give 3 out of 6 stars to this essay,GIVE FREE OUT OF SIX STARS TO THIS ESSAY,RateBook
11938,snips-train-8968,rate this series 4 stars,RAKE THIS SERA'S FOUR STARS,RateBook
11939,snips-train-8969,rate the Effortless Mastery chronicle a 4,RIPE THE EFFORTLESS MASTERY CONICLE OF FOR,RateBook
11940,snips-train-897,I'd like to put Ryō Yamazaki onto my sylvia plath playlist.,I'D LIKE TO PUTRI O YAMAZAKI ON TO MY SOVIA PLATH PLAILIST,AddToPlaylist
11941,snips-train-8970,Give the current textbook four stars,GIVE A CURRENT TAX BROOK FOUR STARS,RateBook
11942,snips-train-8971,Rate this album five out of 6 stars .,RATELY SALGUM FIVE OUT OF SIX STARS,RateBook
11943,snips-train-8972,I want to give The Plague Lords of Ruel 0 stars,I WANT TO GIVE THE PLAGUE LORDS OF RULESERO STARS,RateBook
11944,snips-train-8973,Rate the current book 3 out of 6,RATE THE CURRANT BOOK THREE OUCHS OF SIX,RateBook
11945,snips-train-8974,Rate DNA Repair and Mutagenesis four stars,REAT DEA MAY REPAIR MUTO JAMISERS FOUR STARS,RateBook
11946,snips-train-8975,I would give zero stars to A Concise Treatise on the Art of Angling out of 6 .,I WOULD GIVE ZERO STARS TO A CONCISE TREATIS ON THE ARCH OF ANGLING OUT OF SIX,RateBook
11947,snips-train-8976,Rate The Strange Death of Tory England 1 stars,RATE THE STRANGE DEATH OF TORY ENGLAND WON STARS,RateBook
11948,snips-train-8977,I give the previous novel one out of 6 stars .,I GAVE THE PREVIOUS NOVEL ONE OUT OF SIX STARS,RateBook
11949,snips-train-8978,For the current essay I give a total of 1 stars,IT HE CURRANTAS SAI GIVE A TOTAL OF ONE STARS,RateBook
11950,snips-train-8979,I give this book Dictionary of the English Language a 4 rating,I GIVE THIS BOOK DICTIONARY OF THE ENGLISH LANGUAGE AFOREAITING,RateBook
11951,snips-train-898,Add the tune to bandas sonoras,OUT THE TUNE TO BOUNDLAS SONORAS,AddToPlaylist
11952,snips-train-8980,Rate the Beyond This Place chronicle three of 6,RATET BEYOND THIS PLACE CHRONICLE THREE OF SIX,RateBook
11953,snips-train-8981,I rate three points for the book The Early Coorgs,I WRITE THREE POINTS FOR THE BOOK THE ERNICAL ORGS,RateBook
11954,snips-train-8982,Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,GIVE UPON SOME MIDNIGHT'S CLEAR COMICAL FALL ART OF SIXPORATING,RateBook
11955,snips-train-8983,Rate the current essay a three points,GREAT THE CURRENT ASSA OF THREE POINTS,RateBook
11956,snips-train-8984,I give the rating of 1 of 6 stars for this novel,I GIVE THE WRATING OF ONE OF SIX STARS FFOR THIS NOVO,RateBook
11957,snips-train-8985,Rate this textbook 5 points out of 6 .,GREATEST TEXTBOOK FIVE POINTS OUT OF SIX,RateBook
11958,snips-train-8986,Assign 5 stars to Lincoln at Gettysburg,ASSIGN FIVE STARS TOLINCOLN A GATTERSBURG,RateBook
11959,snips-train-8987,The current essay only deserves one out of 6 points,THE CURRENTESE ONLY DESERVES ONE OUT OF SIX POINTS,RateBook
11960,snips-train-8988,I give The English Spy a rating of 1 and a best rating of 6,I GIVE THE ENGLISH SPY A RATING OF ONE AND ER BEST  RATING OF SIX,RateBook
11961,snips-train-8989,The A Mighty Fortress series should be rated a two,THE AMIGHTY FORTRESS SERES SHOULD BE RATED A TWO,RateBook
11962,snips-train-899,add munia the tale to my playlist called Adrenaline Workout,AB MOONY OF A TAIL TO MY CLAY LIST CALLED A DRANALINWORCAUT,AddToPlaylist
11963,snips-train-8990,give the current book zero of 6,GIVE A CURRANT BOOK E RO OF SIX,RateBook
11964,snips-train-8991,Give the current chronicle 2 stars .,GIVE A CURRENT CONICAL TRUSTARS,RateBook
11965,snips-train-8992,Rate this textbook only three points,REAT THIS TAXBOK ONLY THREE POINTS,RateBook
11966,snips-train-8993,I think this novel gets 1 stars,I THINK THIS NOVEL GETS WON STARS,RateBook
11967,snips-train-8994,Rate this saga two out of 6 points,RAT THIS SARGUTO OUT OF SIX POINTS,RateBook
11968,snips-train-8995,give this textbook a rating of 3,GIVE THIS TAXBOO CARETING OF THREE,RateBook
11969,snips-train-8996,four out of 6 stars for the previous essay,FALL OUT OF SIX STARS FOR THE PREVIOUS ESSAY,RateBook
11970,snips-train-8997,Give this current textbook zero out of 6 points .,GIVE THIS CURRENT TEXTBOOK ZERO OUT OF SIX POINTS,RateBook
11971,snips-train-8998,Rate this awful book called Cold with 0 out of 6 points,RAT THIS AWFUL BOOK CALLED COLD WITH ZERO OUT OF SIX POINTS,RateBook
11972,snips-train-8999,the current book I'm reading should be rated zero out of 6,THE CURRENT BOLCAM READING SHOULD BE RATED ZEROAROF SIX,RateBook
11973,snips-train-9,Add The Private Collection onto my Cena Elegante playlist please.,ADD THE PRIVATE COLLECTION UNTO MY SEMER ELEGANTE PLAYLIST PLEAS,AddToPlaylist
11974,snips-train-90,Add this track to my Zen Focus playlist,ALBIS TRACK TOMISANFOCUS PLAYLIST,AddToPlaylist
11975,snips-train-900,"Add jennie, jennie to my metal playlist",AB JEMMY JEMMY TO MY METAL PLAYLIST,AddToPlaylist
11976,snips-train-9000,give three out of 6 points to Blackbox,GIVE THREE OUT OF SIX POINTS TO BRACH BOX,RateBook
11977,snips-train-9001,give zero point to this textbook,GIVES ZERO POINT TO THIS TEXT BOOK,RateBook
11978,snips-train-9002,I want to rate the Selected Letters of H. P. Lovecraft I saga 3 stars,I WANT TO WRATE THE SELECTED LETTERS OF EACH PEEL OF CRAFT I SAGIV FREE STARS,RateBook
11979,snips-train-9003,I give Cross Country four out of 6 .,I GIVE CROSS COUNTRY FOR OUT OF SIX,RateBook
11980,snips-train-9004,I give this next essay zero out of 6 points,I GIVE THIS NEXT ESSAY ZERO OUT OF SIX POINTS,RateBook
11981,snips-train-9005,I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars,I'D GIVE THE QUOTATIONS FRROM CHAIRMAN MATSEDON SAGITU OF SIX STARS,RateBook
11982,snips-train-9006,this novel deserves 4 to 6 stars for its writing.,THIS NOVEL DESERVES FOR TO SIX STARS FOR ITS WRITING,RateBook
11983,snips-train-9007,Rate Illness as Metaphor 5 of 6,GREAT ILLNESS IS MATTER FOR FIVE OF SIX,RateBook
11984,snips-train-9008,I'd give The Mystery of the 99 Steps three stars out of 6,A GIVE THE MYSTERY OF THE NINETY NINE STEPS THREE STARS OUT OF SIX,RateBook
11985,snips-train-9009,Rate this book five out of 6,WREAT THIS BOOK FIVE OUT OF SIX,RateBook
11986,snips-train-901,input this album onto my All Things Post list,IN PERTISALGEMONTUMILE THINGS POST LIST,AddToPlaylist
11987,snips-train-9010,"Rate Dixie Lullaby A Story of Music, Race and New Beginnings in a New South five out of 6 points",RATE DICK ILALLA BY A STORY OF MUSIC RACE AND NEW BEGINNINGS IN A NEW SOUTH  FIVE OUT OF SIX POINTS,RateBook
11988,snips-train-9011,"I would give the Against His-Story, Against Leviathan saga a value of one",I WOULD GIVE HE AGAINST HIS STORY AGAINST LEVIATH AND SARGA A VALUE OF ONE,RateBook
11989,snips-train-9012,give 0 out of 6 points to current book,GIVES ZERO OUT OF SIX POINTS TO CURRANT BOOK,RateBook
11990,snips-train-9013,I give The Phishing Manual four stars out of 6 .,I GIVE THE FISHING MAN YUIL FOUR STARS OUT OF SIX,RateBook
11991,snips-train-9014,I want to give the current saga 0 stars,I WANT TO GIVE THE CURRENSAGA ZERO STARS,RateBook
11992,snips-train-9015,I want to rate this essay 0 of 6 stars,I WANT TO RATE THIS ASSAY ZERO OF SIX STARS,RateBook
11993,snips-train-9016,Rate this book a zero,WAKE THIS BOOCAZIRO,RateBook
11994,snips-train-9017,Rate this textbook 5 stars out of 6,RAT THIS TEXT BOOK FIVE STARS OUT O SIX,RateBook
11995,snips-train-9018,Rate Encyclopaedia of the Social Sciences zero out of 6,RAT ENCYCLOPEDIA OF THE SOCIAL SCIENCES ZERO OUT OF SIX,RateBook
11996,snips-train-9019,Rate current textbook 5 out of 6,REAT CURRENT TEXT BOOK FIVE OUT OR SIX,RateBook
11997,snips-train-902,Add an album to my week end playlist,ADDIN ALBUM TO MY WEAKEND PLAYLIST,AddToPlaylist
11998,snips-train-9020,I want to give this current novel 4 points,I WANT TO GIVE THIS CURRANT NOVEL FOUR POINTS,RateBook
11999,snips-train-9021,The chronicle Charlie Peace earns 4 stars from me,THE CONICAL CHARLEY PIECURNS FOUR STARS FROM ME,RateBook
12000,snips-train-9022,Give Star Trek The Motion Picture a five out of 6 .,GIVE STARTRACK THE MOTION PICTURE OF FIVE OUT TO SIX,RateBook
12001,snips-train-9023,rate teh current series a 2,RIGHT  TAKE HER AND SEERAS A TO,RateBook
12002,snips-train-9024,Rate The Young Elites series 1 of 6 points,RATE  THE YOUNG ELET SER IS ONE OF SIX POINTS,RateBook
