,train_index,train_sentence,matthew_sentence,train_label
11255,snips-train-8352,Give Grand Conspiracy zero out of 6 points .,GIVE GRAHAM CONSPIRACIES YOURE ALOUD OF SIX POINTS,RateBook
11256,snips-train-8353,I give Benson-Meditation 1 out of 6 stars .,I GIVE BENSOM MEDITATION ONE OUT OF SIX STARS,RateBook
11257,snips-train-8354,I give this book a 3 out of 6 .,I GIVE THIS BOOK THE THREE OUND OF SIX,RateBook
11258,snips-train-8355,rate A Thousand Lies series a 3,GREATY THOUSAND LIZE SERIES OF THREE,RateBook
11259,snips-train-8356,rate the current book series two out of 6 stars,RATE THE CORRENT BOOK SERIES TWO OUT OF SIX STARS,RateBook
11260,snips-train-8357,Rate this novel 0 of 6 stars,RATE THIS NOVELS OURO OF SIX STARS,RateBook
11261,snips-train-8358,Give Letty Fox Her Luck 4 out of 6 stars,GID LOODY FOX FOR LOCKED FORM OUT OF SIX STARS,RateBook
11262,snips-train-8359,Rate Cotton Comes to Harlem a 2,WE COTTON COMES TO HARL E A TOO,RateBook
11263,snips-train-836,add the album to my Top 100 Indie Tracks on Spotify playlist,ADD THE ALBUM TO MY TOP ONE HUNDRED INDI TRACTS ON SPOTTAFY PLAYWIST,AddToPlaylist
11264,snips-train-8360,rate this novel a 1 of 6 for me,RATE THIS NOVEL OF ONE OF SEARCH FOR ME,RateBook
11265,snips-train-8361,I give the previous album one out of 6 points .,I GIVE THE PREVIOUS ALBUM ONE OUT OF SIX POINTS,RateBook
11266,snips-train-8362,give one out of 6 points to High Wizardry,GIVE ONE OUT OF SIX POINTS TO HIR WIZARDRY,RateBook
11267,snips-train-8363,Rate The Gorilla Hunters 0 stars,BREAT THE GRILL HUNTERS CERO STARS,RateBook
11268,snips-train-8364,Give The Dark Abode chronicle 2 out of 6 points .,GIVE THE DARK ABOAT CHRONICLE TO ROUT OF SIX POINTS,RateBook
11269,snips-train-8365,Rate this album 2 stars,RATE THESALBUM TWO STARS,RateBook
11270,snips-train-8366,I give this terrible book a two out of 6 .,I GIVE THIS TERRIBLE BOOK A TWO ROUT OF SIX,RateBook
11271,snips-train-8367,give this essay 4 points,GIVE THIS ESSE FOUR POINTS,RateBook
11272,snips-train-8368,rate Call for the Saint 1 out 6 points,WE CALL FOR THE SAINT WONE OUT SIX POINTS,RateBook
11273,snips-train-8369,This current book only nets 3 out of 6 points,THIS CURRENT BROK HONLY NUTS THREE OUT OF SIX POINTS,RateBook
11274,snips-train-837,Include Laarni Lozada on endorphin rush playlist,INCLUDE LARNILOS OD ON AND DOREFOR RUSH PLAYWIST,AddToPlaylist
11275,snips-train-8370,rate the Broke Who Killed the Middle Classes? chronicle a five,READY TO BROOK WHO KILLED THE MIDDLE CLASSES CHRONICLE OF FIVE,RateBook
11276,snips-train-8371,rate Break No Bones series a 1 of 6,RAT BREAK NOTE BONDS SERIES OF ONE OF SIX,RateBook
11277,snips-train-8372,Give The Fox and the Hound a 1,GIVE THE FOX AN THE HOUNDER ONE,RateBook
11278,snips-train-8373,Rate 5 out of 6 stars to this album,RATE FIVE OUT OF SIX STARS TO THE SALBUM,RateBook
11279,snips-train-8374,rate the current album 2 out of 6,RATE THE CURRANT ALBUM TWO OUT OF SIX,RateBook
11280,snips-train-8375,give 1 point to current textbook,GIVE ONE POINT OR CORNTOUCHEDBOOK,RateBook
11281,snips-train-8376,give this textbook a 5 out of 6 rating,GIVE THIS TEXT BOOK A FIVE OUT OF SIX RATING,RateBook
11282,snips-train-8377,Rate this chronicle 0 stars,BEAT THIS CHRONICAN YULING STOWRS,RateBook
11283,snips-train-8378,Please rate the current textbook 2 stars,PLEASE WRATE THE CRINE TEXT BOOK TWO STARS,RateBook
11284,snips-train-8379,Rate They Came from the Sea 1 of 6 points,REAT THEY CAME FROM T HA SEA ONE OF SIX POINTS,RateBook
11285,snips-train-838,add Joplin in Concert to my feel good dinner,ABDROPLIN IN CONCERT TO MY FEEL GOOD DINNER,AddToPlaylist
11286,snips-train-8380,give three out of 6 points in current essay,GIVE THREE OUT OF SIX POINTS IN COROD ESSAY,RateBook
11287,snips-train-8381,Give this book 2 out of 6 stars .,GIVE US BOOK TO OUT OF CIRX STARS,RateBook
11288,snips-train-8382,I would give French Poets and Novelists a best rating of 6 and a value of three,I WOULD GIVE FRENCH POETS AND NOVELI S THE BEST RATING OF SIX AND A VALUE OF THREE,RateBook
11289,snips-train-8383,I wish to rate zero points out of 6 to The Crack in Space .,I WISH TO RATE ZERO POINTS OUT OF SIX TO THE CRACK IN SPACE,RateBook
11290,snips-train-8384,I give The Caxtons chronicle 1 out of 6 stars .,I GIVE THE CAXTENS CHRONICLE ONE OUT OF SIX STARS,RateBook
11291,snips-train-8385,Rate The Empty Throne a 4,BREAKE THE EMPTY THRON OF FOUR,RateBook
11292,snips-train-8386,Rate current series one,WEIT CURRENCIR IS ON,RateBook
11293,snips-train-8387,Rate this book zero out of 6,RATE THIS BOOKS YERAWOUT OF SIX,RateBook
11294,snips-train-8388,I give Life During Wartime a one out of 6 .,I GIVE LIFE DURING MORE TIME ON ONE OUT OF SIX,RateBook
11295,snips-train-8389,rate the book Oath of Swords three for 6,BREAK THE BUCOAT OF SWORDS TWENTY FOR SIX,RateBook
11296,snips-train-839,insert Rock Me UP song to my list,IN SERT ROCKED ME UP SONG TO MY WEST,AddToPlaylist
11297,snips-train-8390,Rate Dragons of a Vanished Moon 1 of 6 points,GREAT DRAGONS OF A VANISHED MON ONE OF SIX POINTS,RateBook
11298,snips-train-8391,The current essay is worthy only of a 0 out 6 score.,THE CORRENT ESSAY IS WORTHE ONLY OF IZEERO OU SIX SCORE,RateBook
11299,snips-train-8392,give The Englishman of the Bones 2 stars out of 6 .,GIVE THE ENGLISHMAN OF THE BONE'S TWO STARS OUT OF SIX,RateBook
11300,snips-train-8393,"Another Girl, Another Planet gets only one of a possiable 6 rating",ANOTHER GIRL ANOTHER PLANET GETS ONLY ONE OF A POCEABLE SIX RADING,RateBook
11301,snips-train-8394,The Complex How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,THE COMPLEX HOW THE MILITARY INVADES ARE EVERYDAY LIVES HAS THE BEST RAIDING OF SIX STARS BUT I WILL GIVE AT ZERO,RateBook
11302,snips-train-8395,rate the current saga a 4,BRAT THE CURRENT SHOGE FOU,RateBook
11303,snips-train-8396,rate The Tom Thomson Mystery 1 stars,RAT THE TOM TOMSON MYSTERY ONE STARS,RateBook
11304,snips-train-8397,give 4 star for this album,GIVE FOUR STAR FOR THE SALBUM,RateBook
11305,snips-train-8398,Rate Star Wars - The Old Republic Revan 1 points,GREAT STAR YARS THE OLD REPUBLIC REVEN UON PONTS,RateBook
11306,snips-train-8399,give Wannabe How The Spice Girls Reinvented Pop Fame 2 points,GIVWANGER BEHELD THESE SPICE GIRLS REINVENTED POP FEINTWO POINTS,RateBook
11307,snips-train-84,add this artist to primavera sound 2016 barcelona,ADD THIS ORDEST TO PRIMAVERA SOUND TWENTY SIXTEEN BARSELONA,AddToPlaylist
11308,snips-train-840,Put some frank ferrer into my edna st vincent millay playlist.,PUT SOME FRANK FOR EVER INTO MY ADNER SAINT VINCENT MALAY PLAYLIST,AddToPlaylist
11309,snips-train-8400,rate The Sail and Steam Navy List 5 stars,BREAK THE SAIL AND STEAM MAYBE LIST FIVE STARS,RateBook
11310,snips-train-8401,Rate the current novel four of 6 stars,REAT THE TURRENT NOVEL FOUR OF SIX STARS,RateBook
11311,snips-train-8402,Rate The Keys to the White House a zero,RATE THE KEYS TO THE WHITE HOUSE OF ZERO,RateBook
11312,snips-train-8403,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,GIVE A FOUR STAR RATING TO FEAR AND LOATHING ON THE CAMPAIGN TRAIL SEVENTY TWO,RateBook
11313,snips-train-8404,rate I Commitments 5 of 6 points,RADE OUR COMMITMENTS FIVE OF SIX POINTS,RateBook
11314,snips-train-8405,gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,TWO POINTS TO THE STINKY CHEESE MAN AND OTHER FAIRLY STUPID TALS,RateBook
11315,snips-train-8406,I give The Savage Mind a rating of zero out of 6 points .,I GIVE THE SAVAGE MIND TE RATING OF ZERO OUT OF SIX POINTS,RateBook
11316,snips-train-8407,Rate In Enemy Hands five stars out of 6,REAT AN ENEMY HANDS FIVE STARS OUT OF SIX,RateBook
11317,snips-train-8408,give 4 out of 6 points to this book,GIVE FOUR OUT OF SIX POINTS TO THIS BOOK,RateBook
11318,snips-train-8409,rate Whole Earth Discipline 5 of 6 points,RADE HOLEEARTH DISCIPLINED FIVE OR SIX POINTS,RateBook
11319,snips-train-841,Put Strange Days onto the Fusion Fest playlist.,PUT STRANGE TAYS ON TO THE FUSION FIRST PLOYWOST,AddToPlaylist
11320,snips-train-8410,Rate the current textbook with 2 points out of 6 .,BREAK THE CURRENT TEXTBOOK WITH TWO POINTS OUT OF SIX,RateBook
11321,snips-train-8411,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,GREAT CASINES OF THE AXES OF EVIL AND OTHER IRRITATING STATES ONE OUT OF SIX,RateBook
11322,snips-train-8412,I give The Logic of Sense a zero,I GIVE THE LOGIC OF SENSEO ZERO,RateBook
11323,snips-train-8413,rate the series The Quantity Theory of Insanity 1,REAT THE HERES THE QUANTITY THEORY OF INSANITY ONE,RateBook
11324,snips-train-8414,give Life A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,GIVE LIFE A NATURAL HISTORY OF THE FIRST FOUR BILLION YEARS OF LIFE ON EARTH ONE POINTS OUT OF SIX,RateBook
11325,snips-train-8415,rate The Prince of Providence 2 points,REATE THE PRINCE OF PROVIDENCE TWO POINTS,RateBook
11326,snips-train-8416,For the book Icon of Evil I rate a 2,FOR THE BUNKAY KAD OF EVIA RATOR TO,RateBook
11327,snips-train-8417,rate this textbook 0 stars,RATE THIS TEXT BOOK ZIRO STARS,RateBook
11328,snips-train-8418,rate The Overton Window series a two out of 6,RIT THE OVERTAN WINDOW SERIES OF TWO OUT OF SIX,RateBook
11329,snips-train-8419,Rate this novel 3 out of 6 points .,RATE THIS NOVEL THREE OUT OF SIX POINTS,RateBook
11330,snips-train-842,Add the singer Damon Johnson album to my African Heat playlists,ADD THE SINGER DAMON JOHNSON ALBUM TO MY AFRICAN HEAT PLAYALISTS,AddToPlaylist
11331,snips-train-8420,rate the current album 2 points out of 6,REAK THE CURRENDALPLUM TWO POINTS OUT OF SIX,RateBook
11332,snips-train-8421,rate this book titled The Silver Chalice a 1,RATE THIS BROOK TIDLE THE SILVER CHALLISE A WANE,RateBook
11333,snips-train-8422,I want to rate The Ingenuity Gap 3 out of 6,I WANT TO RATE THE INGENUITY GAP THREE OUT OF SIX,RateBook
11334,snips-train-8423,rate Girls Forever Brave and True zero points,WATMOS FOR EVER WAVE OM TRUE ZEURAL PARENTS,RateBook
11335,snips-train-8424,Rate Seven Pillars of Wisdom two points,REAT SEVEN PILLARS OF WISDOM TWO POINTS,RateBook
11336,snips-train-8425,rate this book titled House of Dolls three out of 6 stars,BREAK THIS BOOK TIDLED HOUSE OF DOLLS THREE OUT OF SIX STARS,RateBook
11337,snips-train-8426,Please rate this book and album 4 to 6 stars .,PLEASE RATE THIS BOOK A ALBUM FOR O SIX STARS,RateBook
11338,snips-train-8427,Rate the Deception chronicle one of 6 points,RATE THE DECEPTION CHRONICLE ONE OF SIX POINTS,RateBook
11339,snips-train-8428,rate The Descendants two points,BREAT THE DESCENDANT'S TWO POINTS,RateBook
11340,snips-train-8429,the last essay is a 2 out of 6,THE LAST ESSAY IS A TWO ROUD OF SIX,RateBook
11341,snips-train-843,The spring classical playlist needs Partners in Crime added to it.,THE SPRING CLASSICAL PLAYLESS NEEDS PARTNERS AND CRIME OUTED TO IT,AddToPlaylist
11342,snips-train-8430,give 0 rating to She and Allan book,GIVES YOUR  WRATING TO SHE ANDOLARD BOOK,RateBook
11343,snips-train-8431,this next essay is worth five,THIS NEXT ESSAY IS WORTH FIVE,RateBook
11344,snips-train-8432,I would like to rate The Hundred-Year Christmas four stars .,I WOULD LIKE TO RATE THE HUNDRED YEAR CHRISTMAS FOUR STARS,RateBook
11345,snips-train-8433,Give the current album a five .,GIVE THE CURRENDILP EM OR FIVE,RateBook
11346,snips-train-8434,give 0 out of 6 stars to Reality of Certainty,GIVES ZEURO OUT OF SIX STARS TO REALITY OF CERTAINTY,RateBook
11347,snips-train-8435,I would rate this book 3 points out of 6,I WOULD WRITE THIS BOOK THREE POINTS OUT OF SIX,RateBook
11348,snips-train-8436,out of 6 give The Morganville Vampires a 1,OUT OF SIXTY OF THE MORGAN VILL VAMPIRES ON,RateBook
11349,snips-train-8437,Rate the text book New Finnish Grammar a four out of 6,BRAITH THE TACHED BOOK NEW FINISH GRAMMAR FOUR OUT OF SIX,RateBook
11350,snips-train-8438,rate this saga 1 points,RAT THE SAGE WON POINTS,RateBook
11351,snips-train-8439,This current album deserve 0 points and a best rating of 6,THIS CORRENT ALBUM DESERVES ZERO POINTS AND E BEST RADING OF SIX,RateBook
11352,snips-train-844,Can I put Indocumentado onto my Folk Music At The Gaslight Café playlist?,CAN I PUT IM BOUT HUMAN TOTTER WATE MY FOLK MUSIC AT THE GAS LIGKE CAFE PLAYLIST,AddToPlaylist
11353,snips-train-8440,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,RATE THE BOOK IN DEONA JONES AND THE DANCE OF THE GIANTS FIVE OUT OF SIX STARS,RateBook
11354,snips-train-8441,I would give Sentenced to Prism a rating of zero and a best rating of 6,I WOULD GIVE SENTENCE TO PRISON THE RATING OF ZERO AND THE BEST WRATING OF SIX,RateBook
11355,snips-train-8442,For the book The Flash Stop Motion I give a rating of 5 points,FOR THE BOOK THE FLASH STOPPED MOTION I GIVE A WRITING ON FIVE POINTS,RateBook
11356,snips-train-8443,Rate the current album a 2,BREAK THE CORGALE BEMATU,RateBook
11357,snips-train-8444,Rate the following series a one out of 6,RATE THE FOLLOWING SERIES OF ONE OUT OF SIX,RateBook
11358,snips-train-8445,Rate this current album 0,BREAK THIS CURRANDALPUM ZERO,RateBook
11359,snips-train-8446,Rate this album 0 points,RATE THUSALBUM ZURO POINTS,RateBook
11360,snips-train-8447,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6",I WANT A RATE NATHANIEL FLOOD BEAST HOLOGISTS WON OUT OF SIX,RateBook
11361,snips-train-8448,rate With Kitchener in the Soudan 2 stars out of 6,GRATE WITH KETCHENER AND THE SUDAN TWO STARS OUT OF SIX,RateBook
11362,snips-train-8449,mark The Final Battle score two out of 6,MARK THE FINAL BATTLE SCORE TWO OUT OF SIX,RateBook
11363,snips-train-845,Add track to my Peaceful Piano,AB TRACT OF MY PEACEFUL PIANO,AddToPlaylist
11364,snips-train-8450,rate The Fairy Caravan 5 of 6 stars,WEAT THE FERRY CARAVAN FIVE OF SIX STARS,RateBook
11365,snips-train-8451,Rate this novel 1 of 6,RATE THIS NOVEL ONE OF SIX,RateBook
11366,snips-train-8452,Rate this textbook 2 of 6 stars,RATE THIS TEXT BOOK TWON YOU SIX STARS,RateBook
11367,snips-train-8453,rate The Other Wind 2 of 6,RATE THE OTHER WHEN TWO OF SIX,RateBook
11368,snips-train-8454,I rate the saga Wahhabi Islam From Revival and Reform to Global Jihad three out of 6,I RATE BASAGO HOBBIASLAM FROM REVIVAL AND REFORME TO GANGL JEHAD THREE OUT OF SIX,RateBook
11369,snips-train-8455,give this textbook zero out of 6,GIVE THIS TEXT BOOKS HERO WAOUT OF SIX,RateBook
11370,snips-train-8456,give this textbook four stars,GIVE US TEXT BOOK FOUR STARS,RateBook
11371,snips-train-8457,give 5 out of 6 to this book,GIVE FIVE OUT OF SIX TO THIS BOOK,RateBook
11372,snips-train-8458,I give this book five stars out of 6,I GIVE THIS BOOK FIVE STARS OUT OF SIX,RateBook
11373,snips-train-8459,Give this essay four stars / 6 .,GIVE THIS ESSA FOUR STARS SIX,RateBook
11374,snips-train-846,Add mike mantler to playlist girls' night,AD MITE MADDLER TO PLAY O HIS GIRLS NIGHT,AddToPlaylist
11375,snips-train-8460,I rate American History A Survey a 5,I'L RATE AMERICAN HISTORY OF SURVEY FIVE,RateBook
11376,snips-train-8461,I'm giving 0 points to A New Lease of Death .,I'M GIVING ZERO POINTS TO A NEW LEASE OF DEATH,RateBook
11377,snips-train-8462,Rate The Hard Life 0 stars,BREAK THE HARD LIFE CERO STARS,RateBook
11378,snips-train-8463,this is a 6 rating for the album down to one,THIS IS THE SIX WAITING FOR THE ALBUM DOWN TOAN,RateBook
11379,snips-train-8464,I want to rate the saga The Italian two to 6 points .,I WANT A RAPE A SOG TO THE ITALIAN TWO TO SIX POINTS,RateBook
11380,snips-train-8465,rate the current chronicle a five,WE DE CLERK CHRODICLE OF FAVE,RateBook
11381,snips-train-8466,Rate current book 2 of 6,LEAT CURRENT BOOK TWO OF SIX,RateBook
11382,snips-train-8467,Rate this essay with three of 6 .,RATE THIS ESSA WITH THREE OF SIX,RateBook
11383,snips-train-8468,rate The Crossing 3 of 6,RATE THE CROSSING THREE OF SIX,RateBook
11384,snips-train-8469,Rate the current novel a 3 .,WEAT DECLARED NOVELITHWE,RateBook
11385,snips-train-847,please add this song to Madden NFL 16,PLEASE A THIS SONG TO MARDEN AND E FELL SIXTEEN,AddToPlaylist
11386,snips-train-8470,rate the book The Scorpio Illusion a 4,RAT THE BOOK TO SCORPUAL ILLUSION AFOUR,RateBook
11387,snips-train-8471,Rate this textbook zero stars,RATE THIS TEXT BOOK ZIRO STARS,RateBook
11388,snips-train-8472,rate the current essay four of 6,REAT THE CARADESSA FOUR OF SIX,RateBook
11389,snips-train-8473,I would give the Living Dead in Dallas chronicle zero points,I WOULD GIVE THE LIVING DEBT AN DOLLIS CHRONICLE ERO POINTS,RateBook
11390,snips-train-8474,rate the last book 0 stars,BREAK THE LAST BIBZURA STOURS,RateBook
11391,snips-train-8475,rate The Knife That Killed Me a three,REATE E KNIFE THAT KILLED ME OF THREE,RateBook
11392,snips-train-8476,Rate the saga Rides a Dread Legion zero out of 6 points .,RATE THE SAGARRIVES AT RED LEGION ZEROA OUT OF SIX POINTS,RateBook
11393,snips-train-8477,Rate The Seventh Decade two of 6 points,RATE THE SEVENTH DEKE TWO OF SIX POINTS,RateBook
11394,snips-train-8478,Rate this series 2 out of 6,BREAK THIS SERIES TWO OUT OF SIX,RateBook
11395,snips-train-8479,I would rate this novel 2 points and a best rating of 6,I WOULD WRITE THIS NOVEL TWO POINTS AND A BEST RADING OF SIX,RateBook
11396,snips-train-848,add this song to my us latin top 50 playlist,ABBIS SONG TO MYA SLATEN TOP FIFTY PLOLIST,AddToPlaylist
11397,snips-train-8480,rate this with zero points for the saga called A Good Recovery out of 6,RAT THIS WITH ZERO POINTS FOR THE SALE COLD A GOOD RECOVERY OUT OF SIX,RateBook
11398,snips-train-8481,I think this novel should get 0 stars,I THINK THIS NOVEL SHOULD GET CYRIL STARS,RateBook
11399,snips-train-8482,I give the part of the chronicle Growth Fetish four out of 6 stars .,I GIVE THE PART OF THE CHRONICLE GROWTH FETTISH POR OUT OF SIX STARS,RateBook
11400,snips-train-8483,give 1 points to The Duel Pakistan on the Flight Path of American Power saga,GIVE ONE POINTS TO THE DUEL PACKASTAN ON THE FLIGHT PATH OF AMERICAN POWER SAAGA,RateBook
11401,snips-train-8484,I would rate The Codebreakers a rating of 6 and a value of 2,I WOULD WRITE THE COAD BREAKERS A WRITING OF SIX AND THE VALUE OF TWO,RateBook
11402,snips-train-8485,rate the current novel 1,WE DECLARE AV AN EM,RateBook
11403,snips-train-8486,I would rate The Persistence of Vision 1 stars and a best rating of 6,I WOULD WRIT THE PERSISTENCE OF VISION ONCE STARS AN A BEST RADING OF SIX,RateBook
11404,snips-train-8487,rate New History of the Five Dynasties 1 points,GREAT NEW HISTORY OF THE FIVE DYNASTI'S ON POINTS,RateBook
11405,snips-train-8488,this novel gets 1 star,THIS NOVEL GETS ONE STAR,RateBook
11406,snips-train-8489,rate this current saga 3 out of 6 points,RATE THIS CURRENT SAW GA TREE OUT OF SIX POINTS,RateBook
11407,snips-train-849,Add an album by twink to my Classic Country playlist,ADAN ALBUM BY TWING TO MY CLASSIT COUNTRY PLAYLIST,AddToPlaylist
11408,snips-train-8490,Rate CIA World Factbook five out of 6 stars,GREAT C A A WORLD FAT BOOK FIVE OUT OF SIX STARS,RateBook
11409,snips-train-8491,give 4 points to Fight Club,GIVE FOUR POINTS TO FIGHT CLAB,RateBook
11410,snips-train-8492,rate The Cry of the Owl a four,BREAK THE CAR BEYANDAFOR,RateBook
11411,snips-train-8493,Give The Case of Jennie Brice 4 stars out of 6,GIVE THE CASE OF JENNIE BRYZE FOUR STARS OUT OF SIX,RateBook
11412,snips-train-8494,Rate Adventures in Stationery saga 5 stars,GREAT ADVENTURES IN STATIONARY SOG OF FIVE STARS,RateBook
11413,snips-train-8495,Give Hornblower in the West Indies 0 / 6 points,GIVE HOR BLOWR AN THE WESTERN TO CYRO SIX POINTS,RateBook
11414,snips-train-8496,Rate this novel four stars,RATE THIS NOVEL FOUR STARS,RateBook
11415,snips-train-8497,This current essay should have a best rating of 6 and a rating value of three,THIS CORRENTESSTHAY SHOULD HAVE A BEST RADING OF SIX AN A RATING VALUE OF THREE,RateBook
11416,snips-train-8498,give the current textbook 1 out of 6 stars,GIVE THE CURRENT TAXT BOOK ONE OUT OF SIX STARS,RateBook
11417,snips-train-8499,give 5 points to current novel,GIVE FIVE POINTS TO CUR NOVEL,RateBook
11418,snips-train-85,Add this album to Trotamundos,ADD THIS ALBUM TO TROTAMUNDOS,AddToPlaylist
11419,snips-train-850,I want another track added to the Korean OSTs playlist.,I WANT ANOTHER TRACK HOUNTED TO THE CAREA NORASTS PLAYWIST,AddToPlaylist
11420,snips-train-8500,give two stars to current album,GIVE TWO STARS TO CORRAGALBO,RateBook
11421,snips-train-8501,I want to give the current album 2 stars,I WANTER TO GIVE THE CURRANT ALBLUM TWO STARS,RateBook
11422,snips-train-8502,rate the current essay a one,RAK THE CURRENT ESEM ON,RateBook
11423,snips-train-8503,rate Lone Wolf 3 points,RIGHT LONG AND WOLL THREE PARTS,RateBook
11424,snips-train-8504,rate The Odd Angry Shot five points,BREAK THE YOND ANGR SHOUT FIVE POINTS,RateBook
11425,snips-train-8505,Rate this book 0 points out of 6,RATE THIS BOOKSERO POINTS OUT OF SIX,RateBook
11426,snips-train-8506,Rate this album a one,RATE THE SALBLE MAWAN,RateBook
11427,snips-train-8507,Rate this essay four,RATE THE SESSE FOR,RateBook
11428,snips-train-8508,I feel that Sons and Lovers deserves a rating of 2 .,I FEEL THAT SONS AND LOVERS DESERVES THE RADING OF TWO,RateBook
11429,snips-train-8509,I rate this essay a two of 6 points,I RATE TE SASSAY A TWO OF SIX POINTS,RateBook
11430,snips-train-851,Add tara blaise to my power gaming playlist,ADD TENER A BLAZE TO MY HOW OR GAMEING PLAYLIST,AddToPlaylist
11431,snips-train-8510,I rate the current saga 0 points and a best rating of 6,I RATE THE CURRENT SONG A ZERO POINTS AND THE BEST RADING OF SIX,RateBook
11432,snips-train-8511,Rate Battle Hymn of China five of 6 points,GREAT BATTLEHEM OF CHINA FIVE OR SIX POINTS,RateBook
11433,snips-train-8512,Rate the current book a zero of 6,BREAT THE CART INK AS YOU RU OF SIX,RateBook
11434,snips-train-8513,give two star to As Long as We Both Shall Live book,GIVE TO STARTO AS LONG AS WE BOTH SHALL LET BOOK,RateBook
11435,snips-train-8514,give the current chronicle three points,GIVE THE CHURAN CHRONICLE THREE POINTS,RateBook
11436,snips-train-8515,I want to give the current saga a five,I WANTE TO GIVE THE CURRANT SOG OF FIVE,RateBook
11437,snips-train-8516,Rate the current essay 4 out of 6,REAT THE CURRENT ESA FORM OUT OF SIX,RateBook
11438,snips-train-8517,Rate the current novel 5 of 6 points,RATE THE TURRENT NOVEL FIVE OF SIX POINTS,RateBook
11439,snips-train-8518,rate the next book four stars,RAT THE NEXT  FOUR STARS,RateBook
11440,snips-train-8519,I want to give this current saga 6 points and a rating value of 1,I WANTED TO GIVE THIS CURRENT SAGOS SIX POINTS AN A RATING VALUE OF ONE,RateBook
11441,snips-train-852,Add song to Siesta,AD SONG TO SIESTA,AddToPlaylist
11442,snips-train-8520,give this current essay five out of 6 stars,GIVE THIS CURRENT ASAY FIVE OUT OF SIX STARS,RateBook
11443,snips-train-8521,Give five points to An Ice-Cream War,GIVE FIVE POINTS TO AN ICE CREAM WAR,RateBook
11444,snips-train-8522,Rate this book four points,RATE THIS BOOK FOUR POINTS,RateBook
11445,snips-train-8523,Rate Canto for a Gypsy two of 6 stars,RATE CANNEL FOR A GIPSY TWO OF SIX STARS,RateBook
11446,snips-train-8524,give zero points out of 6 to The Devil in a Forest,GIVE ZERO POINTS OUT OF SIX TO THE DEVIL IN THE FOREST,RateBook
11447,snips-train-8525,Give Love in the Time of Foreclosure 4 of 6,GIVE LOVE IN THE TIME ON FOUR GLOSUR FOUR OF SIX,RateBook
11448,snips-train-8526,give zero out of 6 points to Mr American,GIVES YOU A WOUT OF SIX POINTS TO MISTER AMERICAN,RateBook
11449,snips-train-8527,I am giving this current album a rating of four out of 6 points,I AM GIVING THIS CORRODILE BEM THE RATING OF FOUR OUT OF SIX POINTS,RateBook
11450,snips-train-8528,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,I THINK THE CHRONICLE ENTITLED THE SPIRIT OF SAINT LOUIS SHOULD BE GIVEN AS ZEURO WRATING,RateBook
11451,snips-train-8529,For the saga Magic in Ithkar 2 I give two stars,FOR THE SOGO MAGIC BENEATH CARTOO I GIVE TWO STARS,RateBook
11452,snips-train-853,Add maki ohguro to the rock hard playlist,ADMARK YOU GO TO THE ROLTHHAUG POYWIST,AddToPlaylist
11453,snips-train-8530,rate The Zenith Angle one out of 6 points,BREAK THE ZENITANGLE ONE OUT OF SIX POINTS,RateBook
11454,snips-train-8531,Rate the current saga a two,BREATE THE CURRENT SAGA TOO,RateBook
11455,snips-train-8532,Rate The A-Z Guide to Arranged Marriage 0 of 6,BREAK THE ASYE GUIDE TO AARRANGE MARRIAGE CERO OF SIX,RateBook
11456,snips-train-8533,Rate the current novel 5 of 6,REAT THE CART NOVEL FIVE OR SIX,RateBook
11457,snips-train-8534,I'd rate Shohola Falls a two out of 6 .,I'D RACH YEHOLAFALLS O TWO ROUT OF SIX,RateBook
11458,snips-train-8535,I want to give the current novel 5 out of 6 points,I WANTED TO GIVE THE CURRENT NOVEL FAR BOUT OF SIX POINTS,RateBook
11459,snips-train-8536,rate American Tabloid a 0,GREAT AMERICAN TOWBOY DOZURO,RateBook
11460,snips-train-8537,I'd like to give The Harder They Come two points,I'D LIKE TO GIVE THE HARDER THEY COME TWO POINTS,RateBook
11461,snips-train-8538,i give the following textbook three points,I GIVE THE FOLLOWING TEXT BOOK THREE POINTS,RateBook
11462,snips-train-8539,I would rate this book a value of 3 and a best rating of 6,I WOULD WRITE THIS BOOK THE VALUE OF THREE AN THE BEST RADING OF SIX,RateBook
11463,snips-train-854,add song to Trap Land,AD SONG TO TRAPPLANT,AddToPlaylist
11464,snips-train-8540,this textbook gets a two,THIS TAXTBORK GETS A TOO,RateBook
11465,snips-train-8541,rate the Always Running series 0 points,BREAK THE OLS RUBBIN SERY ZERO POINTS,RateBook
11466,snips-train-8542,I'd rate the current essay as a 2,I'D RATE THE CORRENT ESSAY AS A TWU,RateBook
11467,snips-train-8543,Rate this book 3 of 6,BREAT THIS POOK THREE OF SIX,RateBook
11468,snips-train-8544,rate Over the Edge a three,RIGHT OVER THE EDGE OL THREE,RateBook
11469,snips-train-8545,Award Blood tables 2 points,AWARD BLOOD TABLES TWO PAROTS,RateBook
