,train_index,train_sentence,kendra_sentence,train_label
9030,snips-train-635,Add the song to the martin garrix show playlist,ADD THE SONG TO THE MARTIN GARRIKS SHOWPLAOLEST,AddToPlaylist
9031,snips-train-6350,play 1981 tunes by Jiles Perry Richardson on Lastfm for theme music,PLAY NINETEEN EIGHTY ONE TUNES BY GILES PARRY RICHARDSON ON LAST FORTHEME MUSIC,PlayMusic
9032,snips-train-6351,play some Bertine Zetlitz record,LAS ON BIRTEEN SETLETZ RECORD,PlayMusic
9033,snips-train-6352,Please play good music by Will Oldham .,PLEASE PLAY GOOD MUSIC BY WILLODOM,PlayMusic
9034,snips-train-6353,Play me a 1957 ep,PLAY ME IN NINETEEN FIFTY SEVEN E P,PlayMusic
9035,snips-train-6354,Play something by Louis Nelson Delisle .,LAY SOMETHING BY LOUIS NELSON DELYLE,PlayMusic
9036,snips-train-6355,play a good John Maher record with Netflix,PLAY A GOOD JOHN MYR RECORD WITH NET FLIX,PlayMusic
9037,snips-train-6356,Play Humour,PLAY HUMOUR,PlayMusic
9038,snips-train-6357,Play Martha My Dear by shannon .,CLAIM ARTHU MY DEAR BY SHANNON,PlayMusic
9039,snips-train-6358,play Sivamani,PLAY CHEVERMANI,PlayMusic
9040,snips-train-6359,Play a popular chant by Brian Epstein,PLAY A POPULAR CHANT BY BRIAN APSTINE,PlayMusic
9041,snips-train-636,add song to my eletro br playlist,ADD SONG TO MY ELECTRU B OUR PLAOLIST,AddToPlaylist
9042,snips-train-6360,play Monie Love tunes on Google Music from 1984 from her song list,PLAYMONNI LOVE TUNES ON GUGOL MUSIC FROM NINETEEN EIGHTY FOUR FROM HER SONG LIST,PlayMusic
9043,snips-train-6361,Play best fourties from david izquierdo on album,PLAY BEST FORTIES FROM DAVID EASGIERDO ON ALBUM,PlayMusic
9044,snips-train-6362,Play a twenties concerto from Roger Taylor on deezer,PLAY AT TWENTIESCONCHERTO FROM ROGER TAYLOR ON DEIZER,PlayMusic
9045,snips-train-6363,Play some seventies songs from Joseph Genaro on Google Music,PLAYSOMSEVENTY SONGS FROM JOSEPH HENARO ON GUGO MUSIC,PlayMusic
9046,snips-train-6364,Play some music from Roberto Carlos,LAY SOME MUSIC FROM RIBERTO CARLOS,PlayMusic
9047,snips-train-6365,Play Goldie Hill 's record on Google Music .,PLAY GOLDYE HILLS RECORD ON GUGO MUSIC,PlayMusic
9048,snips-train-6366,I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube,I NEED TO HEAR THE SONG ASPROMAVRO FROM BILL'S WHY M SZIC ON UTUBE,PlayMusic
9049,snips-train-6367,Play music on pandora,PLAY MUSIC ON PANDORA,PlayMusic
9050,snips-train-6368,Play me a song by Saki Nakajima,PLAYME A SONG BY SOKI NOCOGIMA,PlayMusic
9051,snips-train-6369,Play the newest Phil Stacey .,PLAY THE NEWEST PHIL STACY,PlayMusic
9052,snips-train-637,add this album to my playlist titled underground hits,ADD THIS ALBUM TO MY PLAYLESS TITLED UNDER GROUND HEATS,AddToPlaylist
9053,snips-train-6370,Play some fifties music by Chris Brown .,PLAY SOME FIFTIES MUSIC BY CHRISP BROWN,PlayMusic
9054,snips-train-6371,play Groove Shark,PLAYU GROOVE SHARK,PlayMusic
9055,snips-train-6372,Play the top melody from artist Maakii,PLAY THE TOP MELODY FROM ARTIST MOCKY EYE,PlayMusic
9056,snips-train-6373,Play some nineties music on Zvooq,PLAY SOME NINETIES MUSECONS VULIC,PlayMusic
9057,snips-train-6374,play theme by Yanni on Vimeo,CLATHIUM BAJANI ON VEMEO,PlayMusic
9058,snips-train-6375,Play me the dinner playlist,CLAYME THE DINNER PLAY ALEST,PlayMusic
9059,snips-train-6376,Play The Fool On The Hill by Khwaja Ghulam Farid,PLAY THE FOOL ON THE HILL BY QUAJA GUAM FAR REED,PlayMusic
9060,snips-train-6377,I want to hear a symphony from Kano,I WANT TO HEAR A SYMPHONY FROM CANO,PlayMusic
9061,snips-train-6378,Play music from the punk genre on Last Fm .,PLAY MUSIC FROM THE PUNCGONERA ON LAST F EM,PlayMusic
9062,snips-train-6379,Play playlist funtime,PLAY PLAYALEST FOND TIME,PlayMusic
9063,snips-train-638,Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist .,ADMERRY AN FAITHFUL TO JUNE'S HILLARY CLINTON'S WOMAN'S HISTORY MONTHPLAALIST,AddToPlaylist
9064,snips-train-6380,Play an album from the fourties,PLAY AN ALBUM FROM THE FORDES,PlayMusic
9065,snips-train-6381,play a Morton Downey record with Slacker,CLEOMORTAN DOWNY RECORD WITH SLACKER,PlayMusic
9066,snips-train-6382,Play fifties music by Ahmed Abdul Malik,PLAY FEFTES MUSIC BY OMED ABDUL MOLLEAKE,PlayMusic
9067,snips-train-6383,Play some sixties music by gaudi on last fm,PLAY SOME SIXTI'S MUSIC BY GOTHY ON LAST EFAM,PlayMusic
9068,snips-train-6384,open the Canciones del Recuerdo playlist and play songs,OPEN THE CONCIONA TELREEK WERIDO PLAYALIST AND PLAY SONGS,PlayMusic
9069,snips-train-6385,Play 2012 symphony music by Nardwuar The Human Serviette on Netflix .,PLAY TWENTY TWELVE SYMPHONY MUSIC BY NARDOIR THE HUMAN SERVIET ON NAT FLEX,PlayMusic
9070,snips-train-6386,Play Stefon Harris 's song .,PLACE TO FAWN HARRIS'S SONG,PlayMusic
9071,snips-train-6387,Play some music by Frayser Boy .,PLAY SOME MUSIC BY FRASER BOY,PlayMusic
9072,snips-train-6388,I want to hear Shooby Taylor 's Tearing Up The Album Charts .,I WANT TO HEAR SHOBY TAILORS TEARING UP THE ALBUM CHARTS,PlayMusic
9073,snips-train-6389,Play i believe from Chico Buarque off of iheart,LAY I BELIEVE FROM CHIKOB BUAR CHAOF OF I HART,PlayMusic
9074,snips-train-639,Add Milas Poli to my Indie Bluegrass,ADD MILAS POL TO MY ENVY BLUE GRASS,AddToPlaylist
9075,snips-train-6390,play pandora tracks by Akhtar Sadmani,PLAY PAN DUR A TRACTS BY ACTAR SAD MAMMY,PlayMusic
9076,snips-train-6391,Play me the greatest track of 1966,CLAME THE GREATEST TRACK OF NINETEEN SIXTY SIX,PlayMusic
9077,snips-train-6392,play a concerto that was most popular in 1958 by mickey hart,CLEICANCHERDO THAT WAS MOST POPULAR IN NINETEEN FIFTY EIGHT BY MICKI HART,PlayMusic
9078,snips-train-6393,Play a soundtrack from 1954 .,PLAY A SOUND TRACK FROM NINETEEN FIFTY FOUR,PlayMusic
9079,snips-train-6394,Play Goa music on Google Music .,PLAGOA MUSIC ON GUGO MUSIC,PlayMusic
9080,snips-train-6395,Play a song off the Nicht Sprechen album,PLAY HIS SONG OFF THE NISH PRESSIANALBUM,PlayMusic
9081,snips-train-6396,Play some dance music,PLEA SOME DANCE MUSIC,PlayMusic
9082,snips-train-6397,Play some The Lady Is A Tramp from Timour Moutsouraev,PLACE ON THE LADY IS A TRAMP FROM TEAMOR MOUT SOREVE,PlayMusic
9083,snips-train-6398,I want to hear music from 1975,I WANT TO HEAR MUSIC FROM NINETEEN SEVENTY FIVE,PlayMusic
9084,snips-train-6399,I'd like to listen to Diana Vickers best tune from the twenties,I'D LIKE TO LISTEN TO DIANA VICARS BEST TUNE FROM THE TWENTIES,PlayMusic
9085,snips-train-64,add Curse song to my playlist Guest List Engadget,ADD CURSE SONG TO MY PLAYLIST GUEST LIST IN GAGET,AddToPlaylist
9086,snips-train-640,Add this tune to retrowave outrun,ADD THIS TUNE TO RET RUALWAY VAUT RUN,AddToPlaylist
9087,snips-train-6400,Play some Robbie Merrill .,LAYSOME RAWBY MERREL,PlayMusic
9088,snips-train-6401,Play me a symphony by Ricky Bell,PLAY ME A SYMPHONY BY RUCKIE BELL,PlayMusic
9089,snips-train-6402,Play some seventies track from top Rie Tomosaka,PLAY SON SEVENTIES TRACK FROM TOPRITO MOSACA,PlayMusic
9090,snips-train-6403,play fourties chant music on Last Fm,PLAYFORDIES CHANT MUSIC ON LAST APHEM,PlayMusic
9091,snips-train-6404,Play Odessa by Maartin Allcock .,PLAO DESIBI MARTIN ULKOCK,PlayMusic
9092,snips-train-6405,Play some 1987 Edie Brickell .,PLAY SOME NINETEEN EIGHTY SEVEN ETY BRICAL,PlayMusic
9093,snips-train-6406,Play music from 1964 .,CLAY MUSIC FROM NINETEEN SIXTY FOUR,PlayMusic
9094,snips-train-6407,"Play Paul Landers , O Rio, A Cidade, A Árvore on slacker",PLAY PAUL LANDERS O RIO A SEA DOD A ARVARON SLACKER,PlayMusic
9095,snips-train-6408,Open Groove Shark and play sound track from Dj Cameo,OPEN GROVE SHARK ND PLAYSOUND TRACK FROM DEJA CAMEO,PlayMusic
9096,snips-train-6409,I want to hear some theme music by Edsel Dope,I WANT TO HEAR SOME THEME MUSIC BY EDSOL DOPE,PlayMusic
9097,snips-train-641,I would like you to add now the hits of winter 2008 onto my ntc studio sounds playlist.,I WOULD LIKE YOU TO ADD NOW THE HEATS OF WIND OR TWO THOUSAND EIGHT ONTO MY ANTECE STUDIO SOUNDS PLAOLEST,AddToPlaylist
9098,snips-train-6410,Open Last Fm and play the top song from Daniel Lee Chee Hun,OPEN LAST F M AND PLAY THE TOP SONG ROM DANIEL LEECHE HUN,PlayMusic
9099,snips-train-6411,Play music using Last Fm,CLA USICCUSING LAST EPHEM,PlayMusic
9100,snips-train-6412,Play the greatest Ricky Bell music,PLAY THE GREATEST RICKI BELL MUSIC,PlayMusic
9101,snips-train-6413,Play me some seventies music with a good melody,PLAY ME SOME SEVENTIE'S MUSIC WITH A GOOD MELODY,PlayMusic
9102,snips-train-6414,play Lighter by Pamela Jintana Racine,PLAY LIGHTER BY PAMELA GIN TINARA SCENE,PlayMusic
9103,snips-train-6415,Play the album alas y raíces by Dave Pybus .,PLAY THE ALBAM MALAS WIRE AW ES US BY DAVE PEBOS,PlayMusic
9104,snips-train-6416,Play me a tune by john clayton,PLAY ME A TURNED BY JOHN CLAYTON,PlayMusic
9105,snips-train-6417,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,PLAYCOOL KEITH PRESENTS THE UNDERTAKERS BY JOHN MAC CREE,PlayMusic
9106,snips-train-6418,Play fifties from Sirusho Harutyunyan,PLAY FIFTIES FROM SERUSHOHARM UNION,PlayMusic
9107,snips-train-6419,Play track music from Peter Finestone on Netflix sort by newest,PLAYTRACK MUSIC FROM PIERRE FINESTONE ON NETFLICS SORT BY NEWEST,PlayMusic
9108,snips-train-642,Add this tune to the Duetos playlist,ADD THIS TUNE TO THE DUETTO'S PLAOLEST,AddToPlaylist
9109,snips-train-6420,Play a music theme by Anna Nikolajewna Jessipowa,PLAY A MUSIC THEME BIANA N ECOLA JUNA JASIPOA,PlayMusic
9110,snips-train-6421,Play some fun-punk,PLACE OM FUN PUNK,PlayMusic
9111,snips-train-6422,Play slow rock music,PLAY SLOW ROCK  MUSIC,PlayMusic
9112,snips-train-6423,play something from the twenties,PLAY SOMETHING FROM THE TWENTIES,PlayMusic
9113,snips-train-6424,play 1990 tunes on Groove Shark,PLAY NINETEEN NINETY TUNES ON GROUVE SHARK,PlayMusic
9114,snips-train-6425,Play a 1964 symphony on Netflix .,PLAY O NINETEEN SIXTY FOUR SYMPHONY ON NATFLEX,PlayMusic
9115,snips-train-6426,play Té Para Tres,PLATE TEPERA TRACE,PlayMusic
9116,snips-train-6427,Turn on Spotify to Tiny Tim ep,TURN ON SPODOFY TO TINY TEMIPE,PlayMusic
9117,snips-train-6428,Play Kaori Mochida 's most popular music on Google Music .,PLAKE ORIMACHITA'S MOST POPULAR MUSIC ON GUGAL MUSIC,PlayMusic
9118,snips-train-6429,Play music by Susumu Hirasawa .,PLAY MUSIC BY SISUM U HERA SAWA,PlayMusic
9119,snips-train-643,Add Hanging On to my just dance by aftercluv playlist.,ADD HANGING ON TO MY JUST DANCE BY AFTER CLOVE PLAYOLIST,AddToPlaylist
9120,snips-train-6430,Play the song gangsta ? by Siavash Ghomayshi,PLAY THE SONG GANGSTA BY SIEVOCH GOMACI,PlayMusic
9121,snips-train-6431,Play music from 2002,PLAY MUSIC FROM TWO THOUSAND TWO,PlayMusic
9122,snips-train-6432,Play Randy Castillo 's music from 1952 .,PLAY RANDY COSTEO'S MUSIC FROM NINETEEN FIFTY TWO,PlayMusic
9123,snips-train-6433,play Calico Skies by John Feinstein with Netflix,PLAY CALIGO SKIES BY JOHN FINSTEEN WITH NETFLEX,PlayMusic
9124,snips-train-6434,Play the top five songs from Robert Lockwood Junior .,PLAY THE TOP FIVE SONGS FROM ROBERT LACKWOOD JUNIOR,PlayMusic
9125,snips-train-6435,Play some Retro music.,PLAY SOME RATUROL MUSIC,PlayMusic
9126,snips-train-6436,Play music by Keren Woodward,CLAY MUSIC BY GARIN WOODWARD,PlayMusic
9127,snips-train-6437,Use service Vimeo to play music from the artist Mick track Now We Are 5,YOU SERVICE VEMIO TO PLAY A MUSIC FROM THE ARTIST MIC TRACK NOW WE ARE FIVE,PlayMusic
9128,snips-train-6438,play new music by Elmore James with google music,PLAYNEW MUSIC BY ELMOR JAMES WITH GUGO MUSIC,PlayMusic
9129,snips-train-6439,play music from the year 1979,CLAY MUSIC FROM THE YEAR NINETEEN SEVENTY NINE,PlayMusic
9130,snips-train-644,The this is kevin johansen playlist needs The Lamb Lies Down on Broadway in it.,THAT THIS IS CAVEN JOHANSON PLAYALIST NEEDS THE LAMB LIES DOWN ON BROADWAY INNET,AddToPlaylist
9131,snips-train-6440,I want to listen to Merrily We Roll Along by Marko Desantis .,I WANT TO LISTEN TO MERRILY WE ROLL ALONG BY MARCO DISANTUS,PlayMusic
9132,snips-train-6441,Play music off Netflix .,PLAY MUSIC OFF NET FLAKS,PlayMusic
9133,snips-train-6442,Play the greatest soundtrack by Nhat Son on Last Fm .,PLAY THE GREATEST SOUND TRACK BIN YETSON ON LAST AF EM,PlayMusic
9134,snips-train-6443,Play music from 2016 .,PLAY MUSIC FROM TWENTY SIXTEEN,PlayMusic
9135,snips-train-6444,Play me a song by Michael Diamond,CLAYME A SONG BY MICHAEL DIAMOND,PlayMusic
9136,snips-train-6445,I want to hear music by Madeleine Peyroux from 1991 on Youtube .,I WANT TO HEAR MUSIC BY MAD'LIN PERU FROM NINETEEN NINETY ONE ON UTUBE,PlayMusic
9137,snips-train-6446,Open Vimeo and paly every song released in 1986,OPEN VEMIO AND POLLY EVERY SONG RELEASED IN NINETEEN EIGHTY SIX,PlayMusic
9138,snips-train-6447,"Play a 1969 ballad by beth nielsen chapman , new first.",CLEA NINETEEN SIXTY NINE BALLAD BY BETH NEELSON CHAPMAN NEWFIRST,PlayMusic
9139,snips-train-6448,Play Elkie Brooks seventies sound track,PLAY ELKY BROOKS SEVENTY SOUND TRACK,PlayMusic
9140,snips-train-6449,"I want to listen to Lastfm , play A Drop Of The Hard Stuff by Joi Chua .",I WANT TO LISTEN TO LAST PLAY A DROP OF THE HARD STUFF BY JOITUA,PlayMusic
9141,snips-train-645,put this artist on Domingo Indie,PUT THIS ARTIST ON DOMINGO ENDI,AddToPlaylist
9142,snips-train-6450,I want to hear music from the Lotus Flower album by Andy Mccoy,I WANT TO HEAR MUSIC FROM THE LOTUS FLOWER ALBO BIANDI MIQUOI,PlayMusic
9143,snips-train-6451,Play artist Vlada Divljan from something he did that is good,PLAY ARTIST VLADA DIVION FROM SOMETHING HE DID THAT IS GOOD,PlayMusic
9144,snips-train-6452,Find Mahalakshmi Iyer music on Netflix,FINE MAHULOCCSH ME IRON MUSIC ON NET FLEXS,PlayMusic
9145,snips-train-6453,Play me a song by Dj Paul Elstak in 1988 on Zvooq,LAYME A SONG BY DI J PAUL ELL TUCK IN NINETEEN EIGHTY EIGHT ON ZVUIC,PlayMusic
9146,snips-train-6454,Play track Real Talk,PLAY TRACK REAL TALK,PlayMusic
9147,snips-train-6455,play a track by Mila Islam from Deezer,PLAY A TRACK BY MELA ISLOM FROM DAESER,PlayMusic
9148,snips-train-6456,I want to hear something by Joe Dolce on Google Music,I WANT TO HEAR SOMETHING BY JODOL CHEON GUGO MUSIC,PlayMusic
9149,snips-train-6457,Please play Different Slanguages by Fred Labour .,PLEASE PLAY DIFFERENCE LANGUAGES BY FRED LABOR,PlayMusic
9150,snips-train-6458,Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark,LETS HERE SOME DAWUD SARCOSH FROM THERE THE POWER OF YOUR LOVE ALBUM FROM GRUVE SHARK,PlayMusic
9151,snips-train-6459,I'd like to hear Nas 's greatest ballad,I'D LIKE TO HEAR NAUSA'S GREATEST BALLAD,PlayMusic
9152,snips-train-646,add this artist to my the road to punk rock playlist,ADD THIS ARTIST TO MY THE ROAD TO PUNK ROCK PLAYOLIST,AddToPlaylist
9153,snips-train-6460,Wish to hear music from the year 1996,WISHED TO HEAR MUSIC FROM THE YEAR NINETEEN NINETY SIX,PlayMusic
9154,snips-train-6461,Open Lastfm and play a voluntad del cielo from Wax,OPEN LAST AND PLAY A VOLUN TOD DELL CHELLO FROM WAX,PlayMusic
9155,snips-train-6462,Play a song from my workout playlist on Groove Shark,PLAY A SONG FROM MY WORKOUT PLAYLIST ON GROOVE SHARK,PlayMusic
9156,snips-train-6463,play pop music with Groove Shark,PLAYPOT MUSIC WITH GROVE SHARK,PlayMusic
9157,snips-train-6464,Play Who Knows Where The Time Goes ? by Grigory Leps,PLAY WHO KNOWS WHERE THE TIME GOES BY GREGORY LAPSE,PlayMusic
9158,snips-train-6465,Play Hættuleg Hljómsveit & Glæpakvendið Stella by Kaori Iida,PLAY HAD A LAGLEMS VATE AND GLEPAGWENDITH STELLA BY CAORI ITA,PlayMusic
9159,snips-train-6466,Play some music on Slacker,PLAY OME MUSIC ON SLACKER,PlayMusic
9160,snips-train-6467,Wish to hear a concerto by Diplo from 1952,WISHED TO HEAR A CONCHERTO BY DIPLO FROM NINETEEN FIFTY TWO,PlayMusic
9161,snips-train-6468,Use Netflix to play music,USED NEFLICS TO PLAY MUSIC,PlayMusic
9162,snips-train-6469,Play a track from 1985 .,PLAY A TRACK FROM NINETEEN EIGHTY FIVE,PlayMusic
9163,snips-train-647,add tune by Leonard Cohen to road trip,ADD TUNED BY LEONARD COHAN TO ROD DRIP,AddToPlaylist
9164,snips-train-6470,Use Vimeo to play a Mark King record from 1993,USE VIMEO TO PLAY A MARK KING RECORD FROM NINETEEN NINETY THREE,PlayMusic
9165,snips-train-6471,play music by Bonobo,CLAY MUSIC BY BENOBO,PlayMusic
9166,snips-train-6472,Please play music off the soundtrack by Beau Jocque,PLEASE PLAY MUSIC OFF THE SOUND TRACK BY BOUJACQUES,PlayMusic
9167,snips-train-6473,Play any song from Rebecca Hewitt,PLAYANI SONG FROM REBECCA HEWET,PlayMusic
9168,snips-train-6474,Can you play some Synthpop music on Youtube,CAN YOU PLAC ON SCYNTHPOT MUSIC ON YOU TUBE,PlayMusic
9169,snips-train-6475,Play something by Daisy Voisin on google music,PLAY SOMETHING BY DAYSY VOYS IN ON GOGO MUSIC,PlayMusic
9170,snips-train-6476,Play Pacific Ocean Blues by John Doe on Lastfm,CLAY PACIFIC OCEAN BLUES BY JOHN DO ON LAST OM,PlayMusic
9171,snips-train-6477,Play paul ortiz music from 1990,PLAY PALL LORD TES MUSIC FROM NINETEEN NINETY,PlayMusic
9172,snips-train-6478,Lets hear some booty bass,LETS HERE SOME BOOTY BASE,PlayMusic
9173,snips-train-6479,Play Dj Drama from the 1976,PLAY D G DRAMA FROM THE NINETEEN SEVENTY SIX,PlayMusic
9174,snips-train-648,add tune to my relax & unwind playlist,ADD TUNE TO MY RELAX AND UNWINE PLAOLEST,AddToPlaylist
9175,snips-train-6480,Play fifties music on Slacker .,PLAY FIFTI'S MUSIC ON SLACKER,PlayMusic
9176,snips-train-6481,I want to hear some twenties music from Billy Sheehan,I WANT TO HEAR SOME TWENTYE'S MUSIC FROM BILLY SHEEN,PlayMusic
9177,snips-train-6482,I need to hear some r&b music off of iheart,I NEED TO HEAR SOMEWHERE AND BE MUSIC OFF OF Y HEART,PlayMusic
9178,snips-train-6483,Play some fourties music on vimeo,PLAY SOME FORTES MUSIC ON VIMIO,PlayMusic
9179,snips-train-6484,play music from the twenties with Slacker,PLAY MUSIC FROM THE TWENTIES WITH SLAQER,PlayMusic
9180,snips-train-6485,Will you play a ballad from Mahalaxmi Iyer,WILL YOU PLAY A BALLAD FROM MAHU LOCKS ME IRE,PlayMusic
9181,snips-train-6486,"Play the playlist, A Mis Niños de 30 .",PLAY THE PLAYLIST AMIS NINOS TO THIRTY,PlayMusic
9182,snips-train-6487,Can you play The Change Is Made on Netflix,CAN YOU PLAY THE CHANGE IS MADE ON NET FLEX,PlayMusic
9183,snips-train-6488,Play music on Itunes .,PLAY MUSIC ALL NIGHT TUNES,PlayMusic
9184,snips-train-6489,I'd like to listen to opera on Youtube,I'D LIKE TO LISTEN TO OPERA ON YUTUBE,PlayMusic
9185,snips-train-649,add I’m Only a Man to my flow español,ADD I'M ONLY A MAN TO MY FLO ES PONIOL,AddToPlaylist
9186,snips-train-6490,play some Mike Porcaro,LAY SOME MIKE POOR CARRO,PlayMusic
9187,snips-train-6491,Play the 1951 ballad,PLAY THE NINETEEN FIFTY ONE BALLAD,PlayMusic
9188,snips-train-6492,Play a melody from the nineties on Google Music,PLAY YO MELODY FROM THE NINETIES ON GUGO MUSIC,PlayMusic
9189,snips-train-6493,Play music from 2012 by Yossif Kobzon on last fm .,PLAY MUSIC FROM TWENTY TWELVE BY USAF COBSON ON LAST EF EM,PlayMusic
9190,snips-train-6494,Use Groove Shark to play the Today And Tomorrow album,USE GREW SHARP TO PLAY THE TO DAY ON TO MORROW ALBUM,PlayMusic
9191,snips-train-6495,Play the Late Night Jazz soundtrack on Zvooq .,PLAY THE LATE NIGHT JAS  SOUND TRACK ON SVUIK,PlayMusic
9192,snips-train-6496,Will you pull up my Jueves de Antaño playlist,WILL YOU PULL UP MY WAY VES DE ALONTONO PLAY A LIST,PlayMusic
9193,snips-train-6497,Play a new symphony by Perfecto De Castro on Lastfm,PLAY A NEW SYMPHONY BY PERFECTO DECASTRO ON LAST,PlayMusic
9194,snips-train-6498,Play theme music from 2011 .,PLAYTHEME MUSIC FROM TWENTY ELEVEN,PlayMusic
9195,snips-train-6499,Play new music from Liang Wern Fook,PLAYNE MUSIC FROM LEANG WORN FUC,PlayMusic
9196,snips-train-65,I need to add another track to my cleaning playlist.,I MEED TO ADD ANOTHER TRACT TO MY CLEANING PLAYALIST,AddToPlaylist
9197,snips-train-650,Put the joy division the complete bbc recordings on 40 hits,PUT  THE JOY DIVISION THE COMPLETE B B C RECORDINGS ON FORTY HEADS,AddToPlaylist
9198,snips-train-6500,I want to listen to some music from 2003 on Pandora from them,I WANT TO LISTEN TO SOME MUSIC FROM TWO THOUSAND THREE ON PANDORA FROM THEM,PlayMusic
9199,snips-train-6501,Play an album from 1987 .,PLAY AN ALBUM FROM NINETEEN EIGHTY SEVEN,PlayMusic
9200,snips-train-6502,Play a 1998 sound track from Sam The Kid on Last Fm,PLAY I NINETEEN NINETY EIGHT SOUND TRACK FROM SAM THE KID ON LAST AF EM,PlayMusic
9201,snips-train-6503,Play the most popular song by espen lind,PLAY THE MOST POPULAR SONG BY ESPAN LYNDE,PlayMusic
9202,snips-train-6504,Play the music of Filipp Bedrossowitsch Kirkorow 's theme,PLAY THE MUSIC OF PHILIP BEDROSO WITCH KURQUORO'S THEME,PlayMusic
9203,snips-train-6505,Want to play Christina Schollin Lastfm,WANT TO PLAY CHRISTINA SHOLAN LAST,PlayMusic
9204,snips-train-6506,"""play Bill Evans album The Best Of The 12"""" Mixes""",CLA BELEVANS ALBUM THE BEST OF THE TWELVE INCHES MIXES,PlayMusic
9205,snips-train-6507,Play bebob on Iheart,CLAY BE BOBBON TY HEART,PlayMusic
9206,snips-train-6508,Play the latest songs by Larry Gatlin on Iheart,PLAY THE LATEST SONGS BY LARRY GADLINE ON NY HEART,PlayMusic
9207,snips-train-6509,Play some music from the thirties .,PLAY SONE MUSIC FROM THE THIRTIES,PlayMusic
9208,snips-train-651,add this Infernus tune do marsha's de camino a clase,ADD THIS INFERNACE TUNE DO MARSHES TE COMMENOOCLACE,AddToPlaylist
9209,snips-train-6510,play a symphonic rock on Pandora,PLAY A SYMPHONIC CROCK ON PANDARA,PlayMusic
9210,snips-train-6511,Play music from the artist Irma Pane,CLAIM MUSIC FROM THE ARTIST' TERM OF PAIN,PlayMusic
9211,snips-train-6512,Play Grabsteinland I by Doctor Fink on slacker radio,PLAY GRABSTINLAND I BUY DOCTOR FINKON SLACK OR RADIO,PlayMusic
9212,snips-train-6513,play 1981 music on Last Fm,PLAY NINETEEN EIGHTY ONE MUSIC ON LAST EPHEM,PlayMusic
9213,snips-train-6514,Play my Under The Surface playlist.,PLAY MY UNDER THE SURFACE PLAOLEST,PlayMusic
9214,snips-train-6515,Play the energic Itunes,PLAYED THE ENNER TO HITUNES,PlayMusic
9215,snips-train-6516,Play the most popular music by Ronald Isley on Google Music,PLAY THE MOST POPULAR MUSIC BY RONAL DISLE ON GUGOL MUSIC,PlayMusic
9216,snips-train-6517,play valerij kipelov on Vimeo,PLAY VOLARI KEEP THE LAWF ON VIMIO,PlayMusic
9217,snips-train-6518,I want to hear the new Latin Pop Rising list,I WANT TO HEAR THE NEW LATIN POPPRIZING LIST,PlayMusic
9218,snips-train-6519,play a new soundtrack by Benjamin Darvill on Groove Shark,PLAY A NEW SOUND TRACK BY BENJAMIN DARVOLLON GROOVE SHARK,PlayMusic
9219,snips-train-652,add this song by George Melly to my 90's Baby Makers playlist,ADD THIS SONG BY GEORGE MELLY TO MININDESE BABY MAKERS PLAOLEST,AddToPlaylist
9220,snips-train-6520,play Netflix ballad by Mike Shinoda that is popular,PLAIN ATFLICTS VALLID BY MICCHINODE THAT IS POPULAR,PlayMusic
9221,snips-train-6521,Play some acapella music on Iheart,PLAC SOMMACOPELLUM MUSIC AN MY HEART,PlayMusic
9222,snips-train-6522,Play 1966 theme music on Slacker .,PLAY NINETEEN SIXTY SIXTHEME MUSIC ON SLAKER,PlayMusic
9223,snips-train-6523,Play The Eternal by Juju Mob on Vimeo .,PLAY THE ETERNAL BY JU JUMOB ON VIMEO,PlayMusic
9224,snips-train-6524,Play music from 1977,PLAY MUSIC FROM NINETEEN SEVENTY SEVEN,PlayMusic
9225,snips-train-6525,Play a melody by Adassa from the twenties,PLAY YOUR MELODY BY ODAZA FROM THE TWENTIES,PlayMusic
9226,snips-train-6526,Play any nineties music,PLAY ANININDES MUSIC,PlayMusic
9227,snips-train-6527,play the top-twenty tune by Masaharu Fukuyama on Slacker,PLAY THE TOP TWENTY TUNBY MOSSE HALEFUCU YAME ON SLACKER,PlayMusic
9228,snips-train-6528,Plpay my Disco Fever playlist.,WELL PAY MY DISCO FEVER PLAY ALEST,PlayMusic
9229,snips-train-6529,Play music from Gavin Koppell movement,CLAIY MUSIC FROM GAVERN COPPLE MOVEMENT,PlayMusic
9230,snips-train-653,add Bossa Nova Soul Samba to my jukebox boogie rhythm & blues playlist,ADD BOSS AND OVER SOUL SOMBU TO MY JUKE BOX BUGGY RHYTHM AND BLUE'S PLAYALEST,AddToPlaylist
9231,snips-train-6530,Play the theme music from 1963 by Yuki Koyanagi,PLAY THE THEME MUSIC FROM NINETEEN SIXTY THREE BY YUKI KOIEANAGI,PlayMusic
9232,snips-train-6531,Play a sound track by Pee Wee Russell on Zvooq .,PLAY A SOUND TRACK BY P WEE RUSTLE ONSVULIK,PlayMusic
9233,snips-train-6532,Play an ep by Uncle Jimmy Thompson,PLAY ANEPEE BY UNCLE JIMMIE THOMPSON,PlayMusic
9234,snips-train-6533,play the greatest james yorkston song,PLAY THE GREATEST JAMES YORKSTON SONG,PlayMusic
