,train_index,train_sentence,joey_sentence,train_label
11745,snips-train-8794,rate this book titled The Improvisatore five stars,REAT THIS BOONK TITLED THE IMPROVISATORI FIVE STARS,RateBook
11746,snips-train-8795,Give the current chronicle a three .,GIVE VICAN CHRONICLE THREE,RateBook
11747,snips-train-8796,Rate the current novel 5 of 6 points,REVICURRIN NOVEL FIVE OF SIX POINTS,RateBook
11748,snips-train-8797,Give this novel a two star rating.,GIVE THIS NOVELA TO STAR READING,RateBook
11749,snips-train-8798,rate Tragedy Day a 4,RE TRAGEDY DAY AFORE,RateBook
11750,snips-train-8799,rate this book one for this stars judging,REAT THIS PROOK ONE FOR THE STARS JUDGING,RateBook
11751,snips-train-88,Add Without Your Love to my showstopper being mary jane list,ADD WITHOUT YOUR LOVE TO MY SHOW STOPPER BEING MARRY JANE LIST,AddToPlaylist
11752,snips-train-880,Put this track on Musica Española 2017,PUT THIS TRACK ON MUSIK AS PONOLE TWENTY SEVENTEEM,AddToPlaylist
11753,snips-train-8800,The current series deserves three stars .,THE KANT SERIES DESERVES THREE STARS,RateBook
11754,snips-train-8801,The current saga deserves a 5 rating.,THE CRIDE SALGYI DESERVES THE FIVE READING,RateBook
11755,snips-train-8802,rate Licence Renewed a 4,REAT LICENC TO RENEWD E FORE,RateBook
11756,snips-train-8803,Rate this essay a two out of 6,RE TESESSE A TWO OUL OF SIX,RateBook
11757,snips-train-8804,Rate this book 1 of 6 points,REAT THIS BOOK ONE OF SIX POINTS,RateBook
11758,snips-train-8805,I give a rating of four to this textbook .,I GIVE A WREADING AFORTY THIS TACHED BOOK,RateBook
11759,snips-train-8806,rate The Breaking Point a three,RIN THE BREAKING POINT OF THREE,RateBook
11760,snips-train-8807,I think the Dictionary of New Zealand Biography deserves 2 points,I THINK THE DICTIONARY OF NEW ZEALAND BIOGRAPHY DESERVES TWO POINTS,RateBook
11761,snips-train-8808,rate the book A Brief History of Chinese Fiction 0 out of 6 points,READ THE BOOKE BRIEF HISTORY OF CHINESE FICTION ZEROLOUT OF SIX POINTS,RateBook
11762,snips-train-8809,the series City on Fire is a four,THE SERIES CITY ON FIRE AS AFORE,RateBook
11763,snips-train-881,Add Shelby Lynne to my playlist This Is Luis Fonsi,ADD SHALL BE LIN TO MY PLAINLEST THIS IS LOUISE FANCY,AddToPlaylist
11764,snips-train-8810,I only give Blood Work two stars,I ONLY GIVE BLOOD WORK TWO STARS,RateBook
11765,snips-train-8811,give three out of 6 points to this album,GIVE THREE OUT OF SIX POINTS TO THIS ALBUM,RateBook
11766,snips-train-8812,I rate the current novel a 1 of 6 stars,IREDE THE CURRENT NOVEL O ONE OF SIX STARS,RateBook
11767,snips-train-8813,Rate this album 3 stars,READ THIS ALBUM THREE STARS,RateBook
11768,snips-train-8814,Give the current book im reading zero points out of 6 .,GIVE THE CARRENT BOOK HIM READING ZERO POINTS OUT OF SAX,RateBook
11769,snips-train-8815,Rate The War of the Roses 2 out of 6,READ THE WAR OF THE RUSES TOO OUT OF SATES,RateBook
11770,snips-train-8816,Rate this chronicle three of 6 stars,REATE THIS CHRALNICAL THREE OF SIX STARS,RateBook
11771,snips-train-8817,Give this essay 1 out of 6 .,GIVE TE CURSEY ONE OUT OF SIX,RateBook
11772,snips-train-8818,I want to give Panther in the Basement four points,I WANT TO GIVE PANTHER IN THE BASEMENT FOUR POINTS,RateBook
11773,snips-train-8819,Rate The Twinkie Squad chronicle four of 6,REK THE TWINKY SQUAD CHRONICAL FOR OF SIX,RateBook
11774,snips-train-882,Add this track to downtempo beats,ID BUS TRY TO DOUNT HIM POLE BEATS,AddToPlaylist
11775,snips-train-8820,I am rating this book named The Infinite Man 5 stars,I AM RATING THIS BOOK NAME THE INFINITE MAN FIVE STARS,RateBook
11776,snips-train-8821,rate the current album a zero,REAT LE CURRENT TO ALBAMAZERO,RateBook
11777,snips-train-8822,Please rate the current album 4 stars .,WES RATE THE CURRENT ALBON FOUR STARS,RateBook
11778,snips-train-8823,Rate The Tritonian Ring zero,READ THE TROITONIAN RING ZERO,RateBook
11779,snips-train-8824,rate Secrets and Lies 2 of 6 stars,RATS SECRETS AND LINES TWO OF SIX STARS,RateBook
11780,snips-train-8825,give 3 star to this essay,GIVE THREE STARS TO THIS ESSA,RateBook
11781,snips-train-8826,Rate this novel a two out of 6 .,READ THIS NOVELLY TWO OUT OF SIX,RateBook
11782,snips-train-8827,give The Judas Tree a zero,GIVE THE JUDISH T E ZERO,RateBook
11783,snips-train-8828,I give Song of Solomon a rating of one .,I GAVE SONG OF SOLEMN AND THE RATING OF ONE,RateBook
11784,snips-train-8829,give four points to current essay,GIVE FOUR POINTS TO CRIME PESSEL,RateBook
11785,snips-train-883,I want do you want to build a snowman in my Hip Hop 2017 New School playlist,I WANT DO YOU WANT TO BUILD A SNOW MEN IN MY HIPHALF TWENTY SEVENTEEN NEW SCHOOL PLAYLIST,AddToPlaylist
11786,snips-train-8830,find five points called The Origins of Virtue,FIND FIVE POINTS CALLED BE ORGEMS OF VIRTUE,RateBook
11787,snips-train-8831,Rate the current essay 0 of 6,REVICAND ESE SILOOF SIX,RateBook
11788,snips-train-8832,National Lampoon Tenth Anniversary Anthology 1970–1980 is a 4 out of 6 read,NATIONAL LAMPPOON TENFANIVERSARY ANPHOLOGY NINETEEN SEVENTY NINETEEN EIGHTY AS IF WORE OUT OF SIX REED,RateBook
11789,snips-train-8833,this saga is definitely worth 4 stars .,VISAGA IS DEFINITELY WARNTH FOR STARS,RateBook
11790,snips-train-8834,"Of a total possible of 6 , I think the current book is a five .",OF A TOTAL POSSIBLE OF SIX I THINK THE KIND BOOK IS A FIVE,RateBook
11791,snips-train-8835,Rate Contesting the Future of Nuclear Power a four,RAT CONTESTING THE FUTURE OF NUCLIR POWER FOR,RateBook
11792,snips-train-8836,Rate the current essay 1 of 6,REAT THE CURRENTASSE ONE OF SIX,RateBook
11793,snips-train-8837,"I give The History of the Saracens a three , or 6 points",I GIVE THE HISTORY OF THE SARACENS OF THREE OR SIX POINTS,RateBook
11794,snips-train-8838,Rate The Slap five of 6,READ THE SLAP FIVE OF SIX,RateBook
11795,snips-train-8839,rate Orion in the Dying Time four stars,READ ARYON IN THE DYING TIME FOUR STARS,RateBook
11796,snips-train-884,put Kids of the Black Hole onto my 90s por siempre playlist,PUT KIDS OF THE BLACK HOLE ON TO MY NINETESE PORSEIAMPRYPLAILIST,AddToPlaylist
11797,snips-train-8840,rate The Sunrise Lands a zero,READ THE SUNRISE LINES OF ZERO,RateBook
11798,snips-train-8841,Folk and Fairy Tales gets 1 out of 6 points,FOLK IN FAIRY TALES GETS ONE OUT OF SIX POINTS,RateBook
11799,snips-train-8842,I would rate Tree of Smoke a value of two or a best rating of 6,I WOULD RADTRE OF SMOKE A VALUE OF TWO ER A BEST RATING OF SIX,RateBook
11800,snips-train-8843,For the current essay I rate 1 out of 6,OR THE CRIME TESS AIRATE ONE OUT OF SIX,RateBook
11801,snips-train-8844,Rate the current book zero of 6 stars,READ THE CURRENT BOOK ZEAL OF SIX STARS,RateBook
11802,snips-train-8845,I would give this novel a rating of two,I WOULD GIVE THIS NOVEL A WRATING OF TWO,RateBook
11803,snips-train-8846,give two out of 6 stars to current book,GIVE TWO OUT OF SIX STARS TO KIND BOOK,RateBook
11804,snips-train-8847,rate the book Now and Forever 1 out of 6 points,READ THE BOOK NOW AN FOR EVER ONE OUT OF SIX POINTS,RateBook
11805,snips-train-8848,Give the Hover Car Racer chronicle two of 6 stars,GIVE THE HOVERED CARRACE FOR CHRONICLE TWO OF SIX STARS,RateBook
11806,snips-train-8849,Give the Televised Morality series a one .,GIVE THE TELEVIZED MORALITY SERIESA ONE,RateBook
11807,snips-train-885,Add a track to the Another Glass playlist.,ADD ATTRACT TO THE ANOTHER GLAS POILIST,AddToPlaylist
11808,snips-train-8850,Give The Denationalization of Money series four of 6,GIVE THE DNATIONALIZATION OF MONISSERIES FOUR OF SIX,RateBook
11809,snips-train-8851,Rate Gates of Fire a 2,REAT GATES OF FIERY TWOM,RateBook
11810,snips-train-8852,I am giving this novel 3 stars,I AM GIVING THIS NOVEL THREE STARS,RateBook
11811,snips-train-8853,rate First Man The Life of Neil A. Armstrong three of 6,REAT FIRST MAN THE LIFE OF MELAY ARMSTRONG THREE OF SIX,RateBook
11812,snips-train-8854,Mars Probes gets a 1 rating.,MERY'S PROLGE GITS A WARMAN RAVYING,RateBook
11813,snips-train-8855,give zero rating to The Deed of Paksenarrion,GIVE ZERO RAITING TO THE DEED OF PACSINARIAN,RateBook
11814,snips-train-8856,Rate this book 0 of 6 points,REA THIS BLUNC ZERO OF SIX POINTS,RateBook
11815,snips-train-8857,I give the following album two out of 6 stars .,I GIVE THE FOLLOWING ALBUM TO OUT OF SIX STARS,RateBook
11816,snips-train-8858,Give Signals of Belief in Early England four of 6,GIVE SIGNALS OF BELIEF IN EARLY ENGLAND FOUR OF SIX,RateBook
11817,snips-train-8859,give this a four for the next series of points,GIVE THIS A FOUR FOR THE NEXT SERIES OF POINTS,RateBook
11818,snips-train-886,Add the tune to my Women of Latin Music playlist.,ADD THE TUNE TO MY WOMEN OF LATIN MUSIC PLALIST,AddToPlaylist
11819,snips-train-8860,rate the current textbook 4 of 6 points,READ THE CONTEXT BOOK FOUR OF SIX POINTS,RateBook
11820,snips-train-8861,rate this current novel a 3,READ THIS CRYING NOVEL OF THREE,RateBook
11821,snips-train-8862,rate this album book zero out of 6 points,READ THIS ALBUM BOOK ZERO OUT OF SIX POINTS,RateBook
11822,snips-train-8863,I rate Observations one points,IRATE OBSERVATIONS WANE POINTS,RateBook
11823,snips-train-8864,Give 2 stars to The Doom Brigade,GIVE TWO STARS TO THE DOOM BRIGADE,RateBook
11824,snips-train-8865,Rate Pillar of Fire and Other Plays a three,REAT PILLAR OF FIRE AND OTHER PLAZE O THREE,RateBook
11825,snips-train-8866,rate the previous essay four of 6 points,REAT THE PREVIOUS ESSAE FOUR OR SIX POINTS,RateBook
11826,snips-train-8867,The current novel I'm reading gets only a one out of 6 .,THE CURRENT NOVEL I'M READING GET ONLY A ONE OUT OF SIX,RateBook
11827,snips-train-8868,Give this album three / 6 points,GIVE VIS ALBONTRIE SIX POINTS,RateBook
11828,snips-train-8869,I give the Knife of Dreams saga a 0 of 6,I GIVE THE KNIFE OF DREAM SAGO ZIROSIX,RateBook
11829,snips-train-887,Add this track to winnie's post metal playlist,AD THIS TRY TO WIN HIS POST METAL PALIST,AddToPlaylist
11830,snips-train-8870,Give The Phantom Ship a zero .,GIVE THE PHANTOM SHIP A ZERO,RateBook
11831,snips-train-8871,rate this essay 2 points,RADE PESES ET TWO POINTS,RateBook
11832,snips-train-8872,Give this essay a 2 out of 6 .,GIVE ME SURSA TWO OUT OF SIX,RateBook
11833,snips-train-8873,Give the current part of the saga 4 points out of 6 .,GIVE THE KIND PART OF THE SOG OF FOUR POINTS OUT OF SIX,RateBook
11834,snips-train-8874,rate the current album two out of 6,READ THE CANT ALBUM TWO OUT OF SIX,RateBook
11835,snips-train-8875,Rate An Act of Terror 2 stars .,RADAN ACT OF TERROR TO STARS,RateBook
11836,snips-train-8876,give four out of 6 stars to current essay,GIVE FOUR OUT OF SIX STARS TO CUN PESSE,RateBook
11837,snips-train-8877,Rate Peddling Prosperity zero stars,REAT PEDDLING PROSPERITY ZERO STARS,RateBook
11838,snips-train-8878,give 1 out of 6 to West of January,GIVE ONE OUT OF SIX TO WEST OF JANUARY,RateBook
11839,snips-train-8879,Remember the City nets five out of 6 .,REMEMBER THE CITY NETS FIVE OUT OF SIX,RateBook
11840,snips-train-888,add this track to my Gold School playlist,ADD THIS TRACK TO MY GOLD SCHOOL PLALIST,AddToPlaylist
11841,snips-train-8880,rate Atop an Underwood Early Stories and Other Writings 0 out of 6 stars,READ TO TOP AND UNDER WERE THOROUGHLY STORIES AND OTHER RITING ZERO OUT OF SIX STARS,RateBook
11842,snips-train-8881,1 point for this next textbook,ONE POINT FOR THIS NEXT TEXT BOOK,RateBook
11843,snips-train-8882,give The Creator zero points out of 6,GIVE THE CREATOR ZERO POINTS OUT OF SAX,RateBook
11844,snips-train-8883,Give this album a rating of 4 .,GIVE BESALBON A RAITING OF FOUR,RateBook
11845,snips-train-8884,Rate Competitors 2 stars out of 6,RED COMPERITORS TWO STARS OUT OF SIX,RateBook
11846,snips-train-8885,I rate A Moment in Time a 5,I RATE A MOMENT IN TIME OF FAR,RateBook
11847,snips-train-8886,Rate this series one stars,RATE THE SERIES ONE STARS,RateBook
11848,snips-train-8887,Rate the current textbook five of 6,WE DECLINED TEXTBOOK FIVE OR SIX,RateBook
11849,snips-train-8888,I want to give this textbook four out of 6,I WANT TO GIVE THIS TEXT BOOK FOUR OUT OF SIX,RateBook
11850,snips-train-8889,The Sins of the Cities of the Plain gets a rating of one,THE SINS OF THE CITIES OF THE PLAIN GETS A RADING OF ONE,RateBook
11851,snips-train-889,add Keke Wyatt to my Evening Commute playlist,AT KIKI WINE TO MY EVENING COM MUTE PAILIST,AddToPlaylist
11852,snips-train-8890,rate Winnie-the-Pooh four out of 6,RIT WENME THE PRO OR OUT OF SIX,RateBook
11853,snips-train-8891,This current essay deserves 0 stars,THIS CANT ESSAY DESERVES ZERO STARS,RateBook
11854,snips-train-8892,I give The Monkey and the Tiger a rating of 2 points .,I GIVE THE MONKEY AND THE TIGER A RADING OF TWO POINTS,RateBook
11855,snips-train-8893,I rate The Variation of Animals and Plants under Domestication a value of 0,IRING THE VARIATION OF ANIMALS AND PLANTS UNDER DOMESTICATION OF VALUE OF ZERO,RateBook
11856,snips-train-8894,Give The Body Artist a 5 .,GIVE THE BAN YANDERS TO FAR,RateBook
11857,snips-train-8895,Can you rate this novel as a four ?,CAN YOU READ THIS NOVEL AS AFORE,RateBook
11858,snips-train-8896,rate the current saga 4 of 6,REATLY CANED SAG OF FOUR OR SIX,RateBook
11859,snips-train-8897,Rate the previous album 0 points out of 6,REAT THE PREVIOUS ALBUM ZERO POINTS OUT OF SIX,RateBook
11860,snips-train-8898,Give this textbook zero stars,GIVE THIS TECTABLE ZERO OF STARS,RateBook
11861,snips-train-8899,Rate the current novel a one,RE WE CURRENT NOVEL A ONE,RateBook
11862,snips-train-89,Add this song to my list Trabajo Relax,ADD THIS SONG TO MY LIST TRAWBAHHE RELAX,AddToPlaylist
11863,snips-train-890,Add First Issue to my your favorite slaughterhouse playlist,ADD FIRST TISSUE TO MY YOUR FAVOURITE SLAUGHTER HOUSE PLOLIST,AddToPlaylist
11864,snips-train-8900,rate this current book album four stars,WIT THIS CROD BULL COWGAN FOUR STARS,RateBook
11865,snips-train-8901,I gave Joseph Andrews a 0 out of 6,I GAVE JOSEPHANDRY ZERO OUT OF SIX,RateBook
11866,snips-train-8902,rate this textbook 4 out of 6 stars,READ THIS TEXT BOOK FOR OUT OF SIX STARS,RateBook
11867,snips-train-8903,How do I rate the book White Teeth only 4 stars ?,HOW DO I REAT BUT BOOKWIT TEETH ONLY FOUR STARS,RateBook
11868,snips-train-8904,I gave Perchance to Dream 4 of 6 points,I GIVE PERCHANCE TO DREAM FOUR OR SIX POINTS,RateBook
11869,snips-train-8905,rate Lost Empires of Faerûn five of 6 stars,REAT LOST TEMPIRES OF FERUN FIVE OR SIX STARS,RateBook
11870,snips-train-8906,I give The Blood Book five stars,I GIVE THE BLOOD BOOK FIVE STARS,RateBook
11871,snips-train-8907,I would give this current novel 4 points,I WOULD GIVE THIS CRIME NOVEL FOUR POINTS,RateBook
11872,snips-train-8908,I would rate this novel a four,I WOULD WRATE THIS NOVEL OFFOUR,RateBook
11873,snips-train-8909,I want to rate A Long Short War series a four out of 6 .,I WANT TO RATE A LONG SHORT TORE SERIES OF FOUR OUNT OF SIX,RateBook
11874,snips-train-891,add track to dance playlist,AD TRACT TO DANCE POLIST,AddToPlaylist
11875,snips-train-8910,I am giving the book After Henry a rating of 0 out of 6 stars,I AM GIVING THE BOOK AFTER HENRYRATING OF ZERO OUT OF SIX STARS,RateBook
11876,snips-train-8911,Rate Colorless Tsukuru Tazaki and His Years of Pilgrimage one stars,READ COLORLESS SUCER TUZAKI AND HIS YEARS OF PILGRIMAGE WON STARS,RateBook
11877,snips-train-8912,Rate my current novel 3 out of 6,REAT MY CARRENT NOVEL THREE OUT OF SIX,RateBook
11878,snips-train-8913,"my rating for Dilvish, the Damned is 4 out of 6",MY RATING FOR DILVISH THE DAMNED IS FOUR OUT OF SIX,RateBook
11879,snips-train-8914,rate The Eighth Day three stars out of 6,R B A B THREE STARS OUT OF SIX,RateBook
11880,snips-train-8915,rate this textbook 5 out of 6,READ THIS TACH BOOK FIVE OUT OF SIX,RateBook
11881,snips-train-8916,I give this book a 5 .,I GIVE THIS BLOOK A FIVE,RateBook
11882,snips-train-8917,rate the current essay one out of 6,REAT THE CURRIN TESSA ONE OUT OF SIX,RateBook
11883,snips-train-8918,Rate The Myth of Matriarchal Prehistory series a four,READ THE MYTH OF MATRIARCHAL PRAY HISTORY SERIES AFORE,RateBook
11884,snips-train-8919,give four out of 6 points to current album,GIVE FOUR OUT OF SIX POINTS TO CURRANT ALBOW,RateBook
11885,snips-train-892,Put the song playing on laverne's rapcaviar playlist,PUT THE SONG PLAIN ON THE VERNS RAP CAVIOR PLALIST,AddToPlaylist
11886,snips-train-8920,rate the book saga A Coin in Nine Hands 0 points,READ THE BOOK SAGA ACORN AND NIMEHA ZERO POINT,RateBook
11887,snips-train-8921,rate the current chronicle a zero,RATLECINE CHRONICLE IS EURO,RateBook
11888,snips-train-8922,Rate The Courtship of Princess Leia saga a two,REAT THE COURTSHIP OF PRINCESSLEA SAGOATO,RateBook
11889,snips-train-8923,Please rate the current textbook with 5 stars out o 6,PLEASE READ THE CIME TEXT BOOK WITH FIVE STANS OUTO SIX,RateBook
11890,snips-train-8924,I think this textbook should have four stars and a best rating of 6,I THINK THIS TEXT BOOK SHOULD HAVE FOUR STARS AND A BASTERATING OF SIX,RateBook
11891,snips-train-8925,Rate The Scarab Murder Case a one,READ THE SKIRE  MOTO CASE ON,RateBook
11892,snips-train-8926,"rate the book A Girl, a Man, and a River a five",READ THE BROUQUET GIRL A MAN AND A RIVER OF FIVE,RateBook
11893,snips-train-8927,I would give this current book a rating a five and a best rating of 6,I WOULD GIVE THIS KURRANT BOOK A WRITING OF FIVE AND A BESTERATING OF SIX,RateBook
11894,snips-train-8928,Rate current book two points,WE'D CARD BORK TWO POINTS,RateBook
11895,snips-train-8929,Give The Hollow Man three out of 6 stars,GIVE THE HOLLOW MAN THREE OUT OF SIX STARS,RateBook
11896,snips-train-893,matt monro newest album add to my chill out music,MADURO NEWEST ALBOMAD TO MYCHO OUT MUSIC,AddToPlaylist
11897,snips-train-8930,give 4 out of 6 stars to this textbook,GIVE FOUR OUT OF SIX STARS TO THIS TEXT BOOK,RateBook
11898,snips-train-8931,Give Modern Glamour The Art of Unexpected Style three out of 6 stars,GIVE MODERN GLAMOUR THE ART OF UNEXPECTED STYLE THREE OUT OF SIX STARS,RateBook
11899,snips-train-8932,Give this essay a rating of 5 .,GIVE BISESE A RADING OF FIVE,RateBook
11900,snips-train-8933,For this current essay I give 5 of 6 points,FOR THIS CARRENT ESSAY I GIVE FIVE OR SIX POINTS,RateBook
11901,snips-train-8934,Rate the current textbook 0 out of 6 .,READ THE CONTEXT BOOK ZERO OUT OF SIX,RateBook
11902,snips-train-8935,Rate Mimi and the Biscuit Factory 5 out of 6,RID ME MEANING THE BISCUIT FACTORY FIVE OUT OF SIX,RateBook
11903,snips-train-8936,Rate this textbook one stars out of 6,READ THIS TEXT BOOK ONE STARS OUT OF SIX,RateBook
11904,snips-train-8937,Rate this essay two points,RADE PESES ET TWO POINTS,RateBook
11905,snips-train-8938,"Out of 6 , I give the following book zero .",OUT OF SIX I GIVE THE FOLLOWING BOOK ZERO,RateBook
11906,snips-train-8939,rate this novel 0 of 6 stars,READ THIS NOVEL ZERO OF SIX STARS,RateBook
11907,snips-train-894,my feelin' good playlist needs some Mai Selim in it.,MY FEELING GOOD PLEALNESS NEEDS SOME MICE ALEAM IN IT,AddToPlaylist
11908,snips-train-8940,Rate The Rules of Survival a 5 value,READ THE RULES OF SURVIVAL OF FIVE VALUES,RateBook
11909,snips-train-8941,I would give The Northern Reaches a rating of one,I WOULD GIVE THE NORTHERN REACH HIS RANING OF ONE,RateBook
11910,snips-train-8942,rate this textbook a 4,READES TECT BOOK OFOR,RateBook
11911,snips-train-8943,Give the current series four / 6 points .,GIVE THE CONSURIS FOUR SIX POINTS,RateBook
11912,snips-train-8944,Rate The Natural a 4,READ THE NATURAL FORM,RateBook
11913,snips-train-8945,Rate the book White Girl Bleed a Lot only two points .,RIVID BOOKWHITE GIRL BLEED A LOT ONLY TWO POINTS,RateBook
11914,snips-train-8946,I give the next novel two stars,I GIVE THE NEXT NOVEL TWO STARS,RateBook
11915,snips-train-8947,Please rate The Lightning of August five points .,PLEASRED THE LIGHTNING OF AUGUST FIVE POINTS,RateBook
11916,snips-train-8948,give 5 points to The Deathlord of Ixia,GIVE FIVE POINTS TO THE DEATH LORD DO VIXIA,RateBook
11917,snips-train-8949,Give 99 Coffins 0 stars out of 6 .,GIVE NINETY NINE COFFINS ZEROW OF STARS OUT OF SIX,RateBook
11918,snips-train-895,For my playlist jazzy dinner add the name Kick Over the Traces,FOR MY PLAYAMIS JAZSE DINNER AD THE NAME KICK OVER THE TRACES,AddToPlaylist
11919,snips-train-8950,Rate this album a one,READ TU A ALBO MY ON,RateBook
11920,snips-train-8951,this album deserves to be rated one out of 6 !,THIS ALBON DESERVES TO BE RATED ONE OUT OF SIX,RateBook
11921,snips-train-8952,Big Breasts and Wide Hips is terrible and 1 out of 6,BEAD BREASTS AND WIDE HIPS IS TERRIBLE AND ON OUT OF SIX,RateBook
11922,snips-train-8953,Rate the current book one of 6 points,READ THE CURRENT BOOK ONE OF SIX POINTS,RateBook
11923,snips-train-8954,Rate In Search of Our Origins two points out of 6 .,WE'D IN SEARCH OF OUR ORIGINS TWO POINTS OUT OF SIX,RateBook
11924,snips-train-8955,Rate this novel a 3,READ  THIS NOVEL OF THREE,RateBook
11925,snips-train-8956,Rate the Egg Collecting and Bird Life of Australia saga a one,READ THE EGG COLLECTING AND BIRD LIFE OF AUSTRA YOSAGO ONE,RateBook
11926,snips-train-8957,For the book Tale of the Toa I give five points,FOR THE BOOK TALL THE TOL I GIVE FIVE POINTS,RateBook
11927,snips-train-8958,rate the current book 0 of 6,READ THE KIND BOOK ZELOSIX,RateBook
11928,snips-train-8959,rate the book Who Will Cry When You Die one out of 6 stars,READ THE BROOK AND WILL CRIE WHEN YOU DIE ONE OUT OF SIX STARS,RateBook
11929,snips-train-896,I want this artist on the Cena Elegante playlist,I WANT THIS ARTIST ON THE SCENEE ELEGON TO A PLAELIST,AddToPlaylist
11930,snips-train-8960,For Adaptive Coloration in Animals I give 4 points,FOR ADAPTIVE COLORATION IN ANIMALS I GIVE FOUR POINTS,RateBook
11931,snips-train-8961,this album is five stars .,THIS ALBON IS FIVE STARS,RateBook
11932,snips-train-8962,Rate Of the Subcontract a 0,REAT OF THE SOAP CINTRACT OF ZERO,RateBook
11933,snips-train-8963,Rate the current book one of 6 points,READ THE CURRENT BOOK ONE OF SIX POINTS,RateBook
11934,snips-train-8964,Give this book a 2 .,GIVE THIS BOK ATWO,RateBook
11935,snips-train-8965,Rate this textbook a three,REAV TIS TECHBOK O THREE,RateBook
11936,snips-train-8966,"Blood Colony was awful, I'd give it one stars at most.",BLOOD COLNY WAS AWFUL I'D GIVE IT ONE STARS AT MOST,RateBook
11937,snips-train-8967,give 3 out of 6 stars to this essay,GIVE THREE OUT OF SIX STARRS TO THIS ESSAY,RateBook
11938,snips-train-8968,rate this series 4 stars,WIT THE SUS FOUR STARS,RateBook
11939,snips-train-8969,rate the Effortless Mastery chronicle a 4,WAIT FOR YOUR FRUITLESS MASTER CHRONICLE OFOR,RateBook
11940,snips-train-897,I'd like to put Ryō Yamazaki onto my sylvia plath playlist.,I'D LIKE TO PUT REAL YAHMAZAKION TO MY SOVIA PLAITH PLAILIST,AddToPlaylist
11941,snips-train-8970,Give the current textbook four stars,GIVE THE KIND TEXT BOOK FOUR STARS,RateBook
11942,snips-train-8971,Rate this album five out of 6 stars .,RIG THIS ALBUM FIVE OUT OF SIX STARS,RateBook
11943,snips-train-8972,I want to give The Plague Lords of Ruel 0 stars,I WANT TO GIVE THE PLAY LORD DOF MOUSORO STARS,RateBook
11944,snips-train-8973,Rate the current book 3 out of 6,READ THE CURRENT BOOK THREE OUT OF SIX,RateBook
11945,snips-train-8974,Rate DNA Repair and Mutagenesis four stars,RIDIANI REPAIR AND MUDOGENUS'S FOUR STARS,RateBook
11946,snips-train-8975,I would give zero stars to A Concise Treatise on the Art of Angling out of 6 .,I WOULD GIVE ZERO STARS TO A CONCISETRY TO SEW ME ARD OF ANGLING OUT OF SIX,RateBook
11947,snips-train-8976,Rate The Strange Death of Tory England 1 stars,READ THIS STRANGE DEBTH OF TORY ENGLAND ONE STARS,RateBook
11948,snips-train-8977,I give the previous novel one out of 6 stars .,I GIVE THE PREVIOUS NOVEL ONE OUT OF SIX STARS,RateBook
11949,snips-train-8978,For the current essay I give a total of 1 stars,OR THE CRINTESEA GIVE THE TOTAL OF ONE STARS,RateBook
11950,snips-train-8979,I give this book Dictionary of the English Language a 4 rating,I GIVE THIS BOOK DICTIONARY OF THE ENGLISH LANGUAGE OF FORERADING,RateBook
11951,snips-train-898,Add the tune to bandas sonoras,ADD THE TUNE TO BONDO SINORIS,AddToPlaylist
11952,snips-train-8980,Rate the Beyond This Place chronicle three of 6,REAK THE BEYOND IS PLACE CHRONICAL THREE OF SIX,RateBook
11953,snips-train-8981,I rate three points for the book The Early Coorgs,I RATE THREE POINTS FOR THE BOOK THE ARLEGAL ORBS,RateBook
11954,snips-train-8982,Give Upon Some Midnights Clear chronicle four out of 6 for a rating.,GIVE UPON SOME MIDNIGHT'S QUEER CHRONICLE FOR OUT OF SIX FOR RADING,RateBook
11955,snips-train-8983,Rate the current essay a three points,REAT THE CURRING TESSAY OF THREE POINTS,RateBook
11956,snips-train-8984,I give the rating of 1 of 6 stars for this novel,I GIVE THE READING OF ONE OF SIX STARS FOR THIS NOVEL,RateBook
11957,snips-train-8985,Rate this textbook 5 points out of 6 .,READ THIS TEX BOOK FIVE POINTS OUT OF SIX,RateBook
11958,snips-train-8986,Assign 5 stars to Lincoln at Gettysburg,ASSIGNED FIVE STARS TO LINK IN AT GETTYSBURG,RateBook
11959,snips-train-8987,The current essay only deserves one out of 6 points,THE CURRENT ESSE ONLY DESERVES ONE OUT OF SIX POINTS,RateBook
11960,snips-train-8988,I give The English Spy a rating of 1 and a best rating of 6,I GIVE THE ENGLISH SPIERATING OF ONE AND A BEST RATING OF SIX,RateBook
11961,snips-train-8989,The A Mighty Fortress series should be rated a two,THE AMIGHTY FORTRESS SERIES SHOULD BE RATED E TWO,RateBook
11962,snips-train-899,add munia the tale to my playlist called Adrenaline Workout,ADMNI THE TALE TO MY PLAOINS CALLED A DRENNOLING WORKOUT,AddToPlaylist
11963,snips-train-8990,give the current book zero of 6,GIVE THE KIND BOK ZEROSIX,RateBook
11964,snips-train-8991,Give the current chronicle 2 stars .,GIVE THE CURRENT CRALNICL TWO STARS,RateBook
11965,snips-train-8992,Rate this textbook only three points,REAT IS TACH TE BOOK ONLY THREE POINTS,RateBook
11966,snips-train-8993,I think this novel gets 1 stars,I THINK THIS NOVEL GETS ONE STARS,RateBook
11967,snips-train-8994,Rate this saga two out of 6 points,REAP THE SALGER TWO OUT OF SIX POINTS,RateBook
11968,snips-train-8995,give this textbook a rating of 3,GIVE THIS TEXT BOOK A RATING OF THREE,RateBook
