,train_index,train_sentence,raveena_sentence,train_label
8764,snips-train-611,Put jiro in my clásicos del hip hop español playlist.,PUT JERO IN MY CLASSICOS DEL HIPHOPESPANIOL PLAILEST,AddToPlaylist
8765,snips-train-6110,Play Niko from the fourties,PLAIN ECO FROM THE FORTES,PlayMusic
8766,snips-train-6111,Play some music by Jody Williams from 2001,PLAY SOME MUSIC BY GEORGIE WILLIAMS FROM TWO THOUSAND ONE,PlayMusic
8767,snips-train-6112,I need to hear the new Kevin Fowler album,I NEED TO HEAR THE NEW KEVIN FOWLER ALBUM,PlayMusic
8768,snips-train-6113,Play a 2004 song by eliel on Zvooq .,PLAY A GOO THOUSAND FOR SONG BY ALIALON ZOUK,PlayMusic
8769,snips-train-6114,Can you play a song from the newest movement by prince on Lastfm,CAN YOU PLAY A SONG FROM THE NEWEST MOVEMENT BY PRINTS ON LAST,PlayMusic
8770,snips-train-6115,Play top 20 from frank farian,PLATOP TWENTY FROM FRANCFARIEN,PlayMusic
8771,snips-train-6116,I want to hear the Jody Williams sound track,I WANT TO HEAR THE JUDY WILLIAM SOUND TRACK,PlayMusic
8772,snips-train-6117,Play top-twenty fourties movement music by Mohammad Reza Lotfi .,PLATOQ TWENTY FORTIES MOVEMENT MUSIC BY MUHUMLA TREZAR LOTFI,PlayMusic
8773,snips-train-6118,play robert fripp sound track on Pandora,LE ROBERT FRIPSOUN TRACK ON PANDORA,PlayMusic
8774,snips-train-6119,turn on Google Music to play 1991,TURN ON GOGEL MUSIC TO PLAY NINETEEN NINETY ONE,PlayMusic
8775,snips-train-612,Add New Wave Blues to my Push Button Funk playlist,AD NEW WAVE BLUES TO MY PUSH BUTTON FONK PLAYLIST,AddToPlaylist
8776,snips-train-6120,play Phil Spalding soundtrack from the seventies,PLAYFILLD SPOULDING SAN TRACK FROM THE SEVENTES,PlayMusic
8777,snips-train-6121,play Wanted by Erykah Badu,PLAY WANTED BY ERICO BAR DU,PlayMusic
8778,snips-train-6122,Play The New Retro playlist on Netflix .,PLAY THE NURETRO PLAILEST ON NET FLIGS,PlayMusic
8779,snips-train-6123,Play Kk on Zvooq .,PLAYCACEON ZOUK,PlayMusic
8780,snips-train-6124,Play Clásicos del Hip Hop Español,PLAYCLOSSICOS DEL HIPHOPPES PANIOL,PlayMusic
8781,snips-train-6125,play Abhijeet Bhattacharya from 1986,PLEOBEGITE PETTARCHARIA FROM NINETEEN EIGHTY SIX,PlayMusic
8782,snips-train-6126,play Jawad Ahmad,PLEAGE OH WOR THE HOMMET,PlayMusic
8783,snips-train-6127,Play Elysium from Ryan Cayabyab,PLAI LESIM FROM RYNKI OBIAB,PlayMusic
8784,snips-train-6128,Please play Bitch Please Ii,PLEASE PLAYBRIDGE PLEASE ME,PlayMusic
8785,snips-train-6129,play a top-10 ballad from 1995,PLATOPT AND BALLAD FROM NINETEEN NINETY FIVE,PlayMusic
8786,snips-train-613,add people take pictures of each other to Rhythm and Blues playlist,AD PEOPLE TALK PICTURES OF EACH OTHER TO RHYTHM AND BLUE SPLALIST,AddToPlaylist
8787,snips-train-6130,play songs from the sixties,PLA ONS FROM THE SIXTIS,PlayMusic
8788,snips-train-6131,play music on netflix,PLAY MUSIC OR NETFLICKS,PlayMusic
8789,snips-train-6132,Play Llegando a Casa playlist,PLAY YE GAN DOACOSS A PLAILIST,PlayMusic
8790,snips-train-6133,Find me music by Kaori Utatsuki off the album that has top-twenty hits,FIND ME MUSIC BY COWRY UT SUCKI OFF THE ALBUN THAT HAS TOPPED TWENTY HEATS,PlayMusic
8791,snips-train-6134,Play concerto from the eighties,PLACON CHIRTLE FROM THE AIDERS,PlayMusic
8792,snips-train-6135,I'd like to hear Ami Suzuki 's latest record,I'D LIKE TO HEAR RAMISZUKI'S LATEST RECORD,PlayMusic
8793,snips-train-6136,Play some Ray Williams music from the nineties on spotify,PLAY SOME RARE WILLIAMS MUSIC FROM THE NINETIES ON SPORTIFI,PlayMusic
8794,snips-train-6137,Play Arif music from the fourties .,PLAY AR OF MUSIC FROM THE FORTIES,PlayMusic
8795,snips-train-6138,Play Nick Hexum latest album,PLEINEC HEXOM LATEST TALBUM,PlayMusic
8796,snips-train-6139,play a tune from 2000 by Bronislau Kaper,PLA A TUNE FROM TWO THOUSAND BY BRONA SLOW KEEPER,PlayMusic
8797,snips-train-614,Add The Rebirth of Kirk Franklin to the Fiesta playlist.,AT THE REBORT OF COK SRANKLIN TO THE FIESTO PLAYLIST,AddToPlaylist
8798,snips-train-6140,Play my Still Got the Blues playlist.,LEM I STILL GOT THE BLUEST PLAYLIST,PlayMusic
8799,snips-train-6141,Play a melody from Leigh Nash using Lastfm,PLAY A MELODY FROM LENASH USING LAST,PlayMusic
8800,snips-train-6142,Play some Oleg Anofriyev from 1960 .,PLACED ON MULEGANO FRI FROM NINETEEN SIXTY,PlayMusic
8801,snips-train-6143,Play some Mark Tremonti from the thirties .,PLAY SOME MARC TREMONTI FROM THE TURTIUS,PlayMusic
8802,snips-train-6144,Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai,OPEN NEW TUBE AN PLAYCONI FRANCES SING SPANISH AND LATIN AMERICAN FAVORITES FROM YU QICO IWAI,PlayMusic
8803,snips-train-6145,"Play Fight On, State .",PLEA FIGHT ON STATE,PlayMusic
8804,snips-train-6146,Play the top ten theme music from 1975 by Tom Baxter,PLAY THE TOP AND TEM MUSIC FROM NINETEEN SEVENTY FIVE BY DOM BAXTER,PlayMusic
8805,snips-train-6147,I want to hear the latest twenties album from Kyle Riabko,I WANT TO HEAR THE LATES TWENTYES ALBUM FROM CILE RIABGO,PlayMusic
8806,snips-train-6148,Play me a nineties ep,PLAY ME A NINE DISY P,PlayMusic
8807,snips-train-6149,Play the top symphony music from Ejigayehu Shibabaw,PLAY THE TOBSAM FUNNY MUSIC FROM IJAGAE HUSHA BABA,PlayMusic
8808,snips-train-615,add this tune by mopreme shakur to the Party ¡Fiesta playlist,HAD THE STUNE BY MO PRIM SHACKLE TO THE PARTY FIESTE PLAYLIST,AddToPlaylist
8809,snips-train-6150,I want to hear the Fear The Boom And Bust song from haruka shimotsuki off of Spotify,I WANT TO HEAR THE FEAR THE BOOM AND BOST SONG FROM HARU KASHUMOTSKIOV OF SPORTIFY,PlayMusic
8810,snips-train-6151,"I want to hear Aki Nawaz , play the song fair annie .",I WANT TO HEAR AKIN WAS PLAY THE SON FER ANI,PlayMusic
8811,snips-train-6152,Play any album from the twenties,PLAY ANY ALBUM FROM THE TWENTIES,PlayMusic
8812,snips-train-6153,play a chant by Mike Jones,PLE ACHANT BY MIKE JUNES,PlayMusic
8813,snips-train-6154,Play some Armik from the fourties,PLACE A MOMICK FROM THE FFORTES,PlayMusic
8814,snips-train-6155,play primus,PLAY PRIMIS,PlayMusic
8815,snips-train-6156,Play a ballad by Owen Pallett from the seventies on Slacker .,PLAY A BALLAD BY OIN PALLAD FROM THE SEVENTIES ON SLACQER,PlayMusic
8816,snips-train-6157,Play some music on Vimeo .,PLAYSOME MUSIC ON VIMI,PlayMusic
8817,snips-train-6158,Please play the newest music by Evil Jared Hasselhoff,PLEASE PLAY THE NEWEST MUSIC BY EVIL JARRERD HASTLE HOFF,PlayMusic
8818,snips-train-6159,play newest soundtrack from 2008,PLA NEWEST SOUND TRACK FROM TWO THOUSAND EIGHT,PlayMusic
8819,snips-train-616,Add Michael Balzary to mujeres y hombres y fiesta,ADD MICHAEL BALTRY TO MOHARES WHIE UMBRALE'S WIFE EESTER,AddToPlaylist
8820,snips-train-6160,Play Maggot Brain by Albano Carrisi,PLAY MAGGET BRIN BY ALBANO CARIZZI,PlayMusic
8821,snips-train-6161,Play the top fifty record from Alan Jardine,PLAY THE TOP FIFTY RECORD FROM ALEN JARDINE,PlayMusic
8822,snips-train-6162,Play a song from 1994 .,PLAY A SONG FROM NINETEEN NINETY FOUR,PlayMusic
8823,snips-train-6163,Play my Acoustic Covers playlist on Spotify .,PLAY MY ACOUSTE COVERS PLAILES ON SPORTIFY,PlayMusic
8824,snips-train-6164,Play a track by Ishmon Bracey on Iheart .,PLAY A TRACK BY ISHMAN BRACY ON MY HEART,PlayMusic
8825,snips-train-6165,Play slow rock music on Vimeo,PLAC LOW ROP MUSIC ON VEMIO,PlayMusic
8826,snips-train-6166,Play me the most popular Peja song on Slacker,LI ME THE MOST POPULAR PEA SOMON SLACQER,PlayMusic
8827,snips-train-6167,Open youtube,OPEN YOU TUBE,PlayMusic
8828,snips-train-6168,Please play me some Satire music,PLEASE PLAY ME SOME SATIRE MUSIC,PlayMusic
8829,snips-train-6169,Play the tune by Adam Yauch,PLAY THE TUNE BY ADAM YELLO,PlayMusic
8830,snips-train-617,Add Appreciation Day to My Folksy Love,AD APPRECIATION DE TO MY FOLKE LOVE,AddToPlaylist
8831,snips-train-6170,Play me some Goa,PLAY ME SOME GOOR,PlayMusic
8832,snips-train-6171,play Chance Of A Lifetime on Zvooq,LY CHANCE OF A LIFETIME ON ZUK,PlayMusic
8833,snips-train-6172,play Mohammed Abdu from top 20,PLAI MU HAM MADABE DE FROM DOP TWENTY,PlayMusic
8834,snips-train-6173,Play music by Ian Haugland,PLAY MUSIC BY EN HOGLAND,PlayMusic
8835,snips-train-6174,play Only Hope by Graham Bonnet,PLY ONLY HOPED BY GRIAM BONNET,PlayMusic
8836,snips-train-6175,Play music from 2010 by Jason Donovan,PLAY MUSIC FROM TWENTY TEN BY JASON DONIVAN,PlayMusic
8837,snips-train-6176,Play top-five concerto music from 1992,PLAYTOP FIVE CONCHARETO MUSIC FROM NINETEEN NINETY TWO,PlayMusic
8838,snips-train-6177,play Pandora Christian Gangsta Rap,PLIP ANDORA CHRISTIAN GANGSTER RAP,PlayMusic
8839,snips-train-6178,play some good amber gristak on Lastfm,PLACE I'M GOOD AM BUT GRISSLE CON LAST,PlayMusic
8840,snips-train-6179,play Glenn Yarbrough tunes,PLAY GLENYOGRITUNES,PlayMusic
8841,snips-train-618,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",I WANT TO SEND MUSIC TO ANNE'S LISTS FROM SIR JOHN WINSTONE OR NO LENEN PUT IT ON HER INFINITE INTE FORCLIST,AddToPlaylist
8842,snips-train-6180,play some 1991 Dave Barker,PLAY SOME NINETEEN NINETY ONE DIVBACCA,PlayMusic
8843,snips-train-6181,Play a concerto from the nineties,PLEA CONCERTO FROM THE NINTIES,PlayMusic
8844,snips-train-6182,Play Thelma Aoyama 's latest concerto,LE HELMA IL YARMER'S LATEST CONCHETTO,PlayMusic
8845,snips-train-6183,Play The Garden Of Allah from Wade Mainer,PLAY THE GARDEN OF ALLA FRAM WED MINA,PlayMusic
8846,snips-train-6184,Play fourties record,PLEAFORTIS RECORD,PlayMusic
8847,snips-train-6185,play scott la rock from Stella on Slacker,PLAC COT LAR ROCK FROM STELLO ON SLACKER,PlayMusic
8848,snips-train-6186,Please play Kabhi Jo Baadal Barse by Ruth Lorenzo,PLEASE PLACOB HED YOU BOTTLE BOS SE BARU CLORENZO,PlayMusic
8849,snips-train-6187,Play the top 20 ep from the fifties by John Bundrick .,PLAY THE TOP TWENTE PEE FROM THE FIFTIES BY JOHN BUNDRICK,PlayMusic
8850,snips-train-6188,Play a popular ballad by Amanda,LY A POPULAR BALLAD BY MANDA,PlayMusic
8851,snips-train-6189,play Lastfm by Steampunk,PLAY LOST BY STEAM PUNK,PlayMusic
8852,snips-train-619,add jeanette to extreme metal workout,AD JANET TO EXTREME METAL WORK OUT,AddToPlaylist
8853,snips-train-6190,Play track Ai Se Eu Te Pego on google music from artist Maestro,PLAYTRAT AS E EUTE PEGO ON GUGIL MUSIC FROM ARTIST MISTRO,PlayMusic
8854,snips-train-6191,Play Magic Time by Phoebus,PLAY MAGIC TIME BY PHOEBLIS,PlayMusic
8855,snips-train-6192,play twenties music off of my Itunes,PLAYTWENTIES MUSIC OF OF MY EYE TUNES,PlayMusic
8856,snips-train-6193,play the track The Wizard And I,PLAY THE TRACK THE WIZARD AND DIE,PlayMusic
8857,snips-train-6194,Play music on Groove Shark .,PLAY MUSIC ON GROVE SHOCK,PlayMusic
8858,snips-train-6195,Play Alfredo Zitarrosa on spotify .,PLAY ALFRE DU SITA ROSSA ON SPORTIFY,PlayMusic
8859,snips-train-6196,I want to hear Ready by Frankenstein Drag Queens From Planet 13,I WANT TO HEAR READY BY FRANKENSTEIN DRAG QUEENS FROM PLANET THIRTEEN,PlayMusic
8860,snips-train-6197,I want to hear La Jaula De Oro by Mc Ren on Google Music .,I WANT TO HEAR LARGE OLA THE ORBY M SYRINE ON GOGOL MUSIC,PlayMusic
8861,snips-train-6198,I want to hear Sebastian 's songs from the thirties on Youtube,I WANT TO HEAR SERBASTION SONGS FROM THE TURDIES ONU TUBE,PlayMusic
8862,snips-train-6199,Play something from the jonathon lee movement,PLAY SOMETHING FROM THE GONITANLY MOVEMENT,PlayMusic
8863,snips-train-62,Add mc ren to my It's a Southern Thing playlist,ADAM C RANE TO MITS E SOUTHERN TANG PLELIST,AddToPlaylist
8864,snips-train-620,Add feel the passion to my this is kudai playlist.,AND FEEL THE PASSION TO MY DISSESS COUD NA E PLAINLEST,AddToPlaylist
8865,snips-train-6200,play a Keith Richards album,PLAYER KIT RICHARD'S ALBOM,PlayMusic
8866,snips-train-6201,Play something off Google Music,PLAY SOMETHING OF COGUL MUSIC,PlayMusic
8867,snips-train-6202,use Deezer to play top five Moya Brennan,USED DESER TO PLAY TOP FIVE MO YOUR BRENAN,PlayMusic
8868,snips-train-6203,Use netflix to play a record by Emil Gilels from year 2015,USE NETFLEKS TO PLAY RECORD BY AMULE GILLELS FROM EUROPE TWENTY FIFTEEN,PlayMusic
8869,snips-train-6204,I want to hear something eclectic,I WANT TO HEAR SOMETHING ECLLECTIC,PlayMusic
8870,snips-train-6205,play playlist A Mis Niños de 30,LAY PLALEST AMIS MEN YOR STATE HERTY,PlayMusic
8871,snips-train-6206,Play the Instrumental Study on Vimeo .,PLAY THE INSTRUMENTAL STUDION REMIO,PlayMusic
8872,snips-train-6207,play a ballad by Giorgio Moroder,PLAY A VALID BY GEORGIOMARODA,PlayMusic
8873,snips-train-6208,Play the song Jingle Bells,PLAYED THE SON JINGLE BELLS,PlayMusic
8874,snips-train-6209,play Robin Trower Unravel,PLAY ROBIN TRUER UN DRAVEL,PlayMusic
8875,snips-train-621,Add tune to Reggae Infusions,ADD DUNE TO REGGI INFUSIONS,AddToPlaylist
8876,snips-train-6210,Open Youtube and play Renaldo Lapuz record from the eighties,OPEN NEW TUBUN PLAYRINGAL DOLAPOOS RECORD FROM THE ADES,PlayMusic
8877,snips-train-6211,Play Ik Hou Van Jou by Elena Temnikova,PLAY E COPE VAN JAW BY ELENI TEM NICOVA,PlayMusic
8878,snips-train-6212,Play Portsmouth by Paul Smith on Google Music .,PLAYPORTSMIT BY POLSMID ON GOGIL MUSIC,PlayMusic
8879,snips-train-6213,Play me a Felix Kubin from No Light on Spotify,PLAMELY O FELIX WHO BEEN FROM NO LIGHT ON SPORTIFI,PlayMusic
8880,snips-train-6214,Play a top-50 tune from 1982 .,PLATOP FIFTY JUNE FROM NINETEEN EIGHTY TWO,PlayMusic
8881,snips-train-6215,Play Shoo on iheart from greatest record,PLACE YOU ON MY HEART FROM GREATEST RECORD,PlayMusic
8882,snips-train-6216,Play a nineties tune by Sugar Minott on Netflix,PLAY A NINETY STEWN BY SUGAR MINOT ON NET FLICXS,PlayMusic
8883,snips-train-6217,Play some showtunes music.,PLAY SOME CHOCHIN'S MUSIC,PlayMusic
8884,snips-train-6218,Play some music from 1985 by Rolf Harris,PLAY SOME MUSIC FROM NINETEEN EIGHTY FIVE BY ROLP HARRIS,PlayMusic
8885,snips-train-6219,play the top five songs by Isaac Hayes,PLAY THE TOP FHIE SONS BY ISAAC HAYE,PlayMusic
8886,snips-train-622,add kjetil vidar haraldstad to listas de éxitos,AD CHATTO VIDA HERALDES AN TO LISTERS THE EXETERS,AddToPlaylist
8887,snips-train-6220,play Lastfm tunes from 1997,PLAY LOST FROM DUNS FROM NINETEEN NINETY SEVEN,PlayMusic
8888,snips-train-6221,Can you play some eighties music,CAN YOU PLACE ON METIS MUSIC,PlayMusic
8889,snips-train-6222,Play Elliot Easton 's album Beautiful,PLAY A LER DISTANCE ALBUN BEAUTIFUL,PlayMusic
8890,snips-train-6223,Can you play something off my Kids Workout playlist on Groove Shark,CAN YOU PLEASE SOMETHING OF MY KIT'S WORKOUT PLAILES DON GROVE SHONK,PlayMusic
8891,snips-train-6224,Play Lil Hardin Armstrong from Itunes .,PLAY LITTLE HOW THEN ARMSTRONG FROM MY TOMBS,PlayMusic
8892,snips-train-6225,I want to hear eighties music by Noko on deezer .,I WANT TO HEAR IT IS MUSIC BY NO CORN DISIR,PlayMusic
8893,snips-train-6226,Play me a fifties song,BLAME ME O FIFTY ES SON,PlayMusic
8894,snips-train-6227,Play some movement from 1959 on deezer .,PLACE ON MOVEMENT FROM NINETEEN FIFTY NINE ONDISA,PlayMusic
8895,snips-train-6228,play Clifford Brown All Stars by Michael Balzary,PLAY CLIFFERED BROWN OLD STARS BY MICHAEL BALCERY,PlayMusic
8896,snips-train-6229,Play me a 1990 sound track,PLAYME AN NINETEEN NINETY SOUND TRACK,PlayMusic
8897,snips-train-623,add the artist to the 90's Baby Makers playlist,ADD THE ARTIST TO THE NINETIS B B MAKER'S PLAILIST,AddToPlaylist
8898,snips-train-6230,play some seventies Dj Colette,PLAC OM SEVENTEETH DE GCOLLECT,PlayMusic
8899,snips-train-6231,I'd like to hear Cry Baby Cry by Ally Kerr .,I'D LIKE TO HEAR CRY BABY CRY BY ALIKEER,PlayMusic
8900,snips-train-6232,Play me a song by Teitur Lassen on Groove Shark,PLEA ME ASON BY TITO LASIN ON CRUVE SHOCK,PlayMusic
8901,snips-train-6233,play Lastfm pop tunes,PLAY LAST PIMPOPTUNES,PlayMusic
8902,snips-train-6234,play some latin on Zvooq,PLAY SOME LATIN ON ZOUK,PlayMusic
8903,snips-train-6235,Play the album 21st Century Live by Chet Lam on Itunes .,PLAY THE ALBOM TWENTY FIRST CENTURY LIVE BY CHEK LAM ON ITUNES,PlayMusic
8904,snips-train-6236,Play some chant music by Kevin Jonas on deezer .,PLAYS ON CHARED MUSIC BY CAVIN JONUS ONDISA,PlayMusic
8905,snips-train-6237,Play some space music on Google Music,PLAY SOME SPECE MUSIC ON GOGLE MUSIC,PlayMusic
8906,snips-train-6238,Play my Women of Rock playlist.,PLAY MY WOMEN OF ROCK CLEALIST,PlayMusic
8907,snips-train-6239,Play movement music from Sheryfa Luna,PLAY MOVEMENT MUSIC FROM SHERRY FAR LUNA,PlayMusic
8908,snips-train-624,I want to put this song in my new boots playlist,I WANT TO PUT THE SONG IN MY NEW BOOTS PLAILEST,AddToPlaylist
8909,snips-train-6240,Play a Loretta Lynn tune on Groove Shark,PLELERETOLENTIAN ON GRUVE SHOCK,PlayMusic
8910,snips-train-6241,Play  music from the thirties .,PLAY MUSIC FROM THE TURTEES,PlayMusic
8911,snips-train-6242,Play me the new King Curtis music on Google Music .,PLAINLY THE NEW KINCORT AS MUSIC ON GOOGL MUSIC,PlayMusic
8912,snips-train-6243,play the top nineties melody by Gus G,PLAY THE TOP NINETYS MELODY BY GAS CHE,PlayMusic
8913,snips-train-6244,Play chant from Freddy Fender on iheart,PLACHANT FROM FREADY FENDER ON MY HEART,PlayMusic
8914,snips-train-6245,Play Regulate…g Funk Era by artist Iouri Bachmet on groove shark,PLA REGULATE J FONC EITHER BY ARTIST OR IBUCH MET ON GRUVE SHACK,PlayMusic
8915,snips-train-6246,Play the track Grow Old With Me by artist Chloe Rose Lattanzi,PLAY THE TRACK GROW OLD WITH ME BY ARTIST CHLOE ROSELE DENZY,PlayMusic
8916,snips-train-6247,"use netflix to play Bizzy Bone Kiss Me Goodnight, Sergeant Major",USE NETFLIKS TO PLAY BUSY BORN KISS ME GOOD NIGHT SERGEANT MAJOR,PlayMusic
8917,snips-train-6248,Can you play a song off an album by Shirley Horn,CAN YOU PLAY A SONG OF AN ALBUM BY SHIRLEY HORN,PlayMusic
8918,snips-train-6249,Play music on Spotify .,PLAY MUSIC ON SPORTIFY,PlayMusic
8919,snips-train-625,put artist paulinho da costa on my Very Nearly Nashville playlist,PUTARTIST PAULINLOD ARCOSTA ON MY VERY MERELY NASHVAL PLAYLIST,AddToPlaylist
8920,snips-train-6250,Use Deezer to play music by Kimberley Walsh,USED DESER TO PLAY MUSIC BY KIMBULEY WALCH,PlayMusic
8921,snips-train-6251,play Piano Ballads on Netflix,PLAY PIANO BALLADS OR NETFLAKS,PlayMusic
8922,snips-train-6252,Play music from 2012 on Netflix .,PLAY MUSIC FROM TWENTY TWELVE ON NETFLICS,PlayMusic
8923,snips-train-6253,Play a seventies soundtrack by steve walsh on Groove Shark,PLAY O SEVENTYERS SOUN TRACK BY STEEP WALCH ON GRUVE  SHOCK,PlayMusic
8924,snips-train-6254,Play some music from the sixties,PLAY SOME MUSIC FROM THE SIXTIES,PlayMusic
8925,snips-train-6255,Play music in the genre soundtrack,PLAY MUSIC IN THE JONDRESOUND TRACK,PlayMusic
8926,snips-train-6256,Play the Mister Music Man by Gene De Paul .,PLAY THE MISTER MUSIC MAN BY JEANDIE BALL,PlayMusic
8927,snips-train-6257,Play Supernaut by Armand Van Helden,PLAY SOUPENOT BY ARMIN VAN HELLEN,PlayMusic
8928,snips-train-6258,Play a 1974 sound track on Vimeo .,PLAY ER NINETEEN SEVENTY FOLDESAN TRACK ON VEMU,PlayMusic
8929,snips-train-6259,Play music from the list Indie Electronics,PLAY MUSIC FROM THE LIST IN THE ELECTRONICS,PlayMusic
8930,snips-train-626,Add mr j medeiros to my Women of Country playlist.,AD MISTER JAMEE BEAROS TO MY WOMEN OF COUNTRY PLELIST,AddToPlaylist
8931,snips-train-6260,Play some Maynard James Keenan songs from Scenes From The Big Chair,PLAY SOME MEAN O JAMES KEENLAN SONGS FROM SCENES FROM THE BIG CHAIR,PlayMusic
8932,snips-train-6261,Play my entertaining playlist,PLAY MY ENTERTAINING PLEALIST,PlayMusic
8933,snips-train-6262,Find a top fifty zahir howaida concerto from the seventies,FIND A DOP FIFTISO HER HOW EDA CAN CHATTO FROM THE SEVENTIES,PlayMusic
8934,snips-train-6263,Play dhafer youssef top-twenty on netflix,PLAYD AFFO YOU SAFE TOP TWENTY O NET FLICKS,PlayMusic
8935,snips-train-6264,Play music from 2007 .,PLAY MUSIC FROM GUTOUS IN SEVEN,PlayMusic
8936,snips-train-6265,Play Rap Album One by Gene Vincent .,PLA RAP ALBUM ONE BY JEAN VINCENT,PlayMusic
8937,snips-train-6266,Play some sister rosetta tharpe songs from the eighties,PLAY SOME SISTER ROOLS AT HER TOP SONGS FROM THE EDERS,PlayMusic
8938,snips-train-6267,I want to hear Steven Harwell from the thirties,I WANT TO HEAR STEPHEN HARWELL FROM THE TORDES,PlayMusic
8939,snips-train-6268,Play some seventies songs from Luke Haines off of youtube,PLAY SOME SEVENTY SONGS FROM A LUCANES OF O YEW TUBE,PlayMusic
8940,snips-train-6269,I'd like to hear chant songs from nineties,I'D LIKE TO HEAR CHARMED SONGS FROM NANTIS,PlayMusic
8941,snips-train-627,Add rosemary clooney to Pura Vida playlist,AD ROSEMARY CLOONEY TO PROW WIDH A PLAYLIST,AddToPlaylist
8942,snips-train-6270,Play Metal Crash Course playlist.,PLAY METAL CRASH CORSE PLEALEST,PlayMusic
8943,snips-train-6271,Play Geddy Lee music on Spotify sort by top,PLAGUADILI MUSICONS PORTIFY SORT BY TOP,PlayMusic
8944,snips-train-6272,Want to hear a chant by Nellie Mckay from the year 2008,WANE TO HEAR A CHANT FINALIMACE FROM THE YEAR TWO THOUSAND EIGHT,PlayMusic
8945,snips-train-6273,play me music by Whip with Zvooq,PLAY ME MUSIC BY WHIP WIT ZOUK,PlayMusic
8946,snips-train-6274,Play eighties music by Kaira Kwong on Google Music,PLAY ATIIS MUSIC BY CARAR KUANON GOGE MUSIC,PlayMusic
8947,snips-train-6275,Play artist stu davis from the album Dub Chamber 3 on Netflix,PLAY ARTIST DUDAVIS FROM THE ALBOM DOB CHAMBER THREE OR NETFLEXS,PlayMusic
8948,snips-train-6276,Play a song by Electric Tones from their Kurutta Taiyō album on Last Fm,PLAY A SONG BY ELECTRIC TONES FROM THEIR CURUTTARTAIO ALBUM ON LAST AFEM,PlayMusic
8949,snips-train-6277,Play a concerto top ten sort by Lloyd .,CLEAR CONCURTO TOPTEN SORT BY LLOYD,PlayMusic
8950,snips-train-6278,Play some art punk .,PLACE ON ODD BUNK,PlayMusic
8951,snips-train-6279,I want ohear the 1996 soundtrack from deezer,I WANT TO HERE THE NINETEEN NINETY SIX SANTRAC FROM DISSA,PlayMusic
8952,snips-train-628,put Bring Me Down onto my tokyo rising playlist,PUT BRING ME DOWN ONTO MY TOCHEEL RISING PLAILEST,AddToPlaylist
8953,snips-train-6280,play a ballad by Bob Johnston,PLAEVALID BY BOB JOHNSTON,PlayMusic
8954,snips-train-6281,Play music by Janet Paschal,PLAY MUSIC BY GANAT BASCO,PlayMusic
8955,snips-train-6282,Play a 2013 song on Groove Shark,LEEA TWENTY THIRTEEN SOLMON GROVE SHOCK,PlayMusic
8956,snips-train-6283,Play 2004 on pandora,PLAY TWO THOUSAND URON PANDORA,PlayMusic
8957,snips-train-6284,Play some Paulinho Da Viola from 1965 .,PLASOM PAULIGNOD AVIOLA FROM NINETEEN SIXTY FIVE,PlayMusic
8958,snips-train-6285,play Groove Shark folk-rock,LA GREW SHARK FUL ROCK,PlayMusic
8959,snips-train-6286,Play Giovanni Battista Guadagnini 's 1982 tracks .,PLAY GIAVANNI BATISTOWUEDEN GENIS NINETEEN EIGHTY TWO TRACKS,PlayMusic
8960,snips-train-6287,Play a melody by Hagigat Rzayeva,PLAY A MELODY BY HARGY HTREJAR E EWA,PlayMusic
8961,snips-train-6288,Play my Frescura Indie playlist,PLAY MY FRIES CURA INDY PLAILIST,PlayMusic
8962,snips-train-6289,play Kings Of The Wild Frontier by Andrea Bocelli,PLAY KINGS OF THE WILD FRONTIER BY ANDREA BORCHELLI,PlayMusic
8963,snips-train-629,Add como un tatuaje to my hits of the 70s playlist,AD COMBE WENT OT FAR HAY TO MY HEADS OF THE SEVENTEEN PLAILEST,AddToPlaylist
8964,snips-train-6290,open Itunes and play Kenny Cox most popular concerto,OPEN NIGHTUNES AND PLAY CANNYCOCK'S MOST POPULAR CONCHATO,PlayMusic
8965,snips-train-6291,Play That Stubborn Kinda Fellow by Michael Amott,PLAY THAT STUBBORN KIND FELLOW BY MICHO LAMET,PlayMusic
8966,snips-train-6292,I'd like to hear one of Eric Clapton 's most popular melody on Pandora .,I'D LIKE TO HEAR ONE OF ERICLAPTAN'S MOST POPULAR MELODY ON PANDORA,PlayMusic
8967,snips-train-6293,Play my Éxitos España playlist,LAY MY EXITUS OSPANIO PLAYLIST,PlayMusic
8968,snips-train-6294,Play White Noise .,PLAY WHITE NOISE,PlayMusic
8969,snips-train-6295,Play some Sabah from the eighties,PLAY SOME SABOVE FROM THE EDES,PlayMusic
8970,snips-train-6296,Play chant music by Ira Losco on Iheart .,LY CHANT MUSIC BY ERA LOSCO ON Y HEART,PlayMusic
8971,snips-train-6297,Play sixties theme music,PLAY SIXTES TE MUSIC,PlayMusic
8972,snips-train-6298,Play Dancing Through Life by Ronald Isley on spotify,PLAY DANCING THROUGH LIFE BY RONALD ISLEY ON SPORTIFY,PlayMusic
8973,snips-train-6299,I want to listen to seventies music.,I WANT TO LISTEN TO SEVENTIES MUSIC,PlayMusic
