,train_index,train_sentence,brian_sentence,train_label
12628,snips-train-9589,Find a movie called The Easy Way to Stop Smoking .,FIND A MOVI QUAIVE THE EASY WAY TO STOP SMOKING,SearchCreativeWork
12629,snips-train-959,put playa fly onto my 2010 Decade playlist,PUT PLYE FLY ON TO MY TWENTY TEN DECAYE PLAYLIST,AddToPlaylist
12630,snips-train-9590,I'm looking for Right on Track .,AMLIKIN THERADOM TRACK,SearchCreativeWork
12631,snips-train-9591,Find the App Store,FORIGN BE UP STORE,SearchCreativeWork
12632,snips-train-9592,Find an album called Thursday Night Baseball .,FIND AN ALBELQUEEN THURSDAY NIGHT BRACPE,SearchCreativeWork
12633,snips-train-9593,"find Wish You Were Here , a movie",FIND WHICH YOU WERE HERE AMOVE,SearchCreativeWork
12634,snips-train-9594,search for TV show Live at Apollo,SEARCH FOR TI VE SHOW MY RAT APOLLO,SearchCreativeWork
12635,snips-train-9595,Show me Bâton Rouge,COMY BACKRUGE,SearchCreativeWork
12636,snips-train-9596,Look up The Park album,NETRACTTHE PAIR TRIBING,SearchCreativeWork
12637,snips-train-9597,Show me the album Clarke,CEMW VALBUM CLOCK,SearchCreativeWork
12638,snips-train-9598,Find the album titled Spasmolytic,FINDTHE ALBON TITLE SPRASMOLITIC,SearchCreativeWork
12639,snips-train-9599,find the game Saturday Review,FIND THE GAME SATURDAY REVIEW,SearchCreativeWork
12640,snips-train-96,Add Gary Valenciano to the power gaming playlist.,AT CARRI VALANCIANO TO THE PAR GAMING PLAYLIST,AddToPlaylist
12641,snips-train-960,add go to The MetalSucks Playlist,I'D GO TO THE METTING SOCH PLAILIST,AddToPlaylist
12642,snips-train-9600,"I'm looking for Dead at 21 , the TV series",I'M LOOKING FOR TED A TWENTY ONE VETE V CEERIS,SearchCreativeWork
12643,snips-train-9601,Can you find me the Restless Natives ?,CAN YOU FIND ME THE RESTLESS NATIVE,SearchCreativeWork
12644,snips-train-9602,Go to Your Heart Belongs to Me,GO TO YOUR HEART BELONGS TO ME,SearchCreativeWork
12645,snips-train-9603,"I want to see the novel , The Green",I WENT TO STEVEN MAVE REGREIN,SearchCreativeWork
12646,snips-train-9604,show me the Everybody Wants You picture,SHOW ME THE EVERYBODY WANTS YOU PICTURE,SearchCreativeWork
12647,snips-train-9605,Search for Another Cinderella Story,SEARCH FOR A NOVESAN DURELLA STORY,SearchCreativeWork
12648,snips-train-9606,find the photograph Among the Living,FARMS THE PHOTOGRAPH AND THAN DELIVERING,SearchCreativeWork
12649,snips-train-9607,I'd like to see the trailer for History and Theory,I'D LIKE TO SEE THE TRAIL OFO HISTORY AND THEORY,SearchCreativeWork
12650,snips-train-9608,find a photograph called The Lighthouse by the Sea,FIND A PHOTOGRAPH KAD IN LANT HOUSE BA TE SEI,SearchCreativeWork
12651,snips-train-9609,Wish to fins a television show called Whole Again,WISH TO FRINSO TALIVISH AND SHOW QUEN HOLE AGAIN,SearchCreativeWork
12652,snips-train-961,put this Tripp Eisen song on canta en la ducha,PUT THIS TRIP ISE AND SONG ON COUNTO AN LARD EACHER,AddToPlaylist
12653,snips-train-9610,I need a photograph of Days of Wine and Roses and Other TV Requests,I NEED A PHOTOGRAPH OF DAYS OF WINE AND ROSES IND ALL THE TEA V REQUESTS,SearchCreativeWork
12654,snips-train-9611,find a soundtrack called The Spanish Jade,FIND US ALM TRACK WAD THE SPANISH GADE,SearchCreativeWork
12655,snips-train-9612,Please get me the Crime and Punishment in Suburbia trailer .,PLEASE GET ME THE CRIME AND PUNISHMENT IN SUBERB YATRALO,SearchCreativeWork
12656,snips-train-9613,Get me Kiss the Crystal Flake,GEK WE KISS THE CURSD AN FLAGE,SearchCreativeWork
12657,snips-train-9614,"find Drumline A New Beat , a picture",FINDS DRUM LINE A NEW BEAT A PICTURE,SearchCreativeWork
12658,snips-train-9615,Play Keep Your Right Up song,PLAY KEEP YOUR RIGHT UP SONG,SearchCreativeWork
12659,snips-train-9616,I am looking for the TV series Strays,I AM LOOKING FOR THE TVSR IS STRAYS,SearchCreativeWork
12660,snips-train-9617,Show The Family from One End Street album,SHORL THE FAMILY FROM ONE ENSTRY ALBUM,SearchCreativeWork
12661,snips-train-9618,Show me the movie Operetta for the Theatre Organ,SHOW ME THE MOVE THE OPERATOR FOR THE THEATERIGOM,SearchCreativeWork
12662,snips-train-9619,Show me the book The Republican Brain,SHOW ME THE BOOK THE REPUBLICAN BRAIN,SearchCreativeWork
12663,snips-train-962,add The Crowd to corinne's acoustic soul playlist,OF THE CROWD TO CORINZA CUSTIC SON PLAYLIST,AddToPlaylist
12664,snips-train-9620,Show The Critic game,SHELL THE CRITIC GAME,SearchCreativeWork
12665,snips-train-9621,I want to find a book called Cash-Cash,I WENT TO FIND A BIT PAGE CASH CASH,SearchCreativeWork
12666,snips-train-9622,find Switching Channels,FINE SWITCHIN CHAMMELS,SearchCreativeWork
12667,snips-train-9623,I want to watch Strange Brother,I WANT TO YEC STRANGE BROTHER,SearchCreativeWork
12668,snips-train-9624,Find the McGill Law Journal movie,FANDLE MDOHEN JERMEY MOVI,SearchCreativeWork
12669,snips-train-9625,I'm looking for the saga Why Men Leave Home,I'M LICKING FOR THE SOG A WAM AND LEAVE HOE,SearchCreativeWork
12670,snips-train-9626,Where can I  get Lahore,OR A TIMARAJECTIMAHE,SearchCreativeWork
12671,snips-train-9627,What is the picture called Lest We Forget The Best of ?,WHAT IS THE PICTURE QUAGE LEST WE FORGET THE BEST OF,SearchCreativeWork
12672,snips-train-9628,Show me the photograph called Hola Mary Lou Prom Night II .,SHOW ME THE PHOTOGRAPH CLAIND HOLOMARY LU PROMNA TU,SearchCreativeWork
12673,snips-train-9629,Show me The Lord of the Isles,SHOW ME THE N END OF THE ISLES,SearchCreativeWork
12674,snips-train-963,add Rakim y Ken Y to my Gold Edition playlist,ADRA KE ME KAN WITE O MY GOLD EDITION PLAYLIST,AddToPlaylist
12675,snips-train-9630,"Please find me the work, Instrumental Directions .",PLEASE FIND ME THE WORK INSTRUMENTAL DIRECTIONS,SearchCreativeWork
12676,snips-train-9631,Help me find Where the Wild Things Are,HELP ME FARMD WORTHING OUT THIN JAW,SearchCreativeWork
12677,snips-train-9632,I'd like to see Hannah Montana and Miley Cyrus Best of Both Worlds Concert,I'D LIKE TO SEE HOW MAMONTAMER AND MILY CYRUS BEST OF BOTH WORLD'S CONCERT,SearchCreativeWork
12678,snips-train-9633,I want the video game Southwest Riders,I WANT TO VIVY YOUR GAME SOUTHWEST RIDERS,SearchCreativeWork
12679,snips-train-9634,Find me the book My People Were Fair and Had Sky in Their Hair… But Now They’re Content to Wear Stars on Their Brows,FIND ME THE BOOK MY PEOPLE WERE FAIR AND HAD SKY IN THEIR HAIR BUT NOW THEY'RE CONTENT TO WEAR START ON THEIR BROWS,SearchCreativeWork
12680,snips-train-9635,Show The Swan Princess,SHOW THE SWANG PRINCESS,SearchCreativeWork
12681,snips-train-9636,Find the Sarah the Teen Princess game,FIND THE SARE OF THE TEAM PRINCESS GAME,SearchCreativeWork
12682,snips-train-9637,Find The Ghost of Tom Joad,FARMED THE GHOST OF TOM JODE,SearchCreativeWork
12683,snips-train-9638,show the creativity of Where What When,SHOW THE CREATIVITY OF WHEREWOT WHEN,SearchCreativeWork
12684,snips-train-9639,"Please pull up the album , The Last War",PLEASE PULL AP PRIALBO THE LAST MA,SearchCreativeWork
12685,snips-train-964,add doing all right to string theory,OUF DOING MA RIGHT TO STRING CEARY,AddToPlaylist
12686,snips-train-9640,Find me Royal Astronomy,FARNED MOONWINA STRANDINLY,SearchCreativeWork
12687,snips-train-9641,Find the show titled The Most Charming and Attractive,FIND THE SHILL TARKE THE MOST CHARMING AND ATTRACTIVE,SearchCreativeWork
12688,snips-train-9642,Fine a movie called Right Here Right Now .,FIMALLY VE CUADE RIGHT HERE IGT NOW,SearchCreativeWork
12689,snips-train-9643,search for movie Turn Back the Clock,SEARCH FOR ME RETURN BACK THE CLOCK,SearchCreativeWork
12690,snips-train-9644,Find me a saga by Reproductions,FIND WE A SAR GO BY REPRODUCTIONS,SearchCreativeWork
12691,snips-train-9645,show song schedule Come into the World,SHOW SONG SHEDOUN COME INTO THE WORLD,SearchCreativeWork
12692,snips-train-9646,Show The Night Riders,TILL THE NIGHT RIDERS,SearchCreativeWork
12693,snips-train-9647,I'm looking for Circus World .,I'M LOOKING FOR CIRCUS WORLD,SearchCreativeWork
12694,snips-train-9648,Find the photograph A Little Less Sixteen Candles,FIND THE PHOTOGRAPH A LITTLE LESS EXTEME CANDLES,SearchCreativeWork
12695,snips-train-9649,Is there any creative work for Heterocycles ?,IS THERE ANY CREATIVE WORK FOR HETERAL CARCONS,SearchCreativeWork
12696,snips-train-965,Add this artist to the playlist called Evening Groove .,ADD THIS OTTICE TO THE PLAYLEST CANED EVENING GROVE,AddToPlaylist
12697,snips-train-9650,find the movie Shake Your Spirit,FIND THE MOVY SHAKE YOUR SPIRIT,SearchCreativeWork
12698,snips-train-9651,Play show of Cissy Houston,PLAYCHI OF SISSY HEWSSTONE,SearchCreativeWork
12699,snips-train-9652,Search for the television show called Educational Psychologist,SEARCH FOR THE TALIVISAN SHAUCONED EDUCATIONAL PSYCHOLOGIST,SearchCreativeWork
12700,snips-train-9653,"find Donkey Town , a show",FINES DONKEY TOWN OR SHOW,SearchCreativeWork
12701,snips-train-9654,I'm looking to find Kiss Me Goodbye .,I'M LOOKING TO FIND CATCH ME GOOD BYE,SearchCreativeWork
12702,snips-train-9655,Find a TV series called Live Hearts .,FINE TE T V CERIES CON LIVE HARTS,SearchCreativeWork
12703,snips-train-9656,"Can you find a photograph entitled, Beneath the Harvest Sky",CAN YOU FIND A PHOTOGRAPH ENTICLED BENEATH THE HARVEST SKY,SearchCreativeWork
12704,snips-train-9657,I'm looking for the game called Summer of Fear,I'M NICKING FOR THE GAMECADE CHOMER FEER,SearchCreativeWork
12705,snips-train-9658,I'd like to see the photograph The Light,I'D LIKE TO SEE THE PHOTOGRAPH THE MIGHT,SearchCreativeWork
12706,snips-train-9659,Find a game called The Life and Loves of Tschaikovsky .,FIND THE GAME QUAGE THE LIFE OF THE LOVES OF CHAKOVSKI,SearchCreativeWork
12707,snips-train-966,put this whole album on the playlist called old school metal,PORPOISE WHO OLED EMONG THE PLAYLEST QUEEN DON'T SCEM MATTLE,AddToPlaylist
12708,snips-train-9660,Show me the show Live at the Fillmore East,SHOW ME THE SHOW LIVET TO FILL MORE EAST,SearchCreativeWork
12709,snips-train-9661,I need to find the work Brotherly Love,I NEED TO FIND THE WORK BROTHERLY LOVE,SearchCreativeWork
12710,snips-train-9662,Find a picture called Blink of an Eye .,FIND THE PICTURE CADE BLINK OF A MI,SearchCreativeWork
12711,snips-train-9663,Where can I see the trailer for Phineas Redux ?,WHERE CAN I SEEVE THE TRAIL OF FAPHINEUS REDUCKS,SearchCreativeWork
12712,snips-train-9664,Find a TV show called Ace of Spades .,FIND THE T V SHIRE CONDACE OF SPADES,SearchCreativeWork
12713,snips-train-9665,Need to find a creative work with the title Sometimes the Blues Is Just a Passing Bird,NEED TO FIND A CREATIVE WORK WITH THE TITLE SOMETIMES THE BLUES IS JUST A PASSING BIRD,SearchCreativeWork
12714,snips-train-9666,find TV series titled A Life in the Death of Joe Meek,FINE T V CHEERS TITLE DAY LIFE IN THE DEATH OF JE MIK,SearchCreativeWork
12715,snips-train-9667,show Get It Together on TV show,CHO GET YOU TOGETHER ON T WE SHOW,SearchCreativeWork
12716,snips-train-9668,Find Landing on Water .,FIND BLIND BENONNEATRA,SearchCreativeWork
12717,snips-train-9669,find me the book Filthy Lucre Live,FARMED METHE BET FO THERIN CONAVE,SearchCreativeWork
12718,snips-train-967,add the song to my the funny thing about football is playlist,AVE THE SUNG TO MY THE FUNNY THING ABOUT FOOTMON IS PLAILEST,AddToPlaylist
12719,snips-train-9670,Find a show called Chompa Toung .,FARMBERSHIW CAGE AND PORTRAL,SearchCreativeWork
12720,snips-train-9671,Nightwork soundtrack download,NIGHT WALK SOUN TRACK DOWN LOAD,SearchCreativeWork
12721,snips-train-9672,Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show .,PLEASE LOOK UP THE LAMENTABLE JOURNEY OF ROMA HARBIGILA INTO THE IMPENETRABLE LOICIDE JUNGLE TELIVISHAN SHOW,SearchCreativeWork
12722,snips-train-9673,show game Alien Breed II - The Horror Continues,CHOGA MALY AN BREED TOO THE HORROR CONTINUES,SearchCreativeWork
12723,snips-train-9674,show creativity of Official History of Australia in the War of 1914–1918,URE CREATIVITY OF OFFICIAL HISTORY OF AUSTRALIA IN THE WAR OF NINETEEN FOURTEEN NINETEEN EIGHTEEN,SearchCreativeWork
12724,snips-train-9675,Find TV series of Noroi - The Curse,FINE T V SHARERS OF MOWOI BE CURLS,SearchCreativeWork
12725,snips-train-9676,Please fine me Worms Clan Wars .,PLEASE FINDLY WORMS CLAM WALLS,SearchCreativeWork
12726,snips-train-9677,show Investigating Sex album,TUR INVESTIGATING SAXSALBUM,SearchCreativeWork
12727,snips-train-9678,show creative work of Through the Back Door,YU CREATIVE WORK OF THROUGH THE BACK TO ME,SearchCreativeWork
12728,snips-train-9679,find The Flying Scotsman,FAR TE FLYING SCOTCHMAN,SearchCreativeWork
12729,snips-train-968,Add the tune from Leena Peisa to my amor amor playlist.,ATTHE TUNE FROM LEANA PESER TO MYA MORE OR MORE PLAYLIST,AddToPlaylist
12730,snips-train-9680,Play the TV series Effortless Regurgitation of Bright Red Blood,PLAYVACIEVISER IS EFFORTLESS REGARD UTATION OF BRIGHT RED BLOOD,SearchCreativeWork
12731,snips-train-9681,Look up The Gun soundtrack,KNIT UP THE GAN SOUND CRUCK,SearchCreativeWork
12732,snips-train-9682,Can you find the movie Accidentally in Love,CAN YOU FIND THE MOVE ACCIDENTALLY IN LOVE,SearchCreativeWork
12733,snips-train-9683,find the novel Playlist The Very Best of Brad Paisley,FIND THE NOVEL PLAYL IS THE VERY BEST  OF BROOD PAYS ME,SearchCreativeWork
12734,snips-train-9684,Find the work I Looked Up,FAR DIDNA AR NICK CHOP,SearchCreativeWork
12735,snips-train-9685,Where can I purchase the game Dancing in the Dark 10 Years of Dancing Ferret,WHERE CAN I PURCHASE THE GAME DANCING IN THE DARK TEN YEARS OF DANCING FERRIT,SearchCreativeWork
12736,snips-train-9686,find Try Me Out for me,FINE TRY ME OUT FOR ME,SearchCreativeWork
12737,snips-train-9687,Can you locate the saga for the Ringo Sheena discography,CAN YOU LOCATE THE SADA FOR THE RENGO SHEMEDISCOGRAPHY,SearchCreativeWork
12738,snips-train-9688,Can you help me find Tears from a Willow ?,CAN YOU HELP ME FIND TEARS FROM A WILLOW,SearchCreativeWork
12739,snips-train-9689,Can You tell me the Actors of the saga awards/,CAN YOU TELL ME THE ACTORS OF THE SARGREMORD'S SLASH,SearchCreativeWork
12740,snips-train-969,add monsters this is prince playlist,ADMONSTOS TISIS PRINCE PLAINLIST,AddToPlaylist
12741,snips-train-9690,Go to The Devil in the Deal50 Secrets to Successful Dealmaking,GO TO THE DEVIL IN THE DEAL FIFTY SECRETS TO SUCCESSFUL DEAL MAKING,SearchCreativeWork
12742,snips-train-9691,show creativity of soundtrack IHeartRadio Countdown,TILL CREATIVITY OF SOUND TRUCKEYE HOT RADIO COUNT DOWN,SearchCreativeWork
12743,snips-train-9692,Where can I listen to the soundtrack of Gibraltar Britain in the Sun,WERE CANA LISTENED TO THE SOUND TRUCK OF JUBRAY TO BRITON AN THE SUN,SearchCreativeWork
12744,snips-train-9693,I want to see the trailer for The Entity,I WANT TO SEE THE TRAIL FORTHE ENTITY,SearchCreativeWork
12745,snips-train-9694,"find Five Spanish Songs , a photograph",FINE FIVE SPRUGGISH SENGE A PHOTOGRAPH,SearchCreativeWork
12746,snips-train-9695,Find a painting called Boating on the River Epte .,FIND A PAINTING QUAGU BOATING ON THE RIVER RECT,SearchCreativeWork
12747,snips-train-9696,Search for the song called Journal of the American Statistical Association,SEARCH FOR THE SONQUA JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,SearchCreativeWork
12748,snips-train-9697,Find THUNDER IN THE EAST .,FIND SUNDRE IN THE EAST,SearchCreativeWork
12749,snips-train-9698,play the video game The Genesis Machine,PLAY THE VIDIOR GAME THE GENUSIS MACHINE,SearchCreativeWork
12750,snips-train-9699,find The Loving Spirit,FINE BELOVED SPIRIT,SearchCreativeWork
12751,snips-train-97,Add track to Urban Poet,ADGE TRACK TO RBUN POERG,AddToPlaylist
12752,snips-train-970,I want you to add the currently playing This Generation into my playlist called funtime activity,I WANT YOU TO HAVE THE CURRENTLY PLAYING THIS GENERATION INTO MY PLAYLEST QUEEN FONTIME ACTIVITY,AddToPlaylist
12753,snips-train-9700,Search for a picture of Darker than black,CHEARCH FOR A PICTURE OF DARCAVAN BLACK,SearchCreativeWork
12754,snips-train-9701,play TV show Way of the Samurai 2,PLAT EE EATER WAY OF THE SAMURI TOO,SearchCreativeWork
12755,snips-train-9702,Rate trailer Geek Chic,RAT TRAILORDAK CHEEK,SearchCreativeWork
12756,snips-train-9703,Find a television show called The High Chaparral .,FIND E TELLER VISION SHOUQA THE HIGH SHARP AROW,SearchCreativeWork
12757,snips-train-9704,find a book called Kiss Symphony - Alive IV,FIND E BAT CUIN CISHUMFULLY ALI FEEL,SearchCreativeWork
12758,snips-train-9705,I am looking for The Complete Fillmore East Concerts,I AM LOOKING FOR THE COMPLETE FIRMORE EAST CONCERTS,SearchCreativeWork
12759,snips-train-9706,"Please look up the television show , Noel Hill & Tony Linnane .",PLEASE LOOK UP THE TELEVISION SHOW NOL HILL AND TURNY LIMUM,SearchCreativeWork
12760,snips-train-9707,trailer of Gate of Thunder,TRAILER OF GATE OF TONDE,SearchCreativeWork
12761,snips-train-9708,What is Just Like in the Old Country,WHAT IS JUST LIKE IN THE OLD COUNTRY,SearchCreativeWork
12762,snips-train-9709,Show me Then We Came to the End,TOL ME THEN WE CAME TO THE END,SearchCreativeWork
12763,snips-train-971,add this album to my forever country playlist,AT TIS ALBUN TO MY FOREVER COUNTRY PLAINIST,AddToPlaylist
12764,snips-train-9710,Play the soundtrack for Back to the Future,PLAY THE SOUND TRACK FOR BACK TO THE FUTURE,SearchCreativeWork
12765,snips-train-9711,Please look up the painting Beyond Iconic Photographer Dennis Stock .,PLEASE LOOK UP THE PAINTING BEYOND ICONIC PHOTOGRAPHER DE MIS STOCK,SearchCreativeWork
12766,snips-train-9712,Where can I view the photograph Dinosaur from the Deep ?,WHERE CAN I VIEW THE PHOTOGRAPH DINE ASHOAL FROM THE DEEP,SearchCreativeWork
12767,snips-train-9713,I am looking for a work called Carry You Home,I'M LOOKING FOR A WOOK CLAN CARRY YOU HO,SearchCreativeWork
12768,snips-train-9714,read the book Journal of the Bombay Natural History Society,READ THE BOOK JOURNAL OF THE BOMBA NATURAL HISTORY SOCIETY,SearchCreativeWork
12769,snips-train-9715,I want to see Breathless,I WANT TO SEE BREATHLESS,SearchCreativeWork
12770,snips-train-9716,"Please search the work, The Mercenary .",PLEA SEARCH THE WORK THE MERCOMARY,SearchCreativeWork
12771,snips-train-9717,show me NeuroToxicology,CHOMEN ULOTOXICOLOGY,SearchCreativeWork
12772,snips-train-9718,Is the TV show The Prodigal Wife on today?,IS THE T V SHOW THE PRODIGAL WIFE ON TO DAY,SearchCreativeWork
12773,snips-train-9719,Find a TV show called Zen The Music of Fred Katz .,FIND THAT EVECIO QUANS AND THE MUSIC OF FREDCATS,SearchCreativeWork
12774,snips-train-972,Add an album by m g sreekumar to my laidback acoustic playlist.,AND AN ALBUM BI M G SRAKEM TO MY LAID BACK A CUSTIC PLAINIST,AddToPlaylist
12775,snips-train-9720,find the album Until the Whole World Hears,FIND REALBUM UNTIL THE HAND WORLD HEARS,SearchCreativeWork
12776,snips-train-9721,Find a saga called Night Life .,FARN DE SAGRA CAGE MARKED LIFE,SearchCreativeWork
12777,snips-train-9722,Find the Youth Against Christ saga,FIND THE YOUTH AGAINST CHRUST SARGO,SearchCreativeWork
12778,snips-train-9723,Where can I find the novel A Woman in the Web,WHERE CAN I FIND THE NOVELY WOMAN IN THE WORLD,SearchCreativeWork
12779,snips-train-9724,Can you pull up the television show called Electric Boogaloo,CAN YOU PULL UP THE TELLE VISION SHOW CUE EELECTRIC BOOKALOO,SearchCreativeWork
12780,snips-train-9725,find a novel called Episodi di Sons of Anarchy,FIND THE NOVING CON DE PRISODE THE SONS OF AMARCHI,SearchCreativeWork
12781,snips-train-9726,Where can I find the game KAAKAI Newspaper,WHERE CAN I FIND THE GAME TO COLI NEWSPAPER,SearchCreativeWork
12782,snips-train-9727,show the movie Move Any Mountain,SHOW THE MOVI MOVE ANY MOUNTAIN,SearchCreativeWork
12783,snips-train-9728,Locate me the novel entitled Isthmus .,LO CAK ME THE NOVEL IN TALKING DISMUS,SearchCreativeWork
12784,snips-train-9729,Find me the movie with the title of Twitches,FIND ME THE MOVI WITH THE TITLE OF TWITCHES,SearchCreativeWork
12785,snips-train-973,can you put The Little Grey Mother Who Waits All Alone into uncharted 4 nathan drake,CAN YOU PUT THE LOOKING GRANDMOTHER WHO WHITE CHAIN LOOM INTO ONE CHARTED TAIR MAON DRAKE,AddToPlaylist
12786,snips-train-9730,Can you get me the Maldeamores saga ?,CAN YOU GET ME VEM M ALL DAY MORE A SAR GIRL,SearchCreativeWork
12787,snips-train-9731,Show me the movie Black Summer,SHOW ME THE MOVI BLACK SAMA,SearchCreativeWork
12788,snips-train-9732,Show The Matrix Revolutions,SHELDEMATRIX REVOLUTIONS,SearchCreativeWork
12789,snips-train-9733,"Can you get the TV show , ENTER THE MATRIX ?",CAN YOU GET THE TEA V SHOW AND TO THE MATRETS,SearchCreativeWork
12790,snips-train-9734,find The Gamblers,FINE THE GAMBLERS,SearchCreativeWork
12791,snips-train-9735,Find the Saison 7 de How I Met Your Mother show,FIM THI SISIN SEVENDER HOW I MET YOUR MOTHER SHOW,SearchCreativeWork
12792,snips-train-9736,show movie schedule of The Big Mouth,CHIRMUVY CHURCHILL OF THE BIG MOUTH,SearchCreativeWork
12793,snips-train-9737,find the painting ICAC Investigators 2014,FIND THE PAINTING ECO INVESTIGATORS TWENTY FOUR TEAN,SearchCreativeWork
12794,snips-train-9738,Show me the picture The afternoon,SHOW ME THE PICTURE OF THE AFTERNOON,SearchCreativeWork
12795,snips-train-9739,"find Seduced by Madness , a trailer",FIND SEDUCED BARMAGNUS A TRAILOR,SearchCreativeWork
12796,snips-train-974,Put a Bunky Green tune into the Phunkadelic playlist.,PORTER BONKEY GREEN TUNE INTO THE FONCADELIC PLAYLIST,AddToPlaylist
12797,snips-train-9740,Find the album Future of the Past,FIND THE ALBAN FUTURE OF THE PAST,SearchCreativeWork
12798,snips-train-9741,find the novel A Hat in Time,FARGIM OVER TAY HATIN CHAME,SearchCreativeWork
12799,snips-train-9742,Show me Half a Life,THROUH ME HALF A LIFE,SearchCreativeWork
12800,snips-train-9743,find Sappho,FON SAFO,SearchCreativeWork
12801,snips-train-9744,Please find me a novel called The Caledonian-Record .,PLEASE FIND ME A NOVEL QUAD THE CALEDONIAN RECORD,SearchCreativeWork
12802,snips-train-9745,I'm looking to find the trailer for Brought by the Sea .,AM YOOKING TO FIND THE TRAIL OF FOBLER BA THE SEA,SearchCreativeWork
12803,snips-train-9746,Find me Under the Skin,FIND ME UNDER THE SKIN,SearchCreativeWork
12804,snips-train-9747,I need to find the creative work Prince Hours,I NEED TO FIND THE CREATIVE WORK PRENCE OURS,SearchCreativeWork
12805,snips-train-9748,Play Pirates of the Caribbean Online,PLAY BARGE OF THE CARIBEUM ON LIME,SearchCreativeWork
12806,snips-train-9749,find Google News,FORND GUGUNUGE,SearchCreativeWork
12807,snips-train-975,Put new page onto my latin jazz playlist.,PUT NEW PAGE ON TO MY LAKIN GASPLAINEST,AddToPlaylist
12808,snips-train-9750,When is Spyforce playing?,WHER IS SPIFL PLAYING,SearchCreativeWork
12809,snips-train-9751,I want to see Far Cry Vengeance,I WANT TO SEE FAR CRIVENGANCE,SearchCreativeWork
12810,snips-train-9752,Please show me the picture History Repeating,PLEASE SHOWLY THE PICTURE HISTORY REPEATING,SearchCreativeWork
12811,snips-train-9753,I want to watch the television show Naked II,I WANT TO WEX THE TAMAVISION SHURE MAKE IT TOO,SearchCreativeWork
12812,snips-train-9754,find a TV show called Full House,FINE THE TO VYSURE CANE FHING HOUSE,SearchCreativeWork
12813,snips-train-9755,find the photograph JBoss Enterprise SOA Platform,FIND THE PHOTOGRAPH JABOS ENTERPRISE ON THE PLATFORM,SearchCreativeWork
12814,snips-train-9756,Find Live at Bearsville Theater,FINE LIVAT BEARSVILLE THEATRE,SearchCreativeWork
12815,snips-train-9757,Find me the Young Doctors in Love TV show,FIND ME THE YOUNG DOCTORS IN LOVE T V SHOW,SearchCreativeWork
12816,snips-train-9758,I want to see the trailer for Australian Economic History Review,I WANT TO SEE THE TRAIL OFFOR AUSTRALIAN ECONOMIC HISTORY REVIEW,SearchCreativeWork
12817,snips-train-9759,Find The Dressmaker .,FIND THE DRESSMAKER,SearchCreativeWork
12818,snips-train-976,Add album to virales de siempre,ID AL BIM TO THE RALS TO C M PRAY,AddToPlaylist
12819,snips-train-9760,Show The Caveman television show,SHOW THE CAVE MANTALAVISIAN SHOW,SearchCreativeWork
12820,snips-train-9761,look for the game Find Another Way,LOOK FFOR THE GAME FINED OR NOTEL WAY,SearchCreativeWork
12821,snips-train-9762,Can you search City of Scars ?,CANUSACH CITY OF SCALS,SearchCreativeWork
12822,snips-train-9763,find a video game called A Stroll in the Pork,FIND A VIDIAR GAME CLANDA STRON IN THE PANK,SearchCreativeWork
12823,snips-train-9764,Where can I purchase the video game The Blue Generation,WHERE CAN OUR PORCHIS THE VIDIAL GAME THE BLUE GENERATION,SearchCreativeWork
12824,snips-train-9765,Find The Path to Power .,FOUND THE PATH TO PO,SearchCreativeWork
12825,snips-train-9766,Is there a game called The Neutral Zone ?,IS THERE A GAME CAGE THE YEW TRAINS OWN,SearchCreativeWork
12826,snips-train-9767,Show me Skyfall Original Motion Picture Soundtrack,SHOW ME SKYFON ONRHIDUAL MOTION PICTURE SOUND TRUCK,SearchCreativeWork
12827,snips-train-9768,find Cascading Waterfall,FINE CRUSH CURRD IN LITTLE FA,SearchCreativeWork
12828,snips-train-9769,Go to the television show Nothing Without You,GO TO THE TALEVISIAN SHORE NOTHING WITHAR T YOU,SearchCreativeWork
12829,snips-train-977,Put this Lidell Townsell track on esenciales,PUT THIS LIT OLE TON SE TRACK ON A SINSIALAS,AddToPlaylist
12830,snips-train-9770,Find a picture called Every Little Thing She Does Is Magic .,FIND THE PICTURE COLD EVERY LITTLE THING SHE DOES IS MAGIC,SearchCreativeWork
12831,snips-train-9771,Find me the Balance and Timing book,FIND ME THE BALANCE AND CHARMING BOOK,SearchCreativeWork
12832,snips-train-9772,Find a show called Lipstick Vogue .,FAMER SHOWQUE GRIPSTIC FOG,SearchCreativeWork
12833,snips-train-9773,Find me The River of Love saga,FIND ME THE RIVER OF LAVSAGE,SearchCreativeWork
12834,snips-train-9774,I want to read the novel Pokémon the Movie Black—Victini and Reshiram and White—Victini and Zekrom .,I WANT TO READ THE NOVEL POCEM ON THE MOVI BLACK VICTINIAN RESHURAM AND WHITE VICTINIAN ZECHROM,SearchCreativeWork
12835,snips-train-9775,find the television show called Tactics,FINE VHE TALIVISION CHOQUEIN TACTIGE,SearchCreativeWork
12836,snips-train-9776,Find HeroQuest II Legacy of Sorasil .,FIND HERE A QUEST TOO LEGACY OF SUROUNSAL,SearchCreativeWork
12837,snips-train-9777,play the Ashley Tisdale discography TV show,PLA VE ASHLEYTISDALE DISCOGRIVIT V SHOW,SearchCreativeWork
