,train_index,train_sentence,emma_sentence,train_label
11118,snips-train-8229,give 3 out of 6 points to The Secrets of Love,GIVE THREE OUT OF SIX POINTS TO THE SECRETS OF LOVE,RateBook
11119,snips-train-823,Can you put this song on the metal xplorer playlist,CAN YOU PUT THIS SONG ON THE METAL EXPLORE PLAYLIST,AddToPlaylist
11120,snips-train-8230,I give One Clear Call zero out of 6 points,I GIVE ONE CLEAR COOLS ERO OUT OF SIX POINTS,RateBook
11121,snips-train-8231,rate Eleanor Rigby a 3,RATELENA RIGBIA THREE,RateBook
11122,snips-train-8232,Rate the current novel 5 of 6 points,RATE THE CURRENT NOVEL FIVE OR SIX POINTS,RateBook
11123,snips-train-8233,Rate the current book zero of 6,WRATE THE CURRENT BOOK ZERO OF SIX,RateBook
11124,snips-train-8234,give zero points to this essay,GIVE ZERO POINTS TO THIS ESSAY,RateBook
11125,snips-train-8235,My current textbook should have a rating value of 5 and a best rating of 6,MY CURRENT TEXT BOOK SHOULD HAVE A RATING VALUE OF FIVE AND A BEST RATING OF SIX,RateBook
11126,snips-train-8236,give 1 out of 6 points to Revolution World,GIVE ONE OUT OF SIX POINTS TO REVOLUTION WORLD,RateBook
11127,snips-train-8237,give four star to current novel,GIVE FORCE DART TO CURRENT NOVEL,RateBook
11128,snips-train-8238,I would rate this current textbook four stars,I WOULD WRATE THIS CURRANT TEXT BOOK OUR STARS,RateBook
11129,snips-train-8239,Rate my current book 1 out of 6,RATE MY CURRENT BOOK ONE OUT OF SIX,RateBook
11130,snips-train-824,Add the album to the fantasía playlist,ADD THE ALBUM TO THE PHANTASSIA PLAYLIST,AddToPlaylist
11131,snips-train-8240,I want to give Science Fiction Adventures in Mutation 0 stars,I WANT TO GIVE SCIENCE FICTION ADVENTURES IN MUTATION ZERO STARS,RateBook
11132,snips-train-8241,I would rate The Door to December 3 points and a best rating of 6,I WOULD RATE THE DOURTE DECEMBER THIRD POINTS AND A BEST RAITING OF SIX,RateBook
11133,snips-train-8242,I give this series a one out of 6,I GIVE THIS SERIES A ONE OUT OF SIX,RateBook
11134,snips-train-8243,rate The Lotus and the Storm zero of 6,RATE THE LOTUS AND THE STORM ZERO OF SIX,RateBook
11135,snips-train-8244,rate the current novel 5 stars,RATE THE CURRENT NOVEL FIVE STARS,RateBook
11136,snips-train-8245,Rate The Penelopiad zero out of 6 .,RATE THE PENELOPE AT ZERO OUT OF SIX,RateBook
11137,snips-train-8246,The Half-Life chronicle deserves 3 points,THE HALF LIFE CHRONICLE DESERVES THREE POINTS,RateBook
11138,snips-train-8247,Give Drift The Unmooring of American Military Power 0 out of 6 points .,GIVE DRIFT THE UNMOORING OF AMERICAN MILITARY POWER ZERO OUT OF SIX POINTS,RateBook
11139,snips-train-8248,Rate my current textbook 1 out of 6 points,RATE MY CURRENT TEXT BOOK ONE OUT OF SIX POINTS,RateBook
11140,snips-train-8249,Give The Pirates! in an Adventure with Whaling a 0 out of 6 .,GIVE THE PIRATES IN AN ADVENTURE WITH WALING A ZERO OUT OF SIX,RateBook
11141,snips-train-825,I need to have pat alger 's album placed onto the spotlight spain 2016 playlist.,I NEED TO HAVE PATALGO'S ALBUM PLACED ON TO THE SPOT LIGHT SPAIN TWENTY SIXTEEN PLAYLIST,AddToPlaylist
11142,snips-train-8250,Rate this album 3 out of 6,GREAT VISILBUM THREE OUT OF SIX,RateBook
11143,snips-train-8251,I give Ruled Britannia a rating of five out of 6 .,I GIVE RULED BRETANNUERATING OF FIVE OUT OF SIX,RateBook
11144,snips-train-8252,give 0 out of 6 points to The Paper Men,GIVE ZERO OUT OF SIX POINTS TO THE PAPERMEN,RateBook
11145,snips-train-8253,Award a rating of 2 stars out of 6 to Confessions of an economic hit man,A WARDERATING OF TWO STARS OUT OF SIX TO CONFESSIONS OF AN ECONOMIC HIT MAN,RateBook
11146,snips-train-8254,I would give Things Fall Apart 3 stars,I WOULD GIVE THINGS FULL APART THREE STARS,RateBook
11147,snips-train-8255,"For the book Ethics , my rating is 2 out of 6",FOR THE BOOK ETHICS MIRATING IS TWO OUT OF SIX,RateBook
11148,snips-train-8256,Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points .,RAT THE SIMON AND CHUSTER IN CYCLOPAEDIA OF DYNA SAUS AND PREHISTORAL CREATURE ZERO POINTS,RateBook
11149,snips-train-8257,give five stars to current album,GIVE FIVE STARS TO CURRANT HALBUM,RateBook
11150,snips-train-8258,I want to give Think Like a Freak one stars,I WANT TO GIVE THINK LIKE A FREAK ONE STARS,RateBook
11151,snips-train-8259,Rate this book a 0,GREATFIS BOOK A ZERO,RateBook
11152,snips-train-826,please put Linzi Stoppard into my sxsw fresh playlist,PLEASED PUT LENSEY STOP AD INTO MY AS EXCESS W FRESH PLAYLIST,AddToPlaylist
11153,snips-train-8260,give After Worlds Collide a 1,GIVE AFTER WORLD'S COLIDE ONE,RateBook
11154,snips-train-8261,I rate Step by Wicked Step 1 stars,BI RATED STEP BY WICKED STEP ONE STARS,RateBook
11155,snips-train-8262,Give the current novel a one out of 6 rating.,GIVE THE CURRENT NOVEL AF ONE OUT OF SIX RATING,RateBook
11156,snips-train-8263,give one points to current book,GIVE ONE POINT TO CURRENT BOOK,RateBook
11157,snips-train-8264,Give this textbook 3 stars .,GIVE THIS TEXT BOOK THREE STARS,RateBook
11158,snips-train-8265,this series gets 2 out of 6 stars,THIS SERIES GETS TWO OUT OF SIX STARS,RateBook
11159,snips-train-8266,give 5 rating for this textbook,GIVE FIVE WRATING FOR THIS TEXT BOOK,RateBook
11160,snips-train-8267,"Give The Crisis , one / 6 points",GIVE THE CRISIS ONE SIX POINTS,RateBook
11161,snips-train-8268,Give this textbook 5 points,GIVE THIS TEXT BOOK FIVE POINTS,RateBook
11162,snips-train-8269,give one out of 6 points to this album,GIVE ONE OUT OF SIX POINTS TO THIS ALBUM,RateBook
11163,snips-train-827,Add track to novedades viernes sudamérica,AD TRACTONOVEDADES VIENES SUDA MERICA,AddToPlaylist
11164,snips-train-8270,this novel gets 0 out of 6 points,THIS NOVEL GETS  ZERO OUT OF SIX POINTS,RateBook
11165,snips-train-8271,Freud A Life for Our Time deserves a solid 4,ROYD A LIFE FOR OUR TIME DESERVES A SOLID FOR,RateBook
11166,snips-train-8272,For the current saga I rate 2 of 6 stars,FOR THE CURRENT TSAGA IRATE TWO OF SIX STARS,RateBook
11167,snips-train-8273,Add a rating of zero points out of 6 to The Inheritance of Loss,ADD A RATING OF ZERO POINTS OUT OF SIX TO THE INHERITANCE OF LOS,RateBook
11168,snips-train-8274,I am giving this current textbook 4 stars,I AM GIVING THIS CURRENT TEXT BOOK FOUR STARS,RateBook
11169,snips-train-8275,Rate Therapy a zero,GREAT PHERAPEO ZERO,RateBook
11170,snips-train-8276,Give After Having Spent a Night Among Horses 0 out of 6 .,GIVE AFTER HAVING SPENT A NIGHT AMONG HORSES ZERO OUT OF SIX,RateBook
11171,snips-train-8277,I give Christianity not Mysterious 1 out of 6 points .,I GIVE CHRISTIANITY NOT MYSTERIOUS ONE OUT OF SIX POINTS,RateBook
11172,snips-train-8278,Rate The Removers 4 out of 6,RATE THE REMOVERS FOUR OUT OF SIX,RateBook
11173,snips-train-8279,I award this next series 0 points,I AWARD THIS NEXT CIRAZIRO POINTS,RateBook
11174,snips-train-828,"add this song to my playlist named Britpop, etc",ADD THIS SONG TO MY PLAYLESS NAME BRITPOP ET CETERA,AddToPlaylist
11175,snips-train-8280,Rate the current essay 4 stars,RATE THE CURRENT ESAPOR STARS,RateBook
11176,snips-train-8281,Rate this album a 4,GREAT OF HISALBUM AFOUR,RateBook
11177,snips-train-8282,Rate the current chronicle a two,GRATE THE CURRENT CHRONICLE TETO,RateBook
11178,snips-train-8283,rate the current book 3 out of 6 stars,RATE THE CURRENT BOOK THREE OUT OF SIX STARS,RateBook
11179,snips-train-8284,I would give Basic Battle Skills a rating of four,I WOULD GIVE BASIC BATTLE SKILLS ARATING A FOUR,RateBook
11180,snips-train-8285,Give the saga called The Bridges of Madison County four of 6 stars .,GIVE THE TSAGA CALLED THE BRIDGES OF MADISON COUNTY FOUR OF SIX STARS,RateBook
11181,snips-train-8286,give this novel 3 of 6,GIVE THIS NOVEL THREE OF SIX,RateBook
11182,snips-train-8287,Rate the current textbook 2 stars,WRATE THE CURRENT TEXT BOOK TWO STARS,RateBook
11183,snips-train-8288,rate Beyond the Shadows 3 of 6 stars,GREAT BEYOND THE SHADOWS THREE OF SIX STARS,RateBook
11184,snips-train-8289,Rate the Apocalisse saga one out of 6 points,RATE THE APOCULUS SAGA ONE OUT OF SIX POINTS,RateBook
11185,snips-train-829,Add lisa m to my guitar hero live playlist,AD LISA M TO MY GITAR HERO LIVE PLAILEST,AddToPlaylist
11186,snips-train-8290,Give this saga a 1 .,GIVE THIS SAGUA ONE,RateBook
11187,snips-train-8291,rate this book 2 stars,GREAT THIS BOOK TWO STARS,RateBook
11188,snips-train-8292,rate current textbook 0,GREAT CURRENT TAXT BOOK ZERO,RateBook
11189,snips-train-8293,Give this album 4 of 6 points,GIVE THIS ALBUM FOUR OF SIX POINTS,RateBook
11190,snips-train-8294,rate this essay four out of 6,GREAT VISAR SAY FOUR OUT OF SIX,RateBook
11191,snips-train-8295,I would rate this current series I'm reading a two out of 6,I WOULD RATE THIS CURRENT SERIES I AM READING A TWO OUT OF SIX,RateBook
11192,snips-train-8296,Rate The Principle of Hope 1 out of 6 stars,RATE THE PRINCIPLE OF HOP WON OUT OF SIX STARS,RateBook
11193,snips-train-8297,Rate this album two out of 6,GREAT VISILBUM TWO OUT OF SIX,RateBook
11194,snips-train-8298,I rate Egg Collecting and Bird Life of Australia a zero out of 6 points,I RATE EGG COLLECTING AND BIRD LIFE OF AUSTRALIA O ZERO OUT OF SIX POINTS,RateBook
11195,snips-train-8299,Rate this album zero of 6,GREAT VICILBUM ZERO OF SIX,RateBook
11196,snips-train-83,Please add 80s Classic Hits Asking for It to my playlist,PLEASE AD EIGHTE'S CLASSIC HITS ASKING FOR IT TO MY PLAILIST,AddToPlaylist
11197,snips-train-830,Add tune to downtempo beats,AD TUNE TO DOWN TAMPEU BEATS,AddToPlaylist
11198,snips-train-8300,Give this book 1 stars .,GIVE THIS BOOK ONCE STARS,RateBook
11199,snips-train-8301,I give the current textbook a four points rating,I GIVE THE CURRENT TEXT BOOK A FOUR POINTS WRATING,RateBook
11200,snips-train-8302,give 0 stars to this textbook,GIVE ZERO STARS TO THIS TEXT BOOK,RateBook
11201,snips-train-8303,I give The Spirit of St. Louis a 1,I GIVE THE SPIRIT OF SAINT LOUIS AWAN,RateBook
11202,snips-train-8304,I think that this novel should get 2 points and a rating of 6,I THINK THAT THIS NOVEL SHOULD GET TWO POINTS AND A RATING OF SIX,RateBook
11203,snips-train-8305,I give The Thibaults a 1 .,I GIVE THE THEBRAL TO ONE,RateBook
11204,snips-train-8306,rate the book Spells and Philtres five points,RATE THE BOOK SPELLS AND FILTERS FIVE POINTS,RateBook
11205,snips-train-8307,give it a 0 for this essay,GIVE IT TO ZERO FOR THIS ESSAY,RateBook
11206,snips-train-8308,give two out of 6 points to Beyond a Boundary,GIVE TWO OUT OF SIX POINTS TO BEYOND A BOUNDARY,RateBook
11207,snips-train-8309,Rate Making Sense of Marx 2 stars .,GREAT MAKING SCANTS OF MARKS TWO STARS,RateBook
11208,snips-train-831,add the album by Cham to my Cloud Rap playlist,ADD THE ALBAM BY CHAM TO MY CLOUD RAP PLAYLIST,AddToPlaylist
11209,snips-train-8310,Rate the Under the Sign of Saturn 0 of 6,GREATLY UNDER THIS SIGN OF SATIN ZERO OF SIX,RateBook
11210,snips-train-8311,the current rating of 6 out of two for a textbook,THE CURRENT WREATING OF SIX OUT OF TWO FOR A TEXT BOOK,RateBook
11211,snips-train-8312,rate The Pagan Christ zero points out of 6,RATE THE PAGAN CHRIST ZERO POINTS OUT OF SIX,RateBook
11212,snips-train-8313,I want to give this novel zero,I WANT TO GIVE THIS NOVEL ZERO,RateBook
11213,snips-train-8314,rate the current textbook 3 out of 6,RATE THE CURRANT TEXT BOOK THREE OUT OF SIX,RateBook
11214,snips-train-8315,Rate this current essay five stars out of 6 total,RATE THIS CURRENT ES A FIVE STARS OUT OF SIX TOTAL,RateBook
11215,snips-train-8316,I give The Tin Can Tree a five of 6,I GIVE THE TINCANDRY OF FIVE O SIX,RateBook
11216,snips-train-8317,rate Until I Find You four points,WAIT UNTIL I FIND YOU FFOUR POINTS,RateBook
11217,snips-train-8318,I think this essay should be given four points and a best rating of 6,I THINK THIS ESSAY SHOULD BE GIVEN FOUR POINTS AND A BEST RATING OF SIX,RateBook
11218,snips-train-8319,Rate this essay zero stars out of 6,GREAT VISES EZERO STARS OUT OF SIX,RateBook
11219,snips-train-832,please put this artist into my Lo mejor de Radio 3 playlist,PLEASE PUT THIS ARTIST INTO MY LOWMAHORDERADIO THREEPLAILIST,AddToPlaylist
11220,snips-train-8320,Give Whispers in the Graveyard a five .,GIVE WHISPERS IN THE GRAVEYARD AFIVE,RateBook
11221,snips-train-8321,Rate this album only three points,GREAT VICIL BI MONLY THREE POINTS,RateBook
11222,snips-train-8322,rate this novel a four,GREAT THIS NOVEL AFALL,RateBook
11223,snips-train-8323,I give Warheart 5 stars .,I GIVE WORHOT FIVE STARS,RateBook
11224,snips-train-8324,rate the current chronicle series 4 out of 6 points,RATE THE CURRENT CHRONICLE SERIES FOUR OUT OF SIX POINTS,RateBook
11225,snips-train-8325,I would rate Oblivion Stories a two,I WOULD WRATE OBLIVION STORIES A TWO,RateBook
11226,snips-train-8326,Give The Spirit House a 4 out of 6,GIVE THE SPIRIT HAUSER FOUR OUT OF SIX,RateBook
11227,snips-train-8327,this essay is five stars for sure,THIS ESSAY IS FIVE STARS FOR SURE,RateBook
11228,snips-train-8328,the previous novel is worth two out of 6,THE PREVIOUS NOVEL IS WORTH TWO OUT OF SIX,RateBook
11229,snips-train-8329,rate the current textbook 2 out of 6,RATE THE CURRENT TEXT BOOK TWO OUT OF SIX,RateBook
11230,snips-train-833,Please add checkmate to my irish folk – jigs & reels playlist,PLEASE A CHECKMATE TO MY IRISH FOLK CIGS AND REELS PLAYLIST,AddToPlaylist
11231,snips-train-8330,rate the book The Rod of Seven Parts 4 points,RAT THE BOOK THE ROD OF SEVEN PARTS FOUR POINTS,RateBook
11232,snips-train-8331,0 stars for this textbook,ZERO STARS FOR THIS TEXT BOOK,RateBook
11233,snips-train-8332,I want to give Dressed To Kill a one,I WANT TO GIVE DRESS TO KILL A ONE,RateBook
11234,snips-train-8333,give four points to this novel,GIVE FOUR POINTS TO THIS NOVEL,RateBook
11235,snips-train-8334,give 4 out of 6 points to current essay,GIVE OR OUT OF SIX POINTS TO CURRENTERSAE,RateBook
11236,snips-train-8335,Give this current book zero out of 6,GIVE THIS CURRENT BOOK ZERO OUT OF SIX,RateBook
11237,snips-train-8336,Why Buffy Matters is zero out of 6 points .,WHY BUFFY MATTERS IS ZERO OUT OF SIX POINTS,RateBook
11238,snips-train-8337,Add the rating for this current series a four out of 6 points,ADD THE RATING FOR THIS CURRENT SERIES OF FOUR OUT OF SIX POINTS,RateBook
11239,snips-train-8338,Give the current essay 5 / 6 stars,GIVE THE CURRENT S A FIVE SIX STARS,RateBook
11240,snips-train-8339,give this textbook zero out of 6 points,GIVE THIS TEXT BOOK ZERO OUT OF SIX POINTS,RateBook
11241,snips-train-834,Add the name the Song about the Towel to playlist piano in the background,ADD THE NAME THE SONG ABOUT THE TOWEL TO PLAY LIS PIANO IN THE BACK GROUND,AddToPlaylist
11242,snips-train-8340,I want to give Nautch Girls of India four out of 6 points,I WANT TO GIVE LARCH GIRLS OF INDIA FOUR OUT OF SIX POINTS,RateBook
11243,snips-train-8341,rate this album one stars,GREAT VIS ALBUN ONE STARS,RateBook
11244,snips-train-8342,Rate The Bourne Deception 4 of 6,RATE THE BORN DECEPTION FOUR OF SIX,RateBook
11245,snips-train-8343,Give the current book four stars,GIVE THE CURRENT BOOK FOR STARS,RateBook
11246,snips-train-8344,rate the current book zero of 6 points,RATE THE CURRENT BOOK ZERO OF SIX POINTS,RateBook
11247,snips-train-8345,rate the current essay three of 6 points,RATE THE CURRENT ESSAY THREE OF SIX POINTS,RateBook
11248,snips-train-8346,give zero points to High Profile,GIVE ZERO POINTS TO HIGH PROFILE,RateBook
11249,snips-train-8347,I would give this textbook a rating of 0 and a best rating of 6,I WOULD GIVE THIS TEXT BOOK A WREATING OF ZERO AND A BEST WRATING OF SIX,RateBook
11250,snips-train-8348,give 1 out of 6 stars to current book,GIVE ONE OUT OF SIX STARS TO CURRENT BOOK,RateBook
11251,snips-train-8349,Rate the current textbook 4 of 6,REAT THE CURRENT TEXT BOOK FOUR OF SIX,RateBook
11252,snips-train-835,Put some Stu Phillips in the women of acoustic playlist.,PUT SOME STEW PHILLIPS IN THE WOMEN OF A COUSTIC PLAYLIST,AddToPlaylist
11253,snips-train-8350,rate Heath Ledger His Beautiful Life and Mysterious Death 1 stars,GREAT HEATH LEDGURE HIS BEAUTIFUL LIFE AND MYSTERIOUS DEATH ONE STARS,RateBook
11254,snips-train-8351,"For the textbook , out of 6 possible I give the following one a 3 .",FOR THE TEXT BOOK OUT OF SIX POSSIBLE I GIVE THE FOLLOWING ONE O THREE,RateBook
11255,snips-train-8352,Give Grand Conspiracy zero out of 6 points .,GIVE GRAND CONSPIRACIES ERO OUT OF SIX POINTS,RateBook
11256,snips-train-8353,I give Benson-Meditation 1 out of 6 stars .,I GIVE BENCE AND MEDITATION ONE OUT OF SIX STARS,RateBook
11257,snips-train-8354,I give this book a 3 out of 6 .,I GIVE THIS BOOK A THREE OUT OF SIX,RateBook
11258,snips-train-8355,rate A Thousand Lies series a 3,REAT A THOUSAND LIES SERIES OF THREE,RateBook
11259,snips-train-8356,rate the current book series two out of 6 stars,REAT THE CURRANT BOOK SERIES TWO OUT OF SIX STARS,RateBook
11260,snips-train-8357,Rate this novel 0 of 6 stars,RATE THIS NOVEL ZERO OF SIX STARS,RateBook
11261,snips-train-8358,Give Letty Fox Her Luck 4 out of 6 stars,GIVE LETTY FOX HER LUCK FALL OUT OF SIX STARS,RateBook
11262,snips-train-8359,Rate Cotton Comes to Harlem a 2,GREATE COTTON COMES TO HARLAMET TOO,RateBook
11263,snips-train-836,add the album to my Top 100 Indie Tracks on Spotify playlist,ADD THE ALBUM TO MY TOP ONE HUNDRED DINDY TRACKS ON SPOTIFY PLAYLIST,AddToPlaylist
11264,snips-train-8360,rate this novel a 1 of 6 for me,GREAT THIS NOVEL O ONE OF SIX FOR ME,RateBook
11265,snips-train-8361,I give the previous album one out of 6 points .,I GIVE THE PREVIOUS ALBUM ONE OUT OF SIX POINTS,RateBook
11266,snips-train-8362,give one out of 6 points to High Wizardry,GIVE ONE OUT OF SIX POINTS TO HIG WIZUDRY,RateBook
11267,snips-train-8363,Rate The Gorilla Hunters 0 stars,RATE THE GIRILLA HUNTERS ZERO STARS,RateBook
11268,snips-train-8364,Give The Dark Abode chronicle 2 out of 6 points .,GIVE THE DARK YOU BODE CHRONICLE TWO OUT OF SIX POINTS,RateBook
11269,snips-train-8365,Rate this album 2 stars,REAT VISALBUM TWO STARS,RateBook
11270,snips-train-8366,I give this terrible book a two out of 6 .,I GIVE THIS TERRIBLE BOOK A TWO OUT OF SIX,RateBook
11271,snips-train-8367,give this essay 4 points,GIVE THIS AS SAF FOUR POINTS,RateBook
11272,snips-train-8368,rate Call for the Saint 1 out 6 points,GREAT COOL FOR THE SAINT ONE OUT SSIX POINTS,RateBook
11273,snips-train-8369,This current book only nets 3 out of 6 points,THIS CURRENT BOOK ONLY NETS THREE OUT OF SIX POINTS,RateBook
11274,snips-train-837,Include Laarni Lozada on endorphin rush playlist,INCLUDE LANI LEZADA ON EDORPHAN RUSH PLALIST,AddToPlaylist
11275,snips-train-8370,rate the Broke Who Killed the Middle Classes? chronicle a five,REAT THE BROOKE WHO KILLED THE MIDDLE CLASSES CHRONICLE A FIVE,RateBook
11276,snips-train-8371,rate Break No Bones series a 1 of 6,REAT BREAK NO BONE SERIES AR ONE OF SIX,RateBook
11277,snips-train-8372,Give The Fox and the Hound a 1,GIVE THE FOX AND THE HOUNDER ONE,RateBook
11278,snips-train-8373,Rate 5 out of 6 stars to this album,RATE FIVE OUT OF SIX STARS TO THIS ALBUM,RateBook
11279,snips-train-8374,rate the current album 2 out of 6,RATE THE CURRANT ALBUM TWO OUT OF SIX,RateBook
11280,snips-train-8375,give 1 point to current textbook,GIVE ONE POINT TO CURRENT TEXT BOOK,RateBook
11281,snips-train-8376,give this textbook a 5 out of 6 rating,GIVE THIS TEXT BOOK A FIVE OUT OF SIX WRATING,RateBook
11282,snips-train-8377,Rate this chronicle 0 stars,RATE THIS CHRONICLE ZERO STARS,RateBook
11283,snips-train-8378,Please rate the current textbook 2 stars,PLEASE READ THE CURRANT TEXT BOOK TWO STARS,RateBook
11284,snips-train-8379,Rate They Came from the Sea 1 of 6 points,GREAT THEY CAME FROM THE SEA ONE OF SIX POINTS,RateBook
11285,snips-train-838,add Joplin in Concert to my feel good dinner,AD JOPLIN IN CONCEIT TO MY FEEL GOOD DINNER,AddToPlaylist
11286,snips-train-8380,give three out of 6 points in current essay,GIVE THREE OUT OF SIX POINTS IN CURRENT ESSAY,RateBook
11287,snips-train-8381,Give this book 2 out of 6 stars .,GIVE THIS BOOK TWO OUT OF SIX STARS,RateBook
11288,snips-train-8382,I would give French Poets and Novelists a best rating of 6 and a value of three,I WOULD GIVE FRENCH POETS AND NOVELISTS A BEST WRATING OF SIX AND A VALUE OF THREE,RateBook
11289,snips-train-8383,I wish to rate zero points out of 6 to The Crack in Space .,I WISH TO RATE ZERO POINTS OUT OF SIX TO THE CRACK IN SPACE,RateBook
11290,snips-train-8384,I give The Caxtons chronicle 1 out of 6 stars .,I GIVE THE CAXTONS CHRONICLE ONE OUT OF SIX STARS,RateBook
11291,snips-train-8385,Rate The Empty Throne a 4,GREATTY EMPTY THRONE AFOUR,RateBook
11292,snips-train-8386,Rate current series one,GREAT CURRENT SERIES ONE,RateBook
11293,snips-train-8387,Rate this book zero out of 6,GREAT FIST BOOKS ZERO OUT OF SIX,RateBook
11294,snips-train-8388,I give Life During Wartime a one out of 6 .,I GIVE LIFE DURING WARTIME A ONE OUT OF SIX,RateBook
11295,snips-train-8389,rate the book Oath of Swords three for 6,RATE THE BOOK OATH OF SWORDS THREE FOR SIX,RateBook
11296,snips-train-839,insert Rock Me UP song to my list,INSURD ROCK ME UP SONG TO MY LIST,AddToPlaylist
11297,snips-train-8390,Rate Dragons of a Vanished Moon 1 of 6 points,GREAT DRAGONS OF THE VANISHED MOON ONE OF SIX POINTS,RateBook
11298,snips-train-8391,The current essay is worthy only of a 0 out 6 score.,THE CURRENT ESSAY IS WORTHY ONLY OF A ZERO OUT SIX SCHOOL,RateBook
11299,snips-train-8392,give The Englishman of the Bones 2 stars out of 6 .,GIVE THE ENGLISHMEN OF THE BONES TWO STARS OUT OF SIX,RateBook
11300,snips-train-8393,"Another Girl, Another Planet gets only one of a possiable 6 rating",ANOTHER GIRL ANOTHER PLANET GETS ONLY ONE OF TE POSSEABLE SIX RATING,RateBook
11301,snips-train-8394,The Complex How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,THE COMPLEX HOW THE MILITARY INVADE ZARAVERI DA LIVES HAS THE BEST RATING OF SIX TUS BUT I WILL GIVE IT ZERO,RateBook
11302,snips-train-8395,rate the current saga a 4,RATE THE CURRENT SAGA AFAL,RateBook
11303,snips-train-8396,rate The Tom Thomson Mystery 1 stars,RATE THE THOM THOMPSON MYSTERY ONE STARS,RateBook
11304,snips-train-8397,give 4 star for this album,GIVE FOUR STAR FOR THIS ALBUM,RateBook
11305,snips-train-8398,Rate Star Wars - The Old Republic Revan 1 points,GREAT STAR WARS THE OLD REPUBLIC REVEN ONE POINTS,RateBook
11306,snips-train-8399,give Wannabe How The Spice Girls Reinvented Pop Fame 2 points,GIVE ONE A BE HOW THE SPICE GIRLS REINVENTED POP FAMED TWO POINTS,RateBook
11307,snips-train-84,add this artist to primavera sound 2016 barcelona,ADD THIS ARTIST TOPRIMA VERA SOUND TWENTY SIXTEEN BARSALONA,AddToPlaylist
11308,snips-train-840,Put some frank ferrer into my edna st vincent millay playlist.,PUT SOME FRANC FER INTO MY EDNE SAINT VINCENT MELET PLAYLIST,AddToPlaylist
11309,snips-train-8400,rate The Sail and Steam Navy List 5 stars,RATE THE SAIL AND STEAM NAVY LIST FIVE STARS,RateBook
11310,snips-train-8401,Rate the current novel four of 6 stars,RATE THE CURRENT NOVEL FOUR OF SIX STARS,RateBook
11311,snips-train-8402,Rate The Keys to the White House a zero,RADED THE KEYS TO THE WHITE HOUSES ZERO,RateBook
11312,snips-train-8403,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,GIVE A ORCE DIRATING TO FEAR AND LOATHING ON THE CAMPAIGN TRAIL SEVENTY TWO,RateBook
11313,snips-train-8404,rate I Commitments 5 of 6 points,RATEI COMMITMENTS FIVE OF SIX POINTS,RateBook
11314,snips-train-8405,gve 2 points to The Stinky Cheese Man and Other Fairly Stupid Tales,GIVE TWO POINTS TO THE STINK HE CHEESE MAN AND OTHER FAIRLY STUPID TAILS,RateBook
11315,snips-train-8406,I give The Savage Mind a rating of zero out of 6 points .,I GIVE THE SAVAGE MIND A RATING OF ZERO OUT OF SIX POINTS,RateBook
11316,snips-train-8407,Rate In Enemy Hands five stars out of 6,GRAT IN ENEMY HANDS FIVE STARS OUT OF SIX,RateBook
11317,snips-train-8408,give 4 out of 6 points to this book,GIVE FOUR OUT OF SIX POINTS TO THIS BOOK,RateBook
11318,snips-train-8409,rate Whole Earth Discipline 5 of 6 points,REAT WHOLE EARTH DISCIPLINE FIVE OR SIX POINTS,RateBook
11319,snips-train-841,Put Strange Days onto the Fusion Fest playlist.,PUT STRANGE DAYS ON TO THE FUSION FIRST PLAYLIST,AddToPlaylist
11320,snips-train-8410,Rate the current textbook with 2 points out of 6 .,REATE THE CURRANT TEXT BOOK WITH TWO POINTS OUT OF SIX,RateBook
11321,snips-train-8411,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6,GREAT QUISENES OF THE AXIS OF EVIL AND OTHER IRRITATING STATES ONE OUT OF SIX,RateBook
11322,snips-train-8412,I give The Logic of Sense a zero,I GIVE THE LOGIC OF SENSE A ZERO,RateBook
11323,snips-train-8413,rate the series The Quantity Theory of Insanity 1,RATE THE SERIES THE QUANTITY THEORY OF INSANITY JON,RateBook
11324,snips-train-8414,give Life A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6,GIVE LIFE A NATURAL HISTORY OF THE FIRST FOUR BILLION YEARS OF LIFE ON EARTH ONE POINTS OUT OF SIX,RateBook
11325,snips-train-8415,rate The Prince of Providence 2 points,RATE THE PRINCE OF PROVIDENCE TWO POINTS,RateBook
11326,snips-train-8416,For the book Icon of Evil I rate a 2,FOR THE BOOK HYCON OF EVIL IRATE TWO,RateBook
11327,snips-train-8417,rate this textbook 0 stars,GREAT THIS TEXT BOOK ZERO STARS,RateBook
11328,snips-train-8418,rate The Overton Window series a two out of 6,RATE THE OVERTON WINDOW SERIES OF TWO OUT OF SIX,RateBook
11329,snips-train-8419,Rate this novel 3 out of 6 points .,RATE THIS NOVEL THREE OUT OF SIX POINTS,RateBook
11330,snips-train-842,Add the singer Damon Johnson album to my African Heat playlists,ADD THE SINGE DAMAN JOHNSON ALBAM TO MY AFRICAN HEAT PLAYLISTS,AddToPlaylist
11331,snips-train-8420,rate the current album 2 points out of 6,RATE THE CURRANT ALBUM TWO POINTS OUT OF SIX,RateBook
