,train_index,train_sentence,russell_sentence,train_label
11649,snips-train-8707,The Bone Season is worth at least three points,THE BARN SEASON IS WORTH AT LEAST THREE POINTS,RateBook
11650,snips-train-8708,rate this album 1,RIGHT THIS ALBAM AN,RateBook
11651,snips-train-8709,Rate the current album 4 of 6 stars,RIGHT THE CARRNT ALBUM FOUR OF SIX STAWS,RateBook
11652,snips-train-871,Add patti page album to i love my neo soul,AND PATY PIGALBUM TO I LOVE MINI O SOUL,AddToPlaylist
11653,snips-train-8710,give a 1 to A Thousand Lies,GIVE A ONE TO A THOUSAND MIES,RateBook
11654,snips-train-8711,Rate the current book three out of 6 .,WRITE THE CULENT BOOK THREE OUT OF SIX,RateBook
11655,snips-train-8712,Give two stars to Scribblings,GIVE TWO STARS TO SCRIB LINGS,RateBook
11656,snips-train-8713,give 0 out of 6 points to this album,GIVES ZERO OUT OF SIX POINTS TO THIS ALBUM,RateBook
11657,snips-train-8714,"Give Enemies, A Love Story 4 points out of 6",GIVE REMEMIES A LOVE STORY FOUR POINTS OUT OF SIX,RateBook
11658,snips-train-8715,give four out of 6 rating to The Cattle King,GIVE FOUR OUT OF SIX RAITING TO THE CATTLE KING,RateBook
11659,snips-train-8716,I want to give the following essay five points out of 6,I WANT TO GIVE THE FOLLOWING ESSAY FIVE POINTS OUT OF SIX,RateBook
11660,snips-train-8717,rate this saga 0 out of 6,RITE THIS SONG OF ZEROLA OUT OF SIX,RateBook
11661,snips-train-8718,Rate my current novel one stars,RIGHT MY TARRN NOVL WANSTARS,RateBook
11662,snips-train-8719,Rate Religion and Dharma saga 1 points,RIGHT RELIGION AND DOMOSAGO ONE POINTS,RateBook
11663,snips-train-872,Want to add pacific ocean blues to the playlist named lunch,WANT TO ATPACIFIC CAUTION BLUES TO THE PLOLESS NANLANCH,AddToPlaylist
11664,snips-train-8720,I give the current essay a two,I GIVE THE CARRENT ASSAYIT TOO,RateBook
11665,snips-train-8721,Rate this textbook four of 6,RIGHT THIS TOUCHED BOOK FOUR OF SIX,RateBook
11666,snips-train-8722,I want to rate this current series a value of five and a best rating of 6,I WANT TO WRITE THIS CURRENT SERIES OF VALUE OF FIVE AND A BEST WRITING OF SIX,RateBook
11667,snips-train-8723,I want to give the current essay a five,I WANT TO GIVE THE CARN ESSA FIVE,RateBook
11668,snips-train-8724,I give The Alchemyst The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars .,I GIVE THE ALCHYMIST THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL TWO OUT OF SIX STARS,RateBook
11669,snips-train-8725,The Only Snow in Havana deserves a best rating of 6 and 5 points,BEYONDLY SNOW IN HOVANA DESERVES THE BEST WRITING OF SIX AND FIVE POINTS,RateBook
11670,snips-train-8726,rate this book four out of 6 points,WRITE THIS BOOK FOR OUT OF SIX POINTS,RateBook
11671,snips-train-8727,give one out of 6 star to A Girl Is a Half-formed Thing chronicle,GIVE ONE OUT OF SIX STARTE A GIRL IS THA HALF FORMED THING CHRONICLE,RateBook
11672,snips-train-8728,Give Northern Lights Audio 5 / 6 points,GIVE NORTHERN LATS ORDIO FIVE SIX POINTS,RateBook
11673,snips-train-8729,I give the last textbook one out of 6 points .,I GIVE THE LOST TEXT BOOK ONE OUT OF SIX POINTS,RateBook
11674,snips-train-873,add gina schock to workout twerkout,A GEMA SHOK TO WORK OUT TWORK OUT,AddToPlaylist
11675,snips-train-8730,"I'd give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",I'D GIVE WITH LEAVING VIRGINIA THE STORY OF THE AMERICAN CIVIL WAR CHRONICLE FOUR OF SIX,RateBook
11676,snips-train-8731,for this series The Magical Revival out of 6 give it a 5,FOR THIS SERE IS THE MAGICAL REVIVAL OUT OF SIX GIVET AT FIVE,RateBook
11677,snips-train-8732,I want to give this book zero,I WANT TO GIVE THIS BOOKSERER,RateBook
11678,snips-train-8733,Give the current saga a three,GIVE THE KAN SAGA A THREE,RateBook
11679,snips-train-8734,Give zero / 6 stars to the current album,GIVE ZERER SIX STARS TO THE CARRENT ALBUM,RateBook
11680,snips-train-8735,rate this novel a 3,RIGT THIS NOVEL OF THREE,RateBook
11681,snips-train-8736,I'd rate the current essay 1 stars,I'D WRITE THE CURRENT ESSA ANCE DARS,RateBook
11682,snips-train-8737,give two out of 6 stars saga called The Big Question,GIVE TWO OUT OF SIX STARS SARGO CALL TOULD BE QUESTION,RateBook
11683,snips-train-8738,rate the current saga zero of 6 stars,RIGHTE THE CORRANT SAGOFZURO OF SIX STARS,RateBook
11684,snips-train-8739,The current book i'm reading is only worthy of a 3 .,THE CURRENT BOOKHON READING IS ONLY WORTHY OF A THREE,RateBook
11685,snips-train-874,I would like to add something by Kuk Harrell to my Hip Hop 2017 New School playlist,I WOULD LIKE TO ADD SOMETHING BY CU CAROL TO MY HIPOP TWENTY SEVENTEEN MEW SCHOOL PLAYALIST,AddToPlaylist
11686,snips-train-8740,rate Alfred Kropp The Thirteenth Skull 3 out of 6,RATE ALFRED CROPPED TA THIRTEENTH SKULL THREE OUT OF SIX,RateBook
11687,snips-train-8741,give one out of 6 points to current series,GIVE ONE OUT OF SIX POINTS TO CORRENT SERERS,RateBook
11688,snips-train-8742,give 2 out of 6 to Smoke in the Forest,GIVE TWO OUT OF SIX TO SMIKE IN THE FOREST,RateBook
11689,snips-train-8743,Rate The Compleat Housewife saga zero of 6,RIGHT THE COMPLETE HOUSEWIFE SOG A ZERO OF SIX,RateBook
11690,snips-train-8744,I think The Turbulent Term of Tyke Tiler is a rating of 3 .,I THINK THE TURBULENT TERM OF TAC TALLA IS A WRITING OF THREE,RateBook
11691,snips-train-8745,Give the chronicle Fathers and Crows a 5 out of 6 .,GIVE THE CHRONICLE FATHERS AND CROWS OF FOG OUT OF SIX,RateBook
11692,snips-train-8746,I want to give Elephants Can Remember 4 out of 6 points,I WANT TO GIVE ELEPHANTS CAN REMEMBER FOUR OUT OF SIX POINTS,RateBook
11693,snips-train-8747,Rate The Travels of Lao Can five out of 6,RIGHT THE TROUBLES OF LA IN FIVE OUT OF SIX,RateBook
11694,snips-train-8748,Rate The Bishop a 1,RIGHT COUD BE SHIPFUL ONE,RateBook
11695,snips-train-8749,Give The Lost World 2 points,GIVE THE MOST WORLD TWO POINTS,RateBook
11696,snips-train-875,Add a song to my playlist a peaceful rush hour,ADD A SONG TO MY PLOUHLESSS TO PEACEFUL RUSHOUR,AddToPlaylist
11697,snips-train-8750,Rate this book 5 stars out of 6,RIGHT THIS BOOK FIVE STARS OUT OF SIX,RateBook
11698,snips-train-8751,I am giving Dead Souls a five rating,I AM GIVING DEAD SOULS OF FIVE WRITING,RateBook
11699,snips-train-8752,rate the previous essay 1 of 6 stars,RIGTE THE PREVIOUS S A ONE OF SIX STARS,RateBook
11700,snips-train-8753,Rate The Man Who Sold the Moon a 5 .,RIGHT DHE MAN HE SOLD EM MAIN A FIVE,RateBook
11701,snips-train-8754,I give a rating of 4 out of 6 for the book My Sister and I,I GIVE A WRITING OF FOUR OUT OF SIX FOR THE BOOK MY SISTER AND I,RateBook
11702,snips-train-8755,Rate the current textbook a 5 .,RIHTE THE COANTEUXHED BOOK OF VIVE,RateBook
11703,snips-train-8756,I want to give this album 3 points,I WANT TO GIVE THIS ALBUM THREE POINTS,RateBook
11704,snips-train-8757,"I give Emile, or On Education five points .",I GIVE EMEYOL OR ON EDUCATION FIVE POINTS,RateBook
11705,snips-train-8758,I am giving this current essay zero out of 6 stars,I AM GIVING THIS CARRENT ESSAY ZERO OUT OF SIX STARS,RateBook
11706,snips-train-8759,Rate 12 The Elements of Great Managing a 0,RIPE HOLD THE ELEMENTS OF GRIT MANAGING A ZIRAR,RateBook
11707,snips-train-876,put Limey onto my this is astor piazzolla list,PULT LIME ONTO MARDIS'S ASTOPESO LIST,AddToPlaylist
11708,snips-train-8760,Give the current textbook five stars .,GIVE THE CAUN TEXT BOOK FIVE STARS,RateBook
11709,snips-train-8761,rate the book Giants of the Frost two out of 6 points,WRATE THE BOOK GIANTS OF THE FROST TWO HOUT OF SIX POINTS,RateBook
11710,snips-train-8762,rate the current textbook a 5,RIHTE THE COANTEUXHED BOOK OF VIVE,RateBook
11711,snips-train-8763,mark the current textbook a 1 from the total of 6,MARK THE CORANTEXT BOOK ONE FROM THE TOTL OF SIX,RateBook
11712,snips-train-8764,Rate Merlin Effect a 0,RIPE MELL IN EFFECT TO ZERO,RateBook
11713,snips-train-8765,rate this essay three of 6 stars,RIGHT TO SESSI THREE OF SIX STARS,RateBook
11714,snips-train-8766,rate this book 4 out of 6,WRITE THIS BOOK FOUR OUT OF SIX,RateBook
11715,snips-train-8767,Rate this novel one out of 6 stars,RITE THIS NOBLE ONE OUT OF SIX STARS,RateBook
11716,snips-train-8768,give 1 out of 6 points for Collected Works,GIVE ONE OUT OF SIX POINTS FOR COLLECTED WORKS,RateBook
11717,snips-train-8769,Rate The Cherryh Odyssey three of 6 stars,RITE THE CHERIODYSY THREE OF SIX STARS,RateBook
11718,snips-train-877,Add viktor merjanov to california rock state,ADD VICTIR MERGIN OFTO CALIFORNIA ROCK STATE,AddToPlaylist
11719,snips-train-8770,I would give The Minority Report a rating of 0 points,I WOULD GIVE THE MINORITY REPORT A WRITING OF ZEROH POINTS,RateBook
11720,snips-train-8771,"Out of a possible 6 stars , I give The Princes and The Treasure a five .",OUT OF A POSSIBLE SIX STAS I GIVE THE PRINCES AND THE TREASURER FIVE,RateBook
11721,snips-train-8772,I rate this novel 2 of 6 points,I WRITE THIS NOVEL TWO F SIX POINTS,RateBook
11722,snips-train-8773,This current essay deserves only a three rating,THIS CARRENT ESSAY DESERVES ONLY A THREE WRITING,RateBook
11723,snips-train-8774,I want to give Select Conversations with an Uncle 5 stars,I WANT TO GIVE SELECT CONVERSATIONS WITH AN UNCLE FIVE STARS,RateBook
11724,snips-train-8775,give 1 stars to book Mr Ponsonby,GIVE ONE STARS TO BOOK MISTER PONSONBY,RateBook
11725,snips-train-8776,Rate this album 2 out of 6,WRITE THI SALBUM TWO OUT OF SIX,RateBook
11726,snips-train-8777,Programming the Universe is average and deserves three stars out of 6 .,PROGRAMMING THE UNIVERSE IS AVERAGE AND DESERVES THREE STARS OUT OF SIX,RateBook
11727,snips-train-8778,rate this textbook a one,WRIT THIS TEXT FUGEWAM,RateBook
11728,snips-train-8779,I give The Lacuna a rating of 5 stars under the chronicle rated at 6,I GIVE THE LACINO WRITING OF FIVE STARS UNDER THE CHRONICAL RITR AT SIX,RateBook
11729,snips-train-878,Add Hanging On to my just dance by aftercluv playlist.,ADD HANGING ON TO MY JUST DANCE MY AFTER CLUB PLIALIST,AddToPlaylist
11730,snips-train-8780,I am giving this current novel 1 out of 6 stars,I AM GIVING THIS CORRENT NOBLE ONE OUT OF SIX STAWS,RateBook
11731,snips-train-8781,rate the current book five of 6,WREAT THE CORRNT BOOK FIVE OF SIX,RateBook
11732,snips-train-8782,give three out of 6 points to this textbook,GIVE THREE OUT OF SIX POINTS TO THIS TEXT BOOK,RateBook
11733,snips-train-8783,I rate Wideacre five of a possiable 6,I WRITE WHY DAK O FIVE OF A POSSEBLE SIX,RateBook
11734,snips-train-8784,rate in stars as a 6 for Lord of the Shadows which gets a four,RIGHT IN STARS AS A SIX FOR LORD OF THE SHADOWS WHICH GETS AFULL,RateBook
11735,snips-train-8785,Rate this novel 5 out of 6 stars,RIPE THIS NOVEL FIVE OUT OF SIX STARS,RateBook
11736,snips-train-8786,I'd rate Glaring Through Oblivion a zero of 6,IDRIGHT CLARING THROUGH OBLIVION AZERO OF SIX,RateBook
11737,snips-train-8787,I want to give The Coming of the Terraphiles a rating of 1 .,I WANT TO GIVE THE COMING OF THE TERAFALS A WRITING OF ONE,RateBook
11738,snips-train-8788,I give The Prestige a rating of 5,I GIVE THE PRESTIGE WRITING OF FIVE,RateBook
11739,snips-train-8789,I would rate this chronicle 4 stars,I'LL WRITE THIS CHRONICLE FOUR STARS,RateBook
11740,snips-train-879,add NIB to fay's brooklyn beat playlist,ADMYMPTIFIES BROKLINBEPLIALUST,AddToPlaylist
11741,snips-train-8790,I am giving the book Dorothy and the Wizard in Oz a zero out of 6 rating,I AM GIVING THE BOOK DOROTHY AND THE WIZARD IN ALZEZERA OUT OF SIX WRITING,RateBook
11742,snips-train-8791,I want to give the current textbook 0 stars,I WANT TO GIVE THE CORANTEXT BOOKER STARS,RateBook
11743,snips-train-8792,rate the last textbook three stars,RIGPT THE LOSS TIXT BOOK THREE STAWS,RateBook
11744,snips-train-8793,"rate Dick Sand, A Captain at Fifteen a two out of 6",BRIGHT TICK SAND A CAPTAIN AT FIFTEEN A TWO OUT OF SIX,RateBook
11745,snips-train-8794,rate this book titled The Improvisatore five stars,RIHT THIS BOOK TARTLE BEING PROVIOUS ATORA FIVE STARS,RateBook
11746,snips-train-8795,Give the current chronicle a three .,GIVE THE CON CHRONICAL OR THREE,RateBook
11747,snips-train-8796,Rate the current novel 5 of 6 points,RIGHT THE CORREN NOVEL FIVE OF SIX POINTS,RateBook
11748,snips-train-8797,Give this novel a two star rating.,GIVE THIS NOVEL ATUSTAR WRITING,RateBook
11749,snips-train-8798,rate Tragedy Day a 4,RIGHT TTRAGEDY DAFOL,RateBook
11750,snips-train-8799,rate this book one for this stars judging,WRITE THIS BOOK ONE FOR THE STARS JUDGING,RateBook
11751,snips-train-88,Add Without Your Love to my showstopper being mary jane list,ADD WITHOUT YOUR LOVE TO MY SHOWST HOPE OF BEING MARRYED JAME LIST,AddToPlaylist
11752,snips-train-880,Put this track on Musica Española 2017,PUT THIS TRACKLON MUSIQUE TO ESPENIALA TWENTY SEVENTEEN,AddToPlaylist
11753,snips-train-8800,The current series deserves three stars .,THE CARRENTS SERUS DESERVES THREE STAWS,RateBook
11754,snips-train-8801,The current saga deserves a 5 rating.,THE CARRANT SAGE DESERVES THE FIVE WRITING,RateBook
11755,snips-train-8802,rate Licence Renewed a 4,WRIGHT LISENSE REMEWD A FULL,RateBook
11756,snips-train-8803,Rate this essay a two out of 6,RIGHT TUS ESA A TWO HOUT OF SIX,RateBook
11757,snips-train-8804,Rate this book 1 of 6 points,RITE THIS BOOK ONE OF SIX POINTS,RateBook
11758,snips-train-8805,I give a rating of four to this textbook .,I GIVE A WRITING OF FORCE OF THIS TOUCT BOOK,RateBook
11759,snips-train-8806,rate The Breaking Point a three,RIGHT THE BREAKING POINT TO THREE,RateBook
11760,snips-train-8807,I think the Dictionary of New Zealand Biography deserves 2 points,I THINK THE DICTIONARY OF MUSEUL AND BIOGRAPHY DESERVES TWO POINTS,RateBook
11761,snips-train-8808,rate the book A Brief History of Chinese Fiction 0 out of 6 points,WRITE THE BOOK I BRIEF HISTORY OF CHINESE FICTION ZERR OUT OF SIX POINTS,RateBook
11762,snips-train-8809,the series City on Fire is a four,THE SERIOUS CITY ON FIRE IS OF FALL,RateBook
11763,snips-train-881,Add Shelby Lynne to my playlist This Is Luis Fonsi,ADD SHALL BE LINT TO MY PLILESS THIS IS LOUISE FANCY,AddToPlaylist
11764,snips-train-8810,I only give Blood Work two stars,I ONLY GIVE BLOOD WORK TWO STAWS,RateBook
11765,snips-train-8811,give three out of 6 points to this album,GIVE THREE OUT OF SIX POINTS TO THIS ALBUM,RateBook
11766,snips-train-8812,I rate the current novel a 1 of 6 stars,I WRITE THE CORRENT NOVEL OF ONE OF SIX STAWS,RateBook
11767,snips-train-8813,Rate this album 3 stars,RIGHT THIS ALBUM THREE STAWS,RateBook
11768,snips-train-8814,Give the current book im reading zero points out of 6 .,GIVE THE CURRENT BOOK HIM READING ZERO POINTS OUT OF SIX,RateBook
11769,snips-train-8815,Rate The War of the Roses 2 out of 6,RATE THE WAR OF THE ROSES TWO HOURS OF SIX,RateBook
11770,snips-train-8816,Rate this chronicle three of 6 stars,RIGT THIS CHRONICLE THREE OF SIX STARS,RateBook
11771,snips-train-8817,Give this essay 1 out of 6 .,GIVE THIS ES A ONE OUT OF SIX,RateBook
11772,snips-train-8818,I want to give Panther in the Basement four points,I WANT TO GIVE PANTHE IN THE BASEMENT FOUR POINTS,RateBook
11773,snips-train-8819,Rate The Twinkie Squad chronicle four of 6,RIPE THE TWENKY SQUAD CHRONICLE FOUR OF SIX,RateBook
11774,snips-train-882,Add this track to downtempo beats,AD THIS TRACK TO DOWN TEMPOBETS,AddToPlaylist
11775,snips-train-8820,I am rating this book named The Infinite Man 5 stars,I AM WRITING THIS BOOK NAMED THE INFINITE MAN FIVE STARS,RateBook
11776,snips-train-8821,rate the current album a zero,RIGHT THE CARRENT ALBOW MASSEURER,RateBook
11777,snips-train-8822,Please rate the current album 4 stars .,PLEASE RATE THE CARRENT ALBUM FORSTAWS,RateBook
11778,snips-train-8823,Rate The Tritonian Ring zero,RITE THE TRITIMIN REZURO,RateBook
11779,snips-train-8824,rate Secrets and Lies 2 of 6 stars,RIOT SECRETS AND LIES TO SIX STARS,RateBook
11780,snips-train-8825,give 3 star to this essay,GIVE THREE STAFFS O THIS AN SAY,RateBook
11781,snips-train-8826,Rate this novel a two out of 6 .,WRITE THIS NOVEL OF TWO OUT OF SIX,RateBook
11782,snips-train-8827,give The Judas Tree a zero,GIVE A JEMISTRE AS YOU ARE,RateBook
11783,snips-train-8828,I give Song of Solomon a rating of one .,I GIVE SONG OF SOLOMON A WRITING OF ONE,RateBook
11784,snips-train-8829,give four points to current essay,GIVE FOUR POINTS TO CORRENT HER SO,RateBook
11785,snips-train-883,I want do you want to build a snowman in my Hip Hop 2017 New School playlist,I WANT D'YE WANT TO BUILD A SNOW MAN IN MY HIPOPE TWENTY SEVENTEEN NEW SCHOOL PLAALIST,AddToPlaylist
11786,snips-train-8830,find five points called The Origins of Virtue,FIND FIVE POINTS CALLED THE ORIGINS OF VIRTUE,RateBook
11787,snips-train-8831,Rate the current essay 0 of 6,WRIGTE THE CORRENT ESSIZERO OF SIX,RateBook
11788,snips-train-8832,National Lampoon Tenth Anniversary Anthology 1970–1980 is a 4 out of 6 read,NATIONAL LAMPRIN TENTH ANNIVERSARY ANTHOLOTY NINETEEN SEVENTY T NINETEEN EIGHTY IS A FOULL OUT OF SIXRADE,RateBook
11789,snips-train-8833,this saga is definitely worth 4 stars .,THIS SARGUE IS DEFINITELY WORTH FOUR STARS,RateBook
11790,snips-train-8834,"Of a total possible of 6 , I think the current book is a five .",OF ETERNAL POSSIBLE OF SIX I THINK RECARNT BOOK IS OF FIVE,RateBook
11791,snips-train-8835,Rate Contesting the Future of Nuclear Power a four,RIGHT CONTESTING THE FEATURE OF MECLY A POWER FULL,RateBook
11792,snips-train-8836,Rate the current essay 1 of 6,BRIGHT THE CARD ESSAY ONE OF SIX,RateBook
11793,snips-train-8837,"I give The History of the Saracens a three , or 6 points",I GIVE THE HISTORY OF THE SARACEN TO THREE OR SIX POINTS,RateBook
11794,snips-train-8838,Rate The Slap five of 6,RIGHT TO SLAP FIVE OF SIX,RateBook
11795,snips-train-8839,rate Orion in the Dying Time four stars,RAT ARRIVNG IN THE DYING TIME FORSTAS,RateBook
11796,snips-train-884,put Kids of the Black Hole onto my 90s por siempre playlist,PUT KIDS OF THE BLACK HALL ON TO MINE ANTIS PAUSY AND PREY PLAALIST,AddToPlaylist
11797,snips-train-8840,rate The Sunrise Lands a zero,RIGHT THE SUNRISED LANDS OF ZERO,RateBook
11798,snips-train-8841,Folk and Fairy Tales gets 1 out of 6 points,FOLK AND FAIRY TILES GETS ONE OUT OF SIX POINTS,RateBook
11799,snips-train-8842,I would rate Tree of Smoke a value of two or a best rating of 6,I WOULD WRITE TREE OF SMOKE A VALUE OF TWO OR BEST WRITING OF SIX,RateBook
11800,snips-train-8843,For the current essay I rate 1 out of 6,FOR THE TURRENT ESSAY I WRITE ONE OUT OF SIX,RateBook
11801,snips-train-8844,Rate the current book zero of 6 stars,WRITE THE CARRENT BOOKSERER OF SIX STARS,RateBook
11802,snips-train-8845,I would give this novel a rating of two,I WOULD GIVE THIS NOBLE A WRITING OF TRUE,RateBook
11803,snips-train-8846,give two out of 6 stars to current book,GIVE TWO OUT OF SIX STARS TO CARRENT BOOK,RateBook
11804,snips-train-8847,rate the book Now and Forever 1 out of 6 points,RITE THE BOOK NOW AND FOREVER ONE OUT OF SIX POINTS,RateBook
11805,snips-train-8848,Give the Hover Car Racer chronicle two of 6 stars,GIVE THE HOVICARICE OF CHRONICLE TRO SIX STARS,RateBook
11806,snips-train-8849,Give the Televised Morality series a one .,GIVE THE TELEBISED MORALITY SERE IS A ONE,RateBook
11807,snips-train-885,Add a track to the Another Glass playlist.,ADDED TRACTO BE AND OTHER GLOSS PLAALIST,AddToPlaylist
11808,snips-train-8850,Give The Denationalization of Money series four of 6,GIVE THE DENATIONALIZATION OF MONEY SYRAS FOUR OF SIX,RateBook
11809,snips-train-8851,Rate Gates of Fire a 2,RIGHT GATS O FAR RETURN,RateBook
11810,snips-train-8852,I am giving this novel 3 stars,I AM GIVING THIS NOBLE THREE STAWS,RateBook
11811,snips-train-8853,rate First Man The Life of Neil A. Armstrong three of 6,RIGHT FIRST MAN THE LIFE OF MILA ARM STRONG THREE OF SIX,RateBook
11812,snips-train-8854,Mars Probes gets a 1 rating.,MAS PERPS GETS A WAN WRITING,RateBook
11813,snips-train-8855,give zero rating to The Deed of Paksenarrion,GIVES ZERO WRITING TO THE DEED OF PAXINARIAN,RateBook
11814,snips-train-8856,Rate this book 0 of 6 points,WRITE THIS BOOKSELRER OF SIX POINTS,RateBook
11815,snips-train-8857,I give the following album two out of 6 stars .,I GIVE THE FOLLOWING ALBUM TWO OUT OF SIX STARS,RateBook
11816,snips-train-8858,Give Signals of Belief in Early England four of 6,GIVE SIGNALS OF BELIEF IN EARLY ENGLAND FOUR OF SIX,RateBook
11817,snips-train-8859,give this a four for the next series of points,GIVE THIS A FOL FOR THE NEXT SERIES OF POINTS,RateBook
11818,snips-train-886,Add the tune to my Women of Latin Music playlist.,ADD THE CHINTIMIR WOMEN OF LATIN MUSIC PLAALOST,AddToPlaylist
11819,snips-train-8860,rate the current textbook 4 of 6 points,RIGHT THE CANTOUXED BOOK FOUR OF SIX POINTS,RateBook
11820,snips-train-8861,rate this current novel a 3,RIGHT THIS CARRENT NOVEL WERE THREE,RateBook
11821,snips-train-8862,rate this album book zero out of 6 points,WRITE THE SALBUM BOOKS THEA OUT OF SIX POINTS,RateBook
11822,snips-train-8863,I rate Observations one points,ARE RIGHT OBSERVATIONS ONE POINTS,RateBook
11823,snips-train-8864,Give 2 stars to The Doom Brigade,GIVE TWO STALS TO THE DIMBRGIDE,RateBook
11824,snips-train-8865,Rate Pillar of Fire and Other Plays a three,RIPE PILLAR OF FIA AND OTHER PLAYS OF THREE,RateBook
11825,snips-train-8866,rate the previous essay four of 6 points,RIGHT THE PREVIOUS ASITE FOUR OF SIX POINTS,RateBook
11826,snips-train-8867,The current novel I'm reading gets only a one out of 6 .,THE COND NOVEL ON REABING GETS ONLY ONE OUT OF SIX,RateBook
11827,snips-train-8868,Give this album three / 6 points,GIVE THE SALBUM THREE SIX POINTS,RateBook
11828,snips-train-8869,I give the Knife of Dreams saga a 0 of 6,I GIVE THE KNIFE OF DREAM SAGARAZERO OF SIX,RateBook
11829,snips-train-887,Add this track to winnie's post metal playlist,AVE THIS TRACK TO WIN HES PIST METAL PLAALIST,AddToPlaylist
11830,snips-train-8870,Give The Phantom Ship a zero .,GIVE THE PHANTOM SHIP A ZEROR,RateBook
11831,snips-train-8871,rate this essay 2 points,RIGHT TO SUSSAY TWO POINTS,RateBook
11832,snips-train-8872,Give this essay a 2 out of 6 .,GIVE THIS ESAY TWO HOUT OF SIX,RateBook
11833,snips-train-8873,Give the current part of the saga 4 points out of 6 .,GIVE THE CURRENT PAT OF THE SAG OF FOUR POINTS OUT OF SIX,RateBook
11834,snips-train-8874,rate the current album two out of 6,RIGHT THE CARRANT ALBUM TWO OUT OF SIX,RateBook
11835,snips-train-8875,Rate An Act of Terror 2 stars .,GREAT ANACT OF TERRET ZOU STAWS,RateBook
11836,snips-train-8876,give four out of 6 stars to current essay,GIVE FOUR OUT OF SIX STARS TO CARRENT HESSANG,RateBook
11837,snips-train-8877,Rate Peddling Prosperity zero stars,RIPE BEDDLING PROSPERITY ZERISTAS,RateBook
11838,snips-train-8878,give 1 out of 6 to West of January,GIVE ONE OUT OF SIX TO WEST OF JANUARY,RateBook
11839,snips-train-8879,Remember the City nets five out of 6 .,REMEMBER THE CITY NETST FIVE OUT OF SIX,RateBook
11840,snips-train-888,add this track to my Gold School playlist,AV BIS TRACK TO MY GOLD SCHOOL PLIALIST,AddToPlaylist
11841,snips-train-8880,rate Atop an Underwood Early Stories and Other Writings 0 out of 6 stars,BREATETOPENONDERWOOD EARLY STORIES AND OTHER WRITING ZERO OUT OF SIX STARS,RateBook
11842,snips-train-8881,1 point for this next textbook,ONE POINT FOR THIS NEXT TEXT BOOK,RateBook
11843,snips-train-8882,give The Creator zero points out of 6,GIVE THE CREATOR ZERA POINTS OUT OF SIX,RateBook
11844,snips-train-8883,Give this album a rating of 4 .,GIVE THI SALBUM A WRITING OF FUL,RateBook
11845,snips-train-8884,Rate Competitors 2 stars out of 6,RIGHT COMPETIT AS TWO STARS OUT OF SIX,RateBook
11846,snips-train-8885,I rate A Moment in Time a 5,A RIGHT A MOMENT IN TIME OF FIVE,RateBook
11847,snips-train-8886,Rate this series one stars,RIGHT THIS SERAS ANCE DAWS,RateBook
11848,snips-train-8887,Rate the current textbook five of 6,WRITE THE CONTEXT BOOK FIVE OR SIX,RateBook
11849,snips-train-8888,I want to give this textbook four out of 6,I WANT TO GIVE THIS TEXT BOOK FOUR OUT OF SIX,RateBook
11850,snips-train-8889,The Sins of the Cities of the Plain gets a rating of one,THE SINGS OF THE CITIES OF THE PLIME GETS A WRITING OF ONE,RateBook
11851,snips-train-889,add Keke Wyatt to my Evening Commute playlist,AB KEEKEE WIE TO MY EVENING COMMEDE CLIALIST,AddToPlaylist
11852,snips-train-8890,rate Winnie-the-Pooh four out of 6,RAGK WINNIN THE PROOF FOUR OUT OF SIX,RateBook
11853,snips-train-8891,This current essay deserves 0 stars,THIS CARRENT ESSAY DESERVES ZERORIS STARS,RateBook
11854,snips-train-8892,I give The Monkey and the Tiger a rating of 2 points .,I GIVE THE MONKEY AND THE TIGER A RATING OF TWO POINTS,RateBook
11855,snips-train-8893,I rate The Variation of Animals and Plants under Domestication a value of 0,I WRITE THE VARIATION OF ANIMALS AND PLANTS UNDER DOMESTICATION OF VALUE OF ZERO,RateBook
11856,snips-train-8894,Give The Body Artist a 5 .,GIVE E BODY ARDERS TO FIME,RateBook
11857,snips-train-8895,Can you rate this novel as a four ?,CAN YOU WRITE THIS NOVEL AS A FOR,RateBook
11858,snips-train-8896,rate the current saga 4 of 6,RIGHT DE CARN SOG OF FOUR O SIX,RateBook
11859,snips-train-8897,Rate the previous album 0 points out of 6,WRITE THE PREVIOUS ALBUM ZERA POINTS OUT OF SIX,RateBook
11860,snips-train-8898,Give this textbook zero stars,GIVE THIS TEXT BOOKSORR STARS,RateBook
11861,snips-train-8899,Rate the current novel a one,BREAT THE CORRENT NAVINA ON,RateBook
11862,snips-train-89,Add this song to my list Trabajo Relax,AT THIS SUNGTOMYLES TRAB OR HE RELAX,AddToPlaylist
11863,snips-train-890,Add First Issue to my your favorite slaughterhouse playlist,AD FIRST TO SHU TOMA YOUR FAVOURITE SLAUGH TO HOUSE PLIALOST,AddToPlaylist
11864,snips-train-8900,rate this current book album four stars,RITE THIS CARRENT BOOKALBUM FORSTARS,RateBook
11865,snips-train-8901,I gave Joseph Andrews a 0 out of 6,I GAVE JOYCE OF FOR AND REASONS YOU RE OUT OF SIX,RateBook
