,train_index,train_sentence,justin_sentence,train_label
9913,snips-train-7144,Play me a popular Ronnie Wood soundtrack,PLAINE A POPULAR RINEY WOOD SOUND TRACK,PlayMusic
9914,snips-train-7145,play the top five songs by Gad Elbaz,CLAY THE TOP FIVE SONGS BY GADEL BARS,PlayMusic
9915,snips-train-7146,I want to hear gothic rock on Lastfm,I WANT TO HEAR GOTH THE GROCHLAND LAST,PlayMusic
9916,snips-train-7147,Can you play the greatest sarah brightman song,CAN YOU PLAIN E GREATEST SIR A BRIGHTMAN SAW,PlayMusic
9917,snips-train-7148,play some tango on iheart,PLEAS SOME TANGLE IN THE HOWAR,PlayMusic
9918,snips-train-7149,Play music from Lastfm,PLAIY MUSIC FROM LAST,PlayMusic
9919,snips-train-715,Add another tune to my verano playlist.,AD ANOTHER TIN TO MY VIRA NO PLAALIST,AddToPlaylist
9920,snips-train-7150,Play me a bluegrass song,PLAYME A BLUE GRASS SONG,PlayMusic
9921,snips-train-7151,Play some Game music.,PLAY SOME GAME MUSIC,PlayMusic
9922,snips-train-7152,turn on Last Fm,TURN ON LAST APHAM,PlayMusic
9923,snips-train-7153,Play Russell Morris 's The Singer And The Song on Netflix .,PLAY RUSTLE MORRISES A SINGER IN THE SONG ON NETHLIX,PlayMusic
9924,snips-train-7154,Play some Tony Grant .,PLEASE SOM TONY GRANT,PlayMusic
9925,snips-train-7155,Play 1958 music on Iheart,PLAY NINETEEN FIFTY EIGHT MUSIC ON THY HOUR,PlayMusic
9926,snips-train-7156,Play the top Maynard James Keenan .,PLAY THE TOPMANER JAMES KENAN,PlayMusic
9927,snips-train-7157,Play a Martyn Bennett from 1957 on Pandora,PLAY IN MARTIN BENNET FROM NINETEEN FIFTY SEVEN ON PANDORE,PlayMusic
9928,snips-train-7158,Play Eternally by Marko Desantis on zvooq .,PLAY INTERNALLY BY MARCO DESANTIS ON SVOX,PlayMusic
9929,snips-train-7159,Play some 1959 songs on Iheart,PLAYS THEM NINETEEN FIFTY NINE SONGS ON NAHOUR,PlayMusic
9930,snips-train-716,Can you add woman of the world to my playlist entitled Duetos,CAN YOU ADD WOMAN OF THE WORLD TO MY PLAYLESS END TITLE DUAROS,AddToPlaylist
9931,snips-train-7160,Play the top movement music from 1997 .,PLAY THE TARP MOVEMENT MUSIC FROM NINETEEN NINETY SEVEN,PlayMusic
9932,snips-train-7161,Play ballad music from 1958,PLAY BALLID MUSIC FROM NINETEEN FIFTY EIGHT,PlayMusic
9933,snips-train-7162,Play the playlist spring,PLAY THE PLAY WIT SPRING,PlayMusic
9934,snips-train-7163,Play some tune from 2011 on Youtube,PLEASE IM TUNE FROM TWENTY ELEVEN I'LL USE TO,PlayMusic
9935,snips-train-7164,play the album Wayning Moments by Rabbit Brown,PLAY THE ALBUM WANING MOMENTS BY RABVIT BROWN,PlayMusic
9936,snips-train-7165,Play some music from the twenties .,PLAYS THE MUSIC FROM THE TWENTIES,PlayMusic
9937,snips-train-7166,Play my funtime playlist on lastfm .,PLAY MY FINTINE PLAYLESS UN LAST,PlayMusic
9938,snips-train-7167,play some synthpop,PLEASE SOME SENT PA,PlayMusic
9939,snips-train-7168,Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify,PLAY THE SONG VICTIM OF CHANGES FROM HAWK SHARHAWKINS ON SPINIFY,PlayMusic
9940,snips-train-7169,Use itunes to play dancing playlist,USE IDOONES TO PLA DANCING PLAALIST,PlayMusic
9941,snips-train-717,Add this tune to my post metal playlist,ADD THIS TUNEAY MY POST METAL PLAYALIST,AddToPlaylist
9942,snips-train-7170,Play some music by Daniel Carter,PLAYS THE MUSIC BY DANIEL CARTER,PlayMusic
9943,snips-train-7171,Play some noise music on Netflix .,PLEASE THEM NOISE MUSICL NETFLICS,PlayMusic
9944,snips-train-7172,Play A Sudden Rainstorm playlist.,PLASE SUDDEN RAINSTORM PLAYALIST,PlayMusic
9945,snips-train-7173,Play Sense Tu from Ebi Hamedi,PLASON'S CHE FOR MEMIHAMEDY,PlayMusic
9946,snips-train-7174,Play music which has humour on Youtube .,PLAM MUSIC WHICH HAS HUMOR ON YOU DO,PlayMusic
9947,snips-train-7175,Play music from 2005 by Justin Broadrick,PLAY MUSIC FROM TWO THOUSAND FIVE BY ADJUSTIN BRODRIC,PlayMusic
9948,snips-train-7176,have Zvooq play songs from the fifties,HEVS VEGH PLACONS FROM THE FIFTIES,PlayMusic
9949,snips-train-7177,Please play the most popular ep from 1998 by Mc Frontalot,PLEASE PLAY THE MOST POPULAR EP FROM NINETEEN NINETY EIGHT BY M C FRENELI,PlayMusic
9950,snips-train-7178,play a track by Alpha Blondy with Deezer,PLAY TRACK BY ALPHABLANDY WITH DEESER,PlayMusic
9951,snips-train-7179,play a music ballad from the sixties,PLAY A MUSIC BALLAD FROM THE SIXTIES,PlayMusic
9952,snips-train-718,add this artist to my 59th grammy awards,ADD THIS ARTIST TO MY FIFTY NINTH GRAMI AWARDS,AddToPlaylist
9953,snips-train-7180,play Isaac Yamma Slut,PLAY ISAAC YAMASLIHT,PlayMusic
9954,snips-train-7181,play Escapada,PLEUS CAPADA,PlayMusic
9955,snips-train-7182,Can you play me songs from the Estado de ánimo playlist?,CAN YOU PLAY ME SONGS FROM THEE AS TIDO THE ENIMO PLAILEST,PlayMusic
9956,snips-train-7183,"play Lily, Rosemary And The Jack Of Hearts by Chris Goss",PLAY LILY ROSEMARY AN A JACK OF HARTS BY CRISS GALLS,PlayMusic
9957,snips-train-7184,Play some music from Victor Kunonga .,PLAYS OM MUSIC FROM VICTOR KUNONGA,PlayMusic
9958,snips-train-7185,play Vanlose Stairway by Janove Ottesen,PLA VANLOS A STAIRWAY BY YARNOVEH AT ES E,PlayMusic
9959,snips-train-7186,play chant on groove shark from 1996,PLATENON GRUVE SHARK FROM NINETEEN NINETY SIX,PlayMusic
9960,snips-train-7187,Play Eve,PLA,PlayMusic
9961,snips-train-7188,Play all music Alan released in 1997,PLAY ALL MUSIC ALLEN RELEASED IN NINETEEN NINETY SEVEN,PlayMusic
9962,snips-train-7189,Let me use netflix to listen to the last soundtrack from Out Of Eden .,LET ME USE THATLUX TO LISTEN TO THE LAST SOUND SRACKED FROM MANOVEDEN,PlayMusic
9963,snips-train-719,add this track to Punk Rock Workout,AVE THIS TRACK DE PUMK ROCK WORK OUT,AddToPlaylist
9964,snips-train-7190,play Who Do You Think You Are by Magnifico with spotify,PLAYLO YOU THINK YOU ARE MAGNIFICAL WITH SPATIFY,PlayMusic
9965,snips-train-7191,Can you play a melody from the fifties on Last Fm ?,CAN YOU PLAY A MALODY FROM THE FIFTIES ON LAS EFEM,PlayMusic
9966,snips-train-7192,play track Her Majesty,PLEAD DRAG HOUR MAJESTY,PlayMusic
9967,snips-train-7193,Play good Pure Soul on netflix,PLAY A GOOD PURE SOUL ON NEPPLEX,PlayMusic
9968,snips-train-7194,Play me Sun Ra songs from the fifties,PLAILY SOME BRAWSONGS FROM THE FIFTIES,PlayMusic
9969,snips-train-7195,play Yo Ho from the new york pops on Youtube,PLAY YOHO FROM THE NEW YORK HOPSUN UTO,PlayMusic
9970,snips-train-7196,Play Soldier Boy from Melody Gardot,PPLAY SOLDIER BOY FROM MALODY GUARDOL,PlayMusic
9971,snips-train-7197,I want to hear the top 5 Jamie Lidell songs,I WANT TO HEAR THE TOP FIVE J MULADEL SONGS,PlayMusic
9972,snips-train-7198,Play the track Pocahontas John Farnham,PLAY THE TRACK POCOHAN AS JOHN FARNHIL,PlayMusic
9973,snips-train-7199,Play me a song from 1972 by Sweet Emma Barrett,PLAYME A SONG FROM NINETEEN SEVENTY TWO BY SWEETHEMERBURIA,PlayMusic
9974,snips-train-72,add artist John William Boone to my life's short; play fast playlist,ADD ARTIST JOHN WILLIAM BOON TO MY LIFE'S SHORT PLAYFAST PLAYALIST,AddToPlaylist
9975,snips-train-720,add the artist Todd Snider to my Electro Latino playlist,ADD THE ARTIST HANTS NEITER TO MY ELECTROLATINO PLAYALIST,AddToPlaylist
9976,snips-train-7200,play the last Niney The Observer song,PLAY THE LAST NEE MAY THE OBSERVERS SONG,PlayMusic
9977,snips-train-7201,play the last track by Shavo Odadjian,WLAY THE LAST TRACK BY SHARBOOLS YEU,PlayMusic
9978,snips-train-7202,Open Vimeo and play music.,OPEN VIMIAL AND PLAY MUSIC,PlayMusic
9979,snips-train-7203,Play the music from the playlist Get Lit,PLAIN A MUSIC FROM THE PLALES GILET,PlayMusic
9980,snips-train-7204,Play Julie Driscoll,PLAYE JULIEDRISCOL,PlayMusic
9981,snips-train-7205,Play music by Otis Redding .,PLAIN MUSIC BIOTAS RETTING,PlayMusic
9982,snips-train-7206,Play some techno on Lastfm,PLAY SOME THACKNOON LOST,PlayMusic
9983,snips-train-7207,Play some Rui Da Silva .,PLACE SOME RUITO SIVA,PlayMusic
9984,snips-train-7208,Play Rob Dougan on youtube,PLAY RABDUGEN ON YOUTU,PlayMusic
9985,snips-train-7209,"Play music from jeremy taylor on the album Dormi Amore, La Situazione Non È Buona on Groove Shark",PLAY MUSIC FROM JERMY TAYLOR ON THE ALBUM DORMIA MORI LOUISIANA SITUASIONIN ON EBONA ON GRUVE SHARK,PlayMusic
9986,snips-train-721,Add Jonathan Arons to my Indie Electronics playlist,ADD JONATHAN ERANS TO MY INDY ELECTRONICS PLAYALIST,AddToPlaylist
9987,snips-train-7210,Play All The Way My Savior Leads Me on Spotify,PLAY ALL THE WAY MY SAVIOUR LEAVES ME UNSPOTIFY,PlayMusic
9988,snips-train-7211,I need to hear a thirties soundtrack,I NEAN TO HEAR A THIRTY SOUND TRACK,PlayMusic
9989,snips-train-7212,Play Bald by Kaskade .,PLAY BALD BYC CASCADE,PlayMusic
9990,snips-train-7213,Play the artist Joe,PLAY THE ARTIST'S JOE,PlayMusic
9991,snips-train-7214,play some Nastya Kamenskih on Zvooq,PLAY OME NASIA KARMENSKIANSVOK,PlayMusic
9992,snips-train-7215,Use pandora to play music from stano in the year 2005,USE PENDORA TO PLAY MUSIC FROM STANO IN THE YEAR TWO THOUSAND FIVE,PlayMusic
9993,snips-train-7216,Play the 1991 soundtrack from Ian Mcdonald,PLAY TH EN NINETEEN NINETY ONE SOUND TRACH FROM EON MAC DONOLD,PlayMusic
9994,snips-train-7217,Play the playlist Grime Shutdown,PLAY THE PLAYLESS GRIMES SHUT DOWN,PlayMusic
9995,snips-train-7218,Play my Mellow Beats playlist please,PLAY MY MALLOW BEATS PLAILEST PLEASE,PlayMusic
9996,snips-train-7219,play Wolves by Larry Gatlin,PLAY WOLVES BY LARRY GADLIN,PlayMusic
9997,snips-train-722,add Defined by Struggle to Chillin' on a Dirt Road to my playlist,AD DEFINE BY STRUGGLE TO CHILLINON AN DIRT ROAD TO MY PLAALIST,AddToPlaylist
9998,snips-train-7220,I want to hear a soundtrack by dj ozma from the sixties .,I WANT TO HEAR SANTRAC BY DIJ OZMA FROM THE SIXTIES,PlayMusic
9999,snips-train-7221,Can you play that last ep from the twenties,CAN YOU PLAY THAT LARC P FROM THE TWENTIES,PlayMusic
10000,snips-train-7222,play a 1999 track by Pete Seeger on Youtube,PLAY I NINETEEN NINETY NINE TRACK BY PT SIGRONG UTU,PlayMusic
10001,snips-train-7223,use Iheart to listen to retro,USE THAT HEART TO LISTEN TO RETORAL,PlayMusic
10002,snips-train-7224,"Play Chantal Kreviazuk , Sister Ray",PLACE CHANTAR CRAVILAZUC SISTE REY,PlayMusic
10003,snips-train-7225,Play Within You Without You by Distance on zvooq .,PLAY WITHIN YO WITHOUT YE BY DISTANCE ONSVO,PlayMusic
10004,snips-train-7226,Play some ivy anderson from around 1967,PLEAS AMIIVY ANDERSON FOR MORAN NINETEEN SIXTY SEVEN,PlayMusic
10005,snips-train-7227,Play Rei Momo newest album,PLAY REMOMA NEWES TALBA,PlayMusic
10006,snips-train-7228,play good music by General Woo on Deezer,PLAY GOOD MUSIC BY A GENERAL WOU ONDISER,PlayMusic
10007,snips-train-7229,Play some music from 1958 on Deezer .,PLAYS THE MUSIC FROM NINETEEN FIFTY EIGHT ONDISER,PlayMusic
10008,snips-train-723,Add another song to the Cita Romántica playlist.,ADD ANOTHER SONG TO THE SIITA RAMONDI CAPLAALIST,AddToPlaylist
10009,snips-train-7230,Play playlist riveting,PLAY PLAYLINST RIVITY,PlayMusic
10010,snips-train-7231,Play music by Daddy Yankee,PLAIY MUSIC BY DODDY YANKEE,PlayMusic
10011,snips-train-7232,play the latest melody from Cliff Edwards on Deezer,PLAY THE LATEST MALADY FROM CLIFF ADWARD'S ONDISER,PlayMusic
10012,snips-train-7233,play some eighties by Amirbai Karnataki,PLEASE THE MADIES BY A MERER BY CARNATAKI,PlayMusic
10013,snips-train-7234,Can I hear Anna Vissi 's new music on Pandora ?,CAN I HEAR ANEVISE'S NEW MUSIC ON PANDORA,PlayMusic
10014,snips-train-7235,play music by Don Reno,PLA MUSIC BY DON RINO,PlayMusic
10015,snips-train-7236,Open Netflix and find a movie with the song heartful,OPEN NAT FLUXS AND FIND A MOVY WITH A SONG HEARTFUL,PlayMusic
10016,snips-train-7237,Play a melody by Colin Blunstone,PLAY A MELODY BY COLLA AND BLUNDSTONE,PlayMusic
10017,snips-train-7238,Play some good movement music by Brian Littrell from around 2001,PLAS ON GOOD MOVEMENT MUSIC BY BRIAAND LITERAL FOM MARAN TWO THOUSAND ONE,PlayMusic
10018,snips-train-7239,Play some music on Netflix,PLEASE THE MUSIC ON NETFLICS,PlayMusic
10019,snips-train-724,"I need to add an artist to one of my playlists, Classical New Releases Spotify Picks .",I NEED TO ADD AN ARTIST TO ONE OF MY PLAYALISTS CLASSICAL NEW RELEASES SPOTIFY PICKS,AddToPlaylist
10020,snips-train-7240,Play some songs from the fifties,PLAYS THEM SONGS FROM THE FIFTIES,PlayMusic
10021,snips-train-7241,Play some indie music on spotify .,PLEASE OMENDIA MUSIC ONE SPATIFY,PlayMusic
10022,snips-train-7242,Play music off Itunes .,PLAIM MUSIC OF PITUNES,PlayMusic
10023,snips-train-7243,play the Ocelot record using Zvooq,PLAY THE OSSILLIKE RECORD USING SVOCH,PlayMusic
10024,snips-train-7244,Play music from 1999,PLAY MUSIC FROM NINETEEN NINETY NINE,PlayMusic
10025,snips-train-7245,play music by Shinji Miyazaki,PLAY MUSIC BY SENJI MAYIZAKI,PlayMusic
10026,snips-train-7246,Play sixties music by giovanni battista guadagnini .,PLAYSIXES MUSIC BY GIEVANIVATTI SI VARDEN INI,PlayMusic
10027,snips-train-7247,Play some Iris Dement 's theme based 2015 music on lastfm,PLACE ON MYRSTIMENCE THE BASE TWENTY FIFTEEN MUSIC ON LAST,PlayMusic
10028,snips-train-7248,Play me a song from the twenties by Randy Bachman,PLAMY A SONG FROM THE TWENTIES BY RANDY BOCHMEN,PlayMusic
10029,snips-train-7249,Play me the greatest Doctor Fink song on zvooq,PLAYME THE GREATEST DOCTOR FINXALMONSVOUX,PlayMusic
10030,snips-train-725,add rise of the infidels to my bring back the 90s playlist,ADVISE OF THE INFIDILS MAY BRING BACK THE NINETE'S PLAYALIST,AddToPlaylist
10031,snips-train-7250,Can you play a 1967 soundtrack on Slacker,CANYOU PLAY IN NINETEEN SIXTY SEVEN SOUND TRACK ON SLACKER,PlayMusic
10032,snips-train-7251,Play an Asha Bhosle song from around 1964,PLA NACH OF BOSELY SONG FROM AROUND NINETEEN SIXTY FOUR,PlayMusic
10033,snips-train-7252,I want to the latest ballad from Ira Losco,I WANT THE LATEST FALLID FROM MYR LOSCO,PlayMusic
10034,snips-train-7253,Play El Cant Dels Ocells by vini lopez .,PLAY OUT CAMT DELS O SHELLS BY VENE LOPEZ,PlayMusic
10035,snips-train-7254,play music by Rodney Whitaker,PLAY MUSIC BY RADNY WIDOKER,PlayMusic
10036,snips-train-7255,Play The Soft Parade .,PLAY THE SOFT BRAID,PlayMusic
10037,snips-train-7256,play something from 1971 by John Bonham,PLAY SOMETHING FROM NINETEEN SEVENTY ONE BY JOHN BONENAM,PlayMusic
10038,snips-train-7257,Play Intense Studying playlist on Itunes .,PLANTINS SETTING PLAYLI SONITUNS,PlayMusic
10039,snips-train-7258,Play a twenties tune by Jodie Aysha .,PLAY O TWENTY STUNE BY JODIESIA,PlayMusic
10040,snips-train-7259,play some Annie Herring beat street on itunes,PLACED ON MANNY HAIRING BEAT STREET ON NIGHT UNES,PlayMusic
10041,snips-train-726,Add this artist to Reggae Classics playlist,AD THIS ARTIST EREGI CLASSICS PLAALIST,AddToPlaylist
10042,snips-train-7260,Play the last 1954 ep by Povel Ramel .,PLAY THE LAST NINETEEN FIFTY FOUR  P BARPAUVO REMO,PlayMusic
10043,snips-train-7261,Can you play some music on Youtube,CAN YOU PLAY SOME MUSIC ON YOU TWO,PlayMusic
10044,snips-train-7262,Play some Dj Qbert .,PLACE SOM DIGE HUBERT,PlayMusic
10045,snips-train-7263,Can you play a sonata,CAN YOU PLASE TE OT,PlayMusic
10046,snips-train-7264,Play the playlist Gypsy Swing,PLAY THE PLAYLESS GIPSY SWING,PlayMusic
10047,snips-train-7265,Play This Is Animal Collective please,PLATUS IS ANIMAL COLLECTIVE PLEASE,PlayMusic
10048,snips-train-7266,Play me music from the twenties on Itunes .,PLAYME MUSIC FROM THE TWENTY SAL NITUNES,PlayMusic
10049,snips-train-7267,Play Mea Culpa by Rahim Shah,PLAY MAY YOU CALL BARDERHIM SAW,PlayMusic
10050,snips-train-7268,Play music by Nick La Rocca,PLAIN MUSIC BY NICLARACA,PlayMusic
10051,snips-train-7269,Can you use Pandora to play a soundtrack from 1999 by David Sitek ?,CAN YOU USE PANDORA TO PLAY A SOUND TRACK FROM NINETEEN NINETY NINE BY DAVID SITOC,PlayMusic
10052,snips-train-727,Add Andreas Johnson to my Rock Save The Queen playlist,ADANDREUS JOHNS INTO MY ROCKS SAVE THE QUEEN PLAYILIST,AddToPlaylist
10053,snips-train-7270,Play Someday Soon by fiona,PLAY SOME DAYS SOON BY FIENNA,PlayMusic
10054,snips-train-7271,Play some 1962 theme music.,PLAYS THEM NINETEEN SIXTY TO THE MUSIC,PlayMusic
10055,snips-train-7272,Play a movement from 1974 .,CLAYER MOVEMENT FROM NINETEEN SEVENTY FOUR,PlayMusic
10056,snips-train-7273,Play some Rockwell from around 1996,PLEASE THE ROCKWELL FROM AROUND NINETEEN NINETY SIX,PlayMusic
10057,snips-train-7274,Play me Hier Encore by greydon square,PLAY ME YE ON QUARTR BAT GRATE AND SQUARE,PlayMusic
10058,snips-train-7275,listen to Vertexguy track,LISTEN TO VERTUC SKY TRACK,PlayMusic
10059,snips-train-7276,Play some music on Pandora,PLEASE THE MUSIC ON PANDORA,PlayMusic
10060,snips-train-7277,Play the newest 2016 ep from Boaz Mauda .,PLAY THE NEWEST TWENTY SIXTEENY P FROM BOEZMARDA,PlayMusic
10061,snips-train-7278,Play Adieu by Al Arsenault,PLA DO BY AULARS ANO,PlayMusic
10062,snips-train-7279,I want to hear music from carman from the 1966 album,I WANT TO HEAR MUSIC FROM CARMEN FROM NINETEEN SIXTY SIX ALBEN,PlayMusic
10063,snips-train-728,Add Chér to the Still Got the Blues playlist,ADD SHARE TO THE SILGOT THE BLUEST PLAYALIST,AddToPlaylist
10064,snips-train-7280,play the music track of 1998,PLAY THE MUSIC TRACK OF NINETEEN NINETY EIGHT,PlayMusic
10065,snips-train-7281,play music form the fourties with Slacker,PLAY MUSIC FORM THE FORTIES WITH SLAQER,PlayMusic
10066,snips-train-7282,play some fourties Andrew Lloyd Webber on Groove Shark,PLAYS OM FORTIES ANDREW LOYD RUBBER ON GRUVE SHARK,PlayMusic
10067,snips-train-7283,play a tune from 1973,PLAY JUNE FROM NINETEEN SEVENTY THREE,PlayMusic
10068,snips-train-7284,Play any song from 2006,PLAY ANYZAN FROM TWO THOUSAND SIX,PlayMusic
10069,snips-train-7285,Play a popular sound track by Joe Pass on Itunes .,PLAY A POPULAR SOUND TRACK BY JOE PASSO IOTUNES,PlayMusic
10070,snips-train-7286,use Vimeo to play De Camino a Clase playlist,USE VEMO DE PLATE CAMINO A CLACE PLAALIST,PlayMusic
10071,snips-train-7287,Play the song American Patrol by lauryn hill,PLAY THE SONG AMERICAN PATROL BY LURN HILL,PlayMusic
10072,snips-train-7288,Play a symphony from the thirties .,PLAYOF SYMPHONY FROM THE THIRTIES,PlayMusic
10073,snips-train-7289,Play some Antony Harding songs from the eighties,PLEASE LAMENTONY HERITING SONGS FROM THE ITIES,PlayMusic
10074,snips-train-729,I want these are the days added to my spotlight spain 2016 playlist.,I WONE THESE ARE THE DAYS ADDED TO MY SPOT LIGHTS BEING TWENTY SIXTEEN PLAALISTS,AddToPlaylist
10075,snips-train-7290,play music by Vybz Kartel,PLAY MUSIC BAVIBE'S CARTEL,PlayMusic
10076,snips-train-7291,play Sunshine Reggae on youtube,PLACE SUNSHINE REGULAR ON YOU TO,PlayMusic
10077,snips-train-7292,I'm looking for the last track by Fei Yu Ching from the fourties,IM LOOKING FOR THE LAST TRACK BY FAUCINK FROM THE FORTIES,PlayMusic
10078,snips-train-7293,Play track Cabbage by Keiji Haino,PLEA TRACK CABBIS BY ASY HINO,PlayMusic
10079,snips-train-7294,Play a top symphony sort form 1959 by Stuart Garrard .,PLAOTARP SYMPHONY SORT FORMED NINETEEN FIFTY NINE BY STEWARD GERARD,PlayMusic
10080,snips-train-7295,play the album Winner Takes All by Takuro with Last Fm,PLAY THE ALBUM WENNER TAKE SAW BY TAQUARO WITH LAST EPHEM,PlayMusic
10081,snips-train-7296,Play me the last 1980 record by Brenda Kahn,CLAYMETHE LAST NINETEEN EIGHTY RECORD BY BRANDACON,PlayMusic
10082,snips-train-7297,Play the newest melody from Corey Clark on Lastfm,PLAY THE NEWEST MELODY FROM QUARRY CLARK ON LAST,PlayMusic
10083,snips-train-7298,Play Praise The Lord And Pass The Ammunition .,CLAYPREES THE LORD AND PASS THE AMMUNITION,PlayMusic
10084,snips-train-7299,Play some music by Mutlu,PLACSE ON MUSIC BY A MUDLO,PlayMusic
10085,snips-train-73,add jim martin to Deathcore,ADIEM MARTIN TO DATHQUARTE,AddToPlaylist
10086,snips-train-730,add chas chandler to my Aux Cord Privileges,ID CHANCE CHAMLER TO MY OX CORET PRIVILEGES,AddToPlaylist
10087,snips-train-7300,Play some Instrumental music on the service Lastfm,PLEASE SOME INSTRUMENTAL MUSIC ON THE SERVICE LAST,PlayMusic
10088,snips-train-7301,Play The Birds And The Bees by Ceca .,PLAY THE BIRDS IN THE BEEST BY SECA,PlayMusic
10089,snips-train-7302,Play some Hong Junyang .,PLEASE SOME ONG JUNAR,PlayMusic
10090,snips-train-7303,play anything from the twenties,PLAY ANYTHING FROM THE TWENTIES,PlayMusic
10091,snips-train-7304,Play my 88 Keys playlist.,PLAY MY EIGHTY EIGHT HE'S PLAYLIST,PlayMusic
10092,snips-train-7305,Play music from the seventies,PLAY MUSIC FROM THE SEVENTIES,PlayMusic
10093,snips-train-7306,Play some Geir Jenssen .,PLEASE SOMGERGENSI,PlayMusic
10094,snips-train-7307,Play some Jungle music on iheart,PLEASE SOME JUNGLE MUSIC ON THY HOUR,PlayMusic
10095,snips-train-7308,Can you play the newest record from 1966 by Tony Lee,CAN YOU PLAY THE NEWEST RECORD FROM NINETEEN SIXTY SIX BY TONY LEE,PlayMusic
10096,snips-train-7309,Play That Would Be Something by Eden Ahbez,PLAY THAT WULD BE SOMETHING BY ETEN NOBBERS,PlayMusic
10097,snips-train-731,add this album to my Blues playlist,ADD THIS ALBUM TO MY BLUES PLAYALIST,AddToPlaylist
10098,snips-train-7310,play No More Sorrow,PLAY NO MORE SORROW,PlayMusic
10099,snips-train-7311,I want to hear De Eerste Keer from Paul Caiafa off of Google Music,I WANT HERE AIRS TE CURE FROM PAUL CAT THE OFFOF GUGO MUSIC,PlayMusic
10100,snips-train-7312,Play Hughie Graham by Vidyadhar Vyas,PLAY HEWE GRAAN BYTED YADARVJOS,PlayMusic
10101,snips-train-7313,Play music from Art Porter Junior movie sound track using Vimeo,PLAY MUSIC FROM ART PORTER JUNIOR MOVI SOUND TRACHUSING VIMEO,PlayMusic
10102,snips-train-7314,I'd like to hear a track by Theo Keating .,I'D LIKE TO HEAR A TRACK BY THEO HEATING,PlayMusic
10103,snips-train-7315,Play music from the track She Came In Through The Bathroom Window,PLAY MUSIC FROM THE TRACKS SHE CAME IN THROUGH THE BATH ROOM WINDOW,PlayMusic
10104,snips-train-7316,Play Junun by Noam Kaniel .,PLAYED ONOON BY NOME CANIO,PlayMusic
10105,snips-train-7317,I want to hear a Gucci Mane song from Last Fm from 2002,I WANT TO HEAR A GOOCHY MAIN SONG FROM LUST TA FIM FROM TWO THOUSAND TWO,PlayMusic
10106,snips-train-7318,I want to hear Richard Falomir 's best song on Pandora,I WANT TO HEAR RICHARD FALIMIR'S BEST SONG ON PANDORA,PlayMusic
10107,snips-train-7319,Play thirties on Lastfm,PLAY THIRDES ON LAST,PlayMusic
10108,snips-train-732,add Totally Stress Free by bobby lord to my playlist,AB TOTALLY STRUSTRY BY BOBBY LORD TO MY PLAYALIST,AddToPlaylist
10109,snips-train-7320,Play something by Louisiana Blues,PLAY SOMETHING BY LOUISIANA BLOWS,PlayMusic
10110,snips-train-7321,Play my Fusion Fest playlist on Youtube,PLAY MY FUSION FAST PLAYLIST ON YOU TO,PlayMusic
10111,snips-train-7322,Start playing something off Spotify,STARP PLAYING SOMETHING OFF SPOTIFY,PlayMusic
10112,snips-train-7323,I want to hear music off my Indie Festival playlist,I WANT TO HEAR MUSIC OFF MY INDY FESTIVAL PLAALIST,PlayMusic
10113,snips-train-7324,Use Pandora to play music from Maki Onaga from the album made in the nineties,USED PANDORA TO PLAY MUSIC FROM MACIONAGA FROM THE ALBAM MAIDEN ANINES,PlayMusic
10114,snips-train-7325,I want to hear a Sandra ep,I WANT TO HEAR SANDRA E P,PlayMusic
10115,snips-train-7326,Play a track from 1959 .,PLAY TRACK FROM NINETEEN FIFTY NINE,PlayMusic
10116,snips-train-7327,Play Greg Raposo songs from the thirties,PLAYUE REGRAPOSO SONGS FROM THE THIRDIES,PlayMusic
10117,snips-train-7328,Play the album Will Rap Over Hard Rock For Food,PLAY THE ALBUM WILL RAP OVER HARD ROCK FOR FOOD,PlayMusic
10118,snips-train-7329,Play the greatest record by Joe Purdy on Google Music,PLAY THE GREATEST RECORD BY JOPERDION GUGO MUSIC,PlayMusic
10119,snips-train-733,Can ten green bottles be added to brooklyn beat ?,CAN TEN GREEN BOTTLES BE ADDED TO BROOKLANE BEAT,AddToPlaylist
10120,snips-train-7330,I'd like to listen to Tom Cochrane 's 1990 ep on Zvooq .,I LIKE TO LISTEN TO TOM CARKINS NINETEEN NINETY EH P ON SVOGH,PlayMusic
10121,snips-train-7331,Play some music from 1993 on Itunes .,PLAYS THE MUSIC FROM NINETEEN NINETY THREE O NATI TUNES,PlayMusic
10122,snips-train-7332,Play a popular Gurdas Maan track,PLAY POPULAR GIRDOFF'S MAN TRACK,PlayMusic
10123,snips-train-7333,Play the thirties soundtrack by ghader abdollahzadeh on Youtube,PLAY THE THIRTY SANTRAC BY GUDER ABDALAZADRE ON YUTU,PlayMusic
10124,snips-train-7334,play music from the twenties,PLAY MUSIC FROM THE TWENTIES,PlayMusic
10125,snips-train-7335,Play Gloria on last fm,PLAY GLORY ON LASE APERM,PlayMusic
10126,snips-train-7336,play Tom Jones album from the twenties,PLEAD TOM JONES ALBUM FROM THE TWENTIES,PlayMusic
10127,snips-train-7337,Play the newest released song from 1951,PLAY THE NEWEST RELEASED SONG FROM NINETEEN FIFTY ONE,PlayMusic
10128,snips-train-7338,Play the track R U Professional by Roberto Carlos Braga,PLAY THE TRACK ARE YOU PROFESSIONAL BY ROBURDO CARLOSBRAGA,PlayMusic
