,train_index,train_sentence,aditi_sentence,train_label
8763,snips-train-6109,Play some Laurie Anderson .,PLAYSOME LORIANDERSEN,PlayMusic
8764,snips-train-611,Put jiro in my clásicos del hip hop español playlist.,PUT A GEROIN MY CLASSIC OSTEL HIPOPAS PANNYAL PLAILIST,AddToPlaylist
8765,snips-train-6110,Play Niko from the fourties,PLAIN ICO FROM THE FORTES,PlayMusic
8766,snips-train-6111,Play some music by Jody Williams from 2001,PLAY SOME MUSIC BY JEORGIE WYLLIAMS FROM TWO THOUSAND ONE,PlayMusic
8767,snips-train-6112,I need to hear the new Kevin Fowler album,I NEED TO HEAR THE NEW CAVEN FOWLER ALBUM,PlayMusic
8768,snips-train-6113,Play a 2004 song by eliel on Zvooq .,PLAY A TWO THOUSAND FOUR SONG BY ELIELON ZUK,PlayMusic
8769,snips-train-6114,Can you play a song from the newest movement by prince on Lastfm,CAN YOU PLAY A SONG FROM THE NEWEST MOVEMENT BY PRINCE ON LAST,PlayMusic
8770,snips-train-6115,Play top 20 from frank farian,PLAT OP TWENTY FROM FRANC FARIEN,PlayMusic
8771,snips-train-6116,I want to hear the Jody Williams sound track,I WANT TO HEAR THE JODIE WILLIAMS SOUND TRACK,PlayMusic
8772,snips-train-6117,Play top-twenty fourties movement music by Mohammad Reza Lotfi .,PLAY TOP TWENTY FORTI'S MOMENT MUSIC BY MOMADRISA LOTFI,PlayMusic
8773,snips-train-6118,play robert fripp sound track on Pandora,PLAY ROBERT TRIPSOUN TRACK ON PANDURA,PlayMusic
8774,snips-train-6119,turn on Google Music to play 1991,TURN ON GOWELL MUSIC TO PLAY NINETEEN NINETY ONE,PlayMusic
8775,snips-train-612,Add New Wave Blues to my Push Button Funk playlist,AD NEW WAVE BLUES TO MY PUSH BUTTON FONT PLALIST,AddToPlaylist
8776,snips-train-6120,play Phil Spalding soundtrack from the seventies,PLAYFIL SPOILTING SOUND TRACK FROM THE SEVENTES,PlayMusic
8777,snips-train-6121,play Wanted by Erykah Badu,PLA WANTED BY ELKABAR DO,PlayMusic
8778,snips-train-6122,Play The New Retro playlist on Netflix .,PLAY THE NEW RED ROPLELISTON NET FLAKES,PlayMusic
8779,snips-train-6123,Play Kk on Zvooq .,PLEKEKI ON ZUK,PlayMusic
8780,snips-train-6124,Play Clásicos del Hip Hop Español,PLAKE LASSICO DELHIPOBESPANIOL,PlayMusic
8781,snips-train-6125,play Abhijeet Bhattacharya from 1986,PLE APIGITE BARTACARIA FROM NINETEEN EIGHTY SIX,PlayMusic
8782,snips-train-6126,play Jawad Ahmad,PLEA OVAR THE HUMAD,PlayMusic
8783,snips-train-6127,Play Elysium from Ryan Cayabyab,PLAILISIAM FROM RANKI ABIAB,PlayMusic
8784,snips-train-6128,Please play Bitch Please Ii,PLEASE PLAY BITGE PLEASING ME,PlayMusic
8785,snips-train-6129,play a top-10 ballad from 1995,PLEER TOPTAN BALLARD FROM NINETEEN NINETY FIVE,PlayMusic
8786,snips-train-613,add people take pictures of each other to Rhythm and Blues playlist,AT PEOPLE TAK PICTURES OF EACH OTHER TO RHYTHM AND BLOSE PLAILEST,AddToPlaylist
8787,snips-train-6130,play songs from the sixties,PLAY SONGS FROM THE SIXTIES,PlayMusic
8788,snips-train-6131,play music on netflix,PLAY MUSIC ON NET FLAKES,PlayMusic
8789,snips-train-6132,Play Llegando a Casa playlist,PLEEG AN DO CASSA PLALIST,PlayMusic
8790,snips-train-6133,Find me music by Kaori Utatsuki off the album that has top-twenty hits,FIND ME MUSIC BY CAV TAT SUKI OFF THE ALBON THAT HAS TOPPED TWENTY HEADS,PlayMusic
8791,snips-train-6134,Play concerto from the eighties,PLACAN CETTO FROM THE ETES,PlayMusic
8792,snips-train-6135,I'd like to hear Ami Suzuki 's latest record,I'D LIKE TO HEAR AMISAZUKI'S LATEST RECORD,PlayMusic
8793,snips-train-6136,Play some Ray Williams music from the nineties on spotify,PLAY SOME REAR WILLIAMS MUSIC FROM THE NINETY SON PORTIFI,PlayMusic
8794,snips-train-6137,Play Arif music from the fourties .,PLA ARIF MUSIC FROM THE FORTIES,PlayMusic
8795,snips-train-6138,Play Nick Hexum latest album,PLINIC ACX SOME LATES ALBUM,PlayMusic
8796,snips-train-6139,play a tune from 2000 by Bronislau Kaper,PLAYR TUNE FROM TWO THOUSAND BY BRANA LOW KEEPER,PlayMusic
8797,snips-train-614,Add The Rebirth of Kirk Franklin to the Fiesta playlist.,AT THE REBORT OF COK FRANKLIN TO THE FIESTA PLALEST,AddToPlaylist
8798,snips-train-6140,Play my Still Got the Blues playlist.,PLAY MY STILL GOD THE BLUES PLALEST,PlayMusic
8799,snips-train-6141,Play a melody from Leigh Nash using Lastfm,PLAY A MELODY FROM LEANASH USING LAST,PlayMusic
8800,snips-train-6142,Play some Oleg Anofriyev from 1960 .,PLASAMOLEGANOF EVE FROM NINETEEN SIXTY,PlayMusic
8801,snips-train-6143,Play some Mark Tremonti from the thirties .,PLIS SOME MARTROMONTI FROM THE TURTIS,PlayMusic
8802,snips-train-6144,Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai,OPEN UTO WHEN PLACONI FRANCIS SING SPANISH AND LATIN AMERICAN FAVORITES FROM YUQICO I WAI,PlayMusic
8803,snips-train-6145,"Play Fight On, State .",PLAY FIGHT ON STATE,PlayMusic
8804,snips-train-6146,Play the top ten theme music from 1975 by Tom Baxter,PLAYED THE TOPDANTHIM MUSIC FROM NINETEEN SEVENTY FIVE BY DOM BAXTER,PlayMusic
8805,snips-train-6147,I want to hear the latest twenties album from Kyle Riabko,I WANT TO HEAR THE LATEST TWENTISALBUM FROM CAILRIABGO,PlayMusic
8806,snips-train-6148,Play me a nineties ep,PLAY ME A NINETI SIPPE,PlayMusic
8807,snips-train-6149,Play the top symphony music from Ejigayehu Shibabaw,PLAY THE TOPSYMPHONY MUSIC FROM EZIGAI HUSHUBABO,PlayMusic
8808,snips-train-615,add this tune by mopreme shakur to the Party ¡Fiesta playlist,AD THE STUNE BY MO PREME CHACGOUR TO THE BODY FIERSTAR PLAYLIST,AddToPlaylist
8809,snips-train-6150,I want to hear the Fear The Boom And Bust song from haruka shimotsuki off of Spotify,I WANT TO HEAR THE FEAR THE BOOM AND BUST SONG FROM HARUKA SHIMOTSAKIY OF OF SPORTIFI,PlayMusic
8810,snips-train-6151,"I want to hear Aki Nawaz , play the song fair annie .",I WANT TO HEAR AKIN OF US PLAY THE SONG FARANI,PlayMusic
8811,snips-train-6152,Play any album from the twenties,PLAANIALBUM FROM THE TRENTES,PlayMusic
8812,snips-train-6153,play a chant by Mike Jones,PLAYR CHANT BY MYK JONS,PlayMusic
8813,snips-train-6154,Play some Armik from the fourties,PLA SOMALMIC FROM THE FORTES,PlayMusic
8814,snips-train-6155,play primus,PLEPRIMERS,PlayMusic
8815,snips-train-6156,Play a ballad by Owen Pallett from the seventies on Slacker .,PLAYA BALLARD BY ON BALLAD FROM THE SEVENTEES ON SLAQER,PlayMusic
8816,snips-train-6157,Play some music on Vimeo .,PLAY SOME MUSIC ON VEMIE,PlayMusic
8817,snips-train-6158,Please play the newest music by Evil Jared Hasselhoff,PLEASE PLAY THE NEWEST MUSIC BY EVIL GERAD HASSELHOFF,PlayMusic
8818,snips-train-6159,play newest soundtrack from 2008,PLENEWEST SOUND TRACT FROM TWO THOUSAND EIGHT,PlayMusic
8819,snips-train-616,Add Michael Balzary to mujeres y hombres y fiesta,ADD MICHAEL BALTRITE MUHERESS WY OMBRIS WIFE EESTER,AddToPlaylist
8820,snips-train-6160,Play Maggot Brain by Albano Carrisi,PLAY RAGGET BRAIN BY ALBANO CARIZZI,PlayMusic
8821,snips-train-6161,Play the top fifty record from Alan Jardine,PLAY THE TOP FIFTY RECORD FROM ALEN JARDINE,PlayMusic
8822,snips-train-6162,Play a song from 1994 .,PLAY A SONG FROM NINETEEN NINETY FOR,PlayMusic
8823,snips-train-6163,Play my Acoustic Covers playlist on Spotify .,PLAY MY ACOUSTIC COVERS PLAYLIST ON SPOTIFY,PlayMusic
8824,snips-train-6164,Play a track by Ishmon Bracey on Iheart .,PLAY A TRACK BYISHMAN BRIZZY ON I HART,PlayMusic
8825,snips-train-6165,Play slow rock music on Vimeo,PLAY SLOWROQ MUSIC ON VEMIE,PlayMusic
8826,snips-train-6166,Play me the most popular Peja song on Slacker,PLAILY THE MOST POPULAR PEAS SONG ON SLACKER,PlayMusic
8827,snips-train-6167,Open youtube,OPEN YOU TWO,PlayMusic
8828,snips-train-6168,Please play me some Satire music,PLEASE PLA ME SOME SATIRE MUSIC,PlayMusic
8829,snips-train-6169,Play the tune by Adam Yauch,PLAY THE TUNE BY ADAM IAOU,PlayMusic
8830,snips-train-617,Add Appreciation Day to My Folksy Love,AND APPRECIATION DAY TO MY FOXY LOVE,AddToPlaylist
8831,snips-train-6170,Play me some Goa,BLAME ME SOME GORE,PlayMusic
8832,snips-train-6171,play Chance Of A Lifetime on Zvooq,PLE CHANCE OF A LIFETIME ON ZOOK,PlayMusic
8833,snips-train-6172,play Mohammed Abdu from top 20,PLAY MOHA MADABDU FROM TOP TWENTY,PlayMusic
8834,snips-train-6173,Play music by Ian Haugland,PLAY MUSIC BY EN HOWLAND,PlayMusic
8835,snips-train-6174,play Only Hope by Graham Bonnet,LAY ONLY HOPED BY GRAHAM BONNET,PlayMusic
8836,snips-train-6175,Play music from 2010 by Jason Donovan,PLAY MUSIC FROM TWENTY TEN BY JASENT ONIVAN,PlayMusic
8837,snips-train-6176,Play top-five concerto music from 1992,PLITOP FIVE CANCETTO MUSIC FROM NINETEEN NINETY TWO,PlayMusic
8838,snips-train-6177,play Pandora Christian Gangsta Rap,LI PANDURA CHRISTIAN GANGSTTE RAP,PlayMusic
8839,snips-train-6178,play some good amber gristak on Lastfm,PLA SOME GOOD AMBER GRUSACON LAST,PlayMusic
8840,snips-train-6179,play Glenn Yarbrough tunes,PLAGUE LANIARBROTOUNES,PlayMusic
8841,snips-train-618,"I want to send music to ann's lists from SIR John Winston Ono Lennon , put it on her Infinite Indie Folk list",I WANT TO SEND MUSIC TO ANC'E LISTS FROM SIR JOHN WINSTON ONOLENEN PUT IT ON HER INFINITE IN THE FOKLIST,AddToPlaylist
8842,snips-train-6180,play some 1991 Dave Barker,PLAY SOME NINETEEN NINETY ONE DAY OF BARKER,PlayMusic
8843,snips-train-6181,Play a concerto from the nineties,CLER CANCETTO FROM THE NINETIES,PlayMusic
8844,snips-train-6182,Play Thelma Aoyama 's latest concerto,PLAY PELMA EO YAMA'S LATEST CONCETTO,PlayMusic
8845,snips-train-6183,Play The Garden Of Allah from Wade Mainer,PLAY THE GARDEN OF ALLA FROM WIDMANER,PlayMusic
8846,snips-train-6184,Play fourties record,PLAY FORTYS RECORD,PlayMusic
8847,snips-train-6185,play scott la rock from Stella on Slacker,PLES GOT LAROCK FROM STELLA ON SLACKER,PlayMusic
8848,snips-train-6186,Please play Kabhi Jo Baadal Barse by Ruth Lorenzo,PLIS PLAKE OPIGIO BATTLE BERSE BY RUE LORENZO,PlayMusic
8849,snips-train-6187,Play the top 20 ep from the fifties by John Bundrick .,PLAY THE TOP TWENTY BEE FROM THE FIFTIES BY JOHN BUNDRIC,PlayMusic
8850,snips-train-6188,Play a popular ballad by Amanda,PLA A POPULA BALLAD BY A MANDER,PlayMusic
8851,snips-train-6189,play Lastfm by Steampunk,LY LOST BY STEAM BUNK,PlayMusic
8852,snips-train-619,add jeanette to extreme metal workout,ADGENETE TO EXTREME METAL WALK OUT,AddToPlaylist
8853,snips-train-6190,Play track Ai Se Eu Te Pego on google music from artist Maestro,PLA TRAC ESSAY E HUT E BEGO ON GOELL MUSIC FROM ARTIST MYSTRO,PlayMusic
8854,snips-train-6191,Play Magic Time by Phoebus,PLAY MAGIC TIME BY PHOEBUS,PlayMusic
8855,snips-train-6192,play twenties music off of my Itunes,PLAY WENTY'S MUSIC OFF OF MY EYETUNES,PlayMusic
8856,snips-train-6193,play the track The Wizard And I,PLEA THE TRAG THE WIZARD AND I,PlayMusic
8857,snips-train-6194,Play music on Groove Shark .,PLAY MUSIC ON GRUVSHAK,PlayMusic
8858,snips-train-6195,Play Alfredo Zitarrosa on spotify .,PLEALFREDO SITA ROSA ON SPORTIFY,PlayMusic
8859,snips-train-6196,I want to hear Ready by Frankenstein Drag Queens From Planet 13,I WANT TO HEAR READY BY FRANKINSTEIN DRAGQUEENS FROM PLANET TIRTIN,PlayMusic
8860,snips-train-6197,I want to hear La Jaula De Oro by Mc Ren on Google Music .,I WANT TO HEAR LAGE OLADE OR UBA AM SYRIN ON GUEL MUSIC,PlayMusic
8861,snips-train-6198,I want to hear Sebastian 's songs from the thirties on Youtube,I WANT TO HEAR SEBASTIONS SONGS FROM THE THURTISONEW TUBE,PlayMusic
8862,snips-train-6199,Play something from the jonathon lee movement,PLAYS SOMETHING FROM THE JONATANLY MOVEMENT,PlayMusic
8863,snips-train-62,Add mc ren to my It's a Southern Thing playlist,ADAM SYRIAN TO MITES A SOUTHERN PENK PLAYLIST,AddToPlaylist
8864,snips-train-620,Add feel the passion to my this is kudai playlist.,AND FEEL THE PASSION TO MY THYSIS COOD A PLALEST,AddToPlaylist
8865,snips-train-6200,play a Keith Richards album,PLAQIT RICHARD SALBUM,PlayMusic
8866,snips-train-6201,Play something off Google Music,PLAYS SOMETHING OF GOGAL MUSIC,PlayMusic
8867,snips-train-6202,use Deezer to play top five Moya Brennan,USED ESA TO PLAY TOP FIVE MOYA BRENON,PlayMusic
8868,snips-train-6203,Use netflix to play a record by Emil Gilels from year 2015,USE NET FLEX TO PLAY A RECORD BY A MIL GILLEZ FFROM YEAR TWENTY FIFTEEN,PlayMusic
8869,snips-train-6204,I want to hear something eclectic,I WANT TO HEAR SOMETHING ECLECTIC,PlayMusic
8870,snips-train-6205,play playlist A Mis Niños de 30,LEPLELIS TAMOUS NINIOSTE THIRTI,PlayMusic
8871,snips-train-6206,Play the Instrumental Study on Vimeo .,PLAY THE INSTRUMENTAL STUDY ON VEMEE,PlayMusic
8872,snips-train-6207,play a ballad by Giorgio Moroder,PLABALLAD BY GEORGIOMARODER,PlayMusic
8873,snips-train-6208,Play the song Jingle Bells,LY THE SONG JINGLE BELLS,PlayMusic
8874,snips-train-6209,play Robin Trower Unravel,LAY ROBIN TRUIS UNRAVEL,PlayMusic
8875,snips-train-621,Add tune to Reggae Infusions,A TUNE TO REGI INFUSIONS,AddToPlaylist
8876,snips-train-6210,Open Youtube and play Renaldo Lapuz record from the eighties,OPEN OUTO WHEN PLA RANALDO LA POS RECORD FROM THE ETIS,PlayMusic
8877,snips-train-6211,Play Ik Hou Van Jou by Elena Temnikova,PLEICUVAN JO BY LINA TEMNICOVE,PlayMusic
8878,snips-train-6212,Play Portsmouth by Paul Smith on Google Music .,PLAY PORTSMITHED BY PALLS MET ON GOOIL MUSIC,PlayMusic
8879,snips-train-6213,Play me a Felix Kubin from No Light on Spotify,PLAY ME O FELIX COOBING FROM NO LIGHT ON SPOTERFY,PlayMusic
8880,snips-train-6214,Play a top-50 tune from 1982 .,PLAYE TOP IFTY TUNE FROM NINETEEN EIGHTY TWO,PlayMusic
8881,snips-train-6215,Play Shoo on iheart from greatest record,PLA SHU ON Y HAT FROM GREATEST RECORD,PlayMusic
8882,snips-train-6216,Play a nineties tune by Sugar Minott on Netflix,PLAY A NINETY STUNE BY SUGAR MANOTO NET FLAKES,PlayMusic
8883,snips-train-6217,Play some showtunes music.,PLAY SOME SHOCHUN'S MUSIC,PlayMusic
8884,snips-train-6218,Play some music from 1985 by Rolf Harris,PLAYSOME MUSIC FROM NINETEEN EIGHTY FIVE BY ROLPHARAS,PlayMusic
8885,snips-train-6219,play the top five songs by Isaac Hayes,BLAY THE DOB FIVE SONGS BY ISAAC HAE,PlayMusic
8886,snips-train-622,add kjetil vidar haraldstad to listas de éxitos,AT GETTLE VIDAR HORALSTAD TO LIST AS THE EXITOS,AddToPlaylist
8887,snips-train-6220,play Lastfm tunes from 1997,LALOST FROM TUNES FROM NINETEEN NINETY SEVEN,PlayMusic
8888,snips-train-6221,Can you play some eighties music,CAN YOU PLAY SAMMETES MUSIC,PlayMusic
8889,snips-train-6222,Play Elliot Easton 's album Beautiful,PLAELIAT ISTANCE ALBON BEAUTIFUL,PlayMusic
8890,snips-train-6223,Can you play something off my Kids Workout playlist on Groove Shark,CAN YOU PLAY SOMETHING OF MY KITS WORK OUT PLARLESTON GROVE SHARK,PlayMusic
8891,snips-train-6224,Play Lil Hardin Armstrong from Itunes .,PLA LITL HURDIN ARM STRONG FRO MY TUNES,PlayMusic
8892,snips-train-6225,I want to hear eighties music by Noko on deezer .,I WANT TO HEAR IT IS MUSIC BY NOCO ON DIZA,PlayMusic
8893,snips-train-6226,Play me a fifties song,BLAY ME OF FIFTY SONG,PlayMusic
8894,snips-train-6227,Play some movement from 1959 on deezer .,LA OME MOVMENT FROM NINETEEN IFTY NINE ON DIZE,PlayMusic
8895,snips-train-6228,play Clifford Brown All Stars by Michael Balzary,PLAYLIFFERED BROW ALL STARS BY MICHAEL BALCRY,PlayMusic
8896,snips-train-6229,Play me a 1990 sound track,LIMIE NINETEEN NINETY SOUND TRACK,PlayMusic
8897,snips-train-623,add the artist to the 90's Baby Makers playlist,ADD THE ARTIST TO THE NINETYES BABE MAKERS PLAILEST,AddToPlaylist
8898,snips-train-6230,play some seventies Dj Colette,PLAY SOME SEVENTIES DIJECALETE,PlayMusic
8899,snips-train-6231,I'd like to hear Cry Baby Cry by Ally Kerr .,I'D LIKE TO HEAR CRY BABY CRY BY A LIKE UR,PlayMusic
8900,snips-train-6232,Play me a song by Teitur Lassen on Groove Shark,PLAMY A SONG BY TITTER LASINON GRUVE SHARK,PlayMusic
8901,snips-train-6233,play Lastfm pop tunes,PLAY LAST FROM BOBTIONS,PlayMusic
8902,snips-train-6234,play some latin on Zvooq,PLAY SOME LATIN ON ZUK,PlayMusic
8903,snips-train-6235,Play the album 21st Century Live by Chet Lam on Itunes .,PLAYED THE ALBUM TWENTY FIRST CENTURY LIVE BY JADE LAMONITUNES,PlayMusic
8904,snips-train-6236,Play some chant music by Kevin Jonas on deezer .,PLAY SOME CHANT MUSIC BY CAVENGIONA SONDISA,PlayMusic
8905,snips-train-6237,Play some space music on Google Music,PLAYS SOME SPACE MUSIC ON GUGAL MUSIC,PlayMusic
8906,snips-train-6238,Play my Women of Rock playlist.,PLAY MY WOMEN OF ROCK PLAILEST,PlayMusic
8907,snips-train-6239,Play movement music from Sheryfa Luna,PLAY MOVEMENT MUSIC FROM SHERRIFALUNA,PlayMusic
8908,snips-train-624,I want to put this song in my new boots playlist,I WANT TO PUT THE SONG IN MY NEW BOOTS PLAILEST,AddToPlaylist
8909,snips-train-6240,Play a Loretta Lynn tune on Groove Shark,PLEAL RETALENTUN ON GRUV SHARK,PlayMusic
8910,snips-train-6241,Play  music from the thirties .,PLAY MUSIC FROM THE THERTIES,PlayMusic
8911,snips-train-6242,Play me the new King Curtis music on Google Music .,PLAINLY THE NEW KINCARTES MUSIC ON GUGL MUSIC,PlayMusic
8912,snips-train-6243,play the top nineties melody by Gus G,PLAY THE TOP NINETY'S MELODY BY GUS GE,PlayMusic
8913,snips-train-6244,Play chant from Freddy Fender on iheart,PLAY CHANT FROM FREDDY FENDER ON Y HEART,PlayMusic
8914,snips-train-6245,Play Regulate…g Funk Era by artist Iouri Bachmet on groove shark,PLAY REGULATE G FONKERER BY ARTIST IOIBAGMET ON GRUVE SHACK,PlayMusic
8915,snips-train-6246,Play the track Grow Old With Me by artist Chloe Rose Lattanzi,PLAY THE TRACK GROW OLD WIDH ME BY ARTIST CLOI ROS LA TANZI,PlayMusic
8916,snips-train-6247,"use netflix to play Bizzy Bone Kiss Me Goodnight, Sergeant Major",USE NET FLICKS TO PLAY BUZY BOON KISS ME GOOD NIGHT SERGEANT MAJOR,PlayMusic
8917,snips-train-6248,Can you play a song off an album by Shirley Horn,CAN YOU PLAY A SONG OFF AN ALBUM BY SHIRLEY HON,PlayMusic
8918,snips-train-6249,Play music on Spotify .,PLAY MUSIC ON SPORTIFY,PlayMusic
8919,snips-train-625,put artist paulinho da costa on my Very Nearly Nashville playlist,PUT ARTIST PAU LENO BA COSTA ON MY VERY NEARLY NATURAL PLAYLIST,AddToPlaylist
8920,snips-train-6250,Use Deezer to play music by Kimberley Walsh,USED IZA TO PLAY MUSIC BY KIMBELYWALSH,PlayMusic
8921,snips-train-6251,play Piano Ballads on Netflix,PLEPIANO BALLADS OR NET FLAKES,PlayMusic
8922,snips-train-6252,Play music from 2012 on Netflix .,PLAY MUSIC FROM TWENTY TWELVE OR NET FLAKES,PlayMusic
8923,snips-train-6253,Play a seventies soundtrack by steve walsh on Groove Shark,PLAYER SEVENT SOUND TRACK BY STEEP WATCH ON GROOVE SHACK,PlayMusic
8924,snips-train-6254,Play some music from the sixties,PLAY SOME MUSIC FROM THE SIXTIES,PlayMusic
8925,snips-train-6255,Play music in the genre soundtrack,PLAY MUSIC IN THE JONRO SONTRA,PlayMusic
8926,snips-train-6256,Play the Mister Music Man by Gene De Paul .,PLAY THE MISTER MUSIC MAN BY JEAN DIPOL,PlayMusic
8927,snips-train-6257,Play Supernaut by Armand Van Helden,PLAY SUPERNOT BY ARMOND VAN HELDEN,PlayMusic
8928,snips-train-6258,Play a 1974 sound track on Vimeo .,PLAY IN NINETEEN SEVENTY FOUR SOUND TRACON VEMI,PlayMusic
8929,snips-train-6259,Play music from the list Indie Electronics,PLAY MUSIC FROM THE LIST INDIELECTRONICS,PlayMusic
8930,snips-train-626,Add mr j medeiros to my Women of Country playlist.,ADD MISTER JAME DEROS TO MY WOMEN OF COUNTRY PLAYLIST,AddToPlaylist
8931,snips-train-6260,Play some Maynard James Keenan songs from Scenes From The Big Chair,PLAY SOME MEN AD JAMS KEN AND SONGS FROM SENS FROM THE BIG CHAIR,PlayMusic
8932,snips-train-6261,Play my entertaining playlist,PLA MY ENTERTAINING PLAINLEST,PlayMusic
8933,snips-train-6262,Find a top fifty zahir howaida concerto from the seventies,FIND A TOP FIFTI ZA HIL HAEDA CANCETTO FROM THE SEVENTIES,PlayMusic
8934,snips-train-6263,Play dhafer youssef top-twenty on netflix,PLAD AFFOR YOU SAF DOP TWENTY ON NET FLAKS,PlayMusic
8935,snips-train-6264,Play music from 2007 .,PLAY MUSIC FROM TWO THOUSAND SEVEN,PlayMusic
8936,snips-train-6265,Play Rap Album One by Gene Vincent .,PLAY RAP ALBUM ONE BY JEAN VINCENT,PlayMusic
8937,snips-train-6266,Play some sister rosetta tharpe songs from the eighties,PLAY SOME SISTER ROSETTA TARP SONGS FROM THE ITIES,PlayMusic
8938,snips-train-6267,I want to hear Steven Harwell from the thirties,I WANT TO HEAR STEPHEN HARWELL FROM THE THIRTIES,PlayMusic
8939,snips-train-6268,Play some seventies songs from Luke Haines off of youtube,PLAY SOME SEVENTY SONGS FROM LUK HAINS OFF A VEW TUBE,PlayMusic
8940,snips-train-6269,I'd like to hear chant songs from nineties,I'D LIKE TO HEAR CHANC SONGS FROM NINETIES,PlayMusic
8941,snips-train-627,Add rosemary clooney to Pura Vida playlist,AD ROSEMARY CLONEY TO PUR A THA PLAILEST,AddToPlaylist
8942,snips-train-6270,Play Metal Crash Course playlist.,PLAY METTLE CRASH CORSE PLAYLIST,PlayMusic
8943,snips-train-6271,Play Geddy Lee music on Spotify sort by top,PLAGUADILY MUSIC ON SPORTIFY SOUGHT BY TOP,PlayMusic
8944,snips-train-6272,Want to hear a chant by Nellie Mckay from the year 2008,ONE TO HEAR A CHANCE BY NELLY MACKIF FROM THE YEAR TWO THOUSAND EIGHT,PlayMusic
8945,snips-train-6273,play me music by Whip with Zvooq,PLAY ME MUSIC BY REPWIT ZOU,PlayMusic
8946,snips-train-6274,Play eighties music by Kaira Kwong on Google Music,PLAY IT IS MUSIC BY KARA QUANGON GUGEL MUSIC,PlayMusic
8947,snips-train-6275,Play artist stu davis from the album Dub Chamber 3 on Netflix,PLAYARTISTS TO DAVIS FROM THE ALBUM DOF CHAMBER THREE OR NET FLAKS,PlayMusic
8948,snips-train-6276,Play a song by Electric Tones from their Kurutta Taiyō album on Last Fm,PLAY A SONG BY ELECTRIC TONES FROM THE CURUTATAO ALBOMON LAST EFFEM,PlayMusic
8949,snips-train-6277,Play a concerto top ten sort by Lloyd .,PLE CONCETTO TOPPD AND SOGT BY LOYD,PlayMusic
8950,snips-train-6278,Play some art punk .,PLA SOME AD BUNK,PlayMusic
8951,snips-train-6279,I want ohear the 1996 soundtrack from deezer,I WANT O HERE THE NINETEEN NINETY SIX SOUND TRACK FROM DIZER,PlayMusic
8952,snips-train-628,put Bring Me Down onto my tokyo rising playlist,BUT BRING ME DOWN ON TO MY TOKYO RISING PLAILEST,AddToPlaylist
8953,snips-train-6280,play a ballad by Bob Johnston,PLAYA BALLAD BY BOB JOHNSTON,PlayMusic
8954,snips-train-6281,Play music by Janet Paschal,PLAY MUSIC BY JANET BASCYLL,PlayMusic
8955,snips-train-6282,Play a 2013 song on Groove Shark,PLAY A TRENTY THURTING SONG ON GRUVE SHARK,PlayMusic
8956,snips-train-6283,Play 2004 on pandora,PLAY TWO THOUSAND FOR ON PANDORA,PlayMusic
8957,snips-train-6284,Play some Paulinho Da Viola from 1965 .,PLA SOMPARLINODA VIOLA FROM NINETEEN SIXTY FIVE,PlayMusic
8958,snips-train-6285,play Groove Shark folk-rock,BLA ROOF SHARK FORK ROCK,PlayMusic
8959,snips-train-6286,Play Giovanni Battista Guadagnini 's 1982 tracks .,PLETIOVANIBATISTAGUEDENENIS NINETEEN EIGHTY TWO TRACKS,PlayMusic
8960,snips-train-6287,Play a melody by Hagigat Rzayeva,PLAYA MALADY BY HAGIGATEGA EVA,PlayMusic
8961,snips-train-6288,Play my Frescura Indie playlist,PLAY MY FRESS CURANDY PLAYLIST,PlayMusic
8962,snips-train-6289,play Kings Of The Wild Frontier by Andrea Bocelli,PLAKINGS OF THE WILD FRONTIER BY ANDRIA BOCELLI,PlayMusic
8963,snips-train-629,Add como un tatuaje to my hits of the 70s playlist,AT COMUYUM DOTRAW HED TO MY HEADS OF THE SEVENTEESH PLAILEST,AddToPlaylist
8964,snips-train-6290,open Itunes and play Kenny Cox most popular concerto,OPEN ITUNS AND PLAY CENNICOXS MOST POPULAR CONCETTO,PlayMusic
8965,snips-train-6291,Play That Stubborn Kinda Fellow by Michael Amott,PLAY THAT STUBBORN KIND O FELLOW BY MICHELAMET,PlayMusic
8966,snips-train-6292,I'd like to hear one of Eric Clapton 's most popular melody on Pandora .,I'D LIKE TO HEAR ONE OF HER CLAPTAIN'S MOST POPULAR MELODY ON PANDORA,PlayMusic
8967,snips-train-6293,Play my Éxitos España playlist,PLAY MY EXITOS A SPANIAR PLAILIST,PlayMusic
8968,snips-train-6294,Play White Noise .,PLAY WHITE NOISE,PlayMusic
8969,snips-train-6295,Play some Sabah from the eighties,PLAY SOME SOBAR FROM THE ITIS,PlayMusic
8970,snips-train-6296,Play chant music by Ira Losco on Iheart .,PLAY CHANT MUSIC BY IRA LOSCO ON Y HEART,PlayMusic
8971,snips-train-6297,Play sixties theme music,PLASIXTYSTE MUSIC,PlayMusic
8972,snips-train-6298,Play Dancing Through Life by Ronald Isley on spotify,PLAY DANCING THROUGH LIFE BY RONALD ISLEY ON SPOTIFIE,PlayMusic
8973,snips-train-6299,I want to listen to seventies music.,I WANT TO LISTEN TO SEVENTE'S MUSIC,PlayMusic
8974,snips-train-63,Add this song to my roadrunner rec new releases list.,ADD THIS SONG TO MY ROD RUNNA RECK NEW RELEASE IS LIST,AddToPlaylist
