,train_index,train_sentence,ivy_sentence,train_label
10617,snips-train-7779,rate the current series 1 points,RATE THE CURRENT SERIES ONE POINTS,RateBook
10618,snips-train-778,Add an album to the Días de Frío playlist.,ADD AN ALBUM TO THE DIESTAFRIO PLAOLIST,AddToPlaylist
10619,snips-train-7780,Give this chronicle a 4,GIVE THIS CHRONICLE A FORE,RateBook
10620,snips-train-7781,rate the book The World Is Full of Divorced Women 2 out of 6 stars,READ THE BOOK THE WORLD IS FULL OF DIVORCED WOMEN TWO OUT OF SIX STARS,RateBook
10621,snips-train-7782,give three stars to current essay,GIVE THREE STARS TO CURRENT HESSAY,RateBook
10622,snips-train-7783,I want to rate my current book three out of 6 points,I WANT TO RAISE MY CURRANT BOOK THREE OUT OF SIX POINTS,RateBook
10623,snips-train-7784,Rate Steps two out of 6 points,RAID STEPS TWO OUT OF SIX POINTS,RateBook
10624,snips-train-7785,Give this book a rating of 3 out of 6 points .,GIVE THIS BOOK A RATING OF THREE OUT OF SIX POINTS,RateBook
10625,snips-train-7786,rate this novel four points,RAD THIS NOVEL FOUR POINTS,RateBook
10626,snips-train-7787,I would give this current novel two points or a rating of 6,I WOULD GIVE THIS CURRAN LOVEL TWO POINTS ARE RADING OF SIX,RateBook
10627,snips-train-7788,this saga is definitely worth 4 stars .,THIS SAGA IS DEFINITELY WORTH FOUR STARS,RateBook
10628,snips-train-7789,rate the book The Guernsey Literary and Potato Peel Pie Society a five,READ THE BOOK THE GURNSY LITERARY AND POTATO PEEL PIH SOCIETY OF FIVE,RateBook
10629,snips-train-779,"add Hello, My Lover, Goodbye to my Deathcore playlist",ADRIL LOW MY LOVER GOOD BYE TO MY DEATH COOR PLAOLIST,AddToPlaylist
10630,snips-train-7790,give one out of 6 to Encyclopedia Magica chronicle,GIVE ONE OUT OF SIX TO ENCYCLORPEDIUM MAGICAL CHRONICLE,RateBook
10631,snips-train-7791,The Law of Dreams gets a low rating of one,THE LAW OF DREAMS GIDS LOW RATING OF ONE,RateBook
10632,snips-train-7792,Rate The Longest Day with zero stars out of 6 .,RADED THE LONGEST DAY WITH ZERO STARS OUT OF SIX,RateBook
10633,snips-train-7793,Rate the current novel four out of 6 points,RAID THE CURRANT NOVEL FOUR OUT OF SIX POINTS,RateBook
10634,snips-train-7794,Rate the current essay zero stars,RAYED THE CURRENT ASESERO STARS,RateBook
10635,snips-train-7795,rate current essay 1 stars,RAD CURRENT ASS A WAN STARS,RateBook
10636,snips-train-7796,Give the current book five stars out of 6 .,GIVE THE CURRENT BOOK FIVE STARS OUT OF SIX,RateBook
10637,snips-train-7797,Rate this essay four out of 6,RAID THIS ESSAY FOR OUT OF SIX,RateBook
10638,snips-train-7798,I would rate Eater of Wasps a value of zero and a best rating of 6,I WOULD RAY TITER OF UASP THE VALUE OF ZERO IN TA BEST RAIDING OF SIX,RateBook
10639,snips-train-7799,rate current saga one point out of 6,RATE CURRANT SACO ONE POINT OUT OF SIX,RateBook
10640,snips-train-78,Add a tune to my elrow Guest List,ADDED TUNE TO MY OUTER GUEST LIST,AddToPlaylist
10641,snips-train-780,Add Mary Wells Sings My Guy to the electro sur playlist.,ADD MERRY WELLS SINGS MY GUIDE TO THE ELECTORO SIR PLAOLIST,AddToPlaylist
10642,snips-train-7800,rate the book The Ninth Avatar 3 out of 6 stars,RAID THE BOOK THE NIGHT THAVATAR THREE OUT OF SIX STARS,RateBook
10643,snips-train-7801,Rate this album a five,RAD THIS ALBUM O FIVE,RateBook
10644,snips-train-7802,give this saga a 4,GIVE THIS SAGOFOR,RateBook
10645,snips-train-7803,I'd give A Man Called Ove a 1,I'D GIVE A MAN CALLED DU THAN ONE,RateBook
10646,snips-train-7804,Rate The Black Mask 1 of 6 stars,RAYED THE BLACK MOSQUE ONE OF SIX STARS,RateBook
10647,snips-train-7805,rate this book a five .,READ THIS BOOK O FIVE,RateBook
10648,snips-train-7806,Rate this book 3 out of 6 points,RAD THIS BOOK THREE OUT OF SIX POINTS,RateBook
10649,snips-train-7807,I gave the current book a three of 6,I GAVE THE CURRANT BOOK AT THREE OF SIX,RateBook
10650,snips-train-7808,rate the saga In Mortal Hands five out of 6 stars,RAVE THE SAGA IN MORTAL HANDS FIVE OUT OF SIX STARS,RateBook
10651,snips-train-7809,Give this novel two points,GIVE THIS NOVEL TUE POINTS,RateBook
10652,snips-train-781,add the album to my sleep playlist,ADD THE ALBUM TOMISLY PLAOLIST,AddToPlaylist
10653,snips-train-7810,rate the current essay 5 points,RAIDED THE CURRANT ASSAY FIVE POINTS,RateBook
10654,snips-train-7811,Rate the current saga four stars out of 6,RATE THE CURRENT SAGIN FOUR STARS OUT OF SIX,RateBook
10655,snips-train-7812,I give this current novel 0 points,I GIVE THIS CURRENT NOVELS ZERO POINTS,RateBook
10656,snips-train-7813,I want to give the current textbook 2 out of 6,I WANT TO GIVE THE CURRANTIXT BOOK TWO OUT OF SIX,RateBook
10657,snips-train-7814,rate this textbook 2 stars,RAID THIS TEXT BOOK TWO STARS,RateBook
10658,snips-train-7815,I would give this book a value of 2 and a best rating of 6,I WOULD GIVE THIS BOOK A VALUE OF TWO AND A BEST WRATING OF SIX,RateBook
10659,snips-train-7816,rate the current textbook 5 stars,RATE THE CURRENT TEXT BOOK FIVE STARS,RateBook
10660,snips-train-7817,I am rating this book titled A History of Warfare under the war series 1 out of 6 stars,I AM READING THIS BOOK TITLED A HISTORY OF WARFARE UNDER THE WARSERIES ON OUT OF SIX STARS,RateBook
10661,snips-train-7818,rate the current novel five out of 6 stars,RADED THE CURRANT NOVEL FIVE OUT OF SIX STARS,RateBook
10662,snips-train-7819,rate The Plutonium Files a five,RAT THE PLUTONIUM FILES OF FIVE,RateBook
10663,snips-train-782,add children of telepathic experiences to the playlist named baladas románticas,ADD CHILDREN OF TELEPATHIC EXPERIENCES TO THE PLALISS NAMED BALADROS ROMANTICOS,AddToPlaylist
10664,snips-train-7820,rate the book Dreams of the Raven 5 stars,RAD THE BOOK DREAMS OF THE RAVEN FIVE STARS,RateBook
10665,snips-train-7821,I want this chronicle to get a rating of 4,I WANT THIS CHRONICLE TO GET A RATING AFOR,RateBook
10666,snips-train-7822,Give this novel two out of 6 stars,GIVE THIS NOVEL TWO OUT OF SIX STARS,RateBook
10667,snips-train-7823,rate The Ape-Man Within 4,RADE THE EIGHT MEN WITHIN FOUR,RateBook
10668,snips-train-7824,Rate Wielding a Red Sword 0 stars,RATE WIELDING A RED SWORD ZERO STARS,RateBook
10669,snips-train-7825,the horrible current essay gets only a 0 out of 6,THE HORRIBLE CURRENT AS SAGENTS ONLY A ZERO OUT OF SIX,RateBook
10670,snips-train-7826,I want to give the chronicle What We Talk About When We Talk About Love 4 out of 6,I WANT TO GIVE THE CHRONICLE WHAT WE TALK ABOUT WHEN WE TALK ABOUT LOVE FOR OUT OF SIX,RateBook
10671,snips-train-7827,Give Directive 51 three out of 6 .,GIVE DIRECTIVE FIFTY ONE THREE OUT OF SIX,RateBook
10672,snips-train-7828,I would rate That Old Ace in the Hole one stars and a best rating of 6,I WOULD RATE THAT OLD ACE IN THE WHOLE ONE STARS AND A BEST RAIDING OF SIX,RateBook
10673,snips-train-7829,I would give this chronicle 0 stars,I WOULD GIVE THIS CHRONICLE ZERO STARS,RateBook
10674,snips-train-783,add this tune to my It's a Southern Thing playlist,ADD THIS TUNE TO MAYANCE A SOUTHERN THING PLAOLIST,AddToPlaylist
10675,snips-train-7830,Rate Ecology From Individuals to Ecosystems five out of 6 stars,RATE ECOLOGY FROM INDIVIDUALS TO EGO SYSTEMS FIVE OUT OF SIX STARS,RateBook
10676,snips-train-7831,Rate The Hindus An Alternative History 3 of 6 stars,RATE THE HENDUS AN ALTERNATIVE HISTORY THREE OF SIX STARS,RateBook
10677,snips-train-7832,this current book is worth five,THIS CURRENT BOOK IS WORTH FIVE,RateBook
10678,snips-train-7833,the essay following should only rate two points,THE ESSAY FOLLOWING SHOULD ONLY RAID TWO POINTS,RateBook
10679,snips-train-7834,Rate the Sacred Fire series 5 points,RAID THE SACRED FIRE SERIES FIVE POINTS,RateBook
10680,snips-train-7835,I am giving Paedophilia The Radical Case a rating of 2 out of 6 points,I AM GIVING PETAPHYLIA THE RADICAL CASE A RATING OF TWO OUT OF SIX POINTS,RateBook
10681,snips-train-7836,give 1 points to current textbook,GIVE ONE POINTS TO CURRENT TEXT BOOK,RateBook
10682,snips-train-7837,Out of 6 stars I give the chronicle three and look forward to what's next .,OUT OF SIX STARS I GIVE THE CHRONICLE THREE AND LOOK FORWARD TO WHAT'S NEXT,RateBook
10683,snips-train-7838,rate Hunting and Gathering a two,RAID HUNTING AND GATHERING A TWEU,RateBook
10684,snips-train-7839,I want to give the current novel 4 stars,I WANT TO GIVE THE CURRENT NOVEL FOUR STARS,RateBook
10685,snips-train-784,Please include danni bassan in my Perfect Concentration,PLEASE INCLUDE DANNI BASSON AND MY PERFECT CONCENTRATION,AddToPlaylist
10686,snips-train-7840,Rate The Drowning a 3 .,RATE THE DROWNING O THREE,RateBook
10687,snips-train-7841,rate the Beyond Black saga a one,RATE THE BEYOND BLACK SAGA ONE,RateBook
10688,snips-train-7842,rate the last series one of 6 stars,RATE THE LAST SERIES ONE OF SIX STARS,RateBook
10689,snips-train-7843,I give Obama From Promise to Power 6 points and a rating value of 1,I GIVE OBOMIT FROM PROMISE TO POWER SIX POINTS AND E RATING VALUE OF ONE,RateBook
10690,snips-train-7844,I want to rate Pontypool Changes Everything a zero out of 6 points,I WANT TO RATE BONDY POOL CHANGES EVERYTHING A ZERO OUT OF SIX POINTS,RateBook
10691,snips-train-7845,Rate The Philosophic Thought of Ayn Rand three of 6 stars,RATE THE PHILOSOPHIC THOUGHT OF ANRAN THREE OF SIX STARS,RateBook
10692,snips-train-7846,I give this last novel only 1 points,I GIVE THIS LAST NARVEL ONLY ONE POINTS,RateBook
10693,snips-train-7847,The current series only deserves two out of 6 .,THE CURRENT SERIES ONLY DESERVES TWO OUT OF SIX,RateBook
10694,snips-train-7848,give Begums Thugs and White Mughals four points,GIVE BECOMES THUGS AND WHITE MOOGLES FOUR POINTS,RateBook
10695,snips-train-7849,Rate this album zero of 6,RAID THIS ALBUM ZERO OF SIX,RateBook
10696,snips-train-785,Include Jesper Kyd in the Grime Instrumentals playlist,INCLUDE ESPRA KID AND THE GRIMINSTRUMENDALS PLAOLIST,AddToPlaylist
10697,snips-train-7850,Rate The Type One Super Robot five of 6 stars,RATE THE TYPE ONE SOUPER ROBOT FIVE OF SIX STARS,RateBook
10698,snips-train-7851,Rate Human Capital Supply Chain four of 6 points,RAIED HUMAN CAPITAL SUPPLY CHAIN FOUR OF SIX POINTS,RateBook
10699,snips-train-7852,rate The Citadel 1 out of 6 points,RATE THE CEATO DELL ONE OUT OF SIX POINTS,RateBook
10700,snips-train-7853,"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II The Kingdom on the Waves series 2 points",RAD THE ASTONISHING LIFE OF OCTAVIA NOTHING TRADER TO THE NATION VOLUME TO THE KINGDOM ON THE WAVES SERIES TWO POINTS,RateBook
10701,snips-train-7854,Rate Bestiary of Dragons and Giants four of 6,RAD BUSTIARY OF DRAGONS AND GIANTS FOUR OF SIX,RateBook
10702,snips-train-7855,Give Conan the Buccaneer 5 of 6 points,GIVE CONA AND THE BUCCANEER FIVE OR SIX POINTS,RateBook
10703,snips-train-7856,"The book Choper, Coffee, Gilson should get a zero",THE BOOK CHOPER COFFEE GUILSON SHOULD GET A ZERO,RateBook
10704,snips-train-7857,I rate 4 of 6 points for this textbook,I WRATE FOUR OF SIX POINTS FOR THIS TEXT BOOK,RateBook
10705,snips-train-7858,Give this chronicle 4 stars .,GIVE THIS CHRONICLE FORSTARS,RateBook
10706,snips-train-7859,Rate the current novel two stars,RATE THE CURRENT NOVEL TWO STARS,RateBook
10707,snips-train-786,add track to my playslist this is Los Fabulosos Cadillacs,ADD TRACK TO MY PLACE LIST THIS IS LOST FEBULOSES CATALAXS,AddToPlaylist
10708,snips-train-7860,Give the current part of the series 1 points .,GIVE THE CURRENT PART OF THE SERES ONE POINTS,RateBook
10709,snips-train-7861,rate The Long Dark Tea-Time of the Soul 5 stars,RAID THE LONG DARK TE TYME OF THE SOLE FIVE STARS,RateBook
10710,snips-train-7862,I give this essay three of 6 stars,I GIVE THIS US A THREE OF SIX STARS,RateBook
10711,snips-train-7863,I would say this essay deserves four points,I WOULD SAY THIS ESSAY DESERVES FOUR POINTS,RateBook
10712,snips-train-7864,I give The Screaming Staircase a five .,I GIVE THE SCREAMING STAIRCASE A FIVE,RateBook
10713,snips-train-7865,rate this series 1 out of 6,RAID THE SERIES ONE OUT OF SIX,RateBook
10714,snips-train-7866,Give the current essay five points .,GIVE THE CURRENT ESSAY FIVE POINTS,RateBook
10715,snips-train-7867,give two out of 6 to A Christmas Carol,GIVE TO OUT OF SIX TO A CHRISTMAS CAROL,RateBook
10716,snips-train-7868,Give the current essay 3,GIVE THE CURRENT AS S THREE,RateBook
10717,snips-train-7869,Rate this novel a 1 out of 6,RAID THIS NOVELL ONE OUT OF SIX,RateBook
10718,snips-train-787,add the tune to my jazz vibes playlist,ADD THE TUNE TO MY JASPHIBS PLAOLIST,AddToPlaylist
10719,snips-train-7870,give 4 points to this novel,GIVE FOUR POINTS TO THIS NOVEL,RateBook
10720,snips-train-7871,Give this novel four out of 6 stars .,GIVE THIS NOVEL FOUR OUT OF SIX STARS,RateBook
10721,snips-train-7872,Rate this book a five,READ THIS BOOK O FIVE,RateBook
10722,snips-train-7873,I would give Superman Doomsday & Beyond four stars and a best rating of 6,I WOULD GIVE SUPER MAN DOOM STAY AND BEYOND FOUR STARS AND A BEST RADING OF SIX,RateBook
10723,snips-train-7874,For this current saga I give 5 out of 6 possiable points,FOR THIS CURRENT SAUGLA GIVE FIVE OUT OF SIX POSEBLE POINTS,RateBook
10724,snips-train-7875,Dawn of the Emperors Thyatis and Alphatia deserves a rating value of 1,DON OF THE EMPEROR'S SIATIS AND ALPHATHA DESERVE THE RATING VALUE OF ONE,RateBook
10725,snips-train-7876,Season of the Witch How the Occult Saved Rock and Roll gets five points,SEASON OF THE WITCH HOW THE OCCULF SAVE DROCK AND ROLL GITS FIVE POINTS,RateBook
10726,snips-train-7877,A Sport and a Pastime is a solid 5 out of 6 points,A SPORT AND THE PAST TIME IS A SOLID FIVE OUT OF SIX POINTS,RateBook
10727,snips-train-7878,I would give this current chronicle three points,I WOULD GIVE THIS CURRENT CHRONICLE THREE POINTS,RateBook
10728,snips-train-7879,I am giving this current textbook zero out of 6 stars,I AM GIVING THIS CURRENT TEXT BOOK ZERO OUT OF SIX STARS,RateBook
10729,snips-train-788,Please add a track from jeff mills to my hiphop hot 50 playlist,PLEASE ADD A TRACK FROM JEFF MILLS TO MY HER POP POT FIFTY PLAOLIST,AddToPlaylist
10730,snips-train-7880,rate the current book novel 5 out of 6,RAID THE CURRANT BOOK NOVEL FIVE OUT OF SIX,RateBook
10731,snips-train-7881,Rate Sandworms of Dune three out of 6 stars,RATE SANDWORMS OF DONE THREE OUT OF SIX STARS,RateBook
10732,snips-train-7882,Rate The Nightmare Fair five out of 6 stars,RATE THE NIGHTMARE FAR FIVE OUT OF SIX STARS,RateBook
10733,snips-train-7883,"The Night Lamp was ok at best, two stars out of 6 possible.",THE NIGHT LAMP WAS O K AT BEST TWO STARS OUT OF SIX POSSIBLE,RateBook
10734,snips-train-7884,I would like to rate the book The Three Impostors 2 to 6 stars .,I WOULD LIKE TO RATE THE BOOK THE THREE IMPOSTURES TWO TO SIX STARS,RateBook
10735,snips-train-7885,rate the current chronicle book three points,RATE THE CURRANT CHRONICLE BOOK THREE POINTS,RateBook
10736,snips-train-7886,I think that this essay deserves four stars,I THINK THAT THIS ESSAY DESERVES FOUR STARS,RateBook
10737,snips-train-7887,give this book one star out of 6 stars,GIVE THIS BOOK ONE STAR OUT OF SIX STARS,RateBook
10738,snips-train-7888,The current novel in this series gets zero points from me.,THE CURRENT NOVEL AND THI CERIES GETS ZERO POINTS FROM ME,RateBook
10739,snips-train-7889,Give the current textbook 2 of 6,GIVE THE CURRENT TEXT BOOK TWO OF SIX,RateBook
10740,snips-train-789,Add the artist to the Latin Jazz playlist.,ADD THE ARTIST TO THE LATIN JES PLAOLIST,AddToPlaylist
10741,snips-train-7890,Know Ye Not Agincourt? gets 4 out of 6 points,KNO YE NOT HAS IN COURT GIDS FOR OUT OF SIX POINTS,RateBook
10742,snips-train-7891,Give the current album 0 out of 6 stars,GIVE THE CURRENT ALBUM ZURO OUT OF SIX STARS,RateBook
10743,snips-train-7892,Give my current book 4 stars .,GIVE MY CURRENT BOOK FOUR STARS,RateBook
10744,snips-train-7893,I would give The Call of the Toad a value of zero and a best rating of 6,I WOULD GIVE THE CALL OF THE TOAD A VALUE OF ZERO AN HA BEST RAITING OF SIX,RateBook
10745,snips-train-7894,Warriors of Legend gets a 3 out of 6,WARRIORS OF LEGEND GADES AT THREE OUT OF SIX,RateBook
10746,snips-train-7895,Give the book The Adventures of James Bond Junior 003½ 2 points for a rating.,GIVE THE BOOK THE ADVENTURES OF JAMES BOND JUNIOR O OTHREE AND A HALF TWO POINTS FOR A RATING,RateBook
10747,snips-train-7896,The current textbook Gets 3 stars,THE CURRENT TEXT BOOK GETS THREE STARS,RateBook
10748,snips-train-7897,rate this current book a 4 out of 6,RAD THIS CURRANT BOOK AFOUR OUT OF SIX,RateBook
10749,snips-train-7898,rate this textbook a four,RAID THIS TEXT BURGAFORE,RateBook
10750,snips-train-7899,I'd give the Embers of War saga a rating of 2 points .,I'D GIVE THE EMBERS OF WARSAGORATING OF TWO POINTS,RateBook
10751,snips-train-79,I want to add Anna Semenovich to the dinner with friends playlist,I WANT TO ADANIS AMINEVICH TO THE DINNER WITH FRIENDS PLAOLIST,AddToPlaylist
10752,snips-train-790,Add Welcome to the Cruel World to my Reggae Classics,ADD WELCOME TO THE CRUEL WORLD TO MY RAGGET CLASSICS,AddToPlaylist
10753,snips-train-7900,out of 6 The Black Unicorn rates points of 2,OUT OF SIX THE BLACK UNICORN RATES POINTS OF TWO,RateBook
10754,snips-train-7901,this chronicle of The Origins and History of Consciousness is a three,THIS CHRONICLE OF THE ORIGINS AND HISTORY OF CONSCIOUSNESS IS AT THREE,RateBook
10755,snips-train-7902,A Conspiracy of Paper deserves a solid 3,A CONSPIRACY OF PAPER DESERVES A SOLID THREE,RateBook
10756,snips-train-7903,A Day No Pigs Would Die deserves a best rating of 6 and a value of 4,A DAY NO PIGS WOULD DIE DESERVES A BEST RADING OF SIX AND A VALUE OF FOUR,RateBook
10757,snips-train-7904,The Voyage of the Dawn Treader deserves 5 points .,THE VOYAGE OF THE DONTREDER DESERVES FIVE POINTS,RateBook
10758,snips-train-7905,give this textbook a 4,GIVE THIS TEXT BOOK AFOR,RateBook
10759,snips-train-7906,Give 4 stars to the current essay,GIVE FOUR STARTS TO THE CURRENT ESSA,RateBook
10760,snips-train-7907,1 points for Victory for Us Is to See You Suffer,ONE POINTS FOR VICTORY OR US IS TO SEE YOU SUFFER,RateBook
10761,snips-train-7908,Rate Cold Comfort Farm a three out of 6 total,RATE COLD COMFORT FARME THREE OUT OF SIX TOTAL,RateBook
10762,snips-train-7909,rate this current album one stars,RAIED THIS CURRENT HALBUM ONE STARS,RateBook
10763,snips-train-791,add this track to my flamenco pa ti,ADD THIS TRACK TO MY FLUMINGO POTEE,AddToPlaylist
10764,snips-train-7910,rate Theodore Boone The Accused five out of 6 points,RATE THE ADOREBOON THE OCCUSED FIVE OUT OF SIX POINTS,RateBook
10765,snips-train-7911,The Revolution Script should have a rating value of three and a best rating of 6,THE REVOLUTION SCRIPT SHOULD HAVE A RATING VALUE OF THREE AND A BEST RATING OF SIX,RateBook
10766,snips-train-7912,give 0 out of 6 points to this essay,GIVE ZERO OUT OF SIX POINTS TO THE ESSAE,RateBook
10767,snips-train-7913,Rate the current essay four out of 6 .,RADED THE CURRANT A SA FOR OUT OF SIX,RateBook
10768,snips-train-7914,score this album 5 stars,SCORE THIS ALBUM FIVE STARS,RateBook
10769,snips-train-7915,give 5 stars to this book,GIVE FIVE STARS TO THIS BOOK,RateBook
10770,snips-train-7916,Give the current novel a rating of 5 out of 6 .,GIVE THE CURRENT NARVELARATING OF FIVE VOUT OF SIX,RateBook
10771,snips-train-7917,five points for this novel,FIVE POINTS FOR THIS NOVEL,RateBook
10772,snips-train-7918,Rate this novel 1 of 6,RAD THIS NOVEL ONE OF SIX,RateBook
10773,snips-train-7919,Give one out of 6 stars to The Shiva Option,GIVE ONE OUT OF SIX STARS TO THE SHEAVA OPTION,RateBook
10774,snips-train-792,For the Classic Road Trip Songs add the entity unwelcome,FOR THE CLASSIC ROAD TREP SONGS AT THE ENTITIUN WELCOME,AddToPlaylist
10775,snips-train-7920,Rate A Spot of Bother 3 stars,RATE A SPOT OF BOTHER THREE STARS,RateBook
10776,snips-train-7921,Rate this novel 5 of 6,RAID THIS NOVEL FIVE OF SIX,RateBook
10777,snips-train-7922,I think that The Wizard is a four of 6 .,I THINK THAT THE WHIZARD IS A FOUR OF SIX,RateBook
10778,snips-train-7923,Add a rating of 0 out of 6 stars to The Lady of The Aroostook,ADDERATING OF ZERO OUT OF SIX STARS TO THE LADY OF THE EROUSTIC,RateBook
10779,snips-train-7924,rate this saga 4 out of 6 stars,RAD THI SAGIFOUR OUT OF SIX STARS,RateBook
10780,snips-train-7925,The Mystery of the Brass Bound Trunk deserves only a 1 star rating.,THE MYSTERY OF THE BRASBOUN TRUNK DESERVES ONLY A ONE STAR RADING,RateBook
10781,snips-train-7926,give one rank to this album,GIVE ONE RANK TO THIS ALBUM,RateBook
10782,snips-train-7927,I give this textbook a four,I GIVE THIS TEXT BOOK AFOR,RateBook
10783,snips-train-7928,give three points to current book,GIVE THREE POINTS TO CURRENT BOOK,RateBook
10784,snips-train-7929,I'd give the Mandaean Book of John 4 points,I HAD GIVE THE MANDIAN BOOK OF JOHN FFOUR POINTS,RateBook
10785,snips-train-793,Add dear hearts and gentle people to he Tokyo Rising playlist.,ADD YOUR HEARTS AND GENTLE PEOPLE TO HE TOKY ARISING PLAOLIST,AddToPlaylist
10786,snips-train-7930,give 5 out of 6 stars to The Intimidators chronicle,GIVE FIVE OUT OF SIX STARS TO THE INTIMIDATOR'S CHRONICLE,RateBook
10787,snips-train-7931,Rate Lord of the World a value of 4,RATE LORD OF THE WORLD OF VALUE OF FOUR,RateBook
10788,snips-train-7932,Give Waiting for the Mahatma 5 out of 6 points .,GIVE WAITING FOR THE MAHOTTM OF FIVE OUT OF SIX POINTS,RateBook
10789,snips-train-7933,The Cool World gets 4 points,THE COOL WORLD GIVS FOUR POINTS,RateBook
10790,snips-train-7934,Give The Abstinence Teacher 4 out of 6,GIVE THE ABSTINENCE TEACHER FOR OUT OF SIX,RateBook
10791,snips-train-7935,Rate The Stars Shine Down 5,RAID THE STARS SHINE DOWN FIVE,RateBook
10792,snips-train-7936,I would give this current chronicle a value of 4 and a best rating of 6,I WOULD GIVE THIS CURRENT CHRONICLE A VALUE OF FOUR AND A BEST RAITING OF SIX,RateBook
10793,snips-train-7937,rate the current essay a four,RAID THE CURRENT ES SAAFORE,RateBook
10794,snips-train-7938,This current textbook should have a rating value of two and a best rating of 6,THIS CURRENT TEXT BOOK SHOULD HAVE A RATING VALUE OF TWO AND A BEST RATING OF SIX,RateBook
10795,snips-train-7939,I think this textbook should be rated 5 points,I THINK THIS TEXT BOOK SHOULD BE RATED FIVE POINTS,RateBook
10796,snips-train-794,Add this track to my lo que suena new york playlist,ADD THIS TRACK TO MY LOW CASE WEN YOOR NEW YORK PLAYOLIST,AddToPlaylist
10797,snips-train-7940,Make this essay two out 6 stars,MAKE THIS ESSAY TO OUT SIX STARS,RateBook
10798,snips-train-7941,rate this book titled The Gray Prince 5 points,RAD THIS BOOK TITLED THE GRAY PRINS FIVE POINTS,RateBook
10799,snips-train-7942,I give The Vinyl Cafe Notebooks a 0 of 6,I GIVE THE VINAL CAFENOTE BOOKS A ZERO OF SIX,RateBook
10800,snips-train-7943,Rate this book one stars,READ THIS BOOK ONE STARS,RateBook
10801,snips-train-7944,Give the current novel 5 points,GIVE THE CURRENT NOVEL FIVE POINTS,RateBook
10802,snips-train-7945,I am rating this current novel three out of 6 points .,I AM RADING THIS CURRENT NOVEL THREE OUT OF SIX POINTS,RateBook
10803,snips-train-7946,I'm rating The Skystone with three points,I AM RADING THE SKYSTONE WITH THREE POINTS,RateBook
10804,snips-train-7947,Rate She A History of Adventure a one of 6,RAGE SHE A HISTORY OF ADVENTURE A ONE OF SIX,RateBook
10805,snips-train-7948,I feel that zero out of 6 points would be the rating of Queen of the Dawn .,I FILL THAT ZERO OUT OF SIX POINTS WOULD BE THE RATING OF QUEEN OF THE DAWN,RateBook
10806,snips-train-7949,give 5 out of 6 points to Thorn Castle,GIVE FIVE OUT OF SIX POINTS TO THORNCASTLE,RateBook
10807,snips-train-795,Add rev-raptor to 90s Indie,AD ROG RAPTURE TO NINETY CINDY,AddToPlaylist
10808,snips-train-7950,rate The Manxman 5 out of 6,RAD THE MANKSMAN FIVE OUT OF SIX,RateBook
10809,snips-train-7951,rate The Writing on the Hearth 2 out of 6 points,RADE THE WRITING ON THE HEARTH TWO OUT OF SIX POINTS,RateBook
10810,snips-train-7952,give one out of 6 points to this essay,GIVE ONE OUT OF SIX POINTS TO THE SESSAY,RateBook
10811,snips-train-7953,The book History of Shit should be rated 2 out of 6 .,THE BOOK HISTORY OF SCHITZ SHOULD BE RATED TWO OUT OF SIX,RateBook
10812,snips-train-7954,Rate the current novel 3 of 6 stars,RAYED THE CURRANT NOVEL THREE OF SIX STARS,RateBook
10813,snips-train-7955,rate Darth Maul Shadow Hunter one out 6 stars,GRATE DARTH MALL SHADOW HUNGER ONE OUT SIX STARS,RateBook
10814,snips-train-7956,I give the following part of the series one out of 6 .,I GIVE THE FOLLOWING PART OF THE SERIES ONE OUT OF SIX,RateBook
10815,snips-train-7957,Give The Whisperer a rating of 0 .,GIVE THE WHISPER ARADING OF ZERO,RateBook
10816,snips-train-7958,Give Memoirs of a Fox-Hunting Man a rating of 4 out of 6 .,GIVE MEMOIRS OF A FOX HUNTING MEN A RIDDING OF FOUR OUT OF SIX,RateBook
10817,snips-train-7959,Rate this textbook 1 stars,RAID THIS TEXT BOOK WON STARS,RateBook
10818,snips-train-796,Add a tune to my Sleep Sounds list,ADDIN TUNE TO MY SLEEP SOUNDS LIST,AddToPlaylist
10819,snips-train-7960,I would rate this essay a one and a best rating of 6,I WOULD RATE THIS ESSAL INE AND A BEST RATING OF SIX,RateBook
10820,snips-train-7961,I would give this current textbook a rating of 1 points and a best rating of 6,I WOULD GIVE THIS CURRENT TEXT BOOK A RATING OF ONE POINTS AND A BEST RATING OF SIX,RateBook
10821,snips-train-7962,I would give the book Lavender and Old Lace a rating of three,I WOULD GIVE THE BOOK LAVENDER AND OLD LACE A RIDDING OF THREE,RateBook
10822,snips-train-7963,give 0 out of 6 to War of the Spider Queen saga,GIVE ZERO OUT OF SIX TO WARN OF THE SPIDER QUEEN TSALGA,RateBook
10823,snips-train-7964,Rate this novel 4 out of 6,RAD THIS NOVEL FOUR OUT OF SIX,RateBook
10824,snips-train-7965,the stars for Behind the Beat should number four for this chronicle,THE STARS FER BEHIND THE BEACH SHOULD NUMBER FOUR FOR THIS CHRONICLE,RateBook
10825,snips-train-7966,rate the previous textbook a 4 out of 6,RAID THE PREVIOUS TEXT BOOK OF FOUR OUT OF SIX,RateBook
10826,snips-train-7967,Rate this book three out of 6,READ THIS BOOK THREE OUT OF SIX,RateBook
10827,snips-train-7968,rate this textbook 5 stars,RAID THIS TEXT BOOK FIVE STARS,RateBook
