,train_index,train_sentence,salli_sentence,train_label
10882,snips-train-8016,rate The Detective a 3 out of 6,RATE THE DETECTIVE A THREE OUT OF SIX,RateBook
10883,snips-train-8017,Rate the City of Lost Souls one of 6 points,RATE THE CITY OF LOST SOULS ONE OF SIX POINTS,RateBook
10884,snips-train-8018,Put 4 points to The Last Island book,PUT FOUR POINTS TO THE LAST HIGHLAND BOOK,RateBook
10885,snips-train-8019,Give the book Men and the City 3 out of 6 stars,GIVE THE BOOKMEN AND THE CITY THREE OUT OF SIX STARS,RateBook
10886,snips-train-802,add Rak biszewilo to my playlist named Jazz,ADD ROCK BY SWALLOW TO MY PLAYLESS NAME JAZ,AddToPlaylist
10887,snips-train-8020,Rate The Life and Loves of a She-Devil two stars,GRAT THE LIFE AND LOVES OF A SHEDEVIL TWO STARS,RateBook
10888,snips-train-8021,rate this series one of 6,RATE THIS SERIES ONE OF SIX,RateBook
10889,snips-train-8022,rate The Road to Reality A Complete Guide to the Laws of the Universe two points,RATE THE ROAD TO REALITY A COMPLETE GUIDE TO THE LAWS OF THE UNIVERSE TWO POINTS,RateBook
10890,snips-train-8023,Rate this essay 3 of 6 points,RATE THI ESSE THREE OF SIX POINTS,RateBook
10891,snips-train-8024,Rate Maps for Lost Lovers 1 of 6,REATE MAPS FOR LOST LOVERS ONE OF SIX,RateBook
10892,snips-train-8025,rate the current book two of 6 stars,RATE THE CURRENT BOOK TWO OF SIX STARS,RateBook
10893,snips-train-8026,I'd like to give a rating of 4 to this current book .,I'D LIKE TO GIVE A RATING AFOUR TO THIS CURRANT BOOK,RateBook
10894,snips-train-8027,Give the current novel 3 stars .,GIVE THE CURRENT NOVEL THREE STARS,RateBook
10895,snips-train-8028,this textbook rates a 4 of 6 .,THIS TEXT BOOK WRATES A FOUR OF SIX,RateBook
10896,snips-train-8029,give two star to current textbook,GIVE TOO START TO CURRENT TEXT BOOK,RateBook
10897,snips-train-803,add a j mclean to rock to work,ADD A GEM A CLEAN TO ROCK TO WORK,AddToPlaylist
10898,snips-train-8030,Give Star Songs of an Old Primate 4 out of 6 points,GIVE STAR SONGS OF AN OLD PRIMATE FFOR OUT OF SIX POINTS,RateBook
10899,snips-train-8031,I am rating this book under the series section a three out of 6 stars,I AM RIADING THIS BOOK UNDER THE SERIES SECTION OF THREE OUT OF SIX STARS,RateBook
10900,snips-train-8032,award this current novel 0 points,AWARD THIS CURRENT NOVELS ERO POINTS,RateBook
10901,snips-train-8033,The Far Side of the World chronicle deserves three out of 6 points .,THE FAR SIGHT OF THE WORLD CHRONICLE DESERVES THREE OUT OF SIX POINTS,RateBook
10902,snips-train-8034,3 out of 6 for the last album,THREE OUT OF SIX FOR THE LAST ALBUM,RateBook
10903,snips-train-8035,rate The Little Book four stars,RATE THEIR LITTLE BOOK FOUR STARS,RateBook
10904,snips-train-8036,Rate the current textbook 3 of 6 stars,RATE THE CURRENT TEXT BOOK THREE OF SIX STARS,RateBook
10905,snips-train-8037,Rate this novel a two,RATE THIS NOVEL A TWO,RateBook
10906,snips-train-8038,Rate the Blood on the Moon saga a three,RATE THE BLOOD ON THE MOON SAGA AT THREE,RateBook
10907,snips-train-8039,A novel of this quality deserves your rating of four points,A NOVEL OF THIS QUALITY DESERVES YOUR RATING OF FOUR POINTS,RateBook
10908,snips-train-804,add rob tyner to betsy's We Everywhere,AD ROB TINER TOBETSES WE EVERYWHERE,AddToPlaylist
10909,snips-train-8040,I feel like this essay deserves four stars,I FEEL LIKE THIS ESS AY DESERVES FOUR STARS,RateBook
10910,snips-train-8041,Gie this textbook 3 stars,BE THIS TEXT BOOK THREE STARS,RateBook
10911,snips-train-8042,Rate this album 4 points,RATE THIS ALBUM FOUR POINTS,RateBook
10912,snips-train-8043,give 1 out of 6 points to current textbook,GIVE ONE OUT OF SIX POINTS TO CURRENT TEXT BOOK,RateBook
10913,snips-train-8044,give two points out of 6 to this novel,GIVE TWO POINTS OUT OF SIX TO THIS NOVEL,RateBook
10914,snips-train-8045,Rate this book a four .,GREAT THIS BOOK AFORE,RateBook
10915,snips-train-8046,give this textbook 0 of 6 stars,GIVE THIS TEXT BOOK SERO OF SIX STARS,RateBook
10916,snips-train-8047,Rate The Watsons four of 6 stars,RATE THE WATSONS FOUR OF SIX STARS,RateBook
10917,snips-train-8048,give 2 for this essay,GIVE CHU FOR THIS ESSAY,RateBook
10918,snips-train-8049,rat the current textbook a two out of 6 points,WRAT THE CURRENT TEXT BOOK A TWO OUT OF SIX POINTS,RateBook
10919,snips-train-805,add this gisela song to my dancehall official,ADD THIS GISNAL SONG TO MY DENSE HALL OFFICIAL,AddToPlaylist
10920,snips-train-8050,I'd like to rate this textbook 4 out of 6,I'D LIKE TO READ THIS TEXT BOOK FOUR OUT OF SIX,RateBook
10921,snips-train-8051,The book Organization of Behavior deserves two points .,THE BOOK ORGANIZATION OF BEHAVIOR DESERVES TWO POINTS,RateBook
10922,snips-train-8052,rate Doctor No one of 6,GREAT DOCTOR NO ONE OF SIX,RateBook
10923,snips-train-8053,rate the current essay a 4,RATE THE CURRENT AS SAIAPORE,RateBook
10924,snips-train-8054,Rate this novel at 2,RATE THIS NOVEL AT TO,RateBook
10925,snips-train-8055,"I would rate this book chronicle , 3 out of 5 stars .",I WOULD DRATE THIS BOOK CHRONICLE THREE OUT OF FIVE STARS,RateBook
10926,snips-train-8056,Rate Dictionary of the English Language a 4,RATE DICTIONARY OF THE ENGLISH LANGUAGE OF FOUR,RateBook
10927,snips-train-8057,Give this book a rating of two out of 6 .,GIVE THIS BOOK RATING OF TWO OUT OF SIX,RateBook
10928,snips-train-8058,Rate this essay 1 stars,RATE THIS ESSA ONE STARS,RateBook
10929,snips-train-8059,rate The Beggar of Volubilis 1 out of 6,REAT THE BEGGAR OF VALUBILEIS ONE OUT OF SIX,RateBook
10930,snips-train-806,The road trip playlist needs justin utley in it.,THE ROAD CER PLAYLIST NEEDS JUST AN AUDLY IN IT,AddToPlaylist
10931,snips-train-8060,I'd like to give a two rating to The Abolition of Britain .,I'D LIKE TO GIVE A TUE RATING TO THE ABOLITION OF BRITAIN,RateBook
10932,snips-train-8061,rate the book The Devil in Velvet 4 out of 6 points,RATE THE BOOK THE DEVIL IN VELVET FOR OUT OF SIX POINTS,RateBook
10933,snips-train-8062,This current book should get four stars or a rating of 6,THIS CURRENT BOOK SHOULD GET FOUR STARS OR RAIDING OF SIX,RateBook
10934,snips-train-8063,rate the Poems for Midnight saga 4 points,RATE THE POEMS FOR MIDNIGHT SAGA FOUR POINTS,RateBook
10935,snips-train-8064,current album gets a value of 0,CURRANT ALBUM GIPS THE VALUE OF ZERO,RateBook
10936,snips-train-8065,Rate The Best American Short Stories 2007 one out of 6 points,RATE THE BEST AMERICAN SHORT STORIES TWO THOUSAND SEVEN ONE OUT OF SIX POINTS,RateBook
10937,snips-train-8066,The book History by Contract is rated five stars in my opinion.,THE BOOK HISTORY BY CONTRACT IS RATED FIVE STARS IN MY OPINION,RateBook
10938,snips-train-8067,Rate In the Eyes of Mr. Fury zero of 6,RATE IN THE EYES OF MISTER FURY'S YERO OF SIX,RateBook
10939,snips-train-8068,rate the Beyonders A World Without Heroes saga 1 out of 6 stars,RATE THE BEYONDERS THE WORLD WITHOUT HEROS SAGA ONE OUT OF SIX STARS,RateBook
10940,snips-train-8069,Give Souls in Metal four out of 6 points,GIVE SOLTS IN METAL FOUR OUT OF SIX POINTS,RateBook
10941,snips-train-807,add global underground 006 sydney to my Best Metal of the New Millennium,ADD GLOBAL UNDERGROUND O O SIX SYDNEY TO MY BEST METAL OF THE NEW MALINIUM,AddToPlaylist
10942,snips-train-8070,give The Enemy Within saga 3 stars for me,GIVE THE ENEMY WITHEN SAGETH THREE STARS FOR ME,RateBook
10943,snips-train-8071,give Portions from a Wine-stained Notebook Short Stories and Essays 0 points,GIVE PORTIONS FROM A WINE STAINED NOTEBOOK SHORT STORIES AND ESSAY SERO POINTS,RateBook
10944,snips-train-8072,Give the current album 2 out of 6 points .,GIVE THE CURRENT ALBUM TO OUT OF SIX POINTS,RateBook
10945,snips-train-8073,rate the current book a four,RATE THE CURRENT BOOK AFORE,RateBook
10946,snips-train-8074,Rate Rajinikanth The Definitive Biography one out of 6 stars,RATE ROGENI CONT THE DEFINITIVE BIOGRAPHY ONE OUT OF SIX STARS,RateBook
10947,snips-train-8075,"I rate the chronicle , Son of the Tree with four of 6 points .",IRATE THE CHRONICLE SON OF THE TREE WITH FOUR OR SIX POINTS,RateBook
10948,snips-train-8076,Give 5 / 6 stars to Expressive Processing,GIVE FIVE SIX STARS TOO EXPRESSIVE PROCESSING,RateBook
10949,snips-train-8077,The Comics We Loved gets 1 out of 6 points,THE COMICS WE LOVED GETS ONE OUT OF SIX POINTS,RateBook
10950,snips-train-8078,I would give this current novel 2 stars with a best rating of 6,I WOULD GIVE THIS CURRENT NOVEL TWO STARS WITH THE BEST TRANING OF SIX,RateBook
10951,snips-train-8079,rate the current book series 4 out of 6,RATE THE CURRENT BOOK SERIES FOR OUT OF SIX,RateBook
10952,snips-train-808,Put transatlantic lullaby on sharlene's napoleon xiv playlist,PUT TRANSATLANTIC LELLA BY ENCHARLINE'S NAPOLEON THE FOURTEENTH PLAALIST,AddToPlaylist
10953,snips-train-8080,I give 3 of 6 stars for the current textbook,I GIVE THREE OF SIX STARS FOR THE CURRENT TEXT BOOK,RateBook
10954,snips-train-8081,The Last Hawk gets a total of 3 out of 6 stars from me,THE LAST CHAWK GETS A TOTAL OF THREE OUT OF SIX STARS FROM ME,RateBook
10955,snips-train-8082,rate the book chronicle The Obama Nation a 4,WRITE THE BOOK CHRONICLE THE ABOMINATION AFFOR,RateBook
10956,snips-train-8083,give 5 out of 6 points to Myths of the Hindus & Buddhists,GIVE FIVE OUT OF SIX POINTS TO MYTHS OF THE HENDES AND RUDDISTS,RateBook
10957,snips-train-8084,Give zero / 6 stars to this album,GIVE ZERO SIX STARS TO THIS ALBUM,RateBook
10958,snips-train-8085,Rate the Why Is Sex Fun? saga two of 6,RATE THE WISE SEX FUN SAGA TWO OF SIX,RateBook
10959,snips-train-8086,This current textbook deserves a rating of 3 points and a best rating of 6,THIS CURRENT TEXT BOOK DESERVES E RATING OF THREE POINTS AND OUR BEST TRADING OF SIX,RateBook
10960,snips-train-8087,give this book titled Othappu zero points,GIVE THIS BOOK TITLE OF THE BUSIRO POINTS,RateBook
10961,snips-train-8088,Rate my current textbook four out of 6,RATE MI CURRENT TEXT BOOK FOUR OUT OF SIX,RateBook
10962,snips-train-8089,give Song of Scarabaeus five of 6 stars,GIVE SONG OF SCARIBEUS FIVE OF SIX STARS,RateBook
10963,snips-train-809,Add connee boswell to the relaxing playlist.,ADD CONNE BOSWELL TO THE RELAXING PLAYOLIST,AddToPlaylist
10964,snips-train-8090,Rate Mouse Noses on Toast 5 points out of 6,RATE MOUSE NOSES ON TOAST FIVE POINTS OUT OF SIX,RateBook
10965,snips-train-8091,Rate this textbook two out of 6,WRATE THIS TEXT BOOK TWO OUT OF SIX,RateBook
10966,snips-train-8092,I'd give The Jewel in the Crown saga four of 6 stars,I'D GIVE THE JEWEL IN THE CROWN SAGAFOUR OF SIX STARS,RateBook
10967,snips-train-8093,this horrible essay gets zero out of 6 stars,THIS HORRIBLE ESSAY GETS ZERO OUT OF SIX STARS,RateBook
10968,snips-train-8094,rate this essay four out of 6,MADE THIS ASSA FOUR OUT OF SIX,RateBook
10969,snips-train-8095,Rate A Battle of Nerves three stars out of 6,RATE A BATTLE OF NERVES THREE STARS OUT OF SIX,RateBook
10970,snips-train-8096,I give the saga to The Woven Path 1 stars and a best rating of 6,I GIVE THE SOGGET TO THE WOVEN PATH ONE STARS AND A BEST TRADING OF SIX,RateBook
10971,snips-train-8097,rate the current saga one stars,RATE THE CURRENT SAGAWAN STARS,RateBook
10972,snips-train-8098,Give four / 6 points to Empire of Death,GIVE FOUR SIX POINTS TO EMPIRE OF DEATH,RateBook
10973,snips-train-8099,rate this current book five,RATE THIS CURRENT BOOK FIVE,RateBook
10974,snips-train-81,Add tune to my Folk Music At The Gaslight Café,ADD TINTO MY FOLK MUSIC AT THE GASLIGHT CAFE,AddToPlaylist
10975,snips-train-810,Add Venetian Snares onto the atmospheric calm playlist,AD VENETIAN SNERS ONTO THE ATMOSPHERIC COMPLAALIST,AddToPlaylist
10976,snips-train-8100,give two points to Wild Blood,GIVE TWO POINTS TO WILD BLOOD,RateBook
10977,snips-train-8101,The horrible book The Black Gryphon only gets 2 out of 6 .,THE HORRIBLE BOOK TE BLACKGRIFFIN ONLY GETS TWO OUT OF SIX,RateBook
10978,snips-train-8102,How can I rate the current chronicle 5 stars ?,HOW CAN LIRATE THE CURRENT CHRONICLE FIVE STARS,RateBook
10979,snips-train-8103,Rate this novel 1 out of 6 points,RATE THIS NOVEL ONE OUT OF SIX POINTS,RateBook
10980,snips-train-8104,rate the book The Egoist five out of 6,RATE THE BOOK THE EGOIST FIVE OUT OF SIX,RateBook
10981,snips-train-8105,River Secrets deserves a best rating of 6 but zero points,RIVER SECRETS DESERVES A BEST RAIDING OF SIX BUT ZERO POINTS,RateBook
10982,snips-train-8106,rate the book Strumpet City zero for 6,RATE THE BOOK TRUMPET CITIES EURO FOR SIX,RateBook
10983,snips-train-8107,rate this book called Kings of the High Frontier four points,RATE THIS BOOK CALLED KINGS OF THE HIGH FRONTIER FOUR POINTS,RateBook
10984,snips-train-8108,give 2 out of 6 points to current book,GIVE TWO OUT OF SIX POINTS TO CURRENT BOOK,RateBook
10985,snips-train-8109,Rate Nuclear Terrorism The Ultimate Preventable Catastrophe 5 stars,RATE NUCALIER TERRORISM THE ULTIMATE PREVENTABLE CATASTROPHE FIVE STARS,RateBook
10986,snips-train-811,Add Norma Jean to my pure rock & roll playlist.,ADD NORMAGIN TO MY PURE ROC AND ROLE PLAOLIST,AddToPlaylist
10987,snips-train-8110,give four out of 6 star to this novel,GIVE FOUR OUT OF SIX STAR TO THIS NOVEL,RateBook
10988,snips-train-8111,give four out of 6 stars for this chronicle,GIVE FOR OUT OF SIX STARS FOR THIS CHRONICLE,RateBook
10989,snips-train-8112,Rate the book Post Office four points,RATE THE BOOK POST OFFICE FOUR POINTS,RateBook
10990,snips-train-8113,rate this book 5 of 6 points,RATE THIS BOOK FIVE OF SIX POINTS,RateBook
10991,snips-train-8114,Rate the current essay 0 .,RATE THE CURRENT AF SESERO,RateBook
10992,snips-train-8115,give one to this novel,GIVE ONE TO THIS NOVEL,RateBook
10993,snips-train-8116,Rate Seeing with the Eyes of Love 5 points,RATE SEEING WITH THE EYES OF LOVE FIVE POINTS,RateBook
10994,snips-train-8117,Rate Eight Days of Luke a five .,RATE EIGHT DAYS OF LUCCA FIVE,RateBook
10995,snips-train-8118,I am rating this book 5 out 6 points,I AM READING THIS BOOK FIVE OUT SIX POINTS,RateBook
10996,snips-train-8119,Rate the current essay a three,RATE THE CURRENT S SA A THREE,RateBook
10997,snips-train-812,Add another song to the country playlist.,ADD ANOTHER SONG TO THE COUNTRY PLAOLIST,AddToPlaylist
10998,snips-train-8120,give Private Games 3 stars out of 6,GIVE PRIVATE GAMES THREE STARS OUT OF SIX,RateBook
10999,snips-train-8121,I would rate this album 1 points,I WOULD RATE THIS ALBUM ONE POINTS,RateBook
11000,snips-train-8122,I give a 4 to 3 Willows The Sisterhood Grows .,I GIVE A FORT TO THREE WILLOWS THE SISTER HEAD GROWS,RateBook
11001,snips-train-8123,My Idea of Fun is a book that should get 2 stars .,MY IDEA OF FINE IS A BROOK THAT SHOULD GET TWO STARS,RateBook
11002,snips-train-8124,Give A Kentucky Cardinal four points,GIVE A KENTUCKY CARDINAL FOUR POINTS,RateBook
11003,snips-train-8125,give 0 out of 6 points to current textbook,GIVES URO OUT OF SIX POINTS TO CURRENT TEXT BOOK,RateBook
11004,snips-train-8126,give 5 out of 6 points to Short Trips A Universe of Terrors,GIVE FIVE OUT OF SIX POINTS TO SHORT TRIPS A UNIVERSE OF TERRORS,RateBook
11005,snips-train-8127,rate My Life As a Book five out of 6,RATE MY LIFE AS A BOOK FIVE OUT OF SIX,RateBook
11006,snips-train-8128,the following essay is worth four out 6,THE FOLLOWING ESSAY IS WORTH FOUR OUT SIX,RateBook
11007,snips-train-8129,Rate Shadow of Night a 1,GREAT SHADOW OF NIDOWAN,RateBook
11008,snips-train-813,Add an album to Women of Hip Hop,ADD AN ALBUM TO WOMEN OF HIPPOP,AddToPlaylist
11009,snips-train-8130,rate the bok series Preparedness 101 Zombie Apocalypse two for 6 stars,RATE THE BOX ERIES PREPARED MIS ONE HUNDRED ONE SAMBIA PACULUPS TWO FOR SIX STARS,RateBook
11010,snips-train-8131,Rate the Parable of the Sower a 2 out of 6,RADE THE PARABLE OF THE SORA TWO OUT OF SIX,RateBook
11011,snips-train-8132,Rate this novel three out of 6 stars,RATE THIS NOVEL THREE OUT OF SIX STARS,RateBook
11012,snips-train-8133,the current saga gets 0 out of 6,THE CURRENT SARGAGETS ZERO OUT OF SIX,RateBook
11013,snips-train-8134,Rate my current novel 0 out of 6 points,RATE MY CURRENT NOVELS ZERO OUT OF SIX POINTS,RateBook
11014,snips-train-8135,Give the current chronicle 3 of 6 stars,GIVE THE CURRENT CHRONICLE THREE OF SIX STARS,RateBook
11015,snips-train-8136,Rate this novel 4 points out of 6,RATE THIS NOVEL FOUR POINTS OUT OF SIX,RateBook
11016,snips-train-8137,Rate this novel five of 6,RATE THIS NOVEL FIVE OF SIX,RateBook
11017,snips-train-8138,Give this series three points out of 6 .,GIVE THIS SERIES THREE POINTS OUT OF SIX,RateBook
11018,snips-train-8139,give two out of 6 points to current album,GIVE TWO OUT OF SIX POINTS TO CURRANT ALBUM,RateBook
11019,snips-train-814,add Novedades Pop to my all out of luck list,ADDNOVER DADES POP TO MY ALL OUT OF LA CLIST,AddToPlaylist
11020,snips-train-8140,I'm rating The Skystone with three points,I'M RADING THE SKY TONE WITH THREE POINTS,RateBook
11021,snips-train-8141,Rate Voyages by Starlight a value of 0,REAT VOYAGES BY STARLIGHT A VALUE OF ZERO,RateBook
11022,snips-train-8142,Give this current novel a 4 .,GIVE THIS CURRENT NOVEL AFORE,RateBook
11023,snips-train-8143,give The Last Child 4 of 6,GIVE THE LAST CHILD FOUR OF SIX,RateBook
11024,snips-train-8144,Rate this textbook 2 out of 6,WRATE THIS TEXT BOOK TWO OUT OF SIX,RateBook
11025,snips-train-8145,rate this textbook a one,RATE THIS TEXT BURK A ON,RateBook
11026,snips-train-8146,I give the next textbook a 2 .,I GIVE THE NEXT TEXT BOOK A TWO,RateBook
11027,snips-train-8147,rate the book Dies the Fire one points,RATE THE BOOK DIES THE FIRE ONE POINTS,RateBook
11028,snips-train-8148,Not Yet A Memoir of Living and Almost Dying was one out of 6 stars,NOT YET A MEMOIY OF LIVING AND ALMOST DYING WAS ONE OUT OF SIX STARS,RateBook
11029,snips-train-8149,Rate The Doomsters four out of 6 stars,RATE THE DOOMSTERS FFOUR OUT OF SIX STARS,RateBook
11030,snips-train-815,Add De Principii Evangelikum to my Domingo Indie palylist,ADIPRINCIPIA VENGELA COMTUMAY DAMINGO INDIPALALIST,AddToPlaylist
11031,snips-train-8150,The Citrus Industry is a four rating value and a best rating of 6,THE CITR'S INDUSTRY IS A FOR RATING VALUE IN E BEST TRADING OF SIX,RateBook
11032,snips-train-8151,rate The Gutting of Couffignal one points,RATE THE GUTTING OF KUFIGNEL ONE POINTS,RateBook
11033,snips-train-8152,Rate The Purcell Papers two out of 6 stars,WRATE THE PERSONAL PAPERS TO OUT OF SIX STARS,RateBook
11034,snips-train-8153,Give Physics of the Impossible four points .,GIVE PHYSICS OF THE IMPOSSIBLE FOUR POINTS,RateBook
11035,snips-train-8154,give four stars to current novel,GIVE FOUR STARS TO CURRENT NOVEL,RateBook
11036,snips-train-8155,Rate Witchcraft and Paganism in Australia 1 points out of 6,RAT WITCHCRAFT AND PAGANISM IN AUSTRALIA ONE POINTS OUT OF SIX,RateBook
11037,snips-train-8156,Rate the current novel 1 out of 6 points .,RATE THE CURRENT NOVEL ONE OUT OF SIX POINTS,RateBook
11038,snips-train-8157,The boring Peace on Earth gets a two out of 6 .,THE BORING PEACE ON EARTH GETS A TWO OUT OF SIX,RateBook
11039,snips-train-8158,I would rate this album a zero and give it a best rating of 6,I WOULD DREAT THIS ALBUMAS ZERO AND GIVE IT A BEST TRADING OF SIX,RateBook
11040,snips-train-8159,Rate Company for Gertrude 4 of 6,REAT COMPANY FOR GERTRUDE FOUR SIX,RateBook
11041,snips-train-816,Add the album to my Wild Country playlist.,ADD THE ALBUM TO MY WILD COUNTRY PLAOLIST,AddToPlaylist
11042,snips-train-8160,Rate current book 0,REAT CURRENT BOOKS ZERO,RateBook
11043,snips-train-8161,Rate The Firebrand one of 6 stars,RATE THE FIRE BREND ONE OF SIX STARS,RateBook
11044,snips-train-8162,rate Quantum Theology one out of 6,GREAT QUANSUMTHEOLOGY ONE OUT OF SIX,RateBook
11045,snips-train-8163,Rate Phoenix The Fall & Rise of Videogames one points out of 6,GREAT PHOENIX THE FALL AND RISE AF VIDIO GAMES ONE POINTS OUT OF SIX,RateBook
11046,snips-train-8164,I would rate this textbook 5 points and a rating value of 6,I WOULD RATE THIS TEXT BOOK FIVE POINTS AND A RATING VALUE OF SIX,RateBook
11047,snips-train-8165,Rate this textbook a 1,RATE THIS TEXT BURK A ON,RateBook
11048,snips-train-8166,This current album deserves only a one rating,THIS CURRENT ALBUM DESERVES ONLY A ONE RAIDING,RateBook
11049,snips-train-8167,Rate The Saint in Trouble 1 of 6,GREAT THE SAINT AND TROUBLE ONE OF SIX,RateBook
11050,snips-train-8168,Rate my current book one stars,RATE MY CURRENT BOOK WONE STARS,RateBook
11051,snips-train-8169,I would give Dead Man Falling 5 points and a best rating of 6,I WOULD GIVE DEAD MAN FALLING FIVE POINTS AND ARE THE BEST RATING OF SIX,RateBook
11052,snips-train-817,put Ik Tara onto pure seduction playlist,PUT ICTERA ONTO PURE SEDUCTION PLAOLIST,AddToPlaylist
11053,snips-train-8170,rate this book four of 6 points,RATE THIS BOOK FOUR OF SIX POINTS,RateBook
11054,snips-train-8171,Rate I Capture the Castle 0 points,RADE I CAPTURE THE CASTLE'S ERO POINTS,RateBook
11055,snips-train-8172,Give four stars out of 6 to Practice to Deceive,GIVE FOUR STARS OUT OF SIX TO PRACTISE TO DECEIVE,RateBook
11056,snips-train-8173,I give a rating of 2 to the book Swine Not?,I GIVE A READING OF TWO TO THE BOOKS WHY NOT,RateBook
11057,snips-train-8174,Rate The Starship Trap 5 stars,RATE THE STARSHIP TRAP FIVE STARS,RateBook
11058,snips-train-8175,I rate the book Time and Stars two points,I RATE THE BOOK TIME AND STARS TWO POINTS,RateBook
11059,snips-train-8176,Rate this essay four out of 6,MADE THIS ASSA FOUR OUT OF SIX,RateBook
11060,snips-train-8177,Give zero stars to Book of Artifacts,GIVE ZERO STARS TO BOOK OF ARTIFACTS,RateBook
11061,snips-train-8178,I would rate The Story of the Glittering Plain a zero,I WOULD READ THE STORY OF THE GLITTERING PLAIN OF ZERO,RateBook
11062,snips-train-8179,I give a zero rating for this essay,I GIVE A ZERO RAITING FOR THIS ESSAY,RateBook
11063,snips-train-818,Add women of metal to Odetta Holmes,ADD WOMEN OF METAL TO ODERA HOMES,AddToPlaylist
11064,snips-train-8180,The Evil Experiment gets zero out of 6 points,THE EVIL EXPERIMENT GETS ZERO OUT OF SIX POINTS,RateBook
11065,snips-train-8181,rate How to Eat Fried Worms two stars,RAD HOW TO EAT FRIED WORMS TWO STARS,RateBook
11066,snips-train-8182,rate the following novel one of 6,RATE THE FOLLOWING NOVEL ONE OF SIX,RateBook
11067,snips-train-8183,rate The Pure Weight of the Heart series 5 points,RAT THE PURE WEIGHT OF THE HEART SERIES FIVE POINTS,RateBook
11068,snips-train-8184,give 0 out od 6 stars to Mystery of the Desert Giant,GIVES EURO OUT ODD SIX STARS TO MYSTERY OF THE DESERT GIANT,RateBook
11069,snips-train-8185,This current book deserves 3 points,THIS CURRENT BOOK DESERVES THREE POINTS,RateBook
11070,snips-train-8186,give five out of 6 stars to The Arrows of Hercules,GIVE FIVE OUT OF SIX STARS TO THE ARROWS OF HERCULES,RateBook
11071,snips-train-8187,I am rating this essay two points,I AM RATING THIS ESSA TWO POINTS,RateBook
11072,snips-train-8188,the next book is worth two,THE NEXT BOOK IS WORTH TWO,RateBook
11073,snips-train-8189,Give the current series two stars .,GIVE  THE CURRENT SERES TWO STARS,RateBook
11074,snips-train-819,add this song to the Novedades Pop playlist,ADD THIS SONG TO THE NOVIDADES POPLAOLIST,AddToPlaylist
11075,snips-train-8190,I would rate this essay 2 stars and a best rating of 6,I WOULD RATE THIS ESSATE TWO STARS AND A BEST TRADING OF SIX,RateBook
11076,snips-train-8191,I give What We Talk About When We Talk About Love a two of 6,I GIVE WHAT WE TALK ABOUT WHEN WE TALK ABOUT LOVE A TWO OF SIX,RateBook
11077,snips-train-8192,Rate the current novel five of 6,RATE THE CURRENT NOVEL FIVE O SIX,RateBook
11078,snips-train-8193,rate Gray Mountain a zero,GREAT GREY MOUNTAIN E ZERO,RateBook
11079,snips-train-8194,give 0 points to current series,GIVES EURAL POINTS TO CURRENT SERES,RateBook
11080,snips-train-8195,How do I rate this book 4 stars?,HOW DOIRATE THIS BOOK FOUR STARS,RateBook
11081,snips-train-8196,Rate 5 out of 6 points to My Favorite Fantasy Story,RATE FIVE OUT OF SIX POINTS TO MY FAVOURITE FANTASY STORY,RateBook
11082,snips-train-8197,give a zero rating to May We Borrow Your Husband ?,GIVE A ZERO RATING TO MAY WE BORROW YOUR HUSBAND,RateBook
11083,snips-train-8198,rate this book 2 of 6 points,WRATE THIS BOOK TWO OF SIX POINTS,RateBook
11084,snips-train-8199,Rate The Postman Always Rings Twice zero stars out of 6 .,RATE THE POSTMAN ALWAYS RINGS TWICE ZERO STARS OUT OF SIX,RateBook
11085,snips-train-82,add this artist to romántica,ADD THIS ARTIST TO ROMANTIGO,AddToPlaylist
11086,snips-train-820,Add outside the dream syndicate to millicent's fresh electronic playlist,ADD OUTSIDE THE DREAM SYNDICATE TO MILLICINT'S FORACHELLICTRONIC PLAYOLIST,AddToPlaylist
11087,snips-train-8200,Give the current album a three .,GIVE THE CURRENT ALBUM A THREE,RateBook
11088,snips-train-8201,Rate The Art of Struggle 3,REAT THE ART OF STRUGGLE THREE,RateBook
11089,snips-train-8202,rate this book a zero,GREAT THIS BOOK AF ZERO,RateBook
11090,snips-train-8203,Rate The Scoop 4 of 6 stars,RATE THE SCOOP FOUR OF SIX STARS,RateBook
11091,snips-train-8204,give the current book 0 out of 6 points,GIVE THE CURRENT BOOK ZERO OUT OF SIX POINTS,RateBook
11092,snips-train-8205,rate Winning the Oil Endgame zero of 6,RATE WINNING THE OIL AND GAMS YEURO OF SIX,RateBook
11093,snips-train-8206,Rate the current essay four out of 6 .,RATE THE CURRENT SA FOR OUT OF SIX,RateBook
11094,snips-train-8207,I'd give The Day of Reckoning four points,I'D GIVE THE DAY OF RECKONING OUR POINTS,RateBook
11095,snips-train-8208,Rate Wolves Eat Dogs 5 out of 6 points,REIGHT WOLVES EAT DOGS FIVE OUT OF SIX POINTS,RateBook
11096,snips-train-8209,rate Dragons of Spring Dawning 3 stars,GREAT DRAGONS OF SPRING DAWNING THREE STARS,RateBook
11097,snips-train-821,Please add Ruud Jolie to my playlist Guest List Polygon,PLEASE EDRU JULIE TO MY PLAYLEST GASLESS POLLYGONE,AddToPlaylist
11098,snips-train-8210,give 4 points to this textbook,GIVE FOUR POINTS TO THIS TEXT BOOK,RateBook
11099,snips-train-8211,Rate this essay two out of 6 stars,MADE THIS ESSA TO OUT OF SIX STARS,RateBook
