,train_index,train_sentence,nicole_sentence,train_label
11082,snips-train-8197,give a zero rating to May We Borrow Your Husband ?,GIVE IZIRO RATING TO MAY WE BORROW YOUR HUSBAND,RateBook
11083,snips-train-8198,rate this book 2 of 6 points,WRITE THIS BOOK TO SIX POINTS,RateBook
11084,snips-train-8199,Rate The Postman Always Rings Twice zero stars out of 6 .,RAKE THE POSTMAN ALWAYS RINGS TWICE ZERO STARS OUT OF SIX,RateBook
11085,snips-train-82,add this artist to romántica,ADD THESE ARTIST TO ROMANTICON,AddToPlaylist
11086,snips-train-820,Add outside the dream syndicate to millicent's fresh electronic playlist,AN OUTSIDE THE DREAM SEEMED TO GET TO MILICEN'S FRESH ELECTRONIC PLALIST,AddToPlaylist
11087,snips-train-8200,Give the current album a three .,GIVE THE CARRENT ALVAMETHREE,RateBook
11088,snips-train-8201,Rate The Art of Struggle 3,RATE THE ORT OF STRUGGLE THREE,RateBook
11089,snips-train-8202,rate this book a zero,WRITE THESE BOOK AS YOU ARE,RateBook
11090,snips-train-8203,Rate The Scoop 4 of 6 stars,RIGT THE SCUTFUR OF SEEK STARS,RateBook
11091,snips-train-8204,give the current book 0 out of 6 points,GIVE THE CORRENT BOOK ZERO OUT OF SIX POINTS,RateBook
11092,snips-train-8205,rate Winning the Oil Endgame zero of 6,RIGHT WINNING THE OIL AND CAME ZERO OF SIX,RateBook
11093,snips-train-8206,Rate the current essay four out of 6 .,RATE THE CARAN ESSAY FOR OUT OF SIX,RateBook
11094,snips-train-8207,I'd give The Day of Reckoning four points,ID GIVE THE DAY OF RECKONING FOUR POINTS,RateBook
11095,snips-train-8208,Rate Wolves Eat Dogs 5 out of 6 points,RAIHT WOLVES EIGHT DOGS FIVE OUT OF SIX POINTS,RateBook
11096,snips-train-8209,rate Dragons of Spring Dawning 3 stars,RIGHT DRAGONS OF SPRING TAWNING THREE STARS,RateBook
11097,snips-train-821,Please add Ruud Jolie to my playlist Guest List Polygon,PLEASE ADRUDE JOYLY TO MY PLAYLESS GUESTLESS POLEAGAN,AddToPlaylist
11098,snips-train-8210,give 4 points to this textbook,GIVE FOUR POINTS TO THIS TEXT BOOK,RateBook
11099,snips-train-8211,Rate this essay two out of 6 stars,REAT THESE ESSA TO OUT OF SEEK STARS,RateBook
11100,snips-train-8212,rate this album a 1,GREAT THI SALBUMAWAN,RateBook
11101,snips-train-8213,I give this current book four stars and a rating of 6,I GIVE THIS CURRANT BOOK FOR STARS AND A WRITING OF SIX,RateBook
11102,snips-train-8214,rate current album 0 stars,RATE CARAN ALBAM ZERE STARS,RateBook
11103,snips-train-8215,Give The Diamond Chariot a 0 out of 6 .,GIVE THE DIAMOND CHARIOT TO ZERO OUT OF SEEX,RateBook
11104,snips-train-8216,The book the Gardens of the Moon deserves only 1 stars .,THE BOOKTHE GODDENS OF THE MIN DESERVES ONLY ONE STARS,RateBook
11105,snips-train-8217,out of 6 rate this a zero for Memories of the Ford Administration,OUT OF SEK SRATE THIS EZERO TO MEMORIES OF THE FORD ADMINISTRATION,RateBook
11106,snips-train-8218,Evolution and the Theory of Games gets a five out of 6 .,EVOLUTION AND THE THEORY OF GAMES GETS A FIVE OUT OF SIX,RateBook
11107,snips-train-8219,"rate the book series I, Robot one out of 6 stars",RATE THE BOOK SERIOUS EYE ROW BUT ONE OUT OF SIX STARS,RateBook
11108,snips-train-822,Add you put a move on my heart to the martin garrix show,AD YOU PUT AMEVE ON MY HEART TO THE MATAN GARRICK SHIR,AddToPlaylist
11109,snips-train-8220,this essay should get 1 of the points,THIS ESS I SHOULD GET ONE OF THE POINTS,RateBook
11110,snips-train-8221,I give this series a value of one and a best rating of 6,I GIVE THIS SERIES OF VALUE OF ONE AND A BEST RATING OF SIX,RateBook
11111,snips-train-8222,this series should get 0 of 6 points,THIS ZERES SHE GET ZERO OF SIX POINTS,RateBook
11112,snips-train-8223,The book the Geoff Ryman bibliography should have a rating of three to 6 points .,THE BOOK THE GEFFRAMAN BIBLIOGRAPHY SHOULD HAVE THE WRITING OF THREE TO SIX POINTS,RateBook
11113,snips-train-8224,rate this book 3 stars,RATE THIS BOOK THREE STARS,RateBook
11114,snips-train-8225,rate this book four out of 6 points,RAK THIS BOOK FOUR OUT OF SIX POINTS,RateBook
11115,snips-train-8226,Rate this textbook 4 stars .,WRATE THIS TEXT BOOK FOUR STARS,RateBook
11116,snips-train-8227,I give The Beatrice Letters 2 out of 6 stars .,I GIVE THE BETRICE LETTERS TWO OUT OF SIX STARS,RateBook
11117,snips-train-8228,Rate the current textbook one of 6 stars,RAKE THE CURRENT TAKES BOOK ONE OF SEEX STARS,RateBook
11118,snips-train-8229,give 3 out of 6 points to The Secrets of Love,GIVE THREE OUT OF SEX POINTS TO THE SECRETS OF LOVE,RateBook
11119,snips-train-823,Can you put this song on the metal xplorer playlist,CAN YOU PUT THESE SONG ON THE METLE EXPLORER PLALIST,AddToPlaylist
11120,snips-train-8230,I give One Clear Call zero out of 6 points,I GIVE ONE CLECOSERO OUT OF SIX POINTS,RateBook
11121,snips-train-8231,rate Eleanor Rigby a 3,GREAT HELEN ERIPIA THRAY,RateBook
11122,snips-train-8232,Rate the current novel 5 of 6 points,RAKE THE CURRENT NOVEL FIVE OF SIX POINTS,RateBook
11123,snips-train-8233,Rate the current book zero of 6,WRITE THE CARRANT BOOK ZERO OF SIX,RateBook
11124,snips-train-8234,give zero points to this essay,GIVES YOU O POINTS TO THIS ESSA,RateBook
11125,snips-train-8235,My current textbook should have a rating value of 5 and a best rating of 6,MY CURRENT TEX BOOK SHOULD HAVE A RATING VALUE OF FIVE AND A BEST RATING OF SIX,RateBook
11126,snips-train-8236,give 1 out of 6 points to Revolution World,GIVE ONE OUT OF SIX POINTS TO REVOLUTION WORLD,RateBook
11127,snips-train-8237,give four star to current novel,GIVE FOUR STARTY CURRENT NOVEL,RateBook
11128,snips-train-8238,I would rate this current textbook four stars,I WOULD WRITE THESE CURRENT TEX BOOK FOUR STARS,RateBook
11129,snips-train-8239,Rate my current book 1 out of 6,RATE MY CURRENT BOOK ONE OUT OF SIX,RateBook
11130,snips-train-824,Add the album to the fantasía playlist,ADD THE ALBUM TO THE FANTASSIOPLALIST,AddToPlaylist
11131,snips-train-8240,I want to give Science Fiction Adventures in Mutation 0 stars,I WANT TO GIVE SCIENCE FICTION ADVENTURES IN MUTATION ZERRI STARS,RateBook
11132,snips-train-8241,I would rate The Door to December 3 points and a best rating of 6,I WOULD WRATE THE DAU TO DECEMBER THIRD POINTS AND THE BEST WRITING OF SIX,RateBook
11133,snips-train-8242,I give this series a one out of 6,I GIVE THISE SERIES A ONE OUT OF SIX,RateBook
11134,snips-train-8243,rate The Lotus and the Storm zero of 6,RATE THE LOTUS AND THE STORMS ZERO OF SEEKS,RateBook
11135,snips-train-8244,rate the current novel 5 stars,RATE THE CURRANT NOVEL FIVE STARS,RateBook
11136,snips-train-8245,Rate The Penelopiad zero out of 6 .,RATE THE PINELLO PIAZERO OUT OF SEX,RateBook
11137,snips-train-8246,The Half-Life chronicle deserves 3 points,THE HALF LIFE CHRONICLE DESERVES THREE POINTS,RateBook
11138,snips-train-8247,Give Drift The Unmooring of American Military Power 0 out of 6 points .,GIVE DRIFTHE UNMOORING OF AMERICAN MILITARY POWAZERO OUT OF SIX POINTS,RateBook
11139,snips-train-8248,Rate my current textbook 1 out of 6 points,RATE MY CURRENT TAKES BOOK ONE OUT OF SIX POINTS,RateBook
11140,snips-train-8249,Give The Pirates! in an Adventure with Whaling a 0 out of 6 .,GIVE THE PIRATES IN AN ADVENTURE WITH WAILING A ZERO OUT OF SIX,RateBook
11141,snips-train-825,I need to have pat alger 's album placed onto the spotlight spain 2016 playlist.,I NEED TO HAVE PAT ALGUS ALBUN PLACED ON TO THE SPOT LIGHT SPAYING TWENTY SIXTEN PLAIYLIST,AddToPlaylist
11142,snips-train-8250,Rate this album 3 out of 6,RATE THIS ALBUM THREE OUT OF SIX,RateBook
11143,snips-train-8251,I give Ruled Britannia a rating of five out of 6 .,I GIVE RULE PROTENURA RATING OF FIVE OUT OF SIX,RateBook
11144,snips-train-8252,give 0 out of 6 points to The Paper Men,GIVES ZERO OUT OF SIX POINTS TO THE PIPEMEN,RateBook
11145,snips-train-8253,Award a rating of 2 stars out of 6 to Confessions of an economic hit man,A WARDER RATING OF TWO STARS OUT OF SIX TO CONFESSIONS OF AN ECONOMIC HIT MAN,RateBook
11146,snips-train-8254,I would give Things Fall Apart 3 stars,I WOULD GIVE THINGS FULL OPOT THREE STARS,RateBook
11147,snips-train-8255,"For the book Ethics , my rating is 2 out of 6",FOR THE BOOK ETHICS MY RATING IS TWO OUT OF SIX,RateBook
11148,snips-train-8256,Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points .,WRATE THE SIMON AND SCHILSTERIN CYCLOPADIO OF DYNASORS AND PREHISTORIC PREACHERS ZERO POINTS,RateBook
11149,snips-train-8257,give five stars to current album,GIVE FIVE STALS TO CARAN ALBUM,RateBook
11150,snips-train-8258,I want to give Think Like a Freak one stars,I WANT TO GIVE THING LIKE A FREAK ONE STARS,RateBook
11151,snips-train-8259,Rate this book a 0,WRITE THESE BOOK AS YOU ARE,RateBook
11152,snips-train-826,please put Linzi Stoppard into my sxsw fresh playlist,PLAYS PUT LINSY STOPAD INTO MY S X S W FRESH PLANLIST,AddToPlaylist
11153,snips-train-8260,give After Worlds Collide a 1,GIVE AFTER WOLD'S COLIDO ON,RateBook
11154,snips-train-8261,I rate Step by Wicked Step 1 stars,IRATE STEP BY WEAKED STEP AN STARS,RateBook
11155,snips-train-8262,Give the current novel a one out of 6 rating.,GIVE THE CURRENT NOVELLER ONE OUT OF SEKS RATING,RateBook
11156,snips-train-8263,give one points to current book,GIVE ONE POINTS TO CARRANT BOOK,RateBook
11157,snips-train-8264,Give this textbook 3 stars .,GIVE THESE TAXBOOK THREE STARS,RateBook
11158,snips-train-8265,this series gets 2 out of 6 stars,THESE SERIES GETS TWO OUT OF SEEKS STARS,RateBook
11159,snips-train-8266,give 5 rating for this textbook,GIVE FIRATING FOR THIS TEXT BOOK,RateBook
11160,snips-train-8267,"Give The Crisis , one / 6 points",GIVE THE CRISIS ONE SEEX POINTS,RateBook
11161,snips-train-8268,Give this textbook 5 points,GIVE THESE TEXBOOK FIVE POINTS,RateBook
11162,snips-train-8269,give one out of 6 points to this album,GIVE ONE OUT OF SIX POINTS TO THIS ALBUM,RateBook
11163,snips-train-827,Add track to novedades viernes sudamérica,I ATTRACT TO NOW VIDARDESVIA AN E SUDA MERICO,AddToPlaylist
11164,snips-train-8270,this novel gets 0 out of 6 points,THIS NOVEL GETS ZERO OUT OF SIX POINTS,RateBook
11165,snips-train-8271,Freud A Life for Our Time deserves a solid 4,FRATER LIFE FOR A TIME DESERVES THE SOLID FALL,RateBook
11166,snips-train-8272,For the current saga I rate 2 of 6 stars,FOR THE CARRENTTSAGA I WRATE TWO OF SIX STARS,RateBook
11167,snips-train-8273,Add a rating of zero points out of 6 to The Inheritance of Loss,ADERATING OF ZERO POINTS OUT OF SEX TO THE INHERITANCE OF LOSS,RateBook
11168,snips-train-8274,I am giving this current textbook 4 stars,I AM GIVING THIS CURRENT TEX BOOK FOUR STARS,RateBook
11169,snips-train-8275,Rate Therapy a zero,RIGHT THERAPEASOU AR,RateBook
11170,snips-train-8276,Give After Having Spent a Night Among Horses 0 out of 6 .,GIVE AFTER HAVING SPENT A NIGHT AMONG HORSES ZERO OUT OF SIX,RateBook
11171,snips-train-8277,I give Christianity not Mysterious 1 out of 6 points .,I GIVE CHRISTIANITY NOT MYSTERIOUS ONE OUT OF SIX POINTS,RateBook
11172,snips-train-8278,Rate The Removers 4 out of 6,MAKE THE REMOVE HIS FOUR OUT OF SIX,RateBook
11173,snips-train-8279,I award this next series 0 points,I AWARD THIS NEXT SERA ZERO POINTS,RateBook
11174,snips-train-828,"add this song to my playlist named Britpop, etc",ADD THIS SONG TO MY PLAYLESS NAME BRITOP ET CETERA,AddToPlaylist
11175,snips-train-8280,Rate the current essay 4 stars,RATE THE CAREN ES SA FOUR STARS,RateBook
11176,snips-train-8281,Rate this album a 4,RATE THIS SALBUMA FUL,RateBook
11177,snips-train-8282,Rate the current chronicle a two,RATE THE CARANT CHRONICLITY,RateBook
11178,snips-train-8283,rate the current book 3 out of 6 stars,RATE THE CURRENT BOOK THREE OUT OF SEEX STARS,RateBook
11179,snips-train-8284,I would give Basic Battle Skills a rating of four,I WOULD GIVE BASIC BATTLE SKILLS A RATING AF FALL,RateBook
11180,snips-train-8285,Give the saga called The Bridges of Madison County four of 6 stars .,GIVE THE SAGOCOD THE BRIDGES OF MEDICINE COUNTY FOUR OF SIX STARS,RateBook
11181,snips-train-8286,give this novel 3 of 6,GIVE THES NOBLE THREE OF SIX,RateBook
11182,snips-train-8287,Rate the current textbook 2 stars,RATE THE CURRANT TAKES BOOK TEE STARS,RateBook
11183,snips-train-8288,rate Beyond the Shadows 3 of 6 stars,RAITE BEYOND THE SHADOWS THREE OF SEEK STARS,RateBook
11184,snips-train-8289,Rate the Apocalisse saga one out of 6 points,RATE THEAPOCALISAGA ONE OUT OF SIX POINTS,RateBook
11185,snips-train-829,Add lisa m to my guitar hero live playlist,AD LASA EM TO MY GEDA HERE AND THE PLAINLEST,AddToPlaylist
11186,snips-train-8290,Give this saga a 1 .,GIVE THI SAGLA ONE,RateBook
11187,snips-train-8291,rate this book 2 stars,RATE THIS BOOK CE STARS,RateBook
11188,snips-train-8292,rate current textbook 0,WRIT CAREN TAKES BOOK ZERO,RateBook
11189,snips-train-8293,Give this album 4 of 6 points,GIVE THEE SALBUM FOUR OF SIX POINTS,RateBook
11190,snips-train-8294,rate this essay four out of 6,RATE THIS ESSAY FOR OUT OF SIX,RateBook
11191,snips-train-8295,I would rate this current series I'm reading a two out of 6,I WOULD WRITE THIS CURRENT SEAR AS I'M READING A TWO OUT OF SIX,RateBook
11192,snips-train-8296,Rate The Principle of Hope 1 out of 6 stars,RATE THE PRINCIPLE OF HOPE ONE OUT OF SEEX STARS,RateBook
11193,snips-train-8297,Rate this album two out of 6,RATE THE SALBUM TWO OUT OF SIX,RateBook
11194,snips-train-8298,I rate Egg Collecting and Bird Life of Australia a zero out of 6 points,I RATE A COLLECTING AND BIRD LIFE OF AUSTRALIA IZERO OUT OF SIX POINTS,RateBook
11195,snips-train-8299,Rate this album zero of 6,WRITE THIS ALBUM ZERO OF SIX,RateBook
11196,snips-train-83,Please add 80s Classic Hits Asking for It to my playlist,PLEASE A DAT IS CLUSSY KITS ASKING FOR IT TO MY PLAILIST,AddToPlaylist
11197,snips-train-830,Add tune to downtempo beats,ADTIINTO DAM TEMPORE BATES,AddToPlaylist
11198,snips-train-8300,Give this book 1 stars .,GIVE THIS BOOK ONE STARS,RateBook
11199,snips-train-8301,I give the current textbook a four points rating,I GIVE THE CARANTEXS BOOK OF FOUR POINTS WRATING,RateBook
11200,snips-train-8302,give 0 stars to this textbook,GIVES YE ORSTYLES TO THIS TEXT BOOK,RateBook
11201,snips-train-8303,I give The Spirit of St. Louis a 1,I GIVE THE SPIRIT OF SAINT LOUISAWAN,RateBook
11202,snips-train-8304,I think that this novel should get 2 points and a rating of 6,I THINK THAT THIS NOVEL SHOULD GET TWO POINTS AND A WRITING OF SIX,RateBook
11203,snips-train-8305,I give The Thibaults a 1 .,I GIVE THE THIBOLD SO WAN,RateBook
11204,snips-train-8306,rate the book Spells and Philtres five points,WRATE THE BOOK SPELLS AND FILLT IS FIVE POINTS,RateBook
11205,snips-train-8307,give it a 0 for this essay,GIVE IT TO ZERO FOR THE ESSA,RateBook
11206,snips-train-8308,give two out of 6 points to Beyond a Boundary,GIVE TWO OUT OF SIX POINTS TO BE OND E BOUNDARY,RateBook
11207,snips-train-8309,Rate Making Sense of Marx 2 stars .,RATE MAKING SCENTS OF MOCKS TE STARS,RateBook
11208,snips-train-831,add the album by Cham to my Cloud Rap playlist,AT THE ALBUM BY CHAMP TO MY CLOUD RACK PLAILAST,AddToPlaylist
11209,snips-train-8310,Rate the Under the Sign of Saturn 0 of 6,WRATE THE UNDER THE SIGN OF SATIN ZERO OF SEEX,RateBook
11210,snips-train-8311,the current rating of 6 out of two for a textbook,THE CURRENT WRITING OF SIX OUT OF TWO FORA TEXT BOOK,RateBook
11211,snips-train-8312,rate The Pagan Christ zero points out of 6,REAK THE PAGAN CRISZERO POINTS OUT OF SIX,RateBook
11212,snips-train-8313,I want to give this novel zero,I WANT TO GIVE THIS NOVEL ZERO,RateBook
11213,snips-train-8314,rate the current textbook 3 out of 6,RITE THE CURRENT TAKES BOOK THREE OUT OF SIX,RateBook
11214,snips-train-8315,Rate this current essay five stars out of 6 total,RATE THIS CURRENT ESSAY FIVE STARS OUT OF SIX TOTAL,RateBook
11215,snips-train-8316,I give The Tin Can Tree a five of 6,I GIVE THE TEAM CAN TRAY A FIVE OF SIX,RateBook
11216,snips-train-8317,rate Until I Find You four points,WAIT UNTIL I FIND YOU OUR POINTS,RateBook
11217,snips-train-8318,I think this essay should be given four points and a best rating of 6,I THINK THESE ESSAY SHOULD BE GIVEN FOUR POINTS AND A BEST RATING OF SIX,RateBook
11218,snips-train-8319,Rate this essay zero stars out of 6,RATE THIS ESASERUSTAS OUT OF SEX,RateBook
11219,snips-train-832,please put this artist into my Lo mejor de Radio 3 playlist,PLEASE PUT THIS ARTIST INTO MY LIMEHOLDER RADIO THREE PLAINIST,AddToPlaylist
11220,snips-train-8320,Give Whispers in the Graveyard a five .,GIVE WHISPERS IN THE GRAVE YARD OF FIVE,RateBook
11221,snips-train-8321,Rate this album only three points,RATE THIS ALBUMINLY THREE POINTS,RateBook
11222,snips-train-8322,rate this novel a four,RIGHT THIS NOVEL AFOOL,RateBook
11223,snips-train-8323,I give Warheart 5 stars .,I GIVE OL HAD FIVE STARS,RateBook
11224,snips-train-8324,rate the current chronicle series 4 out of 6 points,RAK THE CURRENT CHRONICLE SERIES FULL OUT OF SIX POINTS,RateBook
11225,snips-train-8325,I would rate Oblivion Stories a two,I WOULD WRATE OBLIVION STORIES A TWO,RateBook
11226,snips-train-8326,Give The Spirit House a 4 out of 6,GIVE THE SPIRIT TALLS A FOUR OUT OF SEEKS,RateBook
11227,snips-train-8327,this essay is five stars for sure,THESE ESSAYS FIVE STARS FOR SHORE,RateBook
11228,snips-train-8328,the previous novel is worth two out of 6,THE PREVIOUS NOBLEIES WITH TOO OUT OF SEKS,RateBook
11229,snips-train-8329,rate the current textbook 2 out of 6,RATE THE CURRENT TAKES BOOK TWO OUT OF SIX,RateBook
11230,snips-train-833,Please add checkmate to my irish folk – jigs & reels playlist,PLEASE A CHICKMATE TO MY IRISH FOLK GIGS AND REELS PLAINLIEST,AddToPlaylist
11231,snips-train-8330,rate the book The Rod of Seven Parts 4 points,WRITE THE BOOK THE ROT OF SEVEN POTS FOUR POINTS,RateBook
11232,snips-train-8331,0 stars for this textbook,ZERO STARS FOR THIS TEXT BOOK,RateBook
11233,snips-train-8332,I want to give Dressed To Kill a one,I WANT TE GIVE DRESS TO KILL HER ONE,RateBook
11234,snips-train-8333,give four points to this novel,GIVE FOUR POINTS TO THIS NOVEL,RateBook
11235,snips-train-8334,give 4 out of 6 points to current essay,GIVE FOR OUT OF SIX POINTS TO CURRENT ESSAY,RateBook
11236,snips-train-8335,Give this current book zero out of 6,GIVE THESE CURRENT BOOKS ERRO OUT OF SIX,RateBook
11237,snips-train-8336,Why Buffy Matters is zero out of 6 points .,WHY BUFFEMAXES IN ZERO OUT OF SIX POINTS,RateBook
11238,snips-train-8337,Add the rating for this current series a four out of 6 points,AT THE RATING THROUGH THIS CURRENT SERIES OF FALL OUT OF SIX POINTS,RateBook
11239,snips-train-8338,Give the current essay 5 / 6 stars,GIVE THE CURRENT ESSA FIVE SEEX STARS,RateBook
11240,snips-train-8339,give this textbook zero out of 6 points,GIVE THESE TAXE BOOKS ZERO OUT OF SIX POINTS,RateBook
11241,snips-train-834,Add the name the Song about the Towel to playlist piano in the background,ADD THE NAME THAT SONG ABOUT THE TOWEL TO PLAYLESS PIANO IN THE BACKGROUND,AddToPlaylist
11242,snips-train-8340,I want to give Nautch Girls of India four out of 6 points,I WANT TO GIVE ME WHICH GIRLS OF INDIA FOR OUT OF SIX POINTS,RateBook
11243,snips-train-8341,rate this album one stars,RATE THE SALBUM ONCE DAWS,RateBook
11244,snips-train-8342,Rate The Bourne Deception 4 of 6,RAK THE BULN DECEPTION FOUR OF SIX,RateBook
11245,snips-train-8343,Give the current book four stars,GIVE THE CURRENT BOOK FOUR STARS,RateBook
11246,snips-train-8344,rate the current book zero of 6 points,REAK THE CURRENT BOOK ZERO OF SIX POINTS,RateBook
11247,snips-train-8345,rate the current essay three of 6 points,REAKE THE CARAN ESSAY THREE OF SIX POINTS,RateBook
11248,snips-train-8346,give zero points to High Profile,GIVES YOU RO POINTS TO HIGH PROFILE,RateBook
11249,snips-train-8347,I would give this textbook a rating of 0 and a best rating of 6,I WOULD GIVE THIS TEXT BOOK A WRATING OF ZERO AND A BEST WRATING OF SIX,RateBook
11250,snips-train-8348,give 1 out of 6 stars to current book,GIVE ONE OUT OF SIX STARS TO CARRANT BOOK,RateBook
11251,snips-train-8349,Rate the current textbook 4 of 6,RATE THE CURRENT TAKES BOOK FOUR OF SIX,RateBook
11252,snips-train-835,Put some Stu Phillips in the women of acoustic playlist.,PUT SUMSTU PHILLIPS IN THE WOMEN OF ACUSTIC PLALIST,AddToPlaylist
11253,snips-train-8350,rate Heath Ledger His Beautiful Life and Mysterious Death 1 stars,RATE HETH LEDGER HIS BEAUTIFUL LIFE AND MYSTERIOUS DEATH ONCE STARS,RateBook
11254,snips-train-8351,"For the textbook , out of 6 possible I give the following one a 3 .",FOR THE TEXT BOOK OUT OF SIX POSSIBLE I GIVE THE FOLLOWING ONE O THREE,RateBook
11255,snips-train-8352,Give Grand Conspiracy zero out of 6 points .,GIVE GRANPIN'S PURICEASY ROW OUT OF SIX POINTS,RateBook
11256,snips-train-8353,I give Benson-Meditation 1 out of 6 stars .,I GIVE THEN SOME MEDITATION ONE OUT OF SIX STARS,RateBook
11257,snips-train-8354,I give this book a 3 out of 6 .,I GIVE THIS BOOK A THREE OUT OF SIX,RateBook
11258,snips-train-8355,rate A Thousand Lies series a 3,RATE A THOUSAND LIES SERIES OF THREE,RateBook
11259,snips-train-8356,rate the current book series two out of 6 stars,RATE THE CURRENT BOOK SERIES TWO OUT OF SIX STARS,RateBook
11260,snips-train-8357,Rate this novel 0 of 6 stars,RITE THIS NOVEL'S ERO OF SEX STARS,RateBook
11261,snips-train-8358,Give Letty Fox Her Luck 4 out of 6 stars,GIVE LETTY FOX HER LUCK FOR OUT OF SIX STARS,RateBook
11262,snips-train-8359,Rate Cotton Comes to Harlem a 2,RATE COTTON COMES TO HARLE MATO,RateBook
11263,snips-train-836,add the album to my Top 100 Indie Tracks on Spotify playlist,ADD THE ALBUM TO MY TOP ONE HUNDRED INDITRACTS ON SPOTERFY PLAINLIST,AddToPlaylist
11264,snips-train-8360,rate this novel a 1 of 6 for me,WRITE THIS NOVELE ONEOF SEEKS FOR ME,RateBook
11265,snips-train-8361,I give the previous album one out of 6 points .,I GIVE THE PREVIOUS ALBUM ONE OUT OF SIX POINTS,RateBook
11266,snips-train-8362,give one out of 6 points to High Wizardry,GIVE ONE OUT OF SIX POINTS TO HIGH WIZADRY,RateBook
11267,snips-train-8363,Rate The Gorilla Hunters 0 stars,RATE THE CURELA HUNT HIS URY STAWS,RateBook
11268,snips-train-8364,Give The Dark Abode chronicle 2 out of 6 points .,GIVE THE DARCE BURID CHRONICL TWO OUT OF SIX POINTS,RateBook
11269,snips-train-8365,Rate this album 2 stars,RATE THESE SALBEM TU STARS,RateBook
11270,snips-train-8366,I give this terrible book a two out of 6 .,I GIVE THIS TERRIBLE BOOK A TWO OUT OF SIX,RateBook
11271,snips-train-8367,give this essay 4 points,GIVE THE ESSA FOUR POINTS,RateBook
11272,snips-train-8368,rate Call for the Saint 1 out 6 points,RAT CALL FOR THE SAINT ONE OUTSEEKS POINTS,RateBook
11273,snips-train-8369,This current book only nets 3 out of 6 points,THESE CURRENT BOOK ONLY NETS THREE OUT OF SIX POINTS,RateBook
11274,snips-train-837,Include Laarni Lozada on endorphin rush playlist,INCLUDE LANI LENZADA ON ENDOLPHIN BROSCH PLYLIST,AddToPlaylist
11275,snips-train-8370,rate the Broke Who Killed the Middle Classes? chronicle a five,RAKE THE BROK HE KILLED THE MIDDLE CLASSES CHRONIC LEVIVE,RateBook
11276,snips-train-8371,rate Break No Bones series a 1 of 6,RAT BREAK NOBONE SERIES OF ONE OF SIX,RateBook
11277,snips-train-8372,Give The Fox and the Hound a 1,GIVE THE FOX AND THE HOUNDER ONE,RateBook
11278,snips-train-8373,Rate 5 out of 6 stars to this album,RATE FIVE OUT OF SIX STARS TO THIS ALBAM,RateBook
11279,snips-train-8374,rate the current album 2 out of 6,RATE THE CARAN ALBUM TWO OUT OF SEEKS,RateBook
11280,snips-train-8375,give 1 point to current textbook,GIVE ONE POINT TO CARANTEXT BOOK,RateBook
11281,snips-train-8376,give this textbook a 5 out of 6 rating,GIVE THESE TEXT BOOK OF FIVE OUT OF SIX WRATING,RateBook
11282,snips-train-8377,Rate this chronicle 0 stars,WRATE THESE CHYRONICAL SERY STARS,RateBook
11283,snips-train-8378,Please rate the current textbook 2 stars,PLEASE WRATE THE CAREN TEX BOOK TWO STARS,RateBook
11284,snips-train-8379,Rate They Came from the Sea 1 of 6 points,RATE THEY CAME FROM THE SE ONE OF SIX POINTS,RateBook
11285,snips-train-838,add Joplin in Concert to my feel good dinner,AD JOPLIN IN CONCERT TO MY FEEL GOOD DINNER,AddToPlaylist
11286,snips-train-8380,give three out of 6 points in current essay,GIVE THREE OUT OF SIX POINTS IN CURRENT ESSAY,RateBook
11287,snips-train-8381,Give this book 2 out of 6 stars .,GIVE THIS BOOK TWO OUT OF SIX STARS,RateBook
11288,snips-train-8382,I would give French Poets and Novelists a best rating of 6 and a value of three,I WOULD GIVE FRENCH POETS AND NOVELISTS TO BEST WRITING OF SEX AND A VALUE OF TREI,RateBook
11289,snips-train-8383,I wish to rate zero points out of 6 to The Crack in Space .,I WISH TO RATE ZERO POINTS OUT OF SEEKS TO THE CRACKING SPACE,RateBook
11290,snips-train-8384,I give The Caxtons chronicle 1 out of 6 stars .,I GIVE THE CAXTON'S CHRONICLE ONE OUT OF SIX STARS,RateBook
11291,snips-train-8385,Rate The Empty Throne a 4,RAK THE EMPTY THRUN O FOOL,RateBook
11292,snips-train-8386,Rate current series one,RIGHT CURRENT SERIES ONE,RateBook
11293,snips-train-8387,Rate this book zero out of 6,WRITE THESE BOOKS ZERO OUT OF SIX,RateBook
11294,snips-train-8388,I give Life During Wartime a one out of 6 .,I GIVE LIFE DURING WATIME A ONE OUT OF SIX,RateBook
11295,snips-train-8389,rate the book Oath of Swords three for 6,RATE THE BOUCAIS OF SWORDS THREE FOR SIX,RateBook
11296,snips-train-839,insert Rock Me UP song to my list,INSERT ROCK ME UPSONG TO MY LEAST,AddToPlaylist
11297,snips-train-8390,Rate Dragons of a Vanished Moon 1 of 6 points,GREAT DRAGONS HOVE A VANISHED MEIN ONE OF SIX POINTS,RateBook
11298,snips-train-8391,The current essay is worthy only of a 0 out 6 score.,THE CURRENT ESSAY IS WORTHY ONLY A VIZIRO OUT SEEKS SCHOL,RateBook
11299,snips-train-8392,give The Englishman of the Bones 2 stars out of 6 .,GIVE THE ENGLISHMAN OF THE BRIN'S TWO STARS OUT OF SIX,RateBook
